ID	WORD	CONCRETENESS_MEAN	SUBTLEX_FREQ	CONCEPTICON_ID	MATCH
13134	game	4.5	11926	2467	5
13156	gap	3.92	218	2948	1
13157	gape	3.27	3	1028	1
27344	rubbish	3.64	285	909	1
13167	garden	4.73	1354	586	17
13180	garlic	4.89	306	2368	21
13218	gate	4.96	1634	2940	3
23604	pick	3.82	10118	7	1
13241	gave	2.38	12428	1447	1
13251	gazelle	4.72	62	5	1
13262	gecko	4.76	19	2355	1
13314	genitalia	4.69	37	198	1
19696	meek	2.22	88	1954	1
21882	obtain	3	190	694	1
13400	ghost	3.19	1866	53	1
24567	present	3.39	4562	2982	1
13440	gills	4.55	61	1916	1
13446	ginger	4.92	327	2500	14
13455	giraffe	4.73	76	3089	4
13457	girl	4.85	28413	1646	27
14411	happiness	2.6	1249	1495	2
13495	glass	4.82	3096	604	8
13497	glasses	4.9	1689	2292	3
13558	gloomy	2.52	123	1552	2
13576	glove	4.97	515	867	5
13587	glue	4.65	300	1069	5
13595	glutton	3.16	31	533	1
13607	gnat	4.83	22	1509	1
13608	gnaw	3.86	19	2706	3
13647	goes	2.19	11081	695	1
13621	goat	5	537	2684	1
13629	god	2.07	46061	1944	3
13654	gold	4.81	4026	1369	41
13671	gong	4.7	124	2502	12
13680	goodness	1.38	1655	1035	2
13695	goose	4.81	665	1187	12
13706	gorilla	4.97	283	3144	1
13718	got	1.93	168631	684	1
13723	gourd	4.86	24	411	11
13726	govern	2.21	62	382	1
13732	government	2.88	3327	815	1
13738	grab	3.52	3614	855	2
13784	grandchild	4.26	78	1617	5
13787	granddaughter	4.37	330	1619	5
13789	grandfather	4.86	1241	1383	13
13799	grandmother	4.65	1417	1496	16
13805	grandparent	4.03	13	305	3
13807	grandson	4.3	407	1618	9
13822	grape	5	204	920	11
13839	grass	4.93	856	606	97
13840	grasshopper	4.91	47	607	13
13842	grassland	4.6	5	2819	2
13846	grate	4.82	52	3114	3
32538	tomb	4.73	287	1773	2
13865	gravel	5	73	3028	2
13880	gray	3.46	1077	153	2
13884	graze	3.52	39	3058	3
13887	grease	4.61	354	2557	1
13893	greasy	3.82	199	955	3
13903	greedy	2.64	338	2018	6
13904	green	4.07	3696	1425	123
13915	greet	2.96	268	3552	2
13933	grief	2.7	552	1668	1
13963	grind	3.97	190	1033	16
13989	groan	4.09	47	716	5
14000	groom	4.54	399	3282	2
14021	ground	4.77	3696	1228	4
14046	grow	3.03	3034	479	14
14050	growl	4.3	50	3679	1
14057	grub	3.86	139	3011	1
14063	gruel	3.93	23	1167	5
14088	guard	4.04	2968	1940	1
14103	guess	2.28	23153	1932	4
14109	guest	3.83	2037	1782	13
14138	guilty	2.36	3177	1682	6
14141	guitar	4.9	795	3090	3
14143	gulf	4.08	241	608	1
14144	gull	4.08	56	950	1
14151	gum	4.89	683	139	2
14161	gun	4.83	10873	1566	13
14177	gunpowder	4.79	85	1798	2
14197	gut	4.15	497	1334	1
14239	had	1.77	85472	773	1
14248	hail	4.32	613	104	1
14251	hair	4.97	7831	2381	1
14276	half	3.27	10156	816	20
14315	hammer	4.77	636	3306	2
14319	hammock	4.89	71	2019	1
14322	hamster	4.86	109	3147	1
14324	hand	4.72	14262	1277	148
14351	handkerchief	5	214	1020	1
14352	handle	4.57	5529	1254	2
14386	hang	3.7	7535	2884	3
14405	happen	1.78	12968	248	3
14444	hardness	3.34	13	1884	1
14443	hardly	1.62	2613	2926	1
17602	jackrabbit	4.66	33	1190	1
14458	harlot	3.63	40	1610	1
14481	harp	4.85	134	2597	1
14493	harvest	4	195	1827	1
14501	hasten	2.22	37	754	1
14515	hate	1.97	10944	1607	15
18002	kite	5	117	307	1
14536	hay	4.87	325	342	6
14558	he	3.93	389497	2642	3
14559	head	4.75	18947	1256	165
14560	headache	3.9	719	3625	1
14566	headdress	4.71	15	331	1
14618	health	2.28	2054	1364	2
14625	heap	3.9	249	2984	1
14627	hear	3.66	28323	1408	101
14632	heart	4.52	12453	1223	147
14665	heat	3.79	2044	1341	1
14677	heaven	1.81	2887	1565	3
14683	heaviness	2.89	11	1210	1
14694	hedgehog	4.93	15	1797	2
14705	heel	4.86	377	980	15
14712	height	3.86	476	2985	1
14724	helicopter	4.62	806	2580	2
14728	hell	2.41	24012	878	4
14736	hello	2.8	29857	3553	1
14738	helmet	4.92	483	1680	3
14742	help	2.56	46977	3467	3
14767	hemp	4.85	17	2041	2
14770	hen	4.9	163	1514	18
14771	hence	1.41	247	2927	1
14779	her	3	144627	2474	1
14790	herd	4.11	360	2885	3
14793	herdsman	4.11	1	263	7
14795	here	3.13	230788	136	77
14823	heron	4.38	14	758	4
14834	hesitate	2.46	279	3629	1
14859	hiccup	4.31	27	162	3
14864	hide	3.21	3554	3326	1
14879	high	3.46	9945	3347	1
14914	hill	4.93	1915	614	11
14923	hinder	2.78	37	554	1
14931	hip	4.21	786	1745	10
14935	hippo	4.93	72	3145	1
14940	hire	3.11	1302	3213	2
14943	his	3.14	108364	2092	1
14944	hiss	3.6	47	3685	1
14953	hit	4.11	14025	3309	1
14956	hitchhike	3.44	48	3117	2
14958	hither	2.17	51	2925	1
14985	hoe	4.74	47	284	17
14987	hog	4.66	261	1337	2
14996	hold	3.68	22273	1448	41
15002	hole	4.81	2969	1667	22
27444	sacred	1.77	715	1702	2
15027	home	4.11	39491	2406	7
15089	honest	1.66	3689	1120	2
15092	honey	4.88	15325	942	31
15120	hoof	4.89	88	152	8
15124	hook	4.79	1938	1071	8
15143	hope	1.25	16352	1092	3
15157	horizon	4.44	228	2287	1
15158	horizontal	3.46	77	2376	6
15164	horn	5	1075	124	1
15165	hornbill	3.91	0	3260	2
15167	hornet	4.96	68	3261	1
15188	horse	5	4737	615	37
15190	horsefly	4.97	5	3262	1
15202	horsetail	4.8	0	2196	1
15220	hospital	4.64	6334	616	2
19502	master	2.63	4450	1545	1
35970	warm	3.56	2659	2272	1
15246	hotness	3.1	8	612	1
15253	hour	3.1	8277	1353	5
15256	house	5	26214	1252	79
15295	how	1.35	155867	1239	72
15298	howl	3.83	105	526	4
15330	human	4.93	6363	683	3
15359	humid	3.48	45	143	2
15373	hummingbird	4.96	31	1589	2
15391	hunchback	4.32	50	99	3
15393	hundred	3.2	4015	1634	69
15397	hunger	3.3	300	1864	12
15400	hungry	2.9	3931	1533	20
15406	hunter	4.41	936	1053	5
15425	hurt	3.61	12564	1129	1
15431	husband	4.11	9935	1200	85
15438	husk	4.86	21	2501	2
28574	shelter	4.64	595	1678	1
15486	hyena	4.57	72	1799	5
15580	I	3.93	2038529	1209	147
15582	ice	4.89	4057	617	56
15610	idea	1.61	18311	1609	1
15623	identical	3.5	282	2276	2
15644	idle	2.79	141	2756	1
15648	idol	3.63	141	3205	1
15656	if	1.19	180610	1459	60
15665	ignorant	1.62	319	2651	1
15667	ignore	2.22	951	41	1
15668	iguana	4.83	40	1578	1
15736	imitate	2.66	92	117	3
15759	immediately	2.3	2446	1963	9
15934	important	2.14	10587	1285	1
15999	improve	1.82	413	2872	1
36613	within	2.81	3017	1460	1
16282	increase	2.61	436	1041	5
16646	inflated	3.93	26	535	1
16729	inhale	3.84	120	2705	2
16737	inherit	2.04	181	3664	1
16777	injury	4	520	2947	1
16779	ink	4.56	382	2643	4
16805	innocent	1.54	2780	90	5
16868	insect	4.89	161	620	20
16888	insert	2.57	141	3071	1
16893	inside	3.67	10775	1606	27
16952	instantly	2.44	232	2916	1
16953	instead	1.48	4043	1652	0
17004	insult	2.79	639	557	1
17026	intact	2.64	324	220	1
29312	smart	1.75	4909	2530	2
17071	intention	1.7	559	1162	1
17119	interest	1.8	2598	2062	3
17398	invite	3	1509	1611	3
17441	iron	4.59	915	3118	2
17528	irrigate	3.53	31	3078	1
17545	island	4.96	2018	622	12
17566	it	2.81	963712	169	4
17570	itch	3.15	213	149	2
17574	item	4.41	628	2981	2
17594	jackal	4.39	81	2461	1
17596	jacket	4.86	1704	2770	1
17611	jaguar	4.9	121	1250	3
17612	jail	4.83	3602	1281	1
17627	jar	5	424	1462	1
17642	jawbone	4.96	21	798	2
17658	jealous	2.17	1952	2821	2
17661	jealousy	1.8	293	2016	1
17694	jewel	4.96	369	1029	3
17724	jog	3.63	123	2899	1
34410	unite	2.58	154	1743	1
17732	joint	4.37	1405	999	7
17737	joke	2.9	3724	2760	1
17759	journey	2.57	1017	2393	2
17770	joy	2.37	1456	2524	1
17790	judge	3.75	4063	861	1
17795	judgment	1.68	839	1067	4
17804	jug	4.96	134	270	1
17810	juice	4.89	1371	1499	2
17820	jump	4.52	3561	1829	12
17847	just	1.52	242206	84	4
17869	kangaroo	4.86	118	164	2
17882	keen	1.61	228	39	2
17885	keep	2.37	35846	1477	6
17898	kettle	4.75	143	854	5
17902	key	4.89	4430	1472	13
17917	kick	4.33	3744	1135	18
17928	kid	4.56	17299	1972	10
17936	kidney	4.96	494	489	16
17938	kill	3.9	23081	1417	99
17956	kind	2.07	30125	583	1
17967	kindness	1.74	460	3468	2
17973	king	4.1	6592	1508	8
17976	kingfisher	4.71	9	2444	2
17993	kiss	4.48	6179	578	9
17999	kitchen	4.97	2974	1365	4
18006	kiwi	4.86	40	3247	1
18015	knead	3.89	9	274	5
18018	knee	5	749	1371	123
18021	kneel	4.31	272	66	15
18029	knife	4.9	2387	1352	52
18037	knit	4.41	97	2905	3
18047	knock	4.24	3299	2396	3
32374	tie	4.81	2266	760	1
18060	know	1.68	291780	1410	91
18071	knuckle	4.93	66	2824	2
18115	lacquer	4.28	22	647	1
30256	stairs	5	1212	1464	1
18129	ladle	4.9	38	2649	1
18130	lady	4.33	11071	2471	4
18131	ladybird	4.76	7	3139	1
18141	lagoon	4.5	81	623	4
18143	lair	3.76	123	2949	1
18144	lake	4.88	1836	624	82
18148	lamb	4.97	542	820	13
18150	lame	2.52	557	320	7
18165	lamp	4.97	657	2131	1
18174	land	4.57	4494	166	1
18193	landscape	4.34	127	2342	1
18200	language	2.35	1790	1307	16
18210	lap	4.11	687	3263	1
18224	lard	4.88	86	1282	1
18231	larva	4.52	13	2640	2
18246	last	3.04	36878	1529	9
18254	late	2.6	13756	425	2
18277	laugh	4.21	3206	1355	69
18284	laughter	4.22	704	2958	2
18287	launder	3.18	34	2503	6
18297	lavish	2.31	39	222	1
18301	law	2.57	5932	1062	5
18323	lay	3.86	2970	2071	1
18340	lazy	2.67	591	1564	21
18343	lead	4.1	4246	627	1
18351	leaf	5	265	2250	1
18357	leak	4.28	517	2253	3
18362	lean	3	529	2219	4
30824	study	3.7	2501	504	1
18384	leash	4.89	219	2959	1
18388	leather	4.82	693	629	13
18407	leech	4.33	89	949	3
18415	left	3.7	24707	2182	1
18425	leg	4.83	2882	1297	100
18475	lemon	5	613	3091	5
18479	lend	3.07	595	582	4
18482	length	4.07	358	2537	1
18483	lengthen	3.47	12	3700	1
18496	leopard	5	276	1139	12
18500	leprosy	4.1	37	3624	1
18509	let	2.26	123381	3238	1
18517	letter	4.7	4213	1612	7
18525	level	2.86	2633	3469	3
18546	liar	3.43	1792	3470	2
18569	library	4.8	1170	2428	3
18570	lice	4.73	109	1392	1
18579	lick	4.52	559	319	23
18583	lid	4.96	251	2319	1
35160	untruth	2.21	5	475	1
18590	life	2.69	40629	210	8
18609	lift	3.89	1741	501	5
18615	light	4.21	8425	250	1
18619	lightening	4.19	26	1654	2
18620	lighter	4.53	457	3092	2
18636	lightweight	2.93	59	1052	4
18642	like	1.89	203947	1117	8
18655	limb	4.64	238	1531	1
18660	lime	4.96	168	982	1
18681	limp	4.15	187	366	4
18685	line	4.5	10515	1048	5
18718	lion	4.96	783	1386	23
18722	lip	4.96	548	478	30
18728	lipstick	4.9	449	3093	2
18733	liquid	4.72	395	58	1
18742	liquor	4.73	882	842	15
18746	listen	3.47	27784	1608	17
18777	little	3.67	73766	2924	1
18790	liver	4.68	729	1224	145
18794	livestock	4.7	102	631	4
18801	lizard	4.68	247	632	12
18803	load	3.63	1490	1679	4
18827	lobster	4.86	374	2397	1
18842	lock	4.65	2885	1596	6
18858	locust	4.8	44	810	9
18876	logic	1.72	342	2429	1
27627	sarong	4.5	7	1965	2
18908	long	3.18	34433	418	1
18940	loom	4.5	21	1787	9
18949	loose	3.18	2131	1933	1
18962	lord	3.04	7046	3153	1
18968	lose	2.25	8382	1660	1
18979	loud	3.73	2031	377	10
18994	love	2.07	56864	923	16
19000	lovely	2.29	4853	2233	1
19009	low	3.34	3016	2191	1
19040	luck	1.33	7840	720	1
19079	lunatic	3.27	433	2321	1
19080	lunch	4.31	5310	768	5
19085	lung	4.82	420	688	22
19128	lynx	4.5	1	3314	4
19142	macaw	4.81	12	1630	3
19144	machete	4.82	53	2680	3
19147	machine	4.25	3583	144	2
19167	made	2.52	28626	734	1
19181	magic	2.9	2687	392	2
19228	main	2.41	2179	1078	2
19241	maize	4.58	9	506	8
19248	make	2.67	70775	2575	1
19256	malaria	3.93	85	3059	2
19259	male	4.45	1731	2106	1
19301	manage	2	1095	3073	1
19314	mane	4.73	30	1918	3
19323	mango	5	84	2398	11
19374	mantis	4.85	23	3279	2
19385	many	2.37	18331	3453	2
19386	map	4.93	1623	2625	1
19387	maple	4.46	165	3248	1
19403	mare	4.75	148	938	5
19423	mark	4.21	4183	1720	2
19434	marketplace	4.28	83	633	1
19446	marriage	2.51	3930	2432	3
37314	bone marrow	4.43	0	1835	1
19451	marry	3.03	5322	203	9
19454	marsh	4.85	179	3688	1
19478	mask	4.96	1010	2005	2
19484	mason	4.2	709	877	3
19492	massage	4.18	565	3119	5
19500	mast	4.92	83	184	3
19519	mat	4.83	178	195	16
19521	match	4.14	2521	1133	5
19599	me	4.33	471339	2301	5
19600	mead	4.22	53	941	9
19601	meadow	4.86	116	212	1
19607	meal	4.62	1472	2725	1
19616	meaning	1.85	1904	2950	1
19629	measles	4.69	107	3389	1
19634	measure	3.59	537	1506	8
19699	meerkat	5	11	3148	1
19700	meet	3	17966	1831	13
19736	melon	4.78	218	507	3
19737	melt	3.96	373	2334	6
19742	member	3.07	1468	2424	1
19761	memory	2.38	2477	1018	2
19762	men	4.75	19011	1554	1
19767	mend	3.5	133	2243	1
19777	menstruate	3.74	4	2827	1
19778	menstruation	4	14	766	1
19795	merchant	4.31	146	1082	5
19830	message	3.97	4667	2961	2
19845	metal	4.87	992	2244	2
19959	mid	2.69	64	1093	1
19963	midday	3.72	42	12	1
19978	midnight	3.14	1447	2656	1
20029	milk	4.92	2169	93	4
20037	mill	4.72	486	636	4
20043	millet	3.88	16	931	10
20054	millstone	3.92	20	2459	1
20067	mind	2.5	24715	1562	7
20078	mine	3.56	12800	2090	1
20114	minister	4.22	941	486	1
20131	miracle	1.96	1359	2541	1
20135	mirror	4.97	1233	1171	11
20208	misfortune	2.07	136	56	1
20258	miss	2.54	23850	161	1
20278	mistake	1.97	5200	1293	3
20315	mix	3.82	834	2017	3
20374	moisten	3.48	4	28	1
20382	molar	4.83	26	1049	1
20389	mole	4.41	411	1907	3
20420	money	4.54	32679	1559	21
20432	mongoose	4.89	33	3677	1
20437	monkey	4.9	1709	1350	41
20489	month	4.2	4854	1370	25
20504	moon	4.9	2548	1313	160
20526	mop	4.97	211	3120	2
20545	more	2.37	66228	1992	7
20549	morning	3.44	22389	1339	41
20563	mortar	4.48	117	1731	1
20576	moss	4.9	145	637	3
21753	numerous	2.57	183	1198	1
20581	moth	4.69	116	2828	4
20583	mother	4.6	24476	1216	106
20598	motionless	3	17	1636	2
20610	motorbike	4.79	38	638	2
20630	mountain	4.96	1805	639	126
20643	mourning	2.17	175	3673	1
20644	mouse	4.83	975	2139	3
20650	moustache	4.96	193	1165	2
20652	mouth	4.74	5325	674	168
20661	move	3.25	21325	2873	1
20662	movement	3.63	757	3695	1
20665	movie	4.59	6271	216	1
29450	snivel	2.77	5	208	1
20680	mud	4.86	756	640	36
20705	mule	5	358	890	6
20712	multicolored	4.11	8	2997	1
20767	mumble	3.69	40	128	3
20785	murder	3.61	5717	845	5
20797	muscle	4.5	694	1004	5
20807	mush	3.67	143	400	1
20812	music	4.31	7734	642	6
20830	mussel	4.69	14	2829	1
20831	must	2.13	35661	971	5
20835	mustard	4.93	329	3181	3
20869	muzzle	4.59	81	2200	1
20913	naked	4.5	2002	590	11
20916	name	3.5	32735	180	1
20932	nape	4.44	12	1347	12
20951	narrow	3.04	358	1267	74
37619	common people	3.3	0	789	1
21003	navel	4.71	63	1838	57
21015	nearby	2.86	425	1942	1
21031	necessary	1.8	2345	1030	2
21034	neck	5	3035	1333	144
21039	necklace	4.96	497	1961	9
21048	need	1.69	66040	2339	1
21053	needle	4.93	608	1382	40
21093	neighbor	4.64	864	1332	4
21109	nephew	4.48	846	1056	1
21113	nerve	3.89	1171	2626	3
21118	nest	4.86	566	3549	1
21121	net	4.53	793	2653	3
21129	nettle	3.88	8	33	3
21179	never	1.59	69490	1656	11
21182	new	2.81	36913	1231	160
21193	news	3.41	8399	2964	4
21208	newspaper	4.82	1208	1298	3
21222	next	2.56	23090	1354	3
21237	niece	4.28	486	1642	5
21242	night	4.52	44168	1233	156
21277	nine	4.04	3441	1483	75
21280	nineteen	3.26	169	1714	10
21283	ninety	3.39	142	1724	12
31867	teat	4.38	16	796	1
21303	no	2.45	304549	1269	28
21319	noise	3.52	1779	1182	6
21605	noodles	4.96	309	973	1
21610	noose	4.52	111	2604	1
21623	north	4.14	3258	1598	22
21648	nose	4.89	3557	1221	170
21659	nostril	4.89	35	1178	4
21661	not	2.08	276673	1240	111
21679	nothing	2.21	43534	687	7
21681	notice	3.3	3022	2893	2
21708	now	1.48	163333	1376	27
21736	number	3.3	12288	1356	3
21760	nurse	4.39	2294	2472	1
21767	nut	4.52	797	191	4
21790	oak	4.82	286	644	10
21792	oar	4.84	42	234	2
21797	oath	2.79	504	1712	6
21799	oats	4.78	105	60	10
21805	obey	2.67	456	1635	5
21850	obscure	2	132	1764	4
21876	obstinate	1.79	46	1842	1
21913	ocean	4.86	1545	645	4
21956	offering	2.82	777	1103	1
21961	office	4.93	10399	2430	2
21965	official	2.54	1224	3361	2
21985	oil	4.93	2095	2556	2
21997	ointment	4.5	83	1926	3
22000	okra	4.78	26	1737	3
22001	old	2.72	31056	406	1
22008	olive	4.9	375	1154	3
22014	omen	2.69	87	107	2
22035	one	3.97	156684	1493	198
22039	onion	4.86	216	2366	16
22043	only	2.41	55269	1580	14
22065	open	3.21	16341	3235	2
22080	operate	3	682	3121	2
22096	opium	4.56	114	2498	3
22097	opossum	4.93	4	309	3
22110	opposite	1.79	775	885	2
22145	or	1.72	86970	1014	7
22149	orange	4.66	1138	3328	2
22169	order	2.79	7985	1128	1
22219	orphan	4.04	293	1149	8
22249	otter	4.86	69	15	13
22255	ours	1.81	1801	780	2
22348	outside	4.25	8671	762	26
22384	oven	4.97	453	1143	7
22387	over	2.46	67488	1741	4
22424	overcome	2.28	316	1999	1
22491	overgrown	3.28	49	1229	1
22640	owe	2.07	3782	369	5
22642	owl	4.93	286	735	18
22645	owner	3.78	1185	1036	5
22648	ox	4.86	397	1153	2
22670	oyster	4.85	156	2830	1
22714	pain	3.5	4995	1783	11
22732	paintbrush	4.79	27	3094	2
22735	painting	4.59	1489	2401	1
22737	pair	3.88	1900	1888	4
22746	palate	3.73	50	540	2
38808	palm tree	5	0	1181	2
38112	frying pan	4.77	0	31	4
22781	pancreas	4.79	40	3252	1
22805	pant	4.38	49	3614	1
22812	pants	4.86	2996	809	1
22819	papaya	4.87	56	2445	9
22820	paper	4.93	5271	648	17
22853	parakeet	4.9	55	886	1
22927	parrot	5	167	882	9
22931	part	3.29	13337	779	4
22966	partridge	4	173	3681	1
22971	pass	2.71	5514	1951	1
22981	passionate	1.48	306	1880	1
23011	pasture	4.78	78	649	6
23015	patch	4.7	888	3550	1
23032	path	4.41	1252	2252	48
23047	patient	2.5	3246	3375	1
23071	pattern	3.92	738	2988	1
23085	paw	4.3	159	2965	1
27513	salary	3.69	548	718	1
23104	pea	4.9	199	2025	4
23105	peace	1.62	3550	1338	6
23116	peach	4.9	324	2043	6
23119	peacock	5	261	3382	1
23120	peak	4.2	303	2205	1
23123	peanut	4.89	630	2364	9
23125	pear	4.93	68	922	8
23126	pearl	4.87	799	3325	1
35353	urination	4.32	28	592	1
23170	peel	4.61	273	275	6
23186	peg	4.93	1857	361	1
23189	pelican	4.96	89	472	4
23195	pen	4.92	1261	794	11
23201	pencil	4.88	503	2578	5
23217	penguin	5	147	2831	3
23222	penis	5	684	1222	29
23246	pepper	4.59	449	1385	5
23250	peppery	3.66	1	544	1
23274	perch	4.1	50	2966	1
23308	perhaps	1.19	6939	2278	3
23315	period	3.31	1417	508	1
23325	perish	3.22	132	2865	1
23333	perjury	2.22	115	1792	3
23386	persimmon	4.74	4	2044	5
23411	persuade	2.07	326	3645	1
23461	petroleum	4.69	64	650	1
23488	pheasant	4.75	41	3060	5
23510	phlegm	4.48	34	3061	6
23514	phone	4.86	13756	1379	1
23550	photograph	4.89	579	3123	2
23625	picture	4.52	7061	3303	2
23630	piece	4.14	6349	594	3
23637	pierce	3.73	1313	398	8
23643	pig	5	1996	2564	1
23661	pike	4.25	234	2967	1
23677	pillar	4.77	81	2045	2
23689	pimple	4.77	85	1809	2
23691	pin	4.92	835	64	3
23695	pinch	4	312	378	7
38906	pine tree	4.96	0	1740	3
23701	pineapple	4.94	130	2440	4
23712	pink	3.93	1452	3446	2
23731	pipe	4.88	989	2956	1
23739	piranha	4.76	60	317	1
23747	pit	4.68	674	2539	4
23750	pitch	4	792	664	1
23767	pity	1.87	1199	1141	4
23781	place	3.48	30736	723	10
23787	placenta	4.79	24	3388	1
23799	plain	2.26	1113	652	2
23806	plaintiff	3.9	187	2020	3
23818	plant	4.76	1408	1486	2
23831	plastic	4.79	957	654	1
23835	plate	4.77	1308	480	10
23851	play	3.24	18081	1413	46
23894	please	1.64	56149	1271	2
23926	plough	3.88	54	1921	1
23927	plow	4.46	96	2154	5
23979	pocket	4.68	1821	1851	6
23992	poet	4.36	470	1045	5
23999	poetry	3.5	682	541	2
24005	point	3.39	12063	2669	1
24006	pointed	3.57	387	372	9
24016	poison	4.27	1252	655	17
24019	poisonous	2.74	170	888	1
24209	post	4.3	1654	281	1
24041	polish	4.23	493	3659	1
24100	poncho	4.97	44	327	2
24101	pond	4.9	323	2035	6
24110	pony	4.9	413	1647	1
24123	poor	2.7	6583	1674	16
24131	poplar	3.78	13	821	1
24149	porcupine	5	33	2510	10
24152	pork	4.79	537	2769	1
24165	porridge	4.89	42	2049	1
24208	possum	4.73	105	470	3
24232	postman	4.74	128	3095	2
24260	potato	4.85	576	593	21
24281	potter	4.12	1039	359	4
24285	pouch	4.5	87	2951	1
24291	pound	4.61	708	354	3
24295	pour	4.14	771	1487	14
24301	powder	4.76	818	3368	1
24306	power	2.04	7600	2526	2
24309	powerful	2.17	1791	3001	1
24335	praise	2.61	482	1687	2
24346	pray	3.21	1847	24	6
24351	preach	3.37	122	304	2
24379	precious	2	1191	3002	1
24468	pregnant	4.59	2653	1123	9
24525	prepare	2.36	1711	2909	2
24577	preserve	2.57	287	1997	1
24584	president	4.4	7174	899	1
38982	press down	3.78	0	1913	1
24615	pretend	2.11	2056	3631	1
24637	prevent	2.34	666	1550	1
24652	price	3.63	2722	657	11
24657	prick	3.91	720	1434	1
24668	priest	4.77	1336	852	5
24690	prince	4.44	2299	2554	1
24712	prisoner	4.11	1180	1072	1
24744	problem	2.68	16833	2425	2
24783	produce	3.31	564	2886	2
24870	promise	2.09	7809	1675	4
24974	protect	2.86	3583	2900	4
25001	proud	2.07	4265	174	8
25007	proverb	2.26	55	3646	1
25135	puddle	4.67	99	2290	2
25148	puke	4.59	319	1278	3
25149	pull	3.97	7469	1455	51
25162	pulse	4.19	1200	3267	1
25166	puma	4.86	7	1891	2
25172	pumpkin	4.9	553	864	10
25192	punish	2.66	493	3649	1
25203	pup	4.61	164	74	1
25204	pupil	4.55	160	1658	1
25213	pure	1.87	1271	1147	1
25231	purple	4.04	629	2452	3
25247	pursue	2.83	327	1047	2
25251	pus	4.52	51	1808	18
25252	push	4.21	3598	1452	50
39032	put down	2.86	0	998	1
25295	python	4.96	79	1563	4
25340	quarrel	3.32	286	1848	6
25366	queen	4.45	2789	1306	5
31471	swift	3.04	197	1631	1
25393	quickly	2.36	2881	3365	1
25397	quiet	2.76	5978	1314	6
25403	quilt	5	39	2048	4
32948	tremble	3.61	114	52	2
25435	rabbit	4.93	1068	1136	28
25436	rabid	2.9	70	2203	1
25454	racket	4.26	379	3096	2
25497	radish	4.87	31	2365	3
25502	raft	5	240	1664	4
25503	rafter	4.97	3	829	3
25505	rag	4.67	244	332	1
25527	rain	4.97	2494	1253	8
25528	rainbow	4.57	407	1733	38
25541	raise	3.8	2815	2134	1
25545	rake	4.84	152	3127	2
25548	ram	4.55	328	1344	13
25563	ran	3.82	4296	1519	1
25594	rape	3.61	816	953	3
25609	rare	1.96	1087	209	1
25622	rat	4.85	1663	1491	1
25644	rattle	4.07	172	300	4
25649	rattlesnake	5	86	871	1
25659	raven	4.86	159	2543	7
25664	ravine	4.61	94	1930	1
25670	raw	3.35	519	1959	15
25675	razor	4.9	351	151	5
25698	read	3.56	12302	724	17
25712	ready	2.07	19778	790	6
25716	real	2.5	22583	1657	1
25739	reap	3.14	132	190	2
25755	reason	1.93	9858	2968	1
25895	recognize	2.07	1750	2870	3
25955	recover	2.64	409	1978	2
26056	reed	4.7	464	659	5
26058	reef	4.7	204	660	3
26161	refuse	3.04	1070	49	8
26502	repent	1.96	123	1875	1
26284	rejoice	2.17	86	2192	2
26302	relative	2.97	397	1644	1
26307	relax	2.86	4936	168	1
26317	release	3.24	1851	1095	3
26343	religion	1.71	707	661	3
26362	remain	1.96	1694	987	2
26382	remember	2.41	27666	707	20
26490	repeat	2.9	1684	880	1
26612	request	2.59	1304	1828	2
26635	rescue	3.17	1296	2008	1
38564	look alike	3.83	0	1777	1
26716	respect	2.04	3644	385	1
26859	retreat	3.03	484	421	3
26883	return	2.97	4676	85	1
26968	revolution	2.87	629	2431	1
27002	rhino	4.9	106	2591	1
27010	rib	4.9	301	801	23
27013	ribbon	4.89	258	2969	1
27017	rice	4.86	769	926	19
36121	wealthy	2.73	376	712	1
27030	riddle	2.5	231	2970	2
27031	ride	3.75	6904	367	11
27033	ridge	4.48	361	1748	1
27052	right	3.47	204428	2183	1
27079	ring	4.81	4730	2875	3
27089	ringworm	4.5	5	51	1
27091	rinse	4.1	120	2904	2
27099	ripe	3.3	213	178	27
27100	ripen	3.31	14	179	3
27109	rise	4.04	1399	3207	1
27120	rite	2.54	74	3334	1
27132	river	4.89	2829	666	89
27142	road	4.75	5709	2457	5
27161	roar	3.81	205	2876	1
27163	roast	4.4	499	1962	7
27167	rob	3.48	1188	2073	3
27168	robber	4.31	239	3376	1
27172	robin	4.61	1272	2402	2
27180	rock	4.91	4394	857	1
27204	roll	4.16	3227	827	4
27229	roof	4.79	1818	769	35
27237	room	4.79	22415	1450	10
27248	root	4.34	534	670	141
27270	rot	3.96	394	569	2
27281	rotten	3.87	891	1728	62
27288	rough	3.83	1907	1923	8
27300	round	3.9	3393	1395	97
27323	row	3.93	1343	1849	3
27334	rub	4.33	788	1449	48
27351	rudder	4.72	198	108	3
27354	rude	2.52	1125	1412	1
27367	rug	4.79	531	292	2
27375	rule	2.57	2455	1846	2
27378	ruler	4.66	162	3405	2
27380	rum	4.93	382	2833	2
30249	stain	4.59	316	3064	1
27419	rustle	2.96	58	2877	1
27428	rye	4.74	212	23	9
27437	sack	4.84	659	2990	1
34274	unhappy	2.04	843	699	1
27457	saddle	4.85	399	3065	4
27491	said	2.97	56531	1458	1
27492	sail	4.59	701	786	1
30010	spittle	4.52	12	1503	1
27530	salmon	4.81	334	944	1
