ID	NUMBER	MANDARINE_CHINESE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	SOURCE	WORD_LENGTH	IMAGE_VARIABILITY	IMAGE_AGREEMENT	CONCEPT_FAMILIARITY	VISUAL_COMPLEXITY	SUBJECTIVE_FREQUENCY	NAME_AGREEMENT_PERCENT	NAME_AGREMENT_H	CONCEPT_AGREEMENT	AoA_RATED	AoA_OBJECTIVE	ERROR_PERCENT	LATENCY_ms
Liu-2011-435-1	1	算盘	abacus	2489	ABACUS	4	2	3.36	4.33	4.64	3.68	1.71	0.88	0.54	1.00	3.44	5.74	0.03	894
Liu-2011-435-2	2	水母	acaleph			4	2	2.62	3.37	2.67	3.84	1.60	0.25	2.72	0.28	6.25	10.86	0.34	1635
Liu-2011-435-3	3	手风琴	accordion	2603	ACCORDION	1	3	3.21	4.00	4.14	3.89	1.94	0.78	0.64	0.93	4.00	10.50	0.06	1102
Liu-2011-435-4	4	飞机	air plane	1597	AIRPLANE	1	2	3.31	4.28	4.67	2.62	2.97	0.90	0.55	1.00	2.76	2.25	0.00	748
Liu-2011-435-5	5	闹钟	alarm clock			5	2	2.86	4.11	4.75	3.86	3.97	0.85	0.71	1.00	3.81	3.41	0.03	818
Liu-2011-435-6	6	鳄鱼	alligator	1581	ALLIGATOR	1	2	2.69	4.31	4.17	3.86	2.09	0.90	0.62	0.95	4.18	4.42	0.00	1050
Liu-2011-435-7	7	救护车	ambulance	4013	AMBULANCE	4	3	2.60	3.72	4.50	2.97	2.43	0.93	0.45	0.98	4.31	4.66	0.03	1091
Liu-2011-435-8	8	锚	anchor	1870	ANCHOR	1	1	1.95	2.96	3.50	2.11	1.94	0.45	1.95	0.48	5.63	11.00	0.37	1423
Liu-2011-435-9	9	蚂蚁	ant	587	ANT	1	2	3.10	3.42	3.92	3.43	2.34	0.58	1.71	0.58	2.40	4.58	0.11	1282
Liu-2011-435-10	10	天线	antenna			5	2	2.88	3.40	4.36	2.24	2.46	0.43	1.80	0.55	3.88	10.80	0.09	1148
Liu-2011-435-11	11	苹果	apple	1320	APPLE	1	2	3.05	4.03	4.81	1.62	3.86	0.95	0.17	0.95	1.94	2.25	0.00	1016
Liu-2011-435-12	12	手臂	arm	1673	ARM	1	2	2.62	4.11	4.92	2.05	3.69	0.53	2.15	1.00	2.50	3.56	0.00	895
Liu-2011-435-13	13	箭	arrow	977	ARROW	5	1	2.81	3.45	4.44	1.38	2.14	0.63	1.31	0.78	3.31	4.72	0.00	1062
Liu-2011-435-14	14	箭头	arrow	977	ARROW	1	2	2.83	4.17	4.61	1.19	2.88	0.73	1.60	1.00	4.38	5.19	0.00	848
Liu-2011-435-15	15	烟灰缸	ashtray	4028	ASHTRAY	1	3	3.12	3.75	3.61	2.08	2.34	0.43	2.18	0.48	3.94	10.70	0.26	1390
Liu-2011-435-16	16	斧头	axe	677	AXE	1	2	3.29	4.49	4.78	1.76	1.94	0.73	1.04	1.00	3.12	5.77	0.03	860
Liu-2011-435-17	17	羽毛球	badminton			4	3	3.38	4.63	4.92	3.68	3.03	1.00	0.00	1.00	4.18	4.58	0.00	839
Liu-2011-435-18	18	书包	bag	2468	BAG	5	2	2.95	3.06	4.75	2.43	4.31	0.60	2.03	1.00	2.56	4.66	0.00	866
Liu-2011-435-19	19	气球	ball	1845	BALL	1	2	3.07	4.42	4.69	1.14	2.80	0.95	0.17	0.95	2.00	2.81	0.06	1007
Liu-2011-435-20	20	竹子	bamboo	1927	BAMBOO	5	2	2.55	3.97	4.72	2.05	2.29	0.73	0.91	0.93	3.31	4.58	0.00	975
Liu-2011-435-21	21	笋	bamboo sprouts			5	1	2.57	3.74	3.69	4.27	2.31	0.35	1.72	0.70	4.47	10.35	0.03	1231
Liu-2011-435-22	22	香蕉	banana	868	BANANA	1	2	3.12	4.08	4.72	1.43	3.68	1.00	0.00	1.00	2.18	2.63	0.06	906
Liu-2011-435-23	23	乐队	band			2	2	2.73	3.63	4.36	4.73	2.23	0.88	0.63	0.93	5.38	10.33	0.00	1182
Liu-2011-435-24	24	篮子	basket	1539	BASKET	1	2	3.45	3.64	4.42	3.83	2.66	0.63	2.00	0.98	2.25	4.73	0.00	924
Liu-2011-435-25	25	篮球	basket-ball			5	2	2.95	3.88	4.53	1.54	3.66	0.75	0.95	0.75	4.25	8.27	0.03	1068
Liu-2011-435-26	26	蝙蝠	bat	1793	BAT	1	2	2.36	4.17	4.11	3.11	2.00	0.98	0.00	0.98	4.00	5.58	0.03	1022
Liu-2011-435-27	27	浴缸	bathtub	4027	BATHTUB	4	2	2.79	4.17	4.39	2.24	2.37	0.50	2.18	0.90	5.31	5.68	0.03	1076
Liu-2011-435-28	28	熊	bear	1820	BEAR	1	1	2.93	3.61	3.89	3.19	2.65	0.45	1.40	0.90	4.47	10.45	0.03	1221
Liu-2011-435-29	29	床	bed	1663	BED	1	1	3.00	4.00	4.89	2.65	4.51	0.88	0.63	1.00	1.94	2.84	0.00	710
Liu-2011-435-30	30	蜜蜂	bee	665	BEE	1	2	3.43	3.33	3.75	3.78	2.60	0.38	2.55	0.45	2.35	10.32	0.03	1282
Liu-2011-435-31	31	甲虫	beetle	2242	BEETLE	1	2	3.14	3.22	3.56	2.81	2.06	0.13	3.30	0.45	3.81	10.59	0.20	1459
Liu-2011-435-32	32	铃铛	bell	2246	BELL	1	2	2.24	3.97	4.61	2.46	2.26	0.40	1.93	0.68	2.94	4.41	0.03	1022
Liu-2011-435-33	33	皮带	belt	772	BELT	1	2	3.02	4.22	4.75	1.97	3.49	0.53	1.77	0.85	3.35	4.69	0.00	993
Liu-2011-435-34	34	自行车	bike	747	BICYCLE	1	3	3.43	4.33	4.94	3.57	4.17	0.98	0.17	1.00	2.81	2.81	0.00	763
Liu-2011-435-35	35	打气筒	bicycle pump			1	3	2.88	4.26	4.25	1.86	3.14	0.58	1.78	0.88	3.50	4.68	0.06	1202
Liu-2011-435-36	36	望远镜	binocular			1	3	3.07	4.17	3.97	3.78	2.26	0.73	0.18	0.95	4.18	7.17	0.03	1063
Liu-2011-435-37	37	小鸟	bird	937	BIRD	1	2	3.55	4.22	4.47	2.65	3.37	0.53	2.01	0.95	1.56	2.74	0.09	972
Liu-2011-435-38	38	鸟巢	bird's nest	3549	BIRD NEST	1	2	2.79	3.97	3.78	4.62	2.31	0.43	1.69	0.83	3.00	7.00	0.06	1537
Liu-2011-435-39	39	血	blood	946	BLOOD	2	1	2.81	3.20	3.61	3.43	3.17	0.50	2.40	0.73	1.81	6.25	0.06	1411
Liu-2011-435-40	40	上衣	blouse	4018	BLOUSE	1	2	3.29	4.08	4.81	2.46	3.94	0.23	3.37	1.00	3.44	10.91	0.03	959
Liu-2011-435-41	41	船	boat	1844	BOAT	4	1	3.71	3.56	4.50	3.73	2.57	0.53	2.30	0.98	2.56	4.20	0.00	1026
Liu-2011-435-42	42	骨头	bone	1394	BONE	2	2	3.26	4.61	4.33	2.16	2.77	0.95	0.34	1.00	2.50	3.18	0.03	910
Liu-2011-435-43	43	书	book	963	BOOK	1	1	3.62	4.40	4.83	2.22	4.63	0.88	0.71	1.00	1.88	2.84	0.00	799
Liu-2011-435-44	44	书架	bookshelf			4	2	3.02	3.81	4.47	2.67	3.69	0.65	1.44	0.95	3.71	7.09	0.00	1088
Liu-2011-435-45	45	靴子	boot	585	BOOT	1	2	2.81	3.63	4.75	2.24	2.76	0.65	2.05	0.88	4.59	7.45	0.00	920
Liu-2011-435-46	46	瓶子	bottle	1321	BOTTLE	1	2	3.69	4.14	4.75	1.51	3.23	0.45	1.81	1.00	2.35	3.67	0.00	853
Liu-2011-435-47	47	弓	bow	994	BOW	4	1	2.71	3.74	4.14	2.11	1.94	0.83	0.63	0.90	3.56	8.27	0.00	1069
Liu-2011-435-48	48	蝴蝶结	bowknot			1	3	3.36	3.83	4.61	2.14	2.29	0.70	1.10	0.93	3.25	5.78	0.03	907
Liu-2011-435-49	49	碗	bow	994	BOW	1	1	2.74	4.14	4.69	1.59	3.97	1.00	0.00	1.00	1.56	2.48	0.00	782
Liu-2011-435-50	50	盒子	box	1465	BOX	1	2	2.83	3.60	4.06	1.22	3.69	0.50	2.47	0.65	2.06	5.68	0.06	1083
Liu-2011-435-51	51	大脑	brain	1583	BRAIN	5	2	3.05	4.26	3.81	4.11	3.62	0.65	1.35	0.95	4.06	10.36	0.00	1017
Liu-2011-435-52	52	面包	bread	1368	BREAD	1	2	3.93	3.75	4.42	1.84	4.03	0.75	1.07	0.90	3.25	3.56	0.03	973
Liu-2011-435-53	53	桥	bridge	1011	BRIDGE	4	1	3.05	3.08	4.42	3.08	3.11	0.53	2.19	1.00	2.71	3.73	0.06	1053
Liu-2011-435-54	54	刀	broadsword			5	1	2.74	3.33	4.50	2.14	3.43	0.58	1.47	0.95	2.50	7.09	0.03	881
Liu-2011-435-55	55	扫帚	broom	245	BROOM	1	2	3.21	3.92	4.72	2.73	3.54	0.43	2.19	0.80	2.20	6.94	0.06	1038
Liu-2011-435-56	56	刷子	brush	1821	BRUSH	1	2	2.93	3.79	4.58	2.65	2.89	0.83	0.97	0.95	3.00	10.45	0.03	898
Liu-2011-435-57	57	水桶	barrel	2548	BARREL	1	2	3.36	3.75	4.31	2.65	2.91	0.55	1.77	0.98	2.41	5.67	0.00	1022
Liu-2011-435-58	58	子弹	bullet	1114	BULLET	5	2	2.48	3.47	4.25	3.03	2.20	0.80	0.83	0.85	3.63	5.74	0.09	1191
Liu-2011-435-59	59	公交车	bus	1070	BUS	1	3	3.36	4.31	4.94	3.54	4.17	0.43	2.40	1.00	5.25	3.19	0.00	1026
Liu-2011-435-60	60	蝴蝶	butterfly	1791	BUTTERFLY	1	2	2.90	4.58	4.78	3.43	2.29	0.98	0.17	0.98	2.88	1.94	0.00	727
Liu-2011-435-61	61	钮扣	button	757	BUTTON	1	2	3.33	4.44	4.25	1.65	3.51	0.50	1.13	0.85	2.65	3.56	0.09	1054
Liu-2011-435-62	62	白菜	cabbage	774	CABBAGE	5	2	2.95	3.79	4.22	4.27	3.65	0.75	1.34	0.90	2.13	3.67	0.06	920
Liu-2011-435-63	63	仙人掌	cactus	2595	CACTUS	4	3	2.88	3.11	3.97	3.27	1.91	0.73	0.91	0.75	3.69	5.73	0.11	1264
Liu-2011-435-64	64	蛋糕	cake	2408	CAKE	1	2	3.10	3.50	4.56	2.75	3.29	0.88	0.18	0.88	3.06	3.56	0.03	973
Liu-2011-435-65	65	日历	calendar	1967	CALENDAR	5	2	3.62	3.83	4.86	2.68	3.51	0.90	0.62	1.00	2.81	7.44	0.00	924
Liu-2011-435-66	66	骆驼	camel	1871	CAMEL	1	2	2.93	3.34	4.36	3.03	1.89	0.80	0.79	0.98	3.50	4.72	0.03	939
Liu-2011-435-67	67	照相机	camera	2618	CAMERA	1	3	3.48	4.17	4.72	3.78	3.23	0.60	0.97	1.00	4.13	3.78	0.00	876
Liu-2011-435-68	68	蜡烛	candle	1273	CANDLE	1	2	2.81	4.64	4.83	2.16	2.29	0.93	0.45	1.00	2.38	3.78	0.00	757
Liu-2011-435-69	69	糖	candy	874	CANDY	4	1	2.88	4.31	4.64	2.49	3.73	0.60	1.09	0.95	1.71	2.63	0.03	929
Liu-2011-435-70	70	大炮	cannon	3202	CANNON	1	2	3.64	3.11	3.69	3.84	1.94	0.63	1.44	0.80	3.06	10.35	0.17	1136
Liu-2011-435-71	71	帽子	cap	1288	CAP	1	2	3.62	2.97	4.58	1.92	3.31	0.80	1.03	1.00	2.00	4.17	0.00	832
Liu-2011-435-72	72	轿车	car	1111	CAR	1	2	3.62	4.19	4.89	3.68	3.44	0.35	2.15	1.00	4.00	2.74	0.00	906
Liu-2011-435-73	73	扑克	card	2619	CARD	4	2	2.95	4.06	4.94	2.32	2.63	0.58	1.60	1.00	3.47	4.18	0.00	816
Liu-2011-435-74	74	萝卜	carrot	3085	CARROT	1	2	3.07	3.94	4.78	2.54	3.24	0.50	1.14	1.00	2.53	4.60	0.00	839
Liu-2011-435-75	75	猫	cat	1208	CAT	1	1	3.07	3.75	4.75	2.30	3.11	0.98	0.17	0.98	1.88	2.86	0.03	839
Liu-2011-435-76	76	弹弓	catapult			4	2	2.83	4.56	4.67	2.16	1.66	0.75	1.10	0.85	2.69	10.55	0.06	1178
Liu-2011-435-77	77	毛毛虫	caterpillar	2247	CATERPILLAR	1	3	2.38	4.08	4.00	3.27	2.06	0.55	1.57	0.65	4.88	5.78	0.09	927
Liu-2011-435-78	78	芹菜	celery	3727	CELERY	1	2	3.07	3.46	4.00	3.86	3.26	0.55	1.89	0.55	3.29	10.55	0.14	1168
Liu-2011-435-79	79	大提琴	cello			4	3	2.36	3.71	4.36	3.49	2.06	0.45	2.20	0.80	5.18	10.93	0.03	1003
Liu-2011-435-80	80	铁链	chain	1627	CHAIN	1	2	3.07	4.39	4.42	2.32	2.23	0.58	1.74	0.98	3.65	5.74	0.00	1047
Liu-2011-435-81	81	椅子	chair	1476	CHAIR	1	2	3.95	4.03	4.97	2.11	4.14	0.45	0.63	1.00	2.00	5.68	0.00	771
Liu-2011-435-82	82	樱桃	cherry	2765	CHERRY	1	2	2.69	4.00	4.19	1.70	2.51	0.55	1.56	0.55	4.12	10.68	0.06	1109
Liu-2011-435-83	83	小鸡	chicken	1318	CHICKEN	2	2	2.69	4.03	4.33	3.08	2.23	0.83	0.90	0.83	2.06	10.45	0.03	1024
Liu-2011-435-84	84	烟囱	chimney	1305	CHIMNEY	1	2	2.88	4.06	4.67	3.19	2.23	0.98	0.17	0.98	3.18	4.69	0.00	858
Liu-2011-435-85	85	教堂	church	1349	CHURCH	1	2	3.24	3.25	4.08	3.19	2.09	0.40	2.09	0.43	5.94	11.00	0.03	1014
Liu-2011-435-86	86	烟	cigarette	969	CIGARETTE	1	1	3.10	4.42	4.39	1.92	2.91	0.73	1.17	0.95	3.69	7.09	0.03	966
Liu-2011-435-87	87	钟	clock	1323	CLOCK	5	1	2.90	3.61	4.53	2.83	3.57	0.50	2.44	0.98	2.00	4.20	0.00	987
Liu-2011-435-88	88	夹子	cramp			1	2	2.98	3.40	4.61	2.38	3.03	0.68	1.57	0.88	2.94	9.16	0.11	1122
Liu-2011-435-89	89	云	cloud	1489	CLOUD	5	1	2.88	3.28	4.36	1.86	3.43	0.45	2.16	0.98	2.19	3.73	0.00	988
Liu-2011-435-90	90	小丑	clown	4020	CLOWN	1	2	3.19	3.56	3.58	4.00	1.89	0.60	1.65	0.60	4.44	5.74	0.09	1289
Liu-2011-435-91	91	大衣	coat	603	COAT	1	2	3.24	4.03	4.75	2.32	2.91	0.55	1.69	0.95	3.82	9.21	0.03	899
Liu-2011-435-92	92	梳子	comb	1475	COMB	1	2	2.95	3.42	4.75	2.35	4.26	0.98	0.17	1.00	2.59	4.20	0.00	778
Liu-2011-435-93	93	指南针	compass	2606	COMPASS	4	3	2.81	4.06	4.53	2.76	2.03	0.75	1.32	0.75	4.50	10.40	0.06	997
Liu-2011-435-94	94	电脑	computer	3086	COMPUTER	5	2	3.12	4.36	4.97	4.78	4.54	1.00	0.00	1.00	5.81	2.81	0.03	873
Liu-2011-435-95	95	玉米	corn	506	MAIZE	1	2	2.40	4.47	4.75	3.78	3.46	0.95	0.34	1.00	2.53	3.73	0.03	824
Liu-2011-435-96	96	沙发	couch	3099	SOFA	1	2	2.71	4.08	4.86	2.14	3.23	0.93	0.50	0.98	4.25	3.42	0.03	878
Liu-2011-435-97	97	牛	cow	1007	COW	1	1	3.12	3.94	4.67	3.68	2.66	0.68	1.57	0.98	3.76	7.71	0.00	899
Liu-2011-435-98	98	螃蟹	crab	2348	CRAB	4	2	2.95	3.77	4.17	3.19	2.31	0.85	0.61	1.00	4.12	2.81	0.00	1051
Liu-2011-435-99	99	仙鹤	crane	1830	CRANE	5	2	3.07	3.51	3.94	3.22	1.89	0.28	2.54	0.78	4.41	9.16	0.14	1300
Liu-2011-435-100	100	皇冠	crown	1943	CROWN (OF HEAD)	1	2	2.90	3.67	3.67	3.51	1.83	0.48	1.54	0.80	4.06	5.77	0.03	1184
Liu-2011-435-101	101	拐杖	crutch			3	2	2.57	3.03	4.42	2.68	2.11	0.73	0.88	0.90	3.53	10.45	0.03	1337
Liu-2011-435-102	102	丝瓜	cucumber	496	CUCUMBER	5	2	3.19	4.39	4.14	3.89	2.31	0.53	1.28	0.53	3.50	10.85	0.11	1477
Liu-2011-435-103	103	茶杯	cup	476	CUP	1	2	3.14	4.11	4.75	1.81	3.91	0.45	1.51	1.00	2.36	2.74	0.00	816
Liu-2011-435-104	104	窗帘	curtain	2621	CURTAIN	4	2	3.19	3.31	4.44	2.54	3.63	0.85	0.64	0.93	2.88	3.58	0.09	1250
Liu-2011-435-105	105	飞镖	dart	2587	DARTS	1	2	3.17	3.89	3.89	3.39	1.71	0.48	2.01	0.55	4.94	10.60	0.14	1502
Liu-2011-435-106	106	鹿	deer	1936	DEER	1	1	2.79	3.97	4.36	3.24	2.14	0.63	1.53	0.95	3.25	10.64	0.06	1021
Liu-2011-435-107	107	书桌	desk	1775	TABLE	1	2	2.90	3.50	4.81	2.81	4.06	0.38	1.90	0.95	2.88	10.60	0.00	1087
Liu-2011-435-108	108	钻石	diamond	3878	DIAMOND	2	2	2.93	4.06	3.86	2.42	2.14	0.68	0.81	0.70	4.65	10.33	0.06	1245
Liu-2011-435-109	109	骰子	dice			3	2	2.90	4.35	4.50	3.08	1.94	0.75	0.89	0.75	4.76	9.16	0.00	1254
Liu-2011-435-110	110	恐龙	dinosaur	4021	DINOSAUR	3	2	2.79	3.50	3.83	3.11	2.17	0.88	0.36	0.93	4.00	3.73	0.09	1332
Liu-2011-435-111	111	光盘	disk			2	2	3.24	4.61	4.81	2.38	3.38	0.53	2.07	0.98	6.06	4.84	0.03	1035
Liu-2011-435-112	112	医生	doctor	597	PHYSICIAN	5	2	3.02	2.69	4.61	4.08	3.20	0.80	0.98	1.00	2.63	4.42	0.00	1276
Liu-2011-435-113	113	狗	dog	2009	DOG	1	1	3.64	4.22	4.67	2.46	3.46	0.95	0.29	1.00	1.88	2.48	0.00	885
Liu-2011-435-114	114	驴	donkey	1862	DONKEY	1	1	2.71	3.71	4.39	3.46	2.11	0.50	2.02	0.70	2.94	8.77	0.00	1005
Liu-2011-435-115	115	门	door	1567	DOOR	1	1	3.69	3.81	4.86	2.57	4.40	0.83	0.87	0.98	1.76	2.25	0.03	741
Liu-2011-435-116	116	门把手	door knob			1	3	2.88	3.11	3.72	2.24	3.24	0.15	3.57	0.35	3.63	10.73	0.23	1558
Liu-2011-435-117	117	龙	dragon	2038	DRAGON	5	1	2.74	3.92	4.36	4.89	2.23	0.78	0.68	0.83	2.94	3.56	0.03	1009
Liu-2011-435-118	118	蜻蜓	dragon fly	2352	DRAGONFLY	4	2	3.36	4.61	4.58	3.05	2.09	1.00	0.00	1.00	2.44	3.73	0.00	875
Liu-2011-435-119	119	抽屉	drawer			4	2	2.79	3.97	4.69	1.95	3.86	0.85	0.70	0.95	2.94	7.89	0.06	994
Liu-2011-435-120	120	连衣裙	dress	474	DRESS	1	3	3.38	3.53	4.69	1.95	2.74	0.53	2.10	0.88	3.56	9.16	0.00	926
Liu-2011-435-121	121	柜子	dresser			1	2	2.93	3.29	4.69	2.62	3.60	0.63	1.80	0.80	2.50	5.67	0.00	1167
Liu-2011-435-122	122	电钻	drill	3423	DRILL	2	2	2.90	3.97	4.11	3.27	1.69	0.28	3.09	0.63	5.75	10.73	0.11	1248
Liu-2011-435-123	123	鼓	drum	908	DRUM	3	1	2.74	3.92	4.19	3.59	2.17	0.78	1.38	0.98	3.00	4.58	0.03	971
Liu-2011-435-124	124	鸭子	duck	1360	DUCK	1	2	2.83	3.97	4.69	2.62	2.74	0.50	1.19	0.50	2.24	10.60	0.03	975
Liu-2011-435-125	125	杠铃	dumbbell			2	2	3.12	3.84	4.39	2.92	2.06	0.50	1.62	0.58	5.35	10.60	0.23	1322
Liu-2011-435-126	126	鹰	eagle	1905	EAGLE	1	1	2.52	3.67	4.31	3.43	2.14	0.50	1.92	0.68	3.50	5.58	0.03	1158
Liu-2011-435-127	127	耳朵	ear	1247	EAR	1	2	2.33	4.47	4.97	2.57	3.80	0.90	0.57	1.00	1.94	3.73	0.00	696
Liu-2011-435-128	128	耳环	earring	770	EARRING	4	2	2.88	2.76	4.19	2.57	2.94	0.33	2.93	0.75	3.88	10.55	0.09	1265
Liu-2011-435-129	129	蚯蚓	earthworm	2350	EARTHWORM	1	2	3.14	3.69	3.75	2.32	1.89	0.68	1.27	0.70	2.88	9.03	0.14	1204
Liu-2011-435-130	130	鸡蛋	egg	744	EGG	2	2	3.00	4.11	4.19	2.27	4.23	0.68	0.91	1.00	2.00	5.78	0.03	969
Liu-2011-435-131	131	茄子	eggplant	1146	AUBERGINE	5	2	2.74	3.53	4.25	2.27	3.26	0.70	1.09	0.73	2.63	5.67	0.00	1188
Liu-2011-435-132	132	大象	elephant	1290	ELEPHANT	1	2	2.64	4.42	4.58	3.76	2.17	0.88	0.63	1.00	2.81	2.63	0.00	785
Liu-2011-435-133	133	信封	envelope	3088	ENVELOPE	1	2	3.17	4.14	4.72	1.22	2.83	0.83	0.77	0.98	3.81	8.92	0.00	837
Liu-2011-435-134	134	橡皮擦	eraser			2	2	2.60	3.34	4.36	1.57	1.82	0.45	1.90	0.60	2.60	7.17	0.03	1167
Liu-2011-435-135	135	眼睛	eye	1248	EYE	1	2	2.71	4.06	4.97	3.00	4.29	0.78	1.04	1.00	1.53	1.94	0.00	646
Liu-2011-435-136	136	扇子	fan	1971	FAN (OBJECT)	5	2	2.86	3.97	4.64	3.95	2.76	0.78	1.23	1.00	2.33	3.67	0.00	842
Liu-2011-435-137	137	羽毛	feather	1201	FEATHER	5	2	2.95	4.09	4.17	2.27	2.66	0.83	1.06	0.95	2.65	6.94	0.00	996
Liu-2011-435-138	138	栅栏	fence	1690	FENCE	1	2	3.14	4.36	4.36	2.05	2.23	0.78	1.05	0.98	4.12	8.67	0.03	1080
Liu-2011-435-139	139	食指	finger	1303	FINGER	1	2	2.52	4.47	4.86	2.54	3.57	0.55	1.40	1.00	1.44	5.65	0.00	825
Liu-2011-435-140	140	火	fire	221	FIRE	5	1	3.07	3.50	3.67	3.54	3.43	0.48	1.67	0.88	1.75	5.19	0.03	1105
Liu-2011-435-141	141	鱼	fish	227	FISH	1	1	3.14	4.14	4.72	3.46	3.57	0.73	1.40	1.00	2.18	2.63	0.00	704
Liu-2011-435-142	142	鱼缸	fish global			1	2	2.88	3.88	4.36	3.70	2.40	0.70	1.53	0.88	3.75	3.78	0.06	1208
Liu-2011-435-143	143	鱼钩	fishhook	1074	FISHHOOK	1	2	3.02	4.09	3.97	1.59	2.09	0.23	1.96	0.58	3.69	10.75	0.11	1283
Liu-2011-435-144	144	拳头	fist	1473	FIST	2	2	2.62	4.47	4.75	3.03	3.29	0.88	0.71	1.00	2.56	6.69	0.00	835
Liu-2011-435-145	145	红旗	flag	2623	FLAG	1	2	2.88	3.86	4.81	1.73	2.51	0.30	2.17	1.00	2.38	2.86	0.03	809
Liu-2011-435-146	146	软盘	floppy disk			5	2	2.57	4.26	3.44	3.11	3.00	0.48	2.02	0.83	6.87	10.40	0.11	1573
Liu-2011-435-147	147	花	flower	239	FLOWER	1	1	4.12	3.61	4.69	2.49	3.77	0.60	1.52	0.83	1.59	2.25	0.06	824
Liu-2011-435-148	148	笛子	flute	777	FLUTE	1	2	2.79	3.66	2.94	2.95	2.14	0.25	2.52	0.63	3.81	5.77	0.20	1357
Liu-2011-435-149	149	苍蝇	fly	1504	FLY (INSECT)	1	2	2.81	3.69	4.03	3.32	2.83	0.63	1.86	0.70	2.44	10.45	0.06	1127
Liu-2011-435-150	150	脚	foot	1301	FOOT	1	1	3.12	4.20	5.00	2.19	4.32	0.68	1.56	1.00	1.29	2.25	0.00	791
Liu-2011-435-151	151	橄榄球	football			1	3	2.10	4.00	3.11	2.41	1.97	0.45	0.72	0.50	5.75	10.50	0.31	1374
Liu-2011-435-152	152	叉子	fork	1302	FORK	1	2	3.02	4.38	4.67	1.89	2.77	0.88	0.63	0.98	2.75	3.19	0.03	874
Liu-2011-435-153	153	狐狸	fox	1312	FOX	1	2	2.69	3.69	4.36	2.97	2.06	0.70	1.27	0.80	2.94	5.78	0.00	988
Liu-2011-435-154	154	青蛙	frog	503	FROG	1	2	2.69	4.26	4.72	2.86	2.46	0.90	0.62	1.00	2.50	2.63	0.00	809
Liu-2011-435-155	155	漏斗	funnel	2602	FUNNEL	1	2	2.76	4.16	4.50	1.22	2.14	0.98	0.17	0.98	4.06	10.40	0.03	1022
Liu-2011-435-156	156	垃圾桶	garbage	909	GARBAGE	1	3	3.56	3.58	4.47	2.86	4.14	0.48	1.95	0.53	4.00	4.20	0.03	1105
Liu-2011-435-157	157	长颈鹿	giraffe	3089	GIRAFFE	1	3	2.43	4.50	4.53	4.30	1.86	0.93	0.45	0.98	3.18	2.63	0.00	884
Liu-2011-435-158	158	女孩	girl	1646	GIRL	4	2	3.71	3.47	4.78	2.73	4.29	0.60	2.12	0.93	2.19	7.84	0.00	913
Liu-2011-435-159	159	杯子	glass	604	GLASS	1	2	3.40	3.69	4.67	1.76	4.20	0.45	1.75	1.00	3.13	4.44	0.06	806
Liu-2011-435-160	160	眼镜	glasses	1898	SPECTACLES	1	2	3.71	4.44	4.97	2.08	4.17	1.00	0.00	1.00	3.71	2.25	0.00	694
Liu-2011-435-161	161	地球	globe	2588	GLOBE	4	2	2.52	4.00	4.81	3.35	3.09	0.58	1.12	1.00	3.38	4.42	0.00	844
Liu-2011-435-162	162	手套	glove	867	GLOVE	1	2	3.17	3.97	4.75	2.62	3.12	0.93	0.50	0.95	2.81	2.69	0.00	751
Liu-2011-435-163	163	山羊	goat	1502	GOAT	1	2	2.79	4.26	4.58	2.68	1.97	0.80	0.89	0.95	2.44	9.16	0.03	1049
Liu-2011-435-164	164	金鱼	goldfish			5	2	3.67	3.32	3.53	4.35	2.34	0.85	0.64	0.90	3.25	7.94	0.03	1222
Liu-2011-435-165	165	锣	gong	2502	GONG	5	1	2.27	4.00	4.25	2.16	1.86	0.73	1.22	0.88	4.19	10.32	0.06	1142
Liu-2011-435-166	166	鹅	goose	1187	GOOSE	5	2	3.07	3.53	4.53	1.97	2.57	0.70	1.56	0.93	2.13	4.72	0.03	986
Liu-2011-435-167	167	猩猩	gorilla	3144	GORILLA	1	2	2.86	3.50	4.28	2.70	2.29	0.60	1.99	0.90	4.00	4.42	0.00	1025
Liu-2011-435-168	168	葡萄	grape	920	GRAPE	1	2	3.14	4.56	4.75	2.89	3.17	0.98	0.17	0.98	1.81	2.86	0.00	806
Liu-2011-435-169	169	草	grass	606	GRASS	5	1	3.07	3.57	4.47	2.75	3.37	0.48	2.19	0.98	1.44	3.56	0.06	1072
Liu-2011-435-170	170	蝗虫	grasshopper	607	GRASSHOPPER	1	2	2.64	4.45	4.44	4.05	1.80	0.33	2.32	0.80	4.88	10.67	0.09	1296
Liu-2011-435-171	171	吉他	guitar	3090	GUITAR	1	2	2.90	4.42	4.69	3.35	2.37	0.80	0.83	0.80	5.53	10.53	0.06	992
Liu-2011-435-172	172	手枪	gun	1566	GUN	1	2	3.19	4.08	4.39	2.95	2.23	0.73	1.15	1.00	3.81	2.74	0.00	716
Liu-2011-435-173	173	头发	hair	2648	HAIR (HEAD)	1	2	2.76	2.74	3.36	2.81	4.26	0.55	1.81	0.63	2.06	10.40	0.23	1275
Liu-2011-435-174	174	汉堡	hamburger			1	2	2.64	4.58	4.14	3.46	3.40	0.65	1.29	0.80	6.12	3.81	0.06	1222
