ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	WORD_ID	CHINESE	GRAM_CLASS	WORD TYPE_2 SUBTYPES	WORD TYPE_5 SUBTYPES	ISC_BRAIN_OBJNOBJ	ISC_BRAIN_OBJNOBJ_SE	ISC_BRAIN_WORDNEUROSYNTH	ISC_BRAIN_WORDNEUROSYNTH_SE	ISC_BRAIN_OBJEMONOBJNENOBJ	ISC_BRAIN_OBJEMONOBJNENOBJ_SE	ISC_BRAIN_OBJNOBJ_LEAVE2_TOP300	ISC_BRAIN_LEAVE2_TOP300_SE	ISC_BEHAVIOR	ISC_BEHAVIOR_SUBJECTSE	ISC_BEHAVIOR_WORDSE	MEAN_LANGUAGE_SENSORY	MEAN_LANGUAGE	MEAN_SENSORY	MEAN_NAVIGATION	MEAN_MANIPULATION	MEAN_STRESS	MEAN_AROUSAL	MEAN_VALENCE	SD_LANGUAGE	SD_SENSORY	SD_NAVIGATION	SD_MANIPULATION	SD_STRESS	SD_AROUSAL	SD_VALENCE	MEANRATINGS_PC1	MEANRATINGS_PC2	SDRATINGS_PC1	SDRATINGS_PC2	NUMBER_OF_STROKES	SUBJECTIVE_FAMILIARITY	LOG_WORD_FREQUENCY	LOG_CHAR1FREQ	LOG_AVG_CHAR_FREQ	LOG_CHAR1SRFREQ	LOG_AVG_SRFREQ	MEAN_LANGUAGESENSORY_COV_MEANAROUSALVALENCE	BEHAV_ISC_COV_MEANAROUSALVALENCE	OBJNOBJ_OVERALL_ACTIVATION	WORDNEUROSYNTH_OVERALL_ACTIVATION	OBJEMONOBJNENOBJ_OVERALL_ACTIVATION
Wang-2021-90-45	45	2432	MARRIAGE	marriage	word45	婚姻	n	2	4	0.04110981841	0.006051493321	0.02110238012	0.003338995646	0.04096688972	0.005101524178	0.04580635847	0.01027068371	0.1718284744	0.04619872513	0.04094241307	-0.5138850249	5.038461538	3.814814815	1.285714286	1.56	2.666666667	3.666666667	3.814814815	1.370569786	1.54514219	0.8544932593	1.293573861	1.860521019	1.659404468	1.177906782	-0.57691	0.36498	0.07533	1.39548	20	6.192307692	1.579783597	2.631780622	2.390772834	4.269145198	4.269145198	-0.38109	-1.09079	35.4697106	16.11236451	47.44861769
Wang-2021-90-46	46	3955	HOSTILITY	hostility	word46	敌意	n	2	4	0.02567523564	0.005986631925	0.01335646681	0.002977199243	0.03144218358	0.005556200399	0.03170434033	0.008444145581	0.3520299762	0.0336516476	0.07471808041	-0.6983066914	4.115384615	4.333333333	1.071428571	1.24	3.888888889	4.666666667	2.111111111	1.608152308	1.593255014	0.2622652642	0.6633249581	2.118296364	1.403928236	0.8915558282	-0.60206	1.88137	1.26428	0.43337	23	5.923076923	0.0	2.082282231	2.982924671	3.707497421	4.093334938	-0.24001	0.63283	32.09805669	18.65880236	40.61060796
Wang-2021-90-47	47	2976	VIOLENCE	violence	word47	暴力	n	2	4	0.03515169317	0.006017075669	0.01760857149	0.002881888095	0.03408446005	0.0065064959	0.03254765846	0.007799985144	0.1474277603	0.04803001233	0.02480110605	-0.5370439953	4.461538462	4.37037037	1.071428571	1.4	5.222222222	5.5	2.111111111	1.654829761	1.522855318	0.2622652642	1.0	1.739436985	1.251086484	1.050030525	-0.38483	2.786	1.15313	0.10784	17	6.230769231	1.477121255	2.027233373	2.824934516	4.472885543	4.261379076	0.15223	-0.51896	23.46789791	11.40288359	35.76531097
Wang-2021-90-48	48	3069	FALSE	fraud	word48	骗局	n	2	4	0.03856325351	0.00662753503	0.01861487341	0.003426145844	0.03992611077	0.005493406526	0.03901246708	0.01047713854	0.2491887198	0.05972215231	0.03773184546	-0.8185847086	4.423076923	3.703703704	1.071428571	1.32	3.962962963	4.791666667	2.37037037	1.579191614	1.564382769	0.377964473	1.029563014	2.102772556	1.473805092	1.079463832	-0.6785	1.84967	0.87176	0.90931	19	6.038461538	0.6020599913	1.99144937	2.130345671	3.271466418	3.328669994	-0.34171	-0.07172	29.59717118	15.17385738	43.11496963
Wang-2021-90-49	49	3956	DISPUTE	dispute	word49	纠纷	n	2	4	0.03724709372	0.00444424344	0.01592042013	0.002305552327	0.037765056	0.004344898151	0.0451288957	0.007731439762	0.2204660359	0.05983919435	0.03571573734	-0.9844896949	3.961538462	3.777777778	1.107142857	1.36	3.111111111	4.0	2.777777778	1.370569786	1.577079417	0.3149703942	0.9073771726	2.172083957	1.560378995	0.800640769	-0.85606	1.0032	0.80199	0.74789	12	5.884615385	1.62324929	2.056294506	1.964860907	4.057539885	4.057539885	-0.74305	-0.69442	28.10111748	15.09363856	39.5690036
Wang-2021-90-50	50	1914	DEBT	debt	word50	债务	n	2	4	0.03247399837	0.004465429267	0.01456570037	0.002573056332	0.03299442079	0.004857337943	0.03629614138	0.007853491761	0.286525741	0.05782340907	0.03896771904	-0.6465083416	5.038461538	3.481481481	1.071428571	1.24	3.666666667	3.958333333	2.37037037	1.636600604	1.672638872	0.2622652642	0.8306623863	2.038098661	1.876146992	0.926039879	-0.58689	1.465	0.913	1.39443	15	5.5	1.447158031	1.240686504	2.369303914	4.712137091	4.464936944	-0.38623	-0.26342	21.1548593	13.22470008	31.77257564
Wang-2021-90-51	51	3957	SYSTEM	system	word51	制度	n	2	5	0.01880924521	0.005058519992	0.009240048671	0.00254008934	0.01895608069	0.005282979639	0.02283438111	0.008404295515	0.2252941736	0.0596030207	0.04044224825	-1.130301506	4.0	3.37037037	1.071428571	1.32	1.592592593	2.583333333	3.777777778	1.326649916	1.572556668	0.2622652642	0.9451631253	1.083415513	1.665941871	0.6405126152	-1.12953	-0.57257	0.7027	-0.08683	17	5.961538462	2.833147112	2.572401404	2.969680788	4.038484945	3.908543133	-1.31392	-1.30723	19.73571921	10.85286423	27.50054725
Wang-2021-90-52	52	3958	SOCIETY	society	word52	社会	n	2	5	0.02972373079	0.007047281957	0.0153734626	0.003681147089	0.03077246678	0.006612763571	0.02635184671	0.01028805459	0.2220381699	0.04914191129	0.04326094214	-1.055805218	3.653846154	3.925925926	1.5	1.28	1.703703704	2.625	3.888888889	1.383974211	1.730405153	1.071516751	0.7371114796	1.514413185	1.610090465	0.6979824405	-0.98154	-0.55419	0.46775	0.33162	13	6.346153846	3.26245109	2.27391453	2.874126641	3.616067916	4.075945794	-1.22923	-1.28835	23.90689466	13.87091119	33.88105908
Wang-2021-90-53	53	3959	RELATIONSHIP	relationship	word53	关系	n	2	5	0.02097230137	0.004995358917	0.0096994096	0.001989228921	0.02160977071	0.00446559542	0.01713175267	0.007961492363	0.1840475493	0.04385595612	0.02348392914	-1.206256781	3.576923077	3.62962963	1.178571429	1.4	1.777777778	2.25	3.925925926	1.331858158	1.667521148	0.7723735149	1.0	1.577079417	1.390964632	0.2668802563	-1.13561	-0.68976	0.69122	-0.64844	13	6.230769231	2.966141733	3.090611237	2.929547688	2.989768302	3.127047964	-1.48838	-1.80788	20.26060568	15.32122195	27.71257171
Wang-2021-90-54	54			status	word54	地位	n	2	5	0.03093569218	0.005430963503	0.01599507711	0.0026850154	0.03317021873	0.00570180461	0.03096548624	0.01137388213	0.2248838604	0.04952884962	0.06764760555	-1.196977276	3.807692308	3.407407407	1.071428571	1.24	1.814814815	2.916666667	4.074074074	1.132050556	1.500237398	0.2622652642	0.5972157622	1.494529436	1.501207244	0.3849001795	-1.19278	-0.48817	0.8449	-0.49619	13	6.192307692	2.36361198	3.323619764	3.150133725	4.232669899	4.535460534	-1.3051	-1.05934	26.87274084	11.88241959	36.3936206
Wang-2021-90-55	55	3960	IDENTITY	identity	word55	身份	n	2	5	0.0187213006	0.004060004266	0.01019590187	0.002359853258	0.0178991112	0.005268724491	0.02357484007	0.00602472233	0.2577081057	0.03645956113	0.06427217104	-1.048057342	3.846153846	3.740740741	1.107142857	1.68	1.518518519	2.75	3.851851852	1.461295526	1.430239157	0.4162696521	1.796292478	1.014144974	1.539339215	0.5337605127	-1.03291	-0.57338	0.30454	-0.37246	13	6.038461538	1.591064607	3.159182203	2.901147965	3.11846152	4.422037396	-1.18613	-0.93493	18.307539	9.528816283	25.1486499
Wang-2021-90-56	56	3471	OBLIGATION (DUTY)	obligation	word56	义务	n	2	5	0.0231634759	0.005754009869	0.01505116056	0.003092228399	0.02138946706	0.005387001821	0.02363679344	0.007721407098	0.2217067862	0.05315354569	0.03354131962	-1.074436868	3.923076923	3.592592593	1.071428571	1.36	1.851851852	2.416666667	4.148148148	1.572846513	1.80297317	0.377964473	0.9073771726	1.433224007	1.471960144	0.7181013269	-1.09391	-0.66106	1.13851	-0.09838	8	6.038461538	2.045322979	2.255093684	2.498734508	3.691754074	3.767843815	-1.3145	-1.36617	24.87608487	10.29309109	33.69069629
Wang-2021-90-57	57	2931	BUSINESS	business	word57	买卖	n	2	5	0.03157295803	0.005640247587	0.01484036692	0.003187931689	0.03484904154	0.004690740282	0.02579867394	0.00961898801	0.1541278326	0.06707906111	0.02451250181	-0.8038620482	4.423076923	3.740740741	1.071428571	1.56	1.703703704	2.583333333	3.925925926	1.553655739	1.534039228	0.2622652642	1.293573861	1.295400586	1.665941871	0.2668802563	-0.88785	-0.53433	0.77945	-0.39696	14	6.076923077	1.77815125	1.824616498	1.820717904	3.727599891	3.758805769	-0.97902	-1.85157	27.52598608	13.07157691	37.969737
