ID	NUMBER	ENGLISH	CONCEPT_IN_SOURCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	NORWEGIAN	NORWEGIAN_FREQUENCY	SWEDISH	SWEDISH_FREQUENCY	BORROWING	ANIMACY	MASS_NOUN	ABSTRACTNESS
Epps-2021-843-201	201	DESCENDANTS	DESCENDANTS	490	DESCENDANTS	ætling	0	ättlingar	6	c	1	0	0
Epps-2021-843-202	202	DEVIL (SMALL)	DEVIL (SMALL)	1973	DEMON	puke	0	puke	0	c	0	1	1
Epps-2021-843-203	203	DEW	DEW	1977	DEW	dogg	3	dagg	1	c	0	1	0
Epps-2021-843-204	204	DIFFERENCE	DIFFERENCE	3984	DIFFERENCE	skilnad	100	skillnad	148	c	0	x	1
Epps-2021-843-205	205	DINNER/MIDDAY	DINNER/MIDDAY	12	MIDDAY	middag	39	middag	36	c	0	1	0
Epps-2021-843-206	206	DIRECTION	DIRECTION	3427	DIRECTION	strekk	3	väderstreck	3	c	0	x	1
Epps-2021-843-207	207	DISAGREEMENT	DISAGREEMENT	3985	DISAGREEMENT	--	--	delo	0	c	0	0	1
Epps-2021-843-208	208	DISCUSSION	DISCUSSION	3986	DISCUSSION	diskusjon	--	diskussion	--	l	0	0	1
Epps-2021-843-209	209	DISEASE	DISEASE 1 // DISEASE 2 // DISEASE 3	1986	DISEASE	sjuke / sott / sjukdom	0 / 0 / 55	sjuka / sot / sjukdom	2 / 0 / 98	c / c / c	0 / 0 / 0	1 / 1 / 1	0 / 0 / 0
Epps-2021-843-210	210	DISH	DISH	481	DISH	fat	13	fat	8	c	0	0	0
Epps-2021-843-211	211	DISTINCTION	DISTINCTION	3987	DISTINCTION	utmerking	--	utmärkelse	--	c	0	0	1
Epps-2021-843-212	212	DITCH	DITCH	2002	DITCH	dike	3	dike	10	c	0	0	0
Epps-2021-843-213	213	DOG	DOG 1 // DOG 2	2009	DOG	hund / rakke	54 / 0	hund / racke	95 / 0	c / c	1 / 1	0 / 0	0 / 0
Epps-2021-843-214	214	DONKEY	DONKEY	1862	DONKEY	esel	6	åsna	10	l	1	0	0
Epps-2021-843-215	215	DOOR	DOOR	1567	DOOR	dør	217	dörr	116	c	0	0	0
Epps-2021-843-216	216	DOORPOST/POST	DOORPOST/POST	281	POST	post	81	dörrpost	1	l	0	0	0
Epps-2021-843-217	217	DOUBT	DOUBT 1 // DOUBT 2 // DOUBT 3	1308	DOUBT	tvil / uvisse / tvik	123 / 9 / 0	tvivel / ovisshet@ / tveksamhet@	76 / 6 / 13	l / l / c	0 / 0 / 0	x / x / x	1 / 1 / 1
Epps-2021-843-218	218	DOUGH	DOUGH	273	DOUGH	deig	0	deg	2	c	0	1	0
Epps-2021-843-219	219	DOVE	DOVE	1853	DOVE	due	0	duva	6	c	1	1	0
Epps-2021-843-220	220	DRINK	DRINK 1 // DRINK 2	731	BEVERAGE	drikk, drykk / drikke	3 / 0	dryck / dricka	15 / 0	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-221	221	DRIVER'S LICENSE	DRIVER'S LICENSE	599	DRIVER'S LICENSE	førarkort	12	körkort	12	l	0	0	0
Epps-2021-843-222	222	DRUM	DRUM	908	DRUM	tromme	18	trumma	10	l	0	0	0
Epps-2021-843-223	223	DRUNKENNESS	DRUNKENNESS			fyll	--	fylleri@	--	c	0	1	1
Epps-2021-843-224	224	DUCK	DUCK 1 // DUCK 2	1360	DUCK	and / --	4 / --	and / anka	7 / 2	c / c	1 /1	0 / 0	0 / 0
Epps-2021-843-225	225	DUST	DUST 1 // DUST 2	2	DUST	-- / støv	-- / 11	damm / stöv	7 / 0	l / l	0 / 0	1 / 1	0 / 0
Epps-2021-843-226	226	EAGLE	EAGLE	1905	EAGLE	ørn	1	örn	7	c	1	0	0
Epps-2021-843-227	227	EAR	EAR	1247	EAR	øyre, øyra	64	öra	48	c	0	0	0
Epps-2021-843-228	228	EARLOBE	EARLOBE	18	EARLOBE	øyresnipp	0	öronsnibb, örsnibb	1	l	0	0	0
Epps-2021-843-229	229	EARRING/HANGER	EARRING/HANGER	770	EARRING	henge	0	örhänge	1	c	0	0	0
Epps-2021-843-230	230	EARRING/PLUG	EARRING/PLUG	770	EARRING	øyredobb	0	dubb&	2	c	0	0	0
Epps-2021-843-231	231	EARTHQUAKE	EARTHQUAKE 1 // EARTHQUAKE 2	6	EARTHQUAKE	-- / jordskjelv	-- / 2	jordbävning / jordskalv	3 / 0	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-232	232	EARWAX	EARWAX	32	EARWAX	øyrevoks	0	öronvax	6	c	0	1	0
Epps-2021-843-233	233	EDGE	EDGE	863	EDGE	kant	92	kant	27	l	0	0	0
Epps-2021-843-234	234	EEL	EEL	1013	FRESHWATER EEL	ål	13	ål	1	c	1	0	0
Epps-2021-843-235	235	EGG	EGG	744	EGG	egg	2	ägg	31	c	0	0	0
Epps-2021-843-236	236	ELBOW	ELBOW	981	ELBOW	olboge	4	armbåge	1	c	0	0	0
Epps-2021-843-237	237	ELECTION	ELECTION	240	ELECTION	val	177	val	179	c	0	0	1
Epps-2021-843-238	238	ELECTRICITY	ELECTRICITY 1 // ELECTRICITY 2	59	ELECTRICITY	straum / el	55 / 0	ström / nan	54 / 1	c / l	0 / 0	1 / 1	0 / 0
Epps-2021-843-239	239	ELK/MOOSE	ELK/MOOSE 1 // ELK/MOOSE 2	1772	ELK	elg / bringe	43 / 12	älg / --	12 / --	c / c	1 / 1	0 / 0	0 / 0
Epps-2021-843-240	240	EMAIL	EMAIL	3988	EMAIL	--	--	mejl	--	l	0	0	0
Epps-2021-843-241	241	EMAIL/POST	EMAIL/POST			e-post	--	post&	--	l	0	0	0
Epps-2021-843-242	242	EMBERS	EMBERS	67	EMBERS	glo	3	glöd	6	c	0	1	0
Epps-2021-843-243	243	END	END	742	END (OF SPACE)	slutt	379	slut	344	l	0	0	0
Epps-2021-843-244	244	ENEMY	ENEMY	1358	ENEMY	uven, uvenn	6	ovän	7	c	1	0	0
Epps-2021-843-245	245	ENVY	ENVY	40	ENVY	avundsjuke	0	avundsjuka	9	c	0	x	1
Epps-2021-843-246	246	EVENING	EVENING	1629	EVENING	kveld	422	kväll	176	c	0	0	1
Epps-2021-843-247	247	EXCOMMUNICATION	EXCOMMUNICATION			bann	--	bann	--	l	0	0	1
Epps-2021-843-248	248	EXPERIENCE	EXPERIENCE	3990	EXPERIENCE	oppleving	--	upplevelse	--	c	0	0	1
Epps-2021-843-249	249	EYE	EYE	1248	EYE	auga, auge	304	öga	207	c	0	0	0
Epps-2021-843-250	250	EYEBROW	EYEBROW	1173	EYEBROW	augebryn, augnebryn	5	ögonbryn	8	c	0	0	0
Epps-2021-843-251	251	EYELASH	EYELASH	1540	EYELASH	--	--	ögonfrans	1	l	0	0	0
Epps-2021-843-252	252	EYELID	EYELID	17	EYELID	augelok, augelokk	3	ögonlock	2	c	0	0	0
Epps-2021-843-253	253	FACE	FACE	1560	FACE	ansikt	53	ansikte	90	l	0	0	0
Epps-2021-843-254	254	FAIRY OR ELF	FAIRY OR ELF 1 // FAIRY OR ELF 2 // FAIRY OR ELF 3	1138	FAIRY	-- / fe / alv, elv	-- / 5 / 0	rå / fe / älva	0 / 5 / 0	c / l / c	1 / 1 / 1	0 / 0 / 0	1 / 1 / 1
Epps-2021-843-255	255	FAMILY	FAMILY	194	FAMILY	familie	113	familj	241	l	0	1	0
Epps-2021-843-256	256	FAMINE	FAMINE	199	FAMINE	svolt	11	svält	13	c	0	0	1
Epps-2021-843-257	257	FAN	FAN 1 // FAN 2	1971	FAN (OBJECT)	-- / vifte	-- / 3	fläkt / vifta	10 / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-258	258	FARMER	FARMER	979	FARMER	bonde	232	bonde	54	c	1	0	0
Epps-2021-843-259	259	FATHOM	FATHOM	81	FATHOM	famn	1	famn	9	c	0	0	0
Epps-2021-843-260	260	FAULT	FAULT	134	FAULT	feil	139	fel	88	l	0	x	1
Epps-2021-843-261	261	FEAR	FEAR 1 // FEAR 2	781	FEAR (FRIGHT)	redsle; redsel / frykt	31 / 17	rädsla, rädslan / fruktan	24 / 26	c / l	0 / 0	x / x	1 / 1
Epps-2021-843-262	262	FEATHER	FEATHER	1201	FEATHER	fjør	13	fjäder	13	c	0	1	1
Epps-2021-843-263	263	FELT	FELT	325	FELT	vadmål	3	vadmal	2	c	0	0	0
Epps-2021-843-264	264	FENCE	FENCE 1 // FENCE 2 // FENCE 3	1690	FENCE	plank, planke / stakitt / stengsel	8 / 2 / 2	plank / staket / stängsel	3 / 7 / 2	l / l / c	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-265	265	FEVER	FEVER	1534	FEVER	feber	7	feber	6	l	0	0	0
Epps-2021-843-266	266	FIELD	FIELD 1 // FIELD 2	212	FIELD	legde, legd / felt	3 / 159	lägd / fält	0 / 77	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-267	267	FIG	FIG	322	FIG	fiken	0	fikon	2	l	0	1	0
Epps-2021-843-268	268	FILM/MOVIE	FILM/MOVIE	216	MOVIE	film	175		381	l	0	0	0
Epps-2021-843-269	269	FIN	FIN	213	FIN	finne	2	fena	0	c	0	0	0
Epps-2021-843-270	270	FINE	FINE	218	FINE (PENALTY)	bot	25	bot	26	c	0	0	1
Epps-2021-843-271	271	FINGER	FINGER	1303	FINGER	finger	54	finger	31	c	0	0	0
Epps-2021-843-272	272	FINGERNAIL	FINGERNAIL	1258	FINGERNAIL	nagl	0	nagel	2	c	0	1	0
Epps-2021-843-273	273	FIR	FIR	1915	FIR	gran	10	gran	16	c	0	0	0
Epps-2021-843-274	274	FIRE	FIRE 1 // FIRE 2	221	FIRE	eld / bras	38 / 0	eld / brasa	55 / 5	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-275	275	FIREPLACE	FIREPLACE 1 // FIREPLACE 2	185	FIREPLACE	grue / eldstad	5 / 0	gruva / eldstad	-- / 0	l / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-276	276	FISH	FISH	227	FISH	fisk	118	fisk	74	c	1	1	0
Epps-2021-843-277	277	FISHERMAN	FISHERMAN	1858	FISHERMAN	fiskar	32	fiskare	34	c	1	0	0
Epps-2021-843-278	278	FISHING LINE	FISHING LINE 1 // FISHING LINE 2	19	FISHING LINE	-- / reiv	-- / 0	utterbräde / fiskrev	1 / 0	l / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-279	279	FISHNET	FISHNET	388	FISHNET	--	--	lagn	0	c	0	1	0
Epps-2021-843-280	280	FISHNET/NET	FISHNET/NET	388	FISHNET	fiskenett	11	fisknät	23	c	0	1	0
Epps-2021-843-281	281	FLAME	FLAME	889	FLAME	loge	4	låga	11	c	0	1	0
Epps-2021-843-282	282	FLEA	FLEA	232	FLEA	loppe	0	loppa	4	c	1	1	0
Epps-2021-843-283	283	FLESH/MEAT	FLESH/MEAT	2615	FLESH OR MEAT	kjøt	34	kött	20	c	0	0	0
Epps-2021-843-284	284	FLOOR	FLOOR	1632	FLOOR	golv	67	golv	35	c	0	0	0
Epps-2021-843-285	285	FLOUR	FLOUR	1594	FLOUR	mjøl	9	mjöl	5	c	0	1	0
Epps-2021-843-286	286	FLOWER	FLOWER	239	FLOWER	blom, blome	30	blomma	96	c	0	0	0
Epps-2021-843-287	287	FLUTE	FLUTE	777	FLUTE	fløyte	6	flöjt	0	l	0	0	0
Epps-2021-843-288	288	FLY	FLY	1504	FLY (INSECT)	fluge	12	fluga	10	c	1	1	0
Epps-2021-843-289	289	FOAL	FOAL	1647	FOAL	fole	0	föl	7	c	1	0	0
Epps-2021-843-290	290	FOAM	FOAM 1 // FOAM 2	1768	FOAM	skum / frode	3 / 0	skum / frod, froda	2 / 0	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-291	291	FOG	FOG 1 // FOG 2	249	FOG	skodd, skodde / dimme	13 / 1	skadda / dimma	0 / 21	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-292	292	FOOD	FOOD	256	FOOD	mat	164	mat	93	c	0	1	0
Epps-2021-843-293	293	FOOT	FOOT	1301	FOOT	fot	125	fot	61	c	0	0	0
Epps-2021-843-294	294	FOOTPRINT	FOOTPRINT	318	FOOTPRINT	fotefar	1	--	--	c	0	0	0
Epps-2021-843-295	295	FOREHEAD	FOREHEAD	123	FOREHEAD	panne	24	panna	15	c	0	0	0
Epps-2021-843-296	296	FORK	FORK	1302	FORK	gaffel	7	gaffel	2	l	0	0	0
Epps-2021-843-297	297	FORTRESS	FORTRESS 1 // FORTRESS 2	1938	FORTRESS	borg / festning	5 / 4	borg / fästning	11 / 21	c / l	0 / 0	1 / 1	0 / 0
Epps-2021-843-298	298	FOX	FOX	1312	FOX	rev	10	räv	9	c	1	0	0
Epps-2021-843-299	299	FREEDOM	FREEDOM	3991	FREEDOM	fridom	--	frihet	--	l	0	1	1
Epps-2021-843-300	300	FRIDAY	FRIDAY	1692	FRIDAY	fredag	153	fredag	95	l	0	0	1
Epps-2021-843-301	301	FRIEND	FRIEND 1 // FRIEND 2	1325	FRIEND	ven, venn / kamerat	123 / 60	vän / kamrat	209 / 69	c / l	1 / 1	0 / 0	0 / 0
Epps-2021-843-302	302	FROG	FROG 1 // FROG 2	503	FROG	frosk / --	2 / --	-- / klossa	-- / 0	c / c	1 / 1	0 / 0	0 / 0
Epps-2021-843-303	303	FRUIT	FRUIT	1507	FRUIT	frukt	25	frukt	44	l	0	0	0
Epps-2021-843-304	304	FUR	FUR	580	FUR	pels	1	päls	11	l	0	0	0
Epps-2021-843-305	305	FURROW	FURROW	1794	FURROW	for	0	fåra	6	c	0	0	0
Epps-2021-843-306	306	GAME	GAME	2467	GAME	spel	--	spel	--	l	0	0	1
Epps-2021-843-307	307	GARDEN	GARDEN	586	GARDEN	--	--	trädgård	50	c	0	0	0
Epps-2021-843-308	308	GARDEN-HOUSE	GARDEN-HOUSE	403	GARDEN-HOUSE	veksthus	6	växthus	6	c	0	0	0
Epps-2021-843-309	309	GATE	GATE	2940	GATE	grind	12	grind	3	c	0	0	0
Epps-2021-843-310	310	GHOST	GHOST 1 // GHOST 2 // GHOST 3 // GHOST 4	1175	GHOST	-- / spøkjelse@ / gjengangar / skrømt	-- / 2 / 1 / 2	oknytt / spöke / gengångare / skrymt	0 / 11 / 2 / 0	c / l / c / c	1 / 1 / 1 / 0	0 / 0 / 0 / 1	1 / 1 / 1 / 1
Epps-2021-843-311	311	GILL	GILL	1916	GILL	gjelle	0	gäl	1	c	0	0	0
Epps-2021-843-312	312	GLASS	GLASS	604	GLASS	glas	67	glas	51	l	0	1	0
Epps-2021-843-313	313	GLOVE	GLOVE	867	GLOVE	hanske	6	handske	8	l	0	0	0
Epps-2021-843-314	314	GLUE	GLUE	1069	GLUE	lim	1	lim	3	c	0	1	0
Epps-2021-843-315	315	GOAT	GOAT	1502	GOAT	geit	13	get	11	c	1	0	0
Epps-2021-843-316	316	GOD	GOD	1944	GOD	gud	19	gud	111	c	1	0	1
Epps-2021-843-317	317	GOITER	GOITER	1957	GOITER	struma	0	struma	0	l	0	0	0
Epps-2021-843-318	318	GOLD	GOLD	1369	GOLD	gull	28	guld	45	c	0	1	0
Epps-2021-843-319	319	GOOD LUCK	GOOD LUCK 1 // GOOD LUCK 2	720	GOOD LUCK	tur / lukke, lykke	235 / 76	tur / lycka	137 / 48	l / l	0 / 0	x / x	1 / 1
Epps-2021-843-320	320	GOOSE	GOOSE	1187	GOOSE	gås	0	gås	9	c	1	1	0
Epps-2021-843-321	321	GOVERNMENT	GOVERNMENT	815	GOVERNMENT	regjering	164	regering	387	l	0	0	0
Epps-2021-843-322	322	GRAIN	GRAIN 1 // GRAIN 2 // GRAIN 3 // GRAIN 4 // GRAIN 5 // GRAIN 6 // GRAIN 7	605	GRAIN	såd / korn / drose / grop / -- / -- / gudslån	0 / 31 / 0 / 3 / -- / -- / 0	säd / korn / dråse / gropp / spannmål / mald / gudslån	2 / 21 / 0 / 0 / 4 / 0 / 0	c / c / c / c / c / c / c	0 / 0 / 0 / 0 / 0 / 0 / 0	1 / 1 / 1 / 1 / 1 / 1 / 1	0 / 0 / 0 / 0 / 0 / 0 / 0
Epps-2021-843-323	323	GRANDCHILD	GRANDCHILD	1617	GRANDCHILD	barnebarn	7	barnbarn	11	c	1	0	0
Epps-2021-843-324	324	GRANDPARENTS	GRANDPARENTS	305	GRANDPARENTS	besteforelder	0	mor- eller farföräldrar	--	c	1	1	0
Epps-2021-843-325	325	GRAPE	GRAPE	920	GRAPE	drue	0	druva	3	l	0	0	0
Epps-2021-843-326	326	GRASS	GRASS 1 // GRASS 2	606	GRASS	torv / gras	6 / 75	tov / gräs	0 / 29	c / l	0 / 0	1 / 1	0 / 0
Epps-2021-843-327	327	GRASSHOPPER	GRASSHOPPER	607	GRASSHOPPER	grashoppe	1	gräshoppa	4	c	1	1	0
Epps-2021-843-328	328	GRAVE	GRAVE	1773	GRAVE	grav	34	grav	29	c	0	0	0
Epps-2021-843-329	329	GREASE OR FAT	GREASE OR FAT	323	FAT (ORGANIC SUBSTANCE)	feitt	7	fett	9	l	0	1	0
Epps-2021-843-330	330	GRIEF	GRIEF 1 // GRIEF 2	1668	GRIEF	sorg / --	30 / --	sorg / bedrövelse	21 / 3	c / l	0 / 0	x / x	1 / 1
Epps-2021-843-331	331	GRIP	GRIP	1448	HOLD	handfang	--	fång	3	l	0	0	0
Epps-2021-843-332	332	GUARD	GUARD	1940	GUARD	vakt	35	vakt	30	l	1	0	0
Epps-2021-843-333	333	GUEST	GUEST	1782	GUEST	gjest	89	gäst	118	c	1	0	0
Epps-2021-843-334	334	GUMS	GUMS 1 // GUMS 2	139	GUMS	tannhald / tannkjøt	0 / 1	hull / tandkött	4 / 1	c / c	0 / 0	1 / 0	0 / 0
Epps-2021-843-335	335	GUN	GUN 1 // GUN 2	1566	GUN	pistol / børse	10 / 20	pistol / bössa	7 / 1	l / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-336	336	HAIR	HAIR 1 // HAIR 2	1040	HAIR	luv / hår	0 / 106	luv / hår	1 / 41	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-337	337	HALF	HALF	816	HALF	halve	0	halva	6	c	0	0	1
Epps-2021-843-338	338	HAMMER	HAMMER	1481	HAMMER	hamar,hammar	17	hammare	2	c	0	0	0
Epps-2021-843-339	339	HAMMOCK	HAMMOCK	2019	HAMMOCK	matte	4	hängmatta	3	l	0	0	0
Epps-2021-843-340	340	HAND	HAND	1277	HAND	hand	397	hand	482	c	0	0	0
Epps-2021-843-341	341	HANDKERCHIEF OR RAG	HANDKERCHIEF OR RAG 1 // HANDKERCHIEF OR RAG 2	332	RAG	naseduk / trase	7 / 7	näsduk / trasa	5 / 4	l / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-342	342	HAPPENING	HAPPENING	3989	EVENT	hending	--	händelse	--	c	0	0	1
Epps-2021-843-343	343	HARE	HARE	1190	HARE	hare	7	hare	4	c	1	0	0
Epps-2021-843-344	344	HARVEST	HARVEST	611	HARVEST	skurd	2	skörd	36	c	0	1	0
Epps-2021-843-345	345	HAT OR CAP	HAT OR CAP 1 // HAT OR CAP 2 // HAT OR CAP 3	771	HAT	lue, luve / hatt / --	4 / 24 / --	luva / hatt / mössa	1 / 33 / 10	c / c / l	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-346	346	HATCH	HATCH	3116	HATCH (OUT)	luke	--	lucka	31	c	0	0	0
Epps-2021-843-347	347	HAWK	HAWK	307	HAWK	hauk	6	hök	2	c	1	0	0
Epps-2021-843-348	348	HAY	HAY	342	HAY	høy	16	hö	2	c	0	1	0
Epps-2021-843-349	349	HEAD	HEAD	1256	HEAD	hovud	191	huvud	240	c	0	0	0
Epps-2021-843-350	350	HEADBAND OR HEADDRESS	HEADBAND OR HEADDRESS	3457	HEADBAND OR HEADDRESS	band	52	pannband	0	c	0	0	0
Epps-2021-843-351	351	HEART	HEART	1223	HEART	hjarta, hjarte	74	hjärta	68	c	0	0	0
Epps-2021-843-352	352	HEEL	HEEL	980	HEEL	hæl	18	häl	0	c	0	0	0
Epps-2021-843-353	353	HELL	HELL	878	HELL	helvete	50	helvete	19	l	0	1	1
Epps-2021-843-354	354	HELMET	HELMET	1680	HELMET	hjelm	4	hjälm	8	c	0	0	0
Epps-2021-843-355	355	HERDSMAN	HERDSMAN	263	HERDSMAN	gjetar	6	--	--	c	1	0	0
Epps-2021-843-356	356	HERON	HERON	758	HERON	hegre	1	häger	0	c	1	0	0
Epps-2021-843-357	357	HILL	HILL	614	HILL	bakke	80	backe	21	c	0	0	0
Epps-2021-843-358	358	HIP	HIP 1 // HIP 2	1745	HIP	hoft, hofte / lend	5 / 3	höft / --	7 / --	l / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-359	359	HOE	HOE	284	HOE	hakke	0	hacka	2	l	0	0	0
Epps-2021-843-360	360	HOLE	HOLE	1667	HOLE	hol	60	hål	23	c	0	0	0
Epps-2021-843-361	361	HONEY	HONEY	942	HONEY	honning	0	honung	4	c	0	1	0
Epps-2021-843-362	362	HOOK	HOOK 1 // HOOK 2 // HOOK 3	1071	HOOK	pukkel / kuv / krok	0 / 0 / 56	puckel / kuv / krok	10 / 0 / 10	l / c / c	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-363	363	HORN/TRUMPET	HORN/TRUMPET	775	TRUMPET	horn	18	horn	10	c	0	0	0
Epps-2021-843-364	364	HORSE	HORSE	615	HORSE	hest	137	häst	67	c	1	0	0
Epps-2021-843-365	365	HOSPITAL	HOSPITAL	616	HOSPITAL	sjukehus	99	sjukhus	121	c	0	0	0
Epps-2021-843-366	366	HOST	HOST	1545	HOST	vert	18	värd	111	l	1	0	0
Epps-2021-843-367	367	HOUR	HOUR	1353	HOUR	time	290	timme	269	c	0	0	1
Epps-2021-843-368	368	HOUSE	HOUSE	1252	HOUSE	hus	496	hus	315	c	0	0	0
Epps-2021-843-369	369	HUT	HUT	1678	HUT	stove	100	stuga	40	l	0	0	0
Epps-2021-843-370	370	ICE	ICE 1 // ICE 2	617	ICE	is / flak&	68 / 5	is / isflak	45 / 1	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-371	371	IDEA	IDEA 1 // IDEA 2	1609	IDEA	aning / idé	8 / 78	aning / idé	42 / 179	l / l	0 / 0	0 / 0	1 / 1
Epps-2021-843-372	372	IDOL	IDOL	1945	IDOL	idol	0	idol	7	l	1	0	0
Epps-2021-843-373	373	IMPRESSION	IMPRESSION	3992	IMPRINT OR IMPRESSION	avtrykk	1	avtryck	2		0	0	0
Epps-2021-843-374	374	INJECTION	INJECTION	1805	INJECTION	sprøyte	1	spruta	4	c	0	0	0
Epps-2021-843-375	375	INSECT	INSECT 1 // INSECT 2	620	INSECT	kuse& / avåt	0 / 0	-- / --	-- / --	c / c	1 / 1	1 / 1	0 / 0
Epps-2021-843-376	376	INTENTION	INTENTION	1162	INTENTION	meining	246	mening	285	l	0	x	1
Epps-2021-843-377	377	INTERNET	INTERNET	3993	INTERNET	internett	--	internet	--	l	0	x	0
Epps-2021-843-378	378	INTESTINES OR GUTS	INTESTINES OR GUTS	1334	GUTS	tarm	1	tarm	0	c	0	1	0
Epps-2021-843-379	379	IRON	IRON	621	IRON	jarn, jern	34	järn	23	c	0	1	0
Epps-2021-843-380	380	ISLAND	ISLAND	622	ISLAND	øy	65	ö	131	c	0	0	0
Epps-2021-843-381	381	ITCH	ITCH	148	ITCH	klåe, kløe	1	klåda	0	c	0	1	0
Epps-2021-843-382	382	JAW	JAW 1 // JAW 2	798	JAW	kjake / kjeft	6 / 3	käke / käft	1 / 5	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-383	383	JEALOUSY	JEALOUSY	2016	JEALOUSY	svartsjuke	0	svartsjuka	5	c	0	x	1
Epps-2021-843-384	384	JEWEL	JEWEL	1029	JEWEL	juvel	0	juvel	1	l	0	0	0
Epps-2021-843-385	385	JOINT	JOINT	999	JOINT	ledd	0	led	14	c	0	0	0
Epps-2021-843-386	386	JUDGE	JUDGE	861	JUDGE	domar	0	domare	25	c	1	0	0
Epps-2021-843-387	387	JUDGMENT	JUDGMENT	1067	JUDGMENT	dom	33	dom	52	c	0	0	1
Epps-2021-843-388	388	JUG/PITCHER	JUG/PITCHER	270	JUG	kanne	0	kanna	2	c	0	0	0
Epps-2021-843-389	389	KANGAROO	KANGAROO	164	KANGAROO	kenguru	0	känguru	1	l	1	0	0
Epps-2021-843-390	390	KETTLE	KETTLE 1 // KETTLE 2	854	KETTLE	kokar / kjel, kjele	3 / 7	vattenkokare / kittel	0 / --	l / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-391	391	KEY	KEY	1472	KEY	nykel, nøkkel	20	nyckel	21	c	0	0	0
Epps-2021-843-392	392	KID	KID	1972	KID	killing	1	killing	0	c	1	0	0
Epps-2021-843-393	393	KIDNEY	KIDNEY	489	KIDNEY	nyre	2	njure	21	c	0	0	0
Epps-2021-843-394	394	KING	KING	1508	KING	konge	66	kung	106	c	1	0	0
Epps-2021-843-395	395	KNEE	KNEE	1371	KNEE	kne	41	knä	32	c	0	0	0
Epps-2021-843-396	396	KNIFE	KNIFE 1 // KNIFE 2	1352	KNIFE	kniv / junge	31 / 0	kniv / junge	18 / 0	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-397	397	KNOT	KNOT	760	KNOT	knut, knute	8	knut	14	c	0	0	0
Epps-2021-843-398	398	KNOWLEDGE	KNOWLEDGE	3874	KNOWLEDGE	kunnskap	--	kunskap	--	l	0	1	1
Epps-2021-843-399	399	LADDER	LADDER	1464	LADDER	stige	9	stege	4	c	0	0	0
Epps-2021-843-400	400	LAKE	LAKE	624	LAKE	sjø	118	sjö	89	c	0	0	0
Epps-2021-843-401	401	LAMB	LAMB 1 // LAMB 2	820	LAMB	lam / lamunge	27 / 0	lamm / lammunge	6 / 0	c / c	1 / 1	1 / 1	0 / 0
Epps-2021-843-402	402	LAMP OR TORCH	LAMP OR TORCH 1 // LAMP OR TORCH 2 // LAMP OR TORCH 3	2131	TORCH OR LAMP	lampe / ljos, lys / lykt	4 / 150 / 3	lampa / ljus / lykta	21 / 124 / 13	l / c / l	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-403	403	LAND/ COUNTRY	LAND/ COUNTRY	1300	COUNTRY	land	939	land	1060	c	0	1	0
Epps-2021-843-404	404	LANGUAGE	LANGUAGE 1 // LANGUAGE 2	1307	LANGUAGE	mål / språk	377 / 268	mål / språk	0 / 218	c / l	0 / 0	0 / 0	1 / 1
Epps-2021-843-405	405	LATCH OR DOOR-BOLT	LATCH OR DOOR-BOLT 1 // LATCH OR DOOR-BOLT 2 // LATCH OR DOOR-BOLT 3			lås / sperre / hake	4 / 4 / 14	lås / spärr / hake	11 / 16 / 4	c / l / c	0 / 0 / 0	0 / 0 /0	0 / 0 / 0
Epps-2021-843-406	406	LAW	LAW	1062	LAW	lov	214	lag	135	c	0	0	1
Epps-2021-843-407	407	LEAD	LEAD	43	LEAD (GUIDE)	bly	1	bly	1	c	0	1	0
Epps-2021-843-408	408	LEADERSHIP	LEADERSHIP			leiarskap	--	ledarskap	--	c	0	1	1
Epps-2021-843-409	409	LEAF	LEAF 1 // LEAF 2	628	LEAF	lauv / blad	9 / 186	löv / blad	0 / 31	c / c	0 / 0	1 / 1	0 / 0
Epps-2021-843-410	410	LEARNING	LEARNING			lærdom	--	lärdom	--	c	0	1	1
Epps-2021-843-411	411	LEATHER	LEATHER	629	LEATHER	ler	2	läder	3	c	0	0	0
