ID	NUMBER	CHINESE	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALENCE_MEAN	AROUSAL_MEAN	CONCRETENESS_MEAN	FAMILIARITY_MEAN	IMAGEABILITY_MEAN	CONTEXT_AVAILABILITY_MEAN
Yao-2017-1100-392	392	记者	journalist			4.89	4.43	3.54	4.54	2.77	4.07
Yao-2017-1100-393	393	纪律	rules			4.58	3.81	7.56	6.56	7.67	6.93
Yao-2017-1100-394	394	技术	technique			6.77	5.85	5.46	5.18	7.11	6.56
Yao-2017-1100-395	395	妓女	prostitute	PROSTITUTE	1610	2.73	4.85	6.17	5.17	7.15	6.38
Yao-2017-1100-396	396	祭坛	altar	ALTAR	853	3.14	6.69	4.49	4.51	4.61	5.36
Yao-2017-1100-397	397	佳丽	beautiful ladies			7.2	6.43	6.66	6.23	5.46	6.11
Yao-2017-1100-398	398	佳肴	cuisine			5.14	4.83	4.75	5.49	4.92	6.22
Yao-2017-1100-399	399	枷锁	shackles			2.1	6.95	3.41	3.41	6.52	5.78
Yao-2017-1100-400	400	家眷	family honor			3.17	6.88	5	5.4	4.57	4.89
Yao-2017-1100-401	401	家事	family matter			5.32	4.09	5.32	4.93	6.35	6
Yao-2017-1100-402	402	嘉宾	guest	GUEST	1782	6.6	6.23	4.03	5.78	5.14	5.47
Yao-2017-1100-403	403	嫁妆	dowry			6.71	5.1	6.76	6.41	7.57	6.68
Yao-2017-1100-404	404	奸臣	treacherous court official			6.66	6.76	5.88	5.46	6.89	6.57
Yao-2017-1100-405	405	奸商	dishonest businessman 			2	6.56	5.6	4.8	6.19	6.17
Yao-2017-1100-406	406	奸笑	wicked grin			2.82	6.57	4.95	4.68	6.54	5.51
Yao-2017-1100-407	407	奸诈	tricky			2.23	6.93	5.47	5.75	6.3	6.08
Yao-2017-1100-408	408	剪彩	cut the ribbon at an opening ceremony			5.03	3.86	6.11	5.89	6.84	6.16
Yao-2017-1100-409	409	简易	simple			4.8	4.73	3.53	4.69	4.28	4.51
Yao-2017-1100-410	410	见解	viewpoints			7.14	5.73	3.32	5.57	4.23	5.14
Yao-2017-1100-411	411	将军	general			7.27	5.27	5.68	4.64	7.14	6.46
Yao-2017-1100-412	412	僵尸	zombie			3.07	6.46	7.18	5.07	8.13	6.94
Yao-2017-1100-413	413	奖金	reward			6.68	4.59	6.27	6.8	6.62	6.15
Yao-2017-1100-414	414	奖牌	medal			4.34	3.88	5.46	7.34	4.72	5.29
Yao-2017-1100-415	415	奖品	rewards			8.14	6.27	7.18	6.95	5.63	5.24
Yao-2017-1100-416	416	奖券	coupon			6.56	4.59	6.41	6.44	7.66	7.28
Yao-2017-1100-417	417	奖赏	awards			3.06	5.61	6.83	6.83	7.24	6.38
Yao-2017-1100-418	418	奖章	honor badge			5.54	5.43	4.39	6.39	3.6	5.11
Yao-2017-1100-419	419	奖状	award			6.39	4.32	6.82	6.55	6.37	5.79
Yao-2017-1100-420	420	郊游	travel in the suburbs			2.73	5.39	5.46	6.34	4.81	5.89
Yao-2017-1100-421	421	骄阳	burning sun			1.86	5.73	4.86	2.73	5.63	5.37
Yao-2017-1100-422	422	教官	coach			5.18	5.39	3.71	5.14	3.5	4.93
Yao-2017-1100-423	423	教练	coach			2.44	6.94	5.94	5.03	5.32	6.08
Yao-2017-1100-424	424	阶梯	ladder	LADDER	1464	5.86	4.5	5.82	6.14	7.26	6.11
Yao-2017-1100-425	425	揭发	expose			6.56	6.32	5.88	6.2	7.54	7.28
Yao-2017-1100-426	426	劫持	hijack			6.83	5.74	6.43	4.53	5.75	5.19
Yao-2017-1100-427	427	戒指	ring	RING	1374	2.94	6.02	6.44	7.56	5.77	5.95
Yao-2017-1100-428	428	金牌	gold medal			7.28	6.6	5.4	6.08	5.16	5.95
Yao-2017-1100-429	429	金融	finances			4.61	5.04	3.36	7.11	3.91	4.4
Yao-2017-1100-430	430	金鱼	gold fish			3.63	6.83	5.51	4.68	6.55	6.15
Yao-2017-1100-431	431	锦绣	silky			3.57	6.32	5.14	4.86	3.92	4.03
Yao-2017-1100-432	432	经典	classic			5.72	4.86	5.81	5.78	5.12	5.3
Yao-2017-1100-433	433	惊恐	scare			4.68	4.21	4.57	4.03	6.3	5.58
Yao-2017-1100-434	434	惊喜	nice surprise			6.54	6.54	5.68	5.86	4	4.42
Yao-2017-1100-435	435	精彩	spectacular			7.39	6.19	8.82	6.36	5.81	6.96
Yao-2017-1100-436	436	警车	police car			4.23	4.59	4.23	4.95	3.26	3.74
Yao-2017-1100-437	437	警犬	police search dogs			2.21	6.61	3	4.11	2.69	3.49
Yao-2017-1100-438	438	警卫	security guards			1.4	6.27	2.8	6.17	3.65	4.64
Yao-2017-1100-439	439	纠缠	harass			2.2	6.51	4.2	4.05	4.54	5.09
Yao-2017-1100-440	440	酒店	hotel			2.95	3.55	4.23	3.7	3.88	4.25
Yao-2017-1100-441	441	拘捕	detain			4	6.57	3.13	3.2	3.51	3.68
Yao-2017-1100-442	442	倦容	tired look			6.07	4.43	3.82	4.64	3.43	4.79
Yao-2017-1100-443	443	绢花	laces			5.17	6.17	3.36	4.54	3.37	4.27
Yao-2017-1100-444	444	眷恋	be attached to			6.61	5.86	6.83	7.47	7.16	6.9
Yao-2017-1100-445	445	决斗	duel			3.57	5.96	5.89	5.18	6.88	5.9
Yao-2017-1100-446	446	绝望	desperation			1.89	7.14	5.16	5.22	5.51	5.63
Yao-2017-1100-447	447	军官	army officer			6.31	5.77	5.74	4.89	6.97	6.46
Yao-2017-1100-448	448	军火	munitions			2.21	6.64	4.21	3.96	5.49	5.64
Yao-2017-1100-449	449	军人	military man			6.09	5.5	6.23	5.43	6.99	6.26
Yao-2017-1100-450	450	军装	army suits			4.68	5.25	3.14	4.14	3.14	4.41
Yao-2017-1100-451	451	骏马	handsome horse			7.14	5.39	6.57	5.86	6.78	5.86
Yao-2017-1100-452	452	咖啡	coffee	COFFEE	1299	6.73	5.46	5.54	5.43	6.68	6.35
Yao-2017-1100-453	453	凯旋	triumphant return			6.32	6.05	6.71	6.32	7.28	6.38
Yao-2017-1100-454	454	楷模	role model			6.25	6.22	4.69	5.4	4.43	4.92
Yao-2017-1100-455	455	坎坷	hardships			2.46	5.61	5.75	4.11	5.9	6.34
Yao-2017-1100-456	456	亢奋	excited			4.98	5.9	7.1	6.76	8.03	6.86
Yao-2017-1100-457	457	考官	proctor			4.07	5.1	6.24	5.95	7.51	6.88
Yao-2017-1100-458	458	科研	research			4.46	3.54	6.11	5.37	6.19	5.08
Yao-2017-1100-459	459	空姐	air hostess			6.5	5.18	5.41	5.41	3.95	3.79
Yao-2017-1100-460	460	空军	air force			3.54	5.77	5.97	5.12	6.65	6.32
Yao-2017-1100-461	461	空难	air crash			2.03	7.44	4.53	4.78	5.09	5.35
Yao-2017-1100-462	462	口红	lipstick	LIPSTICK	3093	6.41	4.95	6.09	4.64	6.79	5.95
Yao-2017-1100-463	463	枯草	dry weed			2.64	5.79	5.29	3.32	5.6	5.09
Yao-2017-1100-464	464	枯井	tried well			2.93	3.46	6.57	5.57	7.14	6.59
Yao-2017-1100-465	465	枯萎	wither			3.17	4	5.97	6.74	6.54	6.41
Yao-2017-1100-466	466	枯燥	dull			7.34	7.05	5.46	5.12	6.86	6.52
Yao-2017-1100-467	467	哭泣	cry	CRY	1839	5.18	5.39	4.71	4	5.97	6.05
Yao-2017-1100-468	468	骷髅	skeleton	SKELETON	2668	4.11	3.43	4.06	3.31	5.37	4.91
Yao-2017-1100-469	469	酷吏	cruel ruler			2.54	7.39	5.59	5.07	5.62	5.48
Yao-2017-1100-470	470	酷刑	cruel torture			7.91	6.54	4.18	2.05	5.18	5.53
Yao-2017-1100-471	471	夸张	exaggerated			6.12	5.56	5.32	2.82	4.97	4.53
Yao-2017-1100-472	472	款待	warm welcome			6.63	5.54	7	6.67	7.8	6.9
Yao-2017-1100-473	473	狂风	wild wind			5.79	5.46	5.86	5	6.6	6.47
Yao-2017-1100-474	474	狂欢	carnival			3.66	6.86	5.71	5.73	6.48	6.26
Yao-2017-1100-475	475	矿产	mining			2.18	6.21	6.07	4.63	6.45	5.29
Yao-2017-1100-476	476	溃烂	rot	ROTTEN	1728	4.59	5.46	6.07	4.46	6.85	6.18
Yao-2017-1100-477	477	溃疡	ulcer	ULCER	1189	4.47	4.53	2.8	3.3	5.19	5.13
Yao-2017-1100-478	478	困倦	tiredness			4.5	4.73	5.33	3.93	5.97	5.49
Yao-2017-1100-479	479	垃圾	garbage	GARBAGE	909	3.39	4.82	5.04	3.89	6.84	6.17
Yao-2017-1100-480	480	腊梅	wintersweet			2.66	6.86	5.77	5.41	6.58	5.63
Yao-2017-1100-481	481	懒汉	lazy man			1.44	6.64	5.03	5.91	6.08	6
Yao-2017-1100-482	482	浪花	ocean spray			5.75	5.98	5.83	6.29	4.68	5.46
Yao-2017-1100-483	483	牢房	prison			6.23	6.18	5.14	2.73	5.71	5.11
Yao-2017-1100-484	484	牢笼	cage	CAGE	3283	4.86	3.36	4.14	5.03	4.84	5.35
Yao-2017-1100-485	485	牢狱	prison			2.09	6.95	5.73	4.57	7.32	6.46
Yao-2017-1100-486	486	老乡	village people			5.21	5.04	6.57	6.25	6.84	6.99
Yao-2017-1100-487	487	乐观	optimistic			6.5	5.54	4.54	5.57	4.6	5.94
Yao-2017-1100-488	488	乐器	instrument	TOOL	1361	6.44	5.42	6.86	5.59	7.16	6.66
Yao-2017-1100-489	489	雷电	thunder	THUNDER	1150	3.21	3.54	5.29	5.17	5.98	5.57
Yao-2017-1100-490	490	雷雨	stormy rain			1.7	6.83	5	4.88	4.23	3.74
Yao-2017-1100-491	491	泪痕	tear stain			2.74	5.07	5.36	2.95	6.16	5.74
Yao-2017-1100-492	492	泪水	tear			6.03	6.66	4.72	4.57	4.41	5.22
Yao-2017-1100-493	493	篱笆	fence	FENCE	1690	3.74	5.54	4.2	4.97	4.51	5.08
Yao-2017-1100-494	494	礼花	fire works			5.36	5.01	5.05	5.18	3.32	4.32
Yao-2017-1100-495	495	礼炮	salute			6.37	5.26	6.26	6.06	6.3	4.92
Yao-2017-1100-496	496	礼物	gift	GIFT	2982	2.84	3.77	5.43	6.03	4.89	5.78
Yao-2017-1100-497	497	礼仪	ritual	RITE	3334	6.63	6.51	6.34	5.95	7.22	6.05
Yao-2017-1100-498	498	历史	history			7.44	5.95	6.61	6.36	6.67	6.3
Yao-2017-1100-499	499	利润	profit			6.73	6.59	5.86	4.73	5.87	5.45
Yao-2017-1100-500	500	莲子	lotus seeds			7.17	6.58	6.64	3.78	6.44	5.74
Yao-2017-1100-501	501	廉洁	upright and uncorrupted			7.33	3	7	6.61	7.4	6.86
Yao-2017-1100-502	502	脸谱	face mask			4.27	3.13	3.2	5.47	3.16	4.13
Yao-2017-1100-503	503	恋爱	have a relationship			4.86	3.61	6.64	6.94	6.84	6.74
Yao-2017-1100-504	504	恋人	lovers			7.07	7.37	6.07	6.61	6.17	6.43
Yao-2017-1100-505	505	良田	good fields			6.41	5.5	7.09	6.95	7.5	6.97
Yao-2017-1100-506	506	粮仓	grain stock			6.24	3.71	6.8	5.74	6.27	5.78
Yao-2017-1100-507	507	粮草	grains			2.63	5.53	6.53	5.9	6.42	5.55
Yao-2017-1100-508	508	粮食	grains	GRAIN	605	6	5.61	4.37	5.54	3.21	4.89
Yao-2017-1100-509	509	量杯	testing cup			4.89	2.43	3.5	4.45	3.58	4.42
Yao-2017-1100-510	510	列车	train	TRAIN	900	5	4.93	6.29	5.39	7.5	6.69
Yao-2017-1100-511	511	烈火	flaming fire			4.29	4.17	5.96	5.79	7.71	7.44
Yao-2017-1100-512	512	烈日	burning sun			2.68	4.59	5.02	5.85	5.2	5.49
Yao-2017-1100-513	513	猎人	hunter	HUNTER	1053	5.46	3.43	5.23	5.11	6.86	6.05
Yao-2017-1100-514	514	裂痕	crack	SPLIT OPEN	3080	2.39	5.66	5.02	5.44	5.34	5.72
Yao-2017-1100-515	515	邻居	neighbor	NEIGHBOUR	1332	2	6.66	4.71	3.86	6.81	6.63
Yao-2017-1100-516	516	淋浴	shower	SHOWER (ACTION)	3128	4.63	5.7	6.8	6.76	7.72	6.74
Yao-2017-1100-517	517	吝啬	stingy	STINGY	1774	2.33	6.14	3.94	4.34	4.03	5.95
Yao-2017-1100-518	518	灵车	hearse			6.11	6.86	4.5	2.82	4.66	4.45
Yao-2017-1100-519	519	灵柩	coffin			2.27	7.32	4.46	5	4.92	5.52
Yao-2017-1100-520	520	灵堂	mourning hall			4.96	6.04	5.18	4.14	5.53	5.66
Yao-2017-1100-521	521	灵位	memorial tablet			1.97	5.98	3.27	4.97	3.78	5.17
Yao-2017-1100-522	522	铃铛	bell	BELL	2246	5.86	4.97	7.14	6.22	7.35	6.93
Yao-2017-1100-523	523	陵墓	tomb	GRAVE	1773	4.21	4.33	3.96	4.61	6.01	6.11
Yao-2017-1100-524	524	陵园	cemetery	GRAVEYARD	3284	4.37	4.04	5.2	4.95	6.32	5.92
Yao-2017-1100-525	525	羚羊	antelope	ANTELOPE	3674	3.91	4.36	3.95	5.56	3.25	3.85
Yao-2017-1100-526	526	领带	tie	TIE (NOUN)	3711	4.68	4.61	6.37	5.71	7.54	6.65
Yao-2017-1100-527	527	领舞	leading dancer			5.98	5.63	5.66	5.24	6.48	5.88
Yao-2017-1100-528	528	领悟	savor			6.27	5.5	6.6	6.6	6.81	6.23
Yao-2017-1100-529	529	留级	stay down a school year			2.37	7.89	3.75	4.31	7.16	5.54
Yao-2017-1100-530	530	流浪	rove			6.27	4.63	5.53	6.64	5.44	5.84
Yao-2017-1100-531	531	流氓	rascal			6.54	4.12	4.66	5.12	4.31	4.89
Yao-2017-1100-532	532	流星	shooting star	METEOROID (SHOOTING OR SHINING STAR)	2288	7.31	6.37	4.28	6.97	5.3	6.05
Yao-2017-1100-533	533	流血	bleeding			2.03	7.27	2.83	3.3	3.51	4.28
Yao-2017-1100-534	534	柳树	willow tree			5	4.54	3.64	4.5	4.07	4.96
Yao-2017-1100-535	535	龙舟	dragon boat			4.15	3.59	4.61	5.14	5.54	6.1
Yao-2017-1100-536	536	楼房	building	BUILDING	3396	5.18	5.05	4.91	3.68	5.13	4.92
Yao-2017-1100-537	537	陋室	shack			2.4	6.13	3.97	3.37	5.1	4.81
Yao-2017-1100-538	538	路标	road sign			4.97	3.27	4.57	4.57	4.21	5.16
Yao-2017-1100-539	539	路灯	road light			5.68	5.88	5.76	5.27	6.55	5.83
Yao-2017-1100-540	540	路途	journey	JOURNEY	2393	4.42	5.39	3.22	5.56	4.14	4.19
Yao-2017-1100-541	541	沦陷	occupied			1.92	8.14	3.54	2.86	4.44	4.79
Yao-2017-1100-542	542	轮船	ferry boat			5.32	6.14	4.95	3.95	4	4.11
Yao-2017-1100-543	543	轮椅	wheel chair			2.63	4.46	5.83	4.17	6.31	5.28
Yao-2017-1100-544	544	骆驼	camel	CAMEL	1871	5.37	4.2	6.17	5.13	7.29	6.23
Yao-2017-1100-545	545	旅客	traveler			2.53	5.47	6.27	5.14	6.74	6.03
Yao-2017-1100-546	546	旅游	travel	TRAVEL	3665	5.14	4.54	4.94	6.75	6.49	6.23
Yao-2017-1100-547	547	绿茶	green tea			7.07	4.93	7.6	6.9	8	7.14
Yao-2017-1100-548	548	麻将	majiang			5.71	4.07	5.07	4.11	5.26	5.66
Yao-2017-1100-549	549	麻雀	sparrel			4.71	4.18	6.6	6.34	7.22	6.57
Yao-2017-1100-550	550	麻绳	hemp rope			5.24	4.39	4.9	5.68	5.43	5.49
Yao-2017-1100-551	551	马戏	circus			6.32	5.61	6.36	6.06	6.12	6.12
Yao-2017-1100-552	552	玛瑙	agate			6.53	4.6	6.2	6.97	5.54	5.93
Yao-2017-1100-553	553	蚂蚁	ant	ANT	587	4.97	6.25	6.36	5.64	7.21	6.43
Yao-2017-1100-554	554	埋伏	ambush	AMBUSH	65	5.23	5.12	5.23	4.4	6.64	5.88
Yao-2017-1100-555	555	埋怨	complain	COMPLAIN	3642	1.71	7.29	4.73	4.82	3.08	3.71
Yao-2017-1100-556	556	麦苗	wheat sprout			5.82	4.32	5.55	3.82	6.79	6.08
Yao-2017-1100-557	557	蛮横	rude	RUDE	1412	2.41	5.98	5.78	5.46	7.23	6.32
Yao-2017-1100-558	558	谩骂	verbally abuse			4.25	4.28	4.86	4.94	4.65	4.56
Yao-2017-1100-559	559	漫画	comic strip			6.17	5.23	6.03	5.14	6.35	5.68
Yao-2017-1100-560	560	芒果	mango	MANGO	2398	1.73	6.86	3.82	5.46	4.24	4.89
Yao-2017-1100-561	561	茫然	clueless			3	3.39	5.02	4.2	5.94	5.51
Yao-2017-1100-562	562	蟒蛇	python	PYTHON	1563	6.08	5.72	5.43	4.64	7.33	6.46
Yao-2017-1100-563	563	贸易	trade	TRADE	898	7	5.73	4.23	4.05	4.24	4.95
Yao-2017-1100-564	564	玫瑰	rose			6.74	5.74	6.74	6.74	6.86	6.41
Yao-2017-1100-565	565	媒婆	match maker			2.37	6.85	4.94	5.69	5.24	5.59
Yao-2017-1100-566	566	美好	wonderful			4.33	3.9	7.23	7.27	6.45	5.97
Yao-2017-1100-567	567	美女	pretty lady			6.83	6.72	4.94	4.75	5.84	6.14
Yao-2017-1100-568	568	美人	beauty			2.13	6.6	3.07	6.83	4.3	5.48
Yao-2017-1100-569	569	美食	cuisine			7.91	6.26	8.09	8.2	7.27	6.78
Yao-2017-1100-570	570	媚态	sexy and glamorous			1.83	7.67	5.3	3.9	6.91	5.43
Yao-2017-1100-571	571	门帘	curtain	CURTAIN	2621	6.86	4.63	4.97	4.39	5.56	5.4
Yao-2017-1100-572	572	蜜蜂	bee	BEE	665	4.07	5.39	6.79	4.75	7.8	6.56
Yao-2017-1100-573	573	面具	mask	MASK	2005	4.78	3.88	4.24	5.22	4.06	4.89
Yao-2017-1100-574	574	灭亡	die out			5.18	5.25	5.68	4.56	6.58	5.62
Yao-2017-1100-575	575	民工	civilian worker			3.83	5.47	5.57	5.15	7.26	6.12
Yao-2017-1100-576	576	民警	policeman			4.14	4.07	6	5.96	7.4	6.41
Yao-2017-1100-577	577	名声	fame	FAME	865	5.15	5.27	7.05	6.63	7.85	6.29
Yao-2017-1100-578	578	名著	classic literature			2.8	5.3	6.7	5.67	7.52	6.41
Yao-2017-1100-579	579	冥币	paper money for the dead			1.6	7.83	2.97	3.93	5.49	5.52
Yao-2017-1100-580	580	命运	destiny			3.79	6.89	5.96	4.82	7.19	6.29
Yao-2017-1100-581	581	母爱	motherly love			8.23	7.56	7.09	7.36	7.29	7.03
Yao-2017-1100-582	582	母亲	mother	MOTHER	1216	8.41	6.13	5.09	8.32	5.42	5.97
Yao-2017-1100-583	583	母校	one's old school			7.03	5.4	6.8	5.87	6.72	6
Yao-2017-1100-584	584	牡丹	peony			2.32	7.76	5.54	6.22	6.14	6.05
Yao-2017-1100-585	585	木板	wood plank			2.93	6.32	6.5	5.54	7.1	6.16
Yao-2017-1100-586	586	墓碑	tomb stone			2.36	7.82	4.45	2.82	4.29	4.84
Yao-2017-1100-587	587	墓穴	tomb cave			6.78	7.15	5.71	5.49	7.14	6.46
Yao-2017-1100-588	588	难民	refugee			4.95	3.09	5.77	5.68	6.86	6.14
Yao-2017-1100-589	589	恼火	anger	ANGER	82	1.9	7.88	5.68	4.83	5.64	5.56
Yao-2017-1100-590	590	嫩绿	tender green			6.19	5.53	6.36	6.21	6.59	6.17
Yao-2017-1100-591	591	泥泞	muddy			5.41	7.13	4.95	4.17	5.63	5.2
Yao-2017-1100-592	592	年糕	rice cake for the new year			4.6	4.23	6.17	5.83	5.93	5.55
Yao-2017-1100-593	593	年货	new year's goods			2.22	6.5	5.17	6.57	5.46	5.7
Yao-2017-1100-594	594	年轻	young	YOUNG	1207	7	6.57	6.57	6.11	7.39	6.64
Yao-2017-1100-595	595	宁静	peaceful			5.67	4.97	6.6	6.33	7.64	7.25
Yao-2017-1100-596	596	脓包	pus	PUS	1808	1.63	6.33	2.4	5.3	4.07	5.07
Yao-2017-1100-597	597	奴才	slave			2.57	6.77	6.23	4.86	6.45	6.05
Yao-2017-1100-598	598	奴隶	slave			5.51	5.03	4.37	4.31	5.31	5.06
Yao-2017-1100-599	599	怒斥	shout angrily at			2.06	5.94	3.75	4.23	5.49	5.86
Yao-2017-1100-600	600	怒视	stare			6.83	5.2	6.97	4.06	7.14	6.56
Yao-2017-1100-601	601	女神	goddess			7.5	7.06	6.08	6.19	6.07	6.14
Yao-2017-1100-602	602	女子	female	WOMAN	962	6.64	4.42	7.42	7.69	7.07	7.26
Yao-2017-1100-603	603	呕吐	puke	VOMIT	1278	3.02	6.17	4.85	4.56	6.15	5.26
Yao-2017-1100-604	604	排斥	repel			4.89	5.78	5.29	4.29	7.14	6.04
Yao-2017-1100-605	605	牌坊	honorific arch			6.68	6.95	7.23	6.77	7.55	6.57
Yao-2017-1100-606	606	盼望	expectation			6.18	5.23	5.95	4.95	6.76	5.82
Yao-2017-1100-607	607	叛徒	traitor			4.32	3.43	4.64	3.56	5.19	5.23
Yao-2017-1100-608	608	彷徨	ramble			1.41	7.5	5.14	4.18	6.89	5.87
Yao-2017-1100-609	609	咆哮	roar	ROAR	3896	4.53	4.6	6.3	5.43	6.9	6.41
Yao-2017-1100-610	610	跑车	race car			6.57	6.26	6.26	5.4	6.65	5.97
Yao-2017-1100-611	611	泡沫	bubble	BUBBLE	3689	5.03	4.54	4	3.77	3.79	4.13
Yao-2017-1100-612	612	炮灰	canon ash			2.9	4.78	4.51	4.37	5.88	5.57
Yao-2017-1100-613	613	陪葬	buried together			1.44	7.64	3.28	2.19	5.79	4.81
Yao-2017-1100-614	614	培育	cultivate	CULTIVATE	1541	4.47	3.92	2.33	4.39	3.98	4.09
Yao-2017-1100-615	615	喷泉	fountain	SPRING (OF WATER)	849	4.19	4.5	3.94	6.22	5	5.21
Yao-2017-1100-616	616	烹饪	cook	COOK (SOMETHING)	1100	6.64	4.94	7.14	6.31	6.56	6.58
Yao-2017-1100-617	617	疲劳	tiredness			2.54	7.79	3.96	3.64	3.7	4.66
Yao-2017-1100-618	618	偏见	discrimination			2.2	6.24	4.66	4.8	5.35	5.52
Yao-2017-1100-619	619	片刻	moment			4.34	4.46	6.32	5.26	6.43	5.62
Yao-2017-1100-620	620	骗局	fraud			5.46	3.92	6.14	5.91	5.29	5.92
Yao-2017-1100-621	621	骗子	lair	LAIR	2949	1.57	6.6	6.13	3.57	6.59	5.51
Yao-2017-1100-622	622	漂亮	pretty	BEAUTIFUL	1427	7.4	6.8	7.57	6.6	5.68	6.2
Yao-2017-1100-623	623	瓢虫	beetle	BEETLE	2242	7.51	7.88	6.27	4.87	5.43	5.29
Yao-2017-1100-624	624	贫贱	poor and cheap			5.39	5.75	5.18	5.68	6.34	5.77
Yao-2017-1100-625	625	贫民	poor people			3.84	4.82	5.64	3.32	5.66	5.31
Yao-2017-1100-626	626	品味	taste	TASTE (SOMETHING)	21	5.41	5.14	4.09	5.23	4.16	4.73
Yao-2017-1100-627	627	聘礼	dowry	DOWRY	3168	4.23	3.68	4.55	5.32	2.97	4.05
Yao-2017-1100-628	628	平凡	common			4.29	5.5	3.46	4.07	2.8	3.97
Yao-2017-1100-629	629	平房	flat-top house			5.25	5.29	5.32	4.8	5.28	4.58
Yao-2017-1100-630	630	平静	peaceful			4.61	3.32	6.54	6.46	6.92	5.97
Yao-2017-1100-631	631	平稳	balanced			4.86	5.45	5.2	6.06	5.59	5.68
Yao-2017-1100-632	632	平息	calm down			2.76	5.9	6.1	6.07	7.51	6.91
Yao-2017-1100-633	633	平庸	common			3.56	6.31	5.02	4.63	6.48	5.54
Yao-2017-1100-634	634	平原	plain	PLAIN	652	6.22	6.15	6.59	6.46	7.46	6.51
Yao-2017-1100-635	635	苹果	apple	APPLE	1320	4.47	4.73	5.37	6.53	6.07	5.49
Yao-2017-1100-636	636	泼妇	rude woman			6.68	4.82	5.73	5.86	5.55	5.84
Yao-2017-1100-637	637	破坏	destroy	DESTROY	681	2.46	6.04	4.39	4.61	5.04	5.36
Yao-2017-1100-638	638	瀑布	waterfall	WATERFALL	943	3.39	5.88	5.18	5.57	6.03	7.01
Yao-2017-1100-639	639	七夕	double seventh day			2.25	6.89	5.56	6.33	6.65	6.6
Yao-2017-1100-640	640	妻子	wife	WIFE	1199	5.73	6.43	7	6.03	6.45	6.59
Yao-2017-1100-641	641	期待	expect			2.59	6.12	4.8	6.43	3.61	5.17
Yao-2017-1100-642	642	奇迹	miracle	MIRACLE	2541	6.27	6.27	7.07	7.87	7.39	6.7
Yao-2017-1100-643	643	旗袍	cheongsam			6.32	4.02	6.39	6.05	7.38	6.35
Yao-2017-1100-644	644	乞丐	beggar	BEGGAR	1934	2	6.83	3.67	4.23	5.59	5.13
Yao-2017-1100-645	645	气愤	rage			1.8	7.6	3.13	3.67	3.71	4.68
Yao-2017-1100-646	646	弃儿	abandoned kid			2.17	5.6	2.97	4.37	4.45	4.88
Yao-2017-1100-647	647	汽车	mobile car			6.5	4.07	6.47	6.57	8.12	7.25
Yao-2017-1100-648	648	牵扯	involve			2.89	4.79	3.89	4.11	3.79	4.73
Yao-2017-1100-649	649	牵挂	dwell	DWELL (LIVE, RESIDE)	363	5.55	4.64	6.05	5.18	6.71	6.61
Yao-2017-1100-650	650	牵连	involve			7.77	6.12	4.3	3.7	5.88	5.71
Yao-2017-1100-651	651	牵手	hold hands			7.36	6.58	7.44	7.61	7.35	6.81
Yao-2017-1100-652	652	铅笔	pencil	PENCIL	2578	5.32	6.45	5.27	5.4	5.13	4.9
Yao-2017-1100-653	653	谦恭	humble			6	5.94	5.11	6.03	5.84	5.98
Yao-2017-1100-654	654	谦和	modest			4.36	3.04	3.32	5.5	3.76	4.26
Yao-2017-1100-655	655	谦让	make concessions			5.73	4.37	2.97	6.6	5.09	5.72
Yao-2017-1100-656	656	前景	prospect			5.09	5.32	4.91	4.91	3.79	4.66
Yao-2017-1100-657	657	前途	future	FUTURE	2427	2	6.6	3.97	6.2	4.41	5.78
Yao-2017-1100-658	658	枪毙	kill by gun			6.64	6.11	5.68	2.73	4.97	5.26
Yao-2017-1100-659	659	枪杀	gun down			4.2	3.94	4.94	4.6	5.05	5.78
Yao-2017-1100-660	660	枪手	sit-in			4.61	5.21	4.86	3.64	5.21	4.72
Yao-2017-1100-661	661	枪战	gunfire			4.94	5.03	4.14	2.93	3.69	4.47
Yao-2017-1100-662	662	抢劫	rob	ROB (VERB)	2073	7.21	6.11	4.39	4.47	4.56	4.51
Yao-2017-1100-663	663	峭壁	cliff			5.18	4.25	5.5	2.77	5.26	5.32
Yao-2017-1100-664	664	侵犯	infringe	INFRINGE	555	5.5	6.22	4.83	4.39	5.72	5.53
Yao-2017-1100-665	665	亲密	close			6.25	5.75	5.11	5.89	4.93	5.74
Yao-2017-1100-666	666	亲热	making out			5.76	3.46	5.66	5.85	4.98	5.2
Yao-2017-1100-667	667	亲人	relatives	RELATIVES	1644	7.93	5.23	7.13	7.53	6.78	7
Yao-2017-1100-668	668	亲吻	kiss	KISS	578	6.33	7.58	3.47	5.14	4.67	5
Yao-2017-1100-669	669	亲友	relatives			7.14	6.59	4.14	6.32	3.63	4.58
Yao-2017-1100-670	670	寝室	bedroom	BEDROOM	2505	5.8	3.49	6.78	7.07	8.06	7.58
Yao-2017-1100-671	671	轻快	light and fast			2.59	7.41	5.64	6.19	4.95	4.91
Yao-2017-1100-672	672	轻巧	compact			2.39	6.28	6.33	5.8	6.93	6.03
Yao-2017-1100-673	673	轻视	belittle			1.95	7.37	4.1	4.85	4.42	4.55
Yao-2017-1100-674	674	轻松	easily			6.27	6.1	6.73	6.68	4.89	4.92
