ID	NUMBER	ENGLISH	FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	Page	categoryID	subcategoryID	subsubcategoryID	categoryNAME	subcategoryNAME	subsubcategoryNAME
Snider-2004-1700-41	41	womb	utérus	804	WOMB	4	1	1	2	MAN'S PHYSICAL BEING	BODY PARTS	Trunk
Snider-2004-1700-42	42	back	dos	1291	BACK	4	1	1	2	MAN'S PHYSICAL BEING	BODY PARTS	Trunk
Snider-2004-1700-43	43	small of back	creux des reins	3613	LOWER BACK	4	1	1	2	MAN'S PHYSICAL BEING	BODY PARTS	Trunk
Snider-2004-1700-44	44	buttock	fesse	834	BUTTOCKS	4	1	1	2	MAN'S PHYSICAL BEING	BODY PARTS	Trunk
Snider-2004-1700-45	45	anus	anus	1935	ANUS	4	1	1	2	MAN'S PHYSICAL BEING	BODY PARTS	Trunk
Snider-2004-1700-46	46	penis	pénis	1222	PENIS	4	1	1	2	MAN'S PHYSICAL BEING	BODY PARTS	Trunk
Snider-2004-1700-47	47	testicle	testicule	797	TESTICLES	4	1	1	2	MAN'S PHYSICAL BEING	BODY PARTS	Trunk
Snider-2004-1700-48	48	vagina	vagin	1836	VAGINA	4	1	1	2	MAN'S PHYSICAL BEING	BODY PARTS	Trunk
Snider-2004-1700-49	49	clitoris	clitoris	3257	CLITORIS	4	1	1	2	MAN'S PHYSICAL BEING	BODY PARTS	Trunk
Snider-2004-1700-50	50	arm	bras	1673	ARM	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-51	51	armpit	aisselle	1886	ARMPIT	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-52	52	upper arm	bras supérieur	431	UPPER ARM	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-53	53	elbow	coude	981	ELBOW	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-54	54	forearm	avant-bras	446	LOWER ARM	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-55	55	wrist	poignet	799	WRIST	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-56	56	hand	main	1277	HAND	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-57	57	fist	poing	1473	FIST	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-58	58	palm (of hand)	paume (de la main)	1183	PALM OF HAND	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-59	59	finger	doigt	1303	FINGER	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-60	60	thumb	pouce	1781	THUMB	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-61	61	knuckle	articulation, jointure (des doigts)	2824	KNUCKLE	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-62	62	fingernail	ongle	1258	FINGERNAIL	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-63	63	leg	jambe	1297	LEG	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-64	64	hip	hanche	1745	HIP	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-65	65	thigh	cuisse	800	THIGH	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-66	66	knee	genou	1371	KNEE	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-67	67	shin	tibia	186	SHIN	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-68	68	calf of leg	mollet	498	CALF OF LEG	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-69	69	ankle	cheville	803	ANKLE	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-70	70	foot	pied	1301	FOOT	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-71	71	heel	talon	980	HEEL	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-72	72	sole	plante du pied	2666	SOLE (FOOT)	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-73	73	toe	orteil, doigt de pied	1389	TOE	4	1	1	3	MAN'S PHYSICAL BEING	BODY PARTS	Limbs
Snider-2004-1700-74	74	bone	os	1394	BONE	4	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-75	75	bone marrow	moëlle	1835	MARROW	4	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-76	76	skeleton	squelette	2668	SKELETON	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-77	77	skull	crane	1605	SKULL	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-78	78	breastbone	sternum	2810	BREASTBONE	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-79	79	spine, backbone	colonne vertébrale, épine dorsale	805	SPINE	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-80	80	rib	côte	801	RIB	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-81	81	brain	cerveau	1583	BRAIN	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-82	82	heart	coeur	1223	HEART	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-83	83	liver	foie	1224	LIVER	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-84	84	kidney	rein	489	KIDNEY	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-85	85	lung	poumon	688	LUNG	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-86	86	intestines	intestins	1991	INTESTINES	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-87	87	bladder	vessie	1746	BLADDER	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-88	88	gall bladder	vésicule biliare	3372	GALL BLADDER	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-89	89	muscle	muscle	1004	MUSCLE	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-90	90	tendon	tendon	1137	TENDON	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-91	91	vein	veine	1924	VEIN	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-92	92	breath	souffle, haleine	870	BREATH	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-93	93	saliva	salive	1503	SALIVA	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-94	94	phlegm	phlegme	3061	PHLEGM	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-95	95	nasal mucus, snot	morve	208	NASAL MUCUS (SNOT)	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-96	96	earwax	cérumen	32	EARWAX	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-97	97	tears (n)	larmes	1651	TEAR (OF EYE)	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-98	98	blood	sang	946	BLOOD	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-99	99	bile, gall	bile	1780	BILE	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-100	100	semen	sperme, semence	2283	SEMEN	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-101	101	urine	urine	1142	URINE	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-102	102	excrement, faeces	excrément	675	FAECES (EXCREMENT)	5	1	1	4	MAN'S PHYSICAL BEING	BODY PARTS	Internal parts and products
Snider-2004-1700-103	103	blink	cligner des yeux	1655	BLINK	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-104	104	wink (eye)	cligner de l'oeil			5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-105	105	blow nose	se moucher	2679	BLOW (WITH NOSE)	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-106	106	breathe	respirer	1407	BREATHE	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-107	107	yawn	bâiller	1028	YAWN	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-108	108	snore	ronfler	1983	SNORE	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-109	109	pant	haleter	3614	PANT	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-110	110	blow (with mouth)	souffler	176	BLOW (WITH MOUTH)	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-111	111	spit	cracher	1440	SPIT	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-112	112	cough (v)	tousser	879	COUGH	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-113	113	belch	roter	2245	BELCH	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-114	114	hiccough (n)	hoquet			5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-115	115	sneeze (v)	éternuer	1621	SNEEZE	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-116	116	groan (with pain)	gémir (de douleur)	716	GROAN	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-117	117	grunt (from effort)	grogner (d'effort)			5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-118	118	palpitate (of heart)	palpiter, battre très fort (coeur)			5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-119	119	urinate	uriner, pisser	592	PISS	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-120	120	break wind, fart	péter	1159	FART	5	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-121	121	defecate	déféquer, chier	676	SHIT (DEFECATE)	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-122	122	shiver, tremble	frissonner, trembler	52	SHIVER	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-123	123	perspire, sweat	transpirer, suer	126	SWEAT (PERSPIRE)	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-124	124	bleed	saigner	3615	BLEED	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-125	125	coagulate, clot	coaguler, cailler	2395	CONGEAL (BLOOD)	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-126	126	(be) dizzy	avoir le vertige	2712	GET DIZZY	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-127	127	faint	s'évanouir	3616	FAINT (PASS OUT)	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-128	128	sleep (v)	dormir	1585	SLEEP	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-129	129	dream (n)	rêve	2374	DREAM	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-130	130	wake up (intr)	se réveiller	1602	WAKE UP	6	1	2		MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	
Snider-2004-1700-131	131	see	voir	1409	SEE	6	1	2	1	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Senses
Snider-2004-1700-132	132	notice (v)	remarquer, s'apercevoir	2893	NOTICE (SOMETHING)	6	1	2	1	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Senses
Snider-2004-1700-133	133	look at, watch	regarder	1819	LOOK	6	1	2	1	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Senses
Snider-2004-1700-134	134	hear	entendre	1408	HEAR	6	1	2	1	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Senses
Snider-2004-1700-135	135	listen	écouter	1608	LISTEN	6	1	2	1	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Senses
Snider-2004-1700-136	136	smell (v)	sentir (par le nez)	2124	SMELL	6	1	2	1	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Senses
Snider-2004-1700-137	137	feel (passive)	sentir, percevoir, éprouver	1079	FEEL	6	1	2	1	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Senses
Snider-2004-1700-138	138	touch, feel (active)	toucher	2559	FEEL (TACTUALLY)	6	1	2	1	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Senses
Snider-2004-1700-139	139	taste	goûter	21	TASTE (SOMETHING)	6	1	2	1	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Senses
Snider-2004-1700-140	140	eat	manger	1336	EAT	6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-141	141	bite (v)	mordre	1403	BITE	6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-142	142	crunch	croquer			6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-143	143	chew	mâcher	321	CHEW	6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-144	144	gnaw	ronger	2706	GNAW	6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-145	145	swallow	avaler	897	SWALLOW	6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-146	146	choke	s'étrangler	129	CHOKE	6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-147	147	lick	lécher	319	LICK	6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-148	148	suck	sucer	1421	SUCK	6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-149	149	drink	boire	1401	DRINK	6	1	2	2	MAN'S PHYSICAL BEING	BODY PROCESSES, FUNCTIONS	Ingestion
Snider-2004-1700-150	150	sit	s'asseoir	1416	SIT	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-151	151	rise up (intr)	se lever, se mettre debout	1512	RISE (ONESELF)	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-152	152	lie down	se coucher	215	LIE DOWN	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-153	153	turn round (intr)	se retourner	1444	TURN AROUND	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-154	154	walk	marcher	1443	WALK	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-155	155	step (v)	faire un pas	2065	STEP (VERB)	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-156	156	stumble	trébucher, broncher	3617	STUMBLE	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-157	157	limp	boiter	366	LIMP	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-158	158	crawl	ramper, marcher à quatre pattes	96	CRAWL	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-159	159	run	courir	1519	RUN	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-160	160	swim	nager	1439	SWIM	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-161	161	jump (v)	sauter	1829	JUMP	6	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-162	162	kick	donner un coup de pied	1135	KICK	7	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-163	163	stamp (with foot)	trépigner, taper du pied	3618	STAMP	7	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-164	164	trample	piétiner, fouler aux pieds			7	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-165	165	wave (hand as a greeting) (v)	faire signe de la main	3544	WAVE (VERB)	7	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-166	166	indicate, point (as with the finger)	indiquer du doigt	2669	POINT (WITH FINGER)	7	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-167	167	clap (hands)	battre des mains	3110	CLAP	7	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-168	168	slap (v)	gifler, donner une claque	3160	SLAP	7	1	3		MAN'S PHYSICAL BEING	BODY MOVEMENT	
Snider-2004-1700-169	169	stand	(être, se tenir) debout	1442	STAND	7	1	4	1	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body positions
Snider-2004-1700-170	170	straddle	chevaucher			7	1	4	1	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body positions
Snider-2004-1700-171	171	lean against (intr)	s'appuyer (contre)	3619	LEAN	7	1	4	1	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body positions
Snider-2004-1700-172	172	bend down, stoop	se courber, se pencher	2761	BEND (ONESELF)	7	1	4	1	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body positions
Snider-2004-1700-173	173	bow (as in greeting)	s'incliner (pour saluer)			7	1	4	1	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body positions
Snider-2004-1700-174	174	(be) seated	(être) assis	1416	SIT	7	1	4	1	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body positions
Snider-2004-1700-175	175	squat	s'accroupir	3163	SQUAT	7	1	4	1	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body positions
Snider-2004-1700-176	176	kneel	s'agenouiller	66	KNEEL	7	1	4	1	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body positions
Snider-2004-1700-177	177	(be) lying down	(être) couché, étendu	1411	LIE (REST)	7	1	4	1	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body positions
Snider-2004-1700-178	178	(be) hot (of person)	(avoir) chaud			7	1	4	2	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body conditions
Snider-2004-1700-179	179	(be) hungry, hunger (v)	(avoir) faim	1533	BE HUNGRY	7	1	4	2	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body conditions
Snider-2004-1700-180	180	(be) sated	(être) rassasié	106	SATIATED	7	1	4	2	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body conditions
Snider-2004-1700-181	181	(be) thirsty, thirst (v)	(avoir) soif	3474	BE THIRSTY	7	1	4	2	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body conditions
Snider-2004-1700-182	182	(be) drunk	(être) soûl	1463	DRUNK	7	1	4	2	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body conditions
Snider-2004-1700-183	183	(be) tired	(être) fatigue	1757	TIRED	7	1	4	2	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body conditions
Snider-2004-1700-184	184	(be) sleepy	(avoir) sommeil	3620	SLEEPY	7	1	4	2	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body conditions
Snider-2004-1700-185	185	rest	se reposer	168	REST	7	1	4	2	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body conditions
Snider-2004-1700-186	186	(be) awake, alert	(être) réveillé, vigilant, éveillé	825	AWAKE	7	1	4	2	MAN'S PHYSICAL BEING	BODY STATES AND CONDITIONS	Body conditions
Snider-2004-1700-187	187	wrinkle (on skin)	ride (sur la peau)	2294	WRINKLE	7	1	5		MAN'S PHYSICAL BEING	IRREGULAR CONDITIONS	
Snider-2004-1700-188	188	pimple	bouton (sur la peau)	1809	PIMPLE	7	1	5		MAN'S PHYSICAL BEING	IRREGULAR CONDITIONS	
