ID	NUMBER	RELATION	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOSS	GERMAN	WORD_RESPONSE	SIMILARITY_MEAN	POS
Scheible-2014-5052-120	120	ANT			downright	richtiggehend	falsch	7.2	ADJ
Scheible-2014-5052-121	121	ANT			droll	drollig	schroff	5.6	ADJ
Scheible-2014-5052-122	122	ANT	207	SPARSE	sparse	spärlich	großzügig	8.4	ADJ
Scheible-2014-5052-123	123	ANT			unstable	instabil	stabil	9.8	ADJ
Scheible-2014-5052-124	124	ANT			inhospitable	unwirtlich	gastlich	7.4	ADJ
Scheible-2014-5052-125	125	ANT			French	französisch	treu	1.6	ADJ
Scheible-2014-5052-126	126	ANT			dominant	tonangebend	zurückhaltend	8.6	ADJ
Scheible-2014-5052-127	127	ANT	1279	FAT (OBESE)	fat	fett	mager	8.8	ADJ
Scheible-2014-5052-128	128	ANT			ungainly	plump	subtil	4.6	ADJ
Scheible-2014-5052-129	129	ANT	3633	CURIOUS	curious; excited	gespannt	gelangweilt	7.6	ADJ
Scheible-2014-5052-130	130	ANT			exaggerated	übertrieben	realistisch	7.8	ADJ
Scheible-2014-5052-131	131	ANT			done	erledigt	unerledigt	9.8	ADJ
Scheible-2014-5052-132	132	ANT	2230	UNTAMED OR WILD	wild	wild	zahm	9.6	ADJ
Scheible-2014-5052-133	133	ANT			shrewd	gewitzt	dumm	5.8	ADJ
Scheible-2014-5052-134	134	ANT	1425	GREEN	green	grün	rot	6.6	ADJ
Scheible-2014-5052-135	135	ANT			imaginable	vorstellbar	unvorstellbar	9.8	ADJ
Scheible-2014-5052-136	136	ANT	1425	GREEN	green	grün	orange	5.2	ADJ
Scheible-2014-5052-137	137	ANT	1725	CORRECT (RIGHT)	correct	richtig	unwahr	8.8	ADJ
Scheible-2014-5052-138	138	ANT	706	DARK	dark	dunkel	hell	9.8	ADJ
Scheible-2014-5052-139	139	ANT			neugotisch	neugotisch	altgotisch	7.4	ADJ
Scheible-2014-5052-140	140	ANT			noticeably	merklich	unbemerkbar	7.2	ADJ
Scheible-2014-5052-141	141	ANT			funny	witzig	unlustig	8.2	ADJ
Scheible-2014-5052-142	142	ANT			horny	geil	langweilig	6.8	ADJ
Scheible-2014-5052-143	143	ANT			plastic	plastisch	elastisch	2	ADJ
Scheible-2014-5052-144	144	ANT			refreshing	erfrischend	schal	7.8	ADJ
Scheible-2014-5052-145	145	ANT			neugotisch	neugotisch	modern	6	ADJ
Scheible-2014-5052-146	146	ANT			Middle High German	mittelhochdeutsch	niederdeutsch	3.6	ADJ
Scheible-2014-5052-147	147	ANT			incalculable	unübersehbar	übersehbar	8.6	ADJ
Scheible-2014-5052-148	148	ANT	1564	LAZY	lazy	faul	eifrig	9	ADJ
Scheible-2014-5052-149	149	ANT	2230	UNTAMED OR WILD	wild	wild	gezähmt	9.8	ADJ
Scheible-2014-5052-150	150	ANT			conventional	konventionell	unkonventionell	10	ADJ
Scheible-2014-5052-151	151	ANT			unclean	unrein	sauber	9.6	ADJ
Scheible-2014-5052-152	152	ANT			artistically	kunstvoll	banal	6.4	ADJ
Scheible-2014-5052-153	153	ANT			overfull	übervoll	menschenleer	7.2	ADJ
Scheible-2014-5052-154	154	ANT			esthetic	ästhetisch	unästhetisch	9.8	ADJ
Scheible-2014-5052-155	155	ANT			registered	registriert	unregistriert	9.8	ADJ
Scheible-2014-5052-156	156	ANT	1279	FAT (OBESE)	fat	fett	dünn	8.8	ADJ
Scheible-2014-5052-157	157	ANT			opaque	undurchsichtig	transparent	9.4	ADJ
Scheible-2014-5052-158	158	ANT			droll	drollig	groß	2.6	ADJ
Scheible-2014-5052-159	159	ANT			radical	radikal	gemäßigt	9	ADJ
Scheible-2014-5052-160	160	ANT			unstable	instabil	robust	8.8	ADJ
Scheible-2014-5052-161	161	ANT	712	RICH	rich	reichhaltig	mangelhaft	6.6	ADJ
Scheible-2014-5052-162	162	ANT			noble	edel	unedel	8.8	ADJ
Scheible-2014-5052-163	163	ANT			relocated	verlegt	gefunden	8.4	ADJ
Scheible-2014-5052-164	164	ANT			furious	furios	besonnen	7	ADJ
Scheible-2014-5052-165	165	ANT			lush	üppig	karg	9.6	ADJ
Scheible-2014-5052-166	166	ANT	1674	POOR	poor	arm	reich	10	ADJ
Scheible-2014-5052-167	167	ANT			Satanic	satanisch	göttlich	8.2	ADJ
Scheible-2014-5052-168	168	ANT	2410	GOOD-LOOKING	attractive	attraktiv	abstoßend	9.2	ADJ
Scheible-2014-5052-169	169	ANT			transfer	übertragen	abstrakt	1	ADJ
Scheible-2014-5052-170	170	ANT			indignantly	empört	zufrieden	7.4	ADJ
Scheible-2014-5052-171	171	ANT	1725	CORRECT (RIGHT)	correct	richtig	falsch	10	ADJ
Scheible-2014-5052-172	172	ANT			known	bekannt	fremd	9.6	ADJ
Scheible-2014-5052-173	173	ANT			ungainly	plump	feinfühlig	6.8	ADJ
Scheible-2014-5052-174	174	ANT			long-term	längerfristig	kurzfristig	9.2	ADJ
Scheible-2014-5052-175	175	ANT	1633	FLAT	flat	platt	hügelig	8.8	ADJ
Scheible-2014-5052-176	176	ANT			mild	mild	stark	6.2	ADJ
Scheible-2014-5052-177	177	ANT	1396	SHARP	sharp	scharf	lasch	6.2	ADJ
Scheible-2014-5052-178	178	ANT			mild	mild	scharf	9	ADJ
Scheible-2014-5052-179	179	ANT			excessive	überhöht	niedrig	6.4	ADJ
Scheible-2014-5052-180	180	ANT			federal-republican	bundesrepublikanisch	weltmännisch	4	ADJ
Scheible-2014-5052-181	181	ANT			radical	radikal	tolerant	6.8	ADJ
Scheible-2014-5052-182	182	ANT			cleverly	geschickt	ungeschickt	10	ADJ
Scheible-2014-5052-183	183	ANT	704	CLEAN	clean	sauber	schmutzig	10	ADJ
Scheible-2014-5052-184	184	ANT			bottomless	bodenlos	flach	2.8	ADJ
Scheible-2014-5052-185	185	ANT			unsporting	unsportlich	fair	7.4	ADJ
Scheible-2014-5052-186	186	ANT			noticeably	merklich	unmerklich	9.8	ADJ
Scheible-2014-5052-187	187	ANT			unjustified	unberechtigt	berechtigt	9.8	ADJ
Scheible-2014-5052-188	188	ANT			fixed	fixiert	unbestimmt	6.8	ADJ
Scheible-2014-5052-189	189	ANT			inhospitable	unwirtlich	einladend	9	ADJ
Scheible-2014-5052-190	190	ANT			shrewd	gewitzt	naiv	6	ADJ
Scheible-2014-5052-191	191	ANT			inviolable	unantastbar	antastbar	9.4	ADJ
Scheible-2014-5052-192	192	ANT			germ-free	keimfrei	dreckig	7.2	ADJ
Scheible-2014-5052-193	193	ANT			barren	unfruchtbar	potent	6.8	ADJ
Scheible-2014-5052-194	194	ANT			biblical	biblisch	religiös	0.6	ADJ
Scheible-2014-5052-195	195	ANT	1725	CORRECT (RIGHT)	correct	richtig	genau	0	ADJ
Scheible-2014-5052-196	196	ANT			excessive	überhöht	teuer	0.6	ADJ
Scheible-2014-5052-197	197	ANT			lush	üppig	voluminös	0.6	ADJ
Scheible-2014-5052-198	198	ANT	1564	LAZY	lazy	faul	bequem	1.4	ADJ
Scheible-2014-5052-199	199	ANT			obvious	naheliegend	neben	1.6	ADJ
Scheible-2014-5052-200	200	ANT			inhospitable	unwirtlich	öde	0.2	ADJ
Scheible-2014-5052-201	201	ANT	706	DARK	dark	dunkel	lichtlos	1	ADJ
Scheible-2014-5052-202	202	ANT	712	RICH	rich	reichhaltig	voll	1	ADJ
Scheible-2014-5052-203	203	ANT			dominant	tonangebend	führend	1.2	ADJ
Scheible-2014-5052-204	204	ANT			indignantly	empört	erregt	0.8	ADJ
Scheible-2014-5052-205	205	ANT			representative	repräsentativ	vertretbar	1.4	ADJ
Scheible-2014-5052-206	206	ANT			exaggerated	übertrieben	überhöht	0.6	ADJ
Scheible-2014-5052-207	207	ANT			known	bekannt	bedeutend	1	ADJ
Scheible-2014-5052-208	208	ANT			highly toxic	hochgiftig	tödlich	0.6	ADJ
Scheible-2014-5052-209	209	ANT	90	INNOCENT	innocent	unschuldig	jungfräulich	0.8	ADJ
Scheible-2014-5052-210	210	ANT			shrewd	gewitzt	klug	1	ADJ
Scheible-2014-5052-211	211	ANT			Satanic	satanisch	böse	0.6	ADJ
Scheible-2014-5052-212	212	ANT			opaque	undurchsichtig	unklar	0.6	ADJ
Scheible-2014-5052-213	213	ANT			relocated	verlegt	verschwunden	1.2	ADJ
Scheible-2014-5052-214	214	ANT			known	bekannt	berühmt	0.8	ADJ
Scheible-2014-5052-215	215	ANT			mild	mild	leicht	1.6	ADJ
Scheible-2014-5052-216	216	ANT	207	SPARSE	sparse	spärlich	karg	0.4	ADJ
Scheible-2014-5052-217	217	ANT			lush	üppig	viel	0.4	ADJ
Scheible-2014-5052-218	218	ANT			shrewd	gewitzt	schlau	0.6	ADJ
Scheible-2014-5052-219	219	ANT			incompatible	inkompatibel	unverträglich	0.6	ADJ
Scheible-2014-5052-220	220	ANT			restless	unruhig	erregt	1.8	ADJ
Scheible-2014-5052-221	221	ANT			quick	fix	vereinbart	1.4	ADJ
Scheible-2014-5052-222	222	ANT			naive	naiv	harmlos	1.6	ADJ
Scheible-2014-5052-223	223	ANT			unjustified	unberechtigt	verboten	1.6	ADJ
Scheible-2014-5052-224	224	ANT			federal-republican	bundesrepublikanisch	staatsangehörig	1.8	ADJ
Scheible-2014-5052-225	225	ANT			unstable	instabil	unsicher	1	ADJ
Scheible-2014-5052-226	226	ANT			unclean	unrein	dreckig	0.4	ADJ
Scheible-2014-5052-227	227	ANT	2410	GOOD-LOOKING	attractive	attraktiv	schön	0	ADJ
Scheible-2014-5052-228	228	ANT			spatial	räumlich	lokal	2.6	ADJ
Scheible-2014-5052-229	229	ANT	1631	FAST	fast	schnell	zügig	0	ADJ
Scheible-2014-5052-230	230	ANT			French	französisch	fremdsprachlich	1.6	ADJ
Scheible-2014-5052-231	231	ANT			artistically	kunstvoll	schön	0.8	ADJ
Scheible-2014-5052-232	232	ANT	717	SWEET	sweet	süß	verzuckert	0.6	ADJ
Scheible-2014-5052-233	233	ANT			fixed	fixiert	bekannt	2	ADJ
Scheible-2014-5052-234	234	ANT			relaxed	locker	unbefestigt	0.6	ADJ
Scheible-2014-5052-235	235	ANT			transfer	übertragen	zugeteilt	0.8	ADJ
Scheible-2014-5052-236	236	ANT			furious	furios	gut	2	ADJ
Scheible-2014-5052-237	237	ANT			live	lebend	existierend	0.8	ADJ
Scheible-2014-5052-238	238	ANT			inhospitable	unwirtlich	lebensbedrohend	0.8	ADJ
Scheible-2014-5052-239	239	ANT			noble	edel	hochwertig	0.4	ADJ
Scheible-2014-5052-240	240	ANT			unstable	instabil	labil	0.4	ADJ
Scheible-2014-5052-241	241	ANT	1396	SHARP	sharp	scharf	pikant	1.2	ADJ
Scheible-2014-5052-242	242	ANT			harmoniously	harmonisch	ausgeglichen	0.4	ADJ
Scheible-2014-5052-243	243	ANT			modular	modular	beschaffen	1.2	ADJ
Scheible-2014-5052-244	244	ANT	1631	FAST	fast	schnell	rasch	1	ADJ
Scheible-2014-5052-245	245	ANT	2230	UNTAMED OR WILD	wild	wild	natürlich	1.2	ADJ
Scheible-2014-5052-246	246	ANT			done	erledigt	beendet	0.2	ADJ
Scheible-2014-5052-247	247	ANT			artistic	künstlerisch	ästhetisch	0.6	ADJ
Scheible-2014-5052-248	248	ANT			apathetic	teilnahmslos	unaufmerksam	1.8	ADJ
Scheible-2014-5052-249	249	ANT	2230	UNTAMED OR WILD	wild	wild	frei	0.6	ADJ
Scheible-2014-5052-250	250	ANT			bottomless	bodenlos	tief	0.8	ADJ
Scheible-2014-5052-251	251	ANT			radical	radikal	einseitig	1.8	ADJ
Scheible-2014-5052-252	252	ANT			no classes	unterrichtsfrei	ferienmäßig	0.8	ADJ
Scheible-2014-5052-253	253	ANT	2504	DIFFERENT	different	verschieden	ungleich	0.2	ADJ
Scheible-2014-5052-254	254	ANT	2316	FREE	free	frei	unabhängig	0.6	ADJ
Scheible-2014-5052-255	255	ANT			neugotisch	neugotisch	historisch	2.2	ADJ
Scheible-2014-5052-256	256	ANT			overfull	übervoll	voll	1.4	ADJ
Scheible-2014-5052-257	257	ANT	1425	GREEN	green	grün	farblich	2	ADJ
Scheible-2014-5052-258	258	ANT			mild	mild	warm	2.4	ADJ
Scheible-2014-5052-259	259	ANT			protective	schützend	sicher	1	ADJ
Scheible-2014-5052-260	260	ANT	2410	GOOD-LOOKING	attractive	attraktiv	ansprechend	0.8	ADJ
Scheible-2014-5052-261	261	ANT			operational	operativ	strategisch	2.8	ADJ
Scheible-2014-5052-262	262	ANT			undecided	unentschieden	unklar	1	ADJ
Scheible-2014-5052-263	263	ANT			Occidental	abendländisch	regional	1.6	ADJ
Scheible-2014-5052-264	264	ANT			chargeable	kostenpflichtig	bezahlbar	2.2	ADJ
Scheible-2014-5052-265	265	ANT			protective	schützend	fürsorglich	0.6	ADJ
Scheible-2014-5052-266	266	ANT			biblical	biblisch	alt	0.8	ADJ
Scheible-2014-5052-267	267	ANT			ungainly	plump	ungeschickt	0.8	ADJ
Scheible-2014-5052-268	268	ANT			undecided	unentschieden	gleich	2.2	ADJ
Scheible-2014-5052-269	269	ANT			funny	witzig	unterhaltsam	0.8	ADJ
Scheible-2014-5052-270	270	ANT	1279	FAT (OBESE)	fat	fett	übergewichtig	0.8	ADJ
Scheible-2014-5052-271	271	ANT			conventional	konventionell	etabliert	0.6	ADJ
Scheible-2014-5052-272	272	ANT			incalculable	unübersehbar	massiv	0.8	ADJ
Scheible-2014-5052-273	273	ANT			vigorously	energisch	stark	0.6	ADJ
Scheible-2014-5052-274	274	ANT			modular	modular	komplex	4.8	ADJ
Scheible-2014-5052-275	275	ANT			gratinated	überbacken	überzogen	1.2	ADJ
Scheible-2014-5052-276	276	ANT			bottomless	bodenlos	endlos	1	ADJ
Scheible-2014-5052-277	277	ANT			operational	operativ	betrieblich	1	ADJ
Scheible-2014-5052-278	278	ANT	717	SWEET	sweet	süß	geschmacklich	0.2	ADJ
Scheible-2014-5052-279	279	ANT	3633	CURIOUS	curious; excited	gespannt	neugierig	1.4	ADJ
Scheible-2014-5052-280	280	ANT			registered	registriert	erfasst	0.4	ADJ
Scheible-2014-5052-281	281	ANT			inviolable	unantastbar	unerreichbar	1.2	ADJ
Scheible-2014-5052-282	282	ANT			horny	geil	super	0.8	ADJ
Scheible-2014-5052-283	283	ANT			live	lebend	organisch	0.6	ADJ
Scheible-2014-5052-284	284	ANT			dominant	tonangebend	dominant	0.4	ADJ
Scheible-2014-5052-285	285	ANT			French	französisch	europäisch	1.4	ADJ
Scheible-2014-5052-286	286	ANT			plastic	plastisch	formbar	1.4	ADJ
Scheible-2014-5052-287	287	ANT			no classes	unterrichtsfrei	frei	0.8	ADJ
Scheible-2014-5052-288	288	ANT	1425	GREEN	green	grün	farbig	1.2	ADJ
Scheible-2014-5052-289	289	ANT			artistically	kunstvoll	wertvoll	1.2	ADJ
Scheible-2014-5052-290	290	ANT			unsporting	unsportlich	träge	0.8	ADJ
Scheible-2014-5052-291	291	ANT			ready talk	gesprächsbereit	indiskret	2.4	ADJ
Scheible-2014-5052-292	292	ANT			long-term	längerfristig	lang	0.6	ADJ
Scheible-2014-5052-293	293	ANT	3053	TIGHT	tight	stramm	fest	0.4	ADJ
Scheible-2014-5052-294	294	ANT			furious	furios	aufreibend	0.6	ADJ
Scheible-2014-5052-295	295	ANT			naive	naiv	einfältig	0.2	ADJ
Scheible-2014-5052-296	296	ANT	1396	SHARP	sharp	scharf	schneidend	0.4	ADJ
Scheible-2014-5052-297	297	ANT			indignantly	empört	aufgebracht	0.2	ADJ
Scheible-2014-5052-298	298	ANT			noticeably	merklich	deutlich	0.4	ADJ
Scheible-2014-5052-299	299	ANT			barren	unfruchtbar	kinderlos	1.4	ADJ
Scheible-2014-5052-300	300	ANT			horny	geil	lüstern	0.4	ADJ
Scheible-2014-5052-301	301	ANT			conventional	konventionell	normal	0.4	ADJ
Scheible-2014-5052-302	302	ANT	704	CLEAN	clean	sauber	reinlich	0.6	ADJ
Scheible-2014-5052-303	303	ANT			cleverly	geschickt	fähig	0.4	ADJ
Scheible-2014-5052-304	304	ANT			relaxed	locker	lose	1.2	ADJ
Scheible-2014-5052-305	305	ANT			exaggerated	übertrieben	maßlos	0.2	ADJ
Scheible-2014-5052-306	306	ANT			highly toxic	hochgiftig	giftig	0.4	ADJ
Scheible-2014-5052-307	307	ANT			noticeably	merklich	feststellbar	0.2	ADJ
Scheible-2014-5052-308	308	ANT			unanimously	übereinstimmend	passend	0	ADJ
Scheible-2014-5052-309	309	ANT	2316	FREE	free	frei	autonom	1.8	ADJ
Scheible-2014-5052-310	310	ANT			downright	richtiggehend	wirklich	1.2	ADJ
Scheible-2014-5052-311	311	ANT			inviolable	unantastbar	tabu	0.2	ADJ
Scheible-2014-5052-312	312	ANT			cheerful	heiter	froh	0	ADJ
Scheible-2014-5052-313	313	ANT	712	RICH	rich	reichhaltig	umfangreich	0.2	ADJ
Scheible-2014-5052-314	314	ANT			transfer	übertragen	indirekt	0.8	ADJ
Scheible-2014-5052-315	315	ANT			droll	drollig	niedlich	0.4	ADJ
Scheible-2014-5052-316	316	ANT			Middle High German	mittelhochdeutsch	hochdeutsch	1.2	ADJ
Scheible-2014-5052-317	317	ANT			excessive	überhöht	rasant	1	ADJ
