ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	GROUP	SEMANTIC FIELD	VISUAL SALIENCE	BROADER_CONCEPT	BROADER_ID
Tjuka-2022-784-322	322	151	RAZOR	RAZOR	object	tool	visual		
Tjuka-2022-784-323	323	233	SNOWSHOE	SNOWSHOE	object	clothing	visual		
Tjuka-2022-784-324	324	277	SPINDLE	SPINDLE	object	tool	visual		
Tjuka-2022-784-325	325	278	AWL	AWL	object	tool	visual		
Tjuka-2022-784-326	326	326	CLOAK	CLOAK	object	clothing	visual		
Tjuka-2022-784-327	327	327	PONCHO	PONCHO	object	clothing	visual		
Tjuka-2022-784-328	328	328	GRASS-SKIRT	GRASS-SKIRT	object	clothing	visual		
Tjuka-2022-784-329	329	329	STOCKING	STOCKING	object	clothing	visual		
Tjuka-2022-784-330	330	330	HEADBAND	HEADBAND	object	clothing	visual	HEADBAND OR HEADDRESS	3457
Tjuka-2022-784-331	331	331	HEADDRESS	HEADDRESS	object	clothing	visual	HEADBAND OR HEADDRESS	3457
Tjuka-2022-784-332	332	332	RAG	RAG	object	clothing	visual		
Tjuka-2022-784-333	333	450	CUSHMA	CUSHMA	object	clothing	visual		
Tjuka-2022-784-334	334	461	BOUBOU	BOUBOU	object	clothing	visual		
Tjuka-2022-784-335	335	468	G-STRING	G-STRING	object	clothing	visual		
Tjuka-2022-784-336	336	474	DRESS	DRESS	object	clothing	visual		
Tjuka-2022-784-337	337	585	BOOT	BOOT	object	clothing	visual		
Tjuka-2022-784-338	338	603	COAT	COAT	object	clothing	visual		
Tjuka-2022-784-339	339	629	LEATHER	LEATHER	object	clothing	visual		
Tjuka-2022-784-340	340	757	BUTTON	BUTTON	object	clothing	visual		
Tjuka-2022-784-341	341	770	EARRING	EARRING	object	clothing	visual		
Tjuka-2022-784-342	342	771	HAT	HAT	object	clothing	visual		
Tjuka-2022-784-343	343	772	BELT	BELT	object	clothing	visual		
Tjuka-2022-784-344	344	809	TROUSERS	TROUSERS	object	clothing	visual		
Tjuka-2022-784-345	345	867	GLOVE	GLOVE	object	clothing	visual		
Tjuka-2022-784-346	346	1020	HANDKERCHIEF	HANDKERCHIEF	object	household items	visual		
Tjuka-2022-784-347	347	1021	TOWEL	TOWEL	object	household items	visual		
Tjuka-2022-784-348	348	1029	JEWEL	JEWEL	object	clothing	visual		
Tjuka-2022-784-349	349	1151	VEIL	VEIL	object	clothing	visual		
Tjuka-2022-784-350	350	1161	THREAD	THREAD	object	tool	visual		
Tjuka-2022-784-351	351	1171	MIRROR	MIRROR	object	household items	visual		
Tjuka-2022-784-352	352	1288	CAP	CAP	object	clothing	visual		
Tjuka-2022-784-353	353	1374	RING	RING	object	clothing	visual		
Tjuka-2022-784-354	354	1381	SHOE	SHOE	object	clothing	visual		
Tjuka-2022-784-355	355	1382	NEEDLE (FOR SEWING)	NEEDLE (FOR SEWING)	object	tool	visual		
Tjuka-2022-784-356	356	1475	COMB	COMB	object	household items	visual		
Tjuka-2022-784-357	357	1522	SOCK	SOCK	object	clothing	visual		
Tjuka-2022-784-358	358	1600	SKIRT	SKIRT	object	clothing	visual		
Tjuka-2022-784-359	359	1622	SHIRT	SHIRT	object	clothing	visual		
Tjuka-2022-784-360	360	1754	BRACELET	BRACELET	object	clothing	visual		
Tjuka-2022-784-361	361	1787	LOOM	LOOM	object	tool	visual		
Tjuka-2022-784-362	362	1821	BRUSH	BRUSH	object	household items	visual		
Tjuka-2022-784-363	363	1851	POCKET	POCKET	object	clothing	visual		
Tjuka-2022-784-364	364	1860	BEAD	BEAD	object	clothing	visual		
Tjuka-2022-784-365	365	1961	NECKLACE	NECKLACE	object	clothing	visual		
Tjuka-2022-784-366	366	1965	LOINCLOTH	LOINCLOTH	object	clothing	visual		
Tjuka-2022-784-367	367	2005	MASK	MASK	object	clothing	visual		
Tjuka-2022-784-368	368	2012	COLLAR	COLLAR	object	clothing	visual		
Tjuka-2022-784-369	369	2046	APRON	APRON	object	clothing	visual		
Tjuka-2022-784-370	370	2047	STRAW SANDAL	STRAW SANDAL	object	clothing	visual		
Tjuka-2022-784-371	371	2130	HEADGEAR	HEADGEAR	object	clothing	visual		
Tjuka-2022-784-372	372	2160	BAMBOO HAT	BAMBOO HAT	object	clothing	visual		
Tjuka-2022-784-373	373	2161	HEMP CLOTH	HEMP CLOTH	object	clothing	visual		
Tjuka-2022-784-374	374	2413	SARONG	SARONG	object	clothing	visual		
Tjuka-2022-784-375	375	2671	PENIS SHEATH	PENIS SHEATH	object	clothing	visual		
Tjuka-2022-784-376	376	2770	JACKET	JACKET	object	clothing	visual		
Tjuka-2022-784-377	377	2771	SHAWL	SHAWL	object	clothing	visual		
Tjuka-2022-784-378	378	2953	SLEEVE	SLEEVE	object	clothing	visual		
Tjuka-2022-784-379	379	3087	PACIFIER	PACIFIER	object	tool	visual		
Tjuka-2022-784-380	380	3093	LIPSTICK	LIPSTICK	object	clothing	visual		
Tjuka-2022-784-381	381	3100	SUNGLASSES	SUNGLASSES	object	clothing	visual		
Tjuka-2022-784-382	382	3105	UMBRELLA	UMBRELLA	object	tool	visual		
Tjuka-2022-784-383	383	3140	VEST	VEST	object	clothing	visual		
Tjuka-2022-784-384	384	3149	ARMLET	ARMLET	object	clothing	visual		
Tjuka-2022-784-385	385	3445	YARN	YARN	object	tool	visual		
Tjuka-2022-784-386	386	3540	STRAW RAINCOAT	STRAW RAINCOAT	object	clothing	visual		
Tjuka-2022-784-387	387	3607	MOCCASIN	MOCCASIN	object	clothing	visual		
Tjuka-2022-784-388	388	3711	TIE (NOUN)	TIE (NOUN)	object	clothing	visual		
Tjuka-2022-784-389	389	3712	RAINCOAT	RAINCOAT	object	clothing	visual		
Tjuka-2022-784-390	390	31	PAN	PAN	object	household items	visual		
Tjuka-2022-784-391	391	120	PITCHER	PITCHER	object	household items	visual		
Tjuka-2022-784-392	392	191	NUT	NUT	object	food	visual		
Tjuka-2022-784-393	393	224	MORTAR	MORTAR	object	tool	visual		
Tjuka-2022-784-394	394	225	PESTLE	PESTLE	object	tool	visual		
Tjuka-2022-784-395	395	270	JUG	JUG	object	household items	visual		
Tjuka-2022-784-396	396	271	SAUCER	SAUCER	object	household items	visual		
Tjuka-2022-784-397	397	272	TONGS	TONGS	object	tool	visual		
Tjuka-2022-784-398	398	322	FIG	FIG	object	food	visual		
Tjuka-2022-784-399	399	407	MANIOC BREAD	MANIOC BREAD	object	food	visual		
Tjuka-2022-784-400	400	476	CUP	CUP	object	household items	visual		
Tjuka-2022-784-401	401	480	PLATE	PLATE	object	household items	visual		
Tjuka-2022-784-402	402	593	POTATO	POTATO	object	food	visual		
Tjuka-2022-784-403	403	636	MILL	MILL	object	tool	visual		
Tjuka-2022-784-404	404	744	EGG	EGG	object	animal	visual		
Tjuka-2022-784-405	405	774	CABBAGE	CABBAGE	object	food	visual		
Tjuka-2022-784-406	406	832	BEAN	BEAN	object	food	visual	BEAN OR PEA	2574
Tjuka-2022-784-407	407	854	KETTLE	KETTLE	object	household items	visual		
Tjuka-2022-784-408	408	904	BERRY	BERRY	object	food	visual		
Tjuka-2022-784-409	409	920	GRAPE	GRAPE	object	food	visual		
Tjuka-2022-784-410	410	973	NOODLE	NOODLE	object	food	visual		
Tjuka-2022-784-411	411	975	SPINACH	SPINACH	object	food	visual		
Tjuka-2022-784-412	412	986	TOMATO	TOMATO	object	food	visual		
Tjuka-2022-784-413	413	1143	OVEN	OVEN	object	household items	visual		
Tjuka-2022-784-414	414	1146	AUBERGINE	AUBERGINE	object	food	visual		
Tjuka-2022-784-415	415	1154	OLIVE	OLIVE	object	food	visual		
Tjuka-2022-784-416	416	1302	FORK	FORK	object	household items	visual		
Tjuka-2022-784-417	417	1352	KNIFE	KNIFE	object	household items	visual		
Tjuka-2022-784-418	418	1368	BREAD	BREAD	object	food	visual		
Tjuka-2022-784-419	419	1378	SPOON	SPOON	object	household items	visual		
Tjuka-2022-784-420	420	1462	POT	POT	object	household items	visual		
Tjuka-2022-784-421	421	1507	FRUIT	FRUIT	object	food	visual		
Tjuka-2022-784-422	422	1530	BOWL	BOWL	object	household items	visual		
Tjuka-2022-784-423	423	1569	CHEESE	CHEESE	object	food	visual		
Tjuka-2022-784-424	424	1762	STONE (OF FRUIT)	STONE (OF FRUIT)	object	plant	non-visual		
Tjuka-2022-784-425	425	1874	SAUSAGE	SAUSAGE	object	food	visual		
Tjuka-2022-784-426	426	1987	CHOPSTICKS	CHOPSTICKS	object	household items	visual		
Tjuka-2022-784-427	427	2025	PEA	PEA	object	food	visual	BEAN OR PEA	2574
Tjuka-2022-784-428	428	2028	SOYA BEAN	SOYA BEAN	object	food	visual		
Tjuka-2022-784-429	429	2053	SMALL BOWL	SMALL BOWL	object	household items	visual	BOWL	1530
Tjuka-2022-784-430	430	2055	CLAY POT	CLAY POT	object	household items	visual		
Tjuka-2022-784-431	431	2056	WOK	WOK	object	household items	visual		
Tjuka-2022-784-432	432	2145	ROAST (DEVICE)	ROAST (DEVICE)	object	tool	visual		
Tjuka-2022-784-433	433	2318	CHESTNUT	CHESTNUT	object	food	visual		
Tjuka-2022-784-434	434	2371	BREADFRUIT	BREADFRUIT	object	food	visual		
Tjuka-2022-784-435	435	2373	SKIN (OF FRUIT)	SKIN (OF FRUIT)	object	plant	visual		
Tjuka-2022-784-436	436	2445	PAPAYA	PAPAYA	object	food	visual		
Tjuka-2022-784-437	437	2494	BAMBOO SHOOT	BAMBOO SHOOT	object	food	visual		
Tjuka-2022-784-438	438	2583	PRETZEL	PRETZEL	object	food	visual		
Tjuka-2022-784-439	439	2649	COCONUT SHELL LADLE	COCONUT SHELL LADLE	object	household items	visual		
Tjuka-2022-784-440	440	2657	LADLE	LADLE	object	household items	visual		
Tjuka-2022-784-441	441	2680	MACHETE	MACHETE	object	tool	visual		
Tjuka-2022-784-442	442	2765	CHERRY	CHERRY	object	food	visual		
Tjuka-2022-784-443	443	2766	WATERMELON	WATERMELON	object	food	visual		
Tjuka-2022-784-444	444	2768	LITCHI	LITCHI	object	food	visual		
Tjuka-2022-784-445	445	2772	KITCHEN KNIFE	KITCHEN KNIFE	object	household items	visual		
Tjuka-2022-784-446	446	2779	CHICKEN EGG	CHICKEN EGG	object	food	visual		
Tjuka-2022-784-447	447	2843	CAULIFLOWER	CAULIFLOWER	object	food	visual		
Tjuka-2022-784-448	448	3067	CLEAVER	CLEAVER	object	tool	visual		
Tjuka-2022-784-449	449	3210	KNIFE (FOR EATING)	KNIFE (FOR EATING)	object	household items	visual		
Tjuka-2022-784-450	450	3233	SMALL KNIFE	SMALL KNIFE	object	household items	visual	KITCHEN KNIFE	2772
Tjuka-2022-784-451	451	3264	TRIVET	TRIVET	object	household items	visual		
Tjuka-2022-784-452	452	3289	UNCOOKED RICE	UNCOOKED RICE	object	food	visual		
Tjuka-2022-784-453	453	3409	EARTHEN JUG	EARTHEN JUG	object	household items	visual		
Tjuka-2022-784-454	454	3431	RICE STEAMER	RICE STEAMER	object	household items	visual		
Tjuka-2022-784-455	455	3443	TOFU	TOFU	object	food	visual		
Tjuka-2022-784-456	456	3653	COOKING POT	COOKING POT	object	household items	visual		
Tjuka-2022-784-457	457	3725	AVOCADO	AVOCADO	object	food	visual		
Tjuka-2022-784-458	458	3726	BROCCOLI	BROCCOLI	object	food	visual		
Tjuka-2022-784-459	459	3727	CELERY	CELERY	object	food	visual		
Tjuka-2022-784-460	460	3728	COURGETTE	COURGETTE	object	food	visual		
Tjuka-2022-784-461	461	3729	LETTUCE	LETTUCE	object	food	visual		
Tjuka-2022-784-462	462	3730	APRICOT	APRICOT	object	food	visual		
Tjuka-2022-784-463	463	3731	LYCHEE	LYCHEE	object	food	visual		
Tjuka-2022-784-464	464	3732	POMEGRANATE	POMEGRANATE	object	food	visual		
Tjuka-2022-784-465	465	3765	STORING POT	STORING POT	object	household items	visual		
Tjuka-2022-784-466	466	3766	WATER POT	WATER POT	object	household items	visual		
Tjuka-2022-784-467	467	3873	CHOCOLATE	CHOCOLATE	object	food	visual		
Tjuka-2022-784-468	468	105	MATTRESS	MATTRESS	object	household items	visual		
Tjuka-2022-784-469	469	110	MOTOR	MOTOR	object	vehicle	visual		
Tjuka-2022-784-470	470	219	TOILET	TOILET	object	household items	visual		
Tjuka-2022-784-471	471	395	PILL	PILL	object	food	visual		
Tjuka-2022-784-472	472	596	POSTAGE STAMP	POSTAGE STAMP	object	household items	visual		
Tjuka-2022-784-473	473	638	MOTORCYCLE	MOTORCYCLE	object	vehicle	visual		
Tjuka-2022-784-474	474	662	BATTERY	BATTERY	object	household items	visual		
Tjuka-2022-784-475	475	747	BICYCLE	BICYCLE	object	vehicle	visual		
Tjuka-2022-784-476	476	836	SCREWDRIVER	SCREWDRIVER	object	tool	visual		
Tjuka-2022-784-477	477	874	CANDY	CANDY	object	food	visual		
Tjuka-2022-784-478	478	900	TRAIN	TRAIN	object	vehicle	visual		
Tjuka-2022-784-479	479	915	SINK (BASIN)	SINK (BASIN)	object	household items	visual		
Tjuka-2022-784-480	480	969	CIGARETTE	CIGARETTE	object	food	visual		
Tjuka-2022-784-481	481	1051	CAN	CAN	object	household items	visual		
Tjuka-2022-784-482	482	1070	BUS	BUS	object	vehicle	visual		
Tjuka-2022-784-483	483	1111	CAR	CAR	object	vehicle	visual		
Tjuka-2022-784-484	484	1296	WALKING STICK	WALKING STICK	object	tool	visual		
Tjuka-2022-784-485	485	1298	NEWSPAPER	NEWSPAPER	object	household items	visual		
Tjuka-2022-784-486	486	1315	RADIO	RADIO	object	household items	visual		
Tjuka-2022-784-487	487	1321	BOTTLE	BOTTLE	object	household items	visual		
Tjuka-2022-784-488	488	1362	STREET	STREET	object	landscape	visual		
Tjuka-2022-784-489	489	1379	TELEPHONE	TELEPHONE	object	household items	visual		
Tjuka-2022-784-490	490	1465	BOX	BOX	object	household items	visual	BOX OR CHEST	3150
Tjuka-2022-784-491	491	1488	FAUCET	FAUCET	object	household items	visual		
Tjuka-2022-784-492	492	1497	POSTCARD	POSTCARD	object	household items	visual		
Tjuka-2022-784-493	493	1597	AIRPLANE	AIRPLANE	object	vehicle	visual		
Tjuka-2022-784-494	494	1788	TELEVISION	TELEVISION	object	household items	visual		
Tjuka-2022-784-495	495	1802	SCREW	SCREW	object	tool	visual		
Tjuka-2022-784-496	496	1804	BOMB	BOMB	object	tool	visual		
Tjuka-2022-784-497	497	1898	SPECTACLES	SPECTACLES	object	clothing	visual		
Tjuka-2022-784-498	498	2408	CAKE	CAKE	object	food	visual		
Tjuka-2022-784-499	499	2423	CHANNEL	CHANNEL	object	landscape	visual		
Tjuka-2022-784-500	500	2502	GONG	GONG	object	tool	visual		
Tjuka-2022-784-501	501	2548	BARREL	BARREL	object	tool	visual		
Tjuka-2022-784-502	502	2578	PENCIL	PENCIL	object	household items	visual		
Tjuka-2022-784-503	503	2579	TOOTHBRUSH	TOOTHBRUSH	object	household items	visual		
Tjuka-2022-784-504	504	2580	HELICOPTER	HELICOPTER	object	vehicle	visual		
Tjuka-2022-784-505	505	2582	WHEELCHAIR	WHEELCHAIR	object	vehicle	visual		
Tjuka-2022-784-506	506	2588	GLOBE	GLOBE	object	tool	visual		
Tjuka-2022-784-507	507	2589	WREATH	WREATH	object	clothing	visual		
Tjuka-2022-784-508	508	2590	HARMONICA	HARMONICA	object	instrument	visual		
Tjuka-2022-784-509	509	2593	STILTS	STILTS	object	tool	visual		
Tjuka-2022-784-510	510	2597	HARP	HARP	object	instrument	visual		
Tjuka-2022-784-511	511	2598	DOOR KNOCKER	DOOR KNOCKER	object	household items	visual		
Tjuka-2022-784-512	512	2599	STETHOSCOPE	STETHOSCOPE	object	tool	visual		
Tjuka-2022-784-513	513	2602	FUNNEL	FUNNEL	object	tool	visual		
Tjuka-2022-784-514	514	2603	ACCORDION	ACCORDION	object	instrument	visual		
Tjuka-2022-784-515	515	2606	COMPASS	COMPASS	object	tool	visual		
Tjuka-2022-784-516	516	2607	TRIPOD	TRIPOD	object	tool	visual		
Tjuka-2022-784-517	517	2608	SCROLL	SCROLL	object	tool	visual		
Tjuka-2022-784-518	518	2610	TRELLIS (ARCHITECTURE)	TRELLIS (ARCHITECTURE)	object	tool	visual		
Tjuka-2022-784-519	519	2612	PROTRACTOR	PROTRACTOR	object	tool	visual		
Tjuka-2022-784-520	520	2618	CAMERA	CAMERA	object	tool	visual		
Tjuka-2022-784-521	521	2619	CARD	CARD	object	tool	visual		
Tjuka-2022-784-522	522	2620	CARRIAGE	CARRIAGE	object	vehicle	visual		
Tjuka-2022-784-523	523	2621	CURTAIN	CURTAIN	object	household items	visual		
Tjuka-2022-784-524	524	2622	ENGINE	ENGINE	object	vehicle	non-visual		
Tjuka-2022-784-525	525	2623	FLAG	FLAG	object	tool	visual		
Tjuka-2022-784-526	526	2624	FRAME	FRAME	object	tool	visual		
Tjuka-2022-784-527	527	2625	MAP	MAP	object	tool	visual		
Tjuka-2022-784-528	528	2629	TRAY	TRAY	object	tool	visual		
Tjuka-2022-784-529	529	2630	WHIP	WHIP	object	tool	visual		
Tjuka-2022-784-530	530	2631	WIRE	WIRE	object	tool	visual		
Tjuka-2022-784-531	531	2946	CRADLE	CRADLE	object	household items	visual		
Tjuka-2022-784-532	532	2952	SLAB	SLAB	object	tool	visual		
Tjuka-2022-784-533	533	2956	TUBE	TUBE	object	tool	visual		
Tjuka-2022-784-534	534	2991	SKI	SKI	object	vehicle	visual		
Tjuka-2022-784-535	535	3048	MOUTH HARP	MOUTH HARP	object	instrument	visual		
Tjuka-2022-784-536	536	3051	REED PIPE	REED PIPE	object	instrument	visual		
Tjuka-2022-784-537	537	3052	ERHU	ERHU	object	instrument	visual		
Tjuka-2022-784-538	538	3083	BALLOON	BALLOON	object	household items	visual		
Tjuka-2022-784-539	539	3086	COMPUTER	COMPUTER	object	household items	visual		
Tjuka-2022-784-540	540	3096	RACKET	RACKET	object	tool	visual		
Tjuka-2022-784-541	541	3097	SEWING MACHINE	SEWING MACHINE	object	tool	visual		
Tjuka-2022-784-542	542	3103	TENNIS BALL	TENNIS BALL	object	tool	visual		
Tjuka-2022-784-543	543	3240	BAMBOO MAT	BAMBOO MAT	object	household items	visual		
Tjuka-2022-784-544	544	3304	PICTURE (PHOTOGRAPH)	PICTURE (PHOTOGRAPH)	object	household items	visual		
Tjuka-2022-784-545	545	3733	FERRY	FERRY	object	vehicle	visual		
Tjuka-2022-784-546	546	3745	CRANE (DEVICE)	CRANE (DEVICE)	object	tool	visual		
Tjuka-2022-784-547	547	3746	VASE	VASE	object	household items	visual		
Tjuka-2022-784-548	548	14	YOKE	YOKE	object	tool	visual		
Tjuka-2022-784-549	549	16	SLED	SLED	object	tool	visual		
Tjuka-2022-784-550	550	108	RUDDER	RUDDER	object	vehicle	non-visual		
Tjuka-2022-784-551	551	122	CART	CART	object	vehicle	visual		
Tjuka-2022-784-552	552	182	SPOKE	SPOKE	object	vehicle	visual		
Tjuka-2022-784-553	553	184	MAST	MAST	object	vehicle	visual		
Tjuka-2022-784-554	554	416	OUTRIGGER	OUTRIGGER	object	vehicle	visual		
Tjuka-2022-784-555	555	610	PORT	PORT	object	landscape	visual		
Tjuka-2022-784-556	556	667	ROAD	ROAD	object	landscape	visual	PATH OR ROAD	2457
Tjuka-2022-784-557	557	710	WHEEL	WHEEL	object	vehicle	visual		
Tjuka-2022-784-558	558	740	SHIP	SHIP	object	vehicle	visual		
Tjuka-2022-784-559	559	786	SAILCLOTH	SAILCLOTH	object	vehicle	visual		
Tjuka-2022-784-560	560	1011	BRIDGE	BRIDGE	object	landscape	visual		
Tjuka-2022-784-561	561	1664	RAFT	RAFT	object	tool	visual		
Tjuka-2022-784-562	562	1769	AXLE	AXLE	object	vehicle	visual		
Tjuka-2022-784-563	563	1844	BOAT	BOAT	object	vehicle	visual		
Tjuka-2022-784-564	564	1870	ANCHOR	ANCHOR	object	vehicle	non-visual		
Tjuka-2022-784-565	565	1970	CANOE	CANOE	object	vehicle	visual		
Tjuka-2022-784-566	566	1867	COIN	COIN	object	tool	visual		
Tjuka-2022-784-567	567	3663	COWRIE SHELL	COWRIE SHELL	object	clothing	visual		
Tjuka-2022-784-568	568	2783	SCALES (MEASURE INSTRUMENT)	SCALES (MEASURE INSTRUMENT)	object	tool	visual		
Tjuka-2022-784-569	569	2804	AMULET	AMULET	object	clothing	visual		
Tjuka-2022-784-570	570	3335	SACRED GROVE	SACRED GROVE	object	landscape	visual		
Tjuka-2022-784-571	571	3337	BURIAL MOUND	BURIAL MOUND	object	landscape	visual		
Tjuka-2022-784-572	572	1010	BOUNDARY	BOUNDARY	object	spatial relation	visual		
Tjuka-2022-784-573	573	192	CORNER	CORNER	object	spatial relation	visual		
Tjuka-2022-784-574	574	682	SIDE	SIDE	object	spatial relation	visual		
Tjuka-2022-784-575	575	831	BASE	BASE	object	spatial relation	non-visual		
Tjuka-2022-784-576	576	850	SQUARE	SQUARE	object	spatial relation	visual		
Tjuka-2022-784-577	577	863	EDGE	EDGE	object	spatial relation	visual		
Tjuka-2022-784-578	578	1048	LINE	LINE	object	spatial relation	visual		
Tjuka-2022-784-579	579	1367	CROSS	CROSS	object	spatial relation	visual		
Tjuka-2022-784-580	580	1467	CIRCLE	CIRCLE	object	spatial relation	visual		
Tjuka-2022-784-581	581	1667	HOLE	HOLE	object	landscape	non-visual		
Tjuka-2022-784-582	582	1753	TOP	TOP	object	spatial relation	visual		
Tjuka-2022-784-583	583	1845	BALL	BALL	object	spatial relation	visual		
Tjuka-2022-784-584	584	2194	FRONT (PART)	FRONT (PART)	object	spatial relation	visual		
Tjuka-2022-784-585	585	2199	LOWER PART	LOWER PART	object	spatial relation	visual		
Tjuka-2022-784-586	586	2204	LEDGE	LEDGE	object	landscape	visual		
Tjuka-2022-784-587	587	2205	PEAK	PEAK	object	landscape	visual		
Tjuka-2022-784-588	588	2250	LEAF (LEAFLIKE OBJECT)	LEAF (LEAFLIKE OBJECT)	object	household items	visual		
Tjuka-2022-784-589	589	2323	BACK (PART)	BACK (PART)	object	spatial relation	non-visual		
Tjuka-2022-784-590	590	2989	FRINGE	FRINGE	object	spatial relation	visual		
Tjuka-2022-784-591	591	2992	TIP (OF OBJECT)	TIP (OF OBJECT)	object	spatial relation	visual		
Tjuka-2022-784-592	592	2994	SUPPORT (OF OBJECT)	SUPPORT (OF OBJECT)	object	spatial relation	non-visual		
Tjuka-2022-784-593	593	3255	POINT (POINTED END)	POINT (POINTED END)	object	spatial relation	visual		
Tjuka-2022-784-594	594	300	RATTLE	RATTLE	object	instrument	visual		
Tjuka-2022-784-595	595	648	PAPER	PAPER	object	household items	visual		
Tjuka-2022-784-596	596	775	TRUMPET	TRUMPET	object	instrument	visual	BRASS INSTRUMENT (HORN OR TRUMPET)	2136
Tjuka-2022-784-597	597	777	FLUTE	FLUTE	object	instrument	visual		
Tjuka-2022-784-598	598	794	PEN	PEN	object	household items	visual		
Tjuka-2022-784-599	599	908	DRUM	DRUM	object	instrument	visual		
Tjuka-2022-784-600	600	939	HORN (INSTRUMENT)	HORN (INSTRUMENT)	object	instrument	visual	BRASS INSTRUMENT (HORN OR TRUMPET)	2136
Tjuka-2022-784-601	601	963	BOOK	BOOK	object	household items	visual		
Tjuka-2022-784-602	602	2681	LUTE	LUTE	object	instrument	visual		
Tjuka-2022-784-603	603	3090	GUITAR	GUITAR	object	instrument	visual		
Tjuka-2022-784-604	604	3141	TAMBOURINE	TAMBOURINE	object	instrument	visual		
Tjuka-2022-784-605	605	34	STAIRS	STAIRS	object	household items	visual	LADDER OR STAIRS	2689
Tjuka-2022-784-606	606	80	DOORPOST	DOORPOST	object	household items	visual		
Tjuka-2022-784-607	607	205	TROUGH	TROUGH	object	tool	visual		
Tjuka-2022-784-608	608	280	RIDGEPOLE	RIDGEPOLE	object	tool	non-visual		
Tjuka-2022-784-609	609	281	POST	POST	object	tool	visual		
Tjuka-2022-784-610	610	336	PADLOCK	PADLOCK	object	tool	visual		
Tjuka-2022-784-611	611	625	LAMP	LAMP	object	household items	visual	TORCH OR LAMP	2131
Tjuka-2022-784-612	612	745	SHELF	SHELF	object	household items	visual		
Tjuka-2022-784-613	613	769	ROOF	ROOF	object	household items	visual	THATCH OR ROOF	2100
Tjuka-2022-784-614	614	806	BLANKET	BLANKET	object	household items	visual		
Tjuka-2022-784-615	615	829	RAFTER	RAFTER	object	tool	non-visual		
Tjuka-2022-784-616	616	859	STOVE	STOVE	object	household items	visual		
Tjuka-2022-784-617	617	876	ARCH	ARCH	object	tool	visual		
Tjuka-2022-784-618	618	901	ADOBE	ADOBE	object	tool	visual		
Tjuka-2022-784-619	619	933	WALL (OF HOUSE)	WALL (OF HOUSE)	object	household items	visual		
Tjuka-2022-784-620	620	1006	BRICK	BRICK	object	tool	visual		
Tjuka-2022-784-621	621	1012	LATCH	LATCH	object	tool	visual		
Tjuka-2022-784-622	622	1044	PILLOW	PILLOW	object	household items	visual		
Tjuka-2022-784-623	623	1132	BEAM	BEAM	object	tool	visual		
Tjuka-2022-784-624	624	1158	STEP	STEP	object	household items	visual		
Tjuka-2022-784-625	625	1227	BOARD	BOARD	object	tool	visual		
Tjuka-2022-784-626	626	1273	CANDLE	CANDLE	object	household items	visual		
Tjuka-2022-784-627	627	1305	CHIMNEY	CHIMNEY	object	household items	visual		
Tjuka-2022-784-628	628	1375	WINDOW	WINDOW	object	household items	visual		
Tjuka-2022-784-629	629	1464	LADDER	LADDER	object	tool	visual	LADDER OR STAIRS	2689
Tjuka-2022-784-630	630	1472	KEY	KEY	object	household items	visual		
Tjuka-2022-784-631	631	1476	CHAIR	CHAIR	object	household items	visual		
Tjuka-2022-784-632	632	1567	DOOR	DOOR	object	household items	visual		
Tjuka-2022-784-633	633	1596	LOCK	LOCK	object	household items	visual		
Tjuka-2022-784-634	634	1663	BED	BED	object	household items	visual		
Tjuka-2022-784-635	635	1727	THRESHOLD	THRESHOLD	object	household items	visual		
Tjuka-2022-784-636	636	1775	TABLE	TABLE	object	household items	visual		
Tjuka-2022-784-637	637	1919	TORCH	TORCH	object	tool	visual	TORCH OR LAMP	2131
Tjuka-2022-784-638	638	2019	HAMMOCK	HAMMOCK	object	tool	visual		
Tjuka-2022-784-639	639	2045	COLUMN	COLUMN	object	tool	visual		
Tjuka-2022-784-640	640	2058	STOOL	STOOL	object	household items	visual		
Tjuka-2022-784-641	641	2185	DOORSILLS	DOORSILLS	object	household items	visual		
Tjuka-2022-784-642	642	2584	BENCH	BENCH	object	tool	visual		
Tjuka-2022-784-643	643	2940	GATE	GATE	object	tool	visual		
Tjuka-2022-784-644	644	3084	BLACKBOARD	BLACKBOARD	object	tool	visual		
Tjuka-2022-784-645	645	3099	SOFA	SOFA	object	household items	visual		
Tjuka-2022-784-646	646	3106	WARDROBE	WARDROBE	object	household items	visual		
Tjuka-2022-784-647	647	3176	RACK (FOR STORING FOOD)	RACK (FOR STORING FOOD)	object	household items	visual		
Tjuka-2022-784-648	648	3357	CUPBOARD	CUPBOARD	object	household items	visual		
Tjuka-2022-784-649	649	3404	TILE	TILE	object	household items	visual		
Tjuka-2022-784-650	650	10	FIREWOOD	FIREWOOD	object	tool	visual	FIRE OR FIREWOOD	2675
Tjuka-2022-784-651	651	113	SHORE	SHORE	object	landscape	visual		
Tjuka-2022-784-652	652	221	FIRE	FIRE	object	tool	visual	FIRE OR FIREWOOD	2675
Tjuka-2022-784-653	653	420	FOREST	FOREST	object	landscape	visual		
Tjuka-2022-784-654	654	448	STORM CLOUDS	STORM CLOUDS	object	landscape	visual		
Tjuka-2022-784-655	655	547	SURFACE	SURFACE	object	landscape	visual		
Tjuka-2022-784-656	656	608	GULF	GULF	object	landscape	visual		
