ID	NUMBER	ITALIAN	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	WORD_LENGTH	POS	ACCURACY_LD_MEAN	LD_RT_MEAN	ACCURACY_NAMING_MEAN	NAMING_RT_MEAN	LD_RT_ZSCORE	NAMING_RT_ZSCORE	AUDITORY_MEAN	GUSTATORY_MEAN	HAPTIC_MEAN	OLFACTORY_MEAN	VISUAL_MEAN	PERCEPTUAL_DOMINANT	PERCEPTUAL_EXCLUSIVITY	PERCEPTUAL_STRENGTH_MAX	PERCEPTUAL_STRENGTH_MIN	PERCEPTUAL_STRENGTH_MEAN	VECTOR_MAGNITUDE
Vergallito-2020-1121-575	575	magnifico	terrific			9	a	0.9666666667	656.9310345	1	517.2307692	0.1347978303	-0.2352279026	3.63	2.58	2.21	2.25	4.32	v	14.0760507	4.32	2.21	2.998	6.960050287
Vergallito-2020-1121-576	576	maiale	pig	1337	PIG	6	n	0.9333333333	570.6785714	1	543.1851852	-0.2829710733	-0.04474150577	4	3.46	3.67	3.47	4.75	v	6.666666667	4.75	3.46	3.87	8.720315361
Vergallito-2020-1121-577	577	mal_di_denti	toothache			12	n	1	670.8666667	1	589.7586207	0.4844911829	0.3381519585	1.02	0.68	2.82	0.18	1.32	h	43.8538206	2.82	0.18	1.204	3.351119216
Vergallito-2020-1121-578	578	mal_di_mare	seasick			11	n	1	667.1666667	1	544.3076923	0.3991554186	-0.04926813399	1.49	1.23	0.95	0.89	2.77	v	25.64802183	2.77	0.89	1.466	3.619461286
Vergallito-2020-1121-579	579	malanno	sickness	1986	DISEASE	7	n	0.8333333333	755.4	1	557.8965517	0.8040182657	0.07297496031	2	0.43	0.91	0.68	3.43	v	40.26845638	3.43	0.43	1.49	4.152144024
Vergallito-2020-1121-580	580	malaria	malaria	3059	MALARIA	7	n	0.7666666667	772.3913043	1	548.9259259	0.7802311045	0.05554885144	1	0.11	0.88	0.49	3.11	v	53.66726297	3.11	0.11	1.118	3.420336241
Vergallito-2020-1121-581	581	malato	sick	1847	SICK	6	a	1	577.5666667	1	493.9642857	-0.3609457827	-0.4079597288	2.47	0.33	1.7	1.37	4.35	v	39.33463796	4.35	0.33	2.044	5.468016094
Vergallito-2020-1121-582	582	malattia	illness	1986	DISEASE	8	n	0.9666666667	631.0689655	1	522.4444444	-0.09100031255	-0.1913381961	2.02	0.57	1.61	1.21	3.96	v	36.17929562	3.96	0.57	1.874	4.913562862
Vergallito-2020-1121-583	583	maleducato	rude	1412	RUDE	10	a	1	595.9310345	1	528.2068966	-0.3677059292	-0.1693339811	4.19	0.11	1.09	0.4	4.09	a	41.29554656	4.19	0.11	1.976	5.970293125
Vergallito-2020-1121-584	584	malessere	discomfort			9	n	1	677.3666667	1	570.4444444	0.3082583657	0.1991810081	2.89	0.53	1.65	0.82	3.37	v	30.66954644	3.37	0.53	1.852	4.835783287
Vergallito-2020-1121-585	585	malevolenza	malice			11	n	0.9	812.2962963	1	594.7307692	1.173740276	0.2425147263	3	0.11	0.56	0.17	3.13	v	43.32855093	3.13	0.11	1.394	4.376242681
Vergallito-2020-1121-586	586	malvagio	wicked			8	a	0.9333333333	619.6071429	1	539.25	-0.07020955752	-0.07407154235	3.33	0.7	0.68	0.61	3.7	v	34.25720621	3.7	0.61	1.804	5.109148657
Vergallito-2020-1121-587	587	mangiare	eat	1336	EAT	8	v	0.9666666667	526.1034483	1	516.9642857	-0.6231744175	-0.1863560084	2.09	4.46	2.84	3	4.09	g	14.38106796	4.46	2.09	3.296	7.619278181
Vergallito-2020-1121-588	588	maniaco	maniac			7	a	0.9	696.1481481	1	553.3214286	0.3877440522	0.05219461761	2.96	0.04	1.12	0.26	4.02	v	47.38095238	4.02	0.04	1.68	5.123045969
Vergallito-2020-1121-589	589	manichino	dummy			9	n	0.9	787.5925926	1	585.4814815	0.9691289216	0.2266850876	0.37	0.09	3.63	0.32	4.65	v	50.33112583	4.65	0.09	1.812	5.920033784
Vergallito-2020-1121-590	590	mano	hand	1277	HAND	4	n	1	574.5	1	496.16	-0.4081630787	-0.2981865939	0.91	0.26	4.72	0.75	4.79	v	39.63254593	4.79	0.26	2.286	6.832327568
Vergallito-2020-1121-591	591	manomettere	tamper			11	v	0.5	984	1	693.1111111	1.68593439	1.089814091	1.6	0.09	2.5	0.13	3.54	v	43.89312977	3.54	0.09	1.572	4.622401973
Vergallito-2020-1121-592	592	mantenimento	alimony			12	n	0.9333333333	793.3571429	1	569.5	1.117243403	0.1293833983	1.11	0.32	0.82	0.19	2.28	v	44.27966102	2.28	0.19	0.944	2.69098495
Vergallito-2020-1121-593	593	marcio	rotten	1728	ROTTEN	6	a	0.9666666667	607.3103448	1	552.2142857	-0.1547496583	-0.03515355976	0.46	3.65	2.63	4.25	4.39	v	25.5526658	4.39	0.46	3.076	7.601684024
Vergallito-2020-1121-594	594	margherita	daisy			10	n	1	634	1	530.4230769	0.03991533422	-0.08142175373	0.32	0.75	4.09	3.79	4.79	v	32.53275109	4.79	0.32	2.748	7.39602596
Vergallito-2020-1121-595	595	martello	hammer	1481	HAMMER	8	n	1	633.3666667	1	517.9310345	-0.1215481223	-0.2080359586	3.18	0.04	4.42	0.18	4.67	v	37.06965572	4.67	0.04	2.498	7.175771735
Vergallito-2020-1121-596	596	massacro	massacre			8	n	0.9666666667	618	1	531.5714286	-0.01176838329	-0.1654237415	3.47	0.19	1.37	0.93	4.35	v	40.34917556	4.35	0.19	2.062	5.808726194
Vergallito-2020-1121-597	597	masturbarsi	masturbate			11	v	1	741.4	1	625.862069	0.9148996683	0.7025699666	2.41	0.32	4.51	1.09	3.91	h	34.23202614	4.51	0.32	2.448	6.536574026
Vergallito-2020-1121-598	598	materiale	material			9	a	0.9333333333	683.6785714	1	585.4137931	0.2832032914	0.341114705	1.28	1.19	4.35	1.46	4.42	v	25.43307087	4.42	1.19	2.54	6.606436256
Vergallito-2020-1121-599	599	matita	pencil	2578	PENCIL	6	n	0.9333333333	631.1071429	1	526.5	-0.001635667003	-0.1768161857	1.39	0.51	4.63	1.09	4.81	v	34.59372486	4.81	0.51	2.486	6.924832128
Vergallito-2020-1121-600	600	matrimonio	wedding	1259	WEDDING	10	n	0.9666666667	615.6896552	1	548.5	-0.1525844831	0.05071357749	3.63	1	1.21	0.93	4.5	v	31.67701863	4.5	0.93	2.254	6.062664431
Vergallito-2020-1121-601	601	matto	madman			5	a	1	522.2	1	559.0714286	-0.6905969854	0.02952211855	3.58	0.19	0.77	0.23	3.96	v	43.18442153	3.96	0.19	1.746	5.401842278
Vergallito-2020-1121-602	602	medicina	medicine	1372	MEDICINE	8	n	0.9666666667	600.2758621	1	567.3333333	-0.2668058966	0.07873638661	0.88	3.44	2.49	2.12	4.33	v	26.01809955	4.33	0.88	2.652	6.484705082
Vergallito-2020-1121-603	603	melma	slime			5	n	0.8	743.25	1	583.28	0.9351963849	0.2280803936	0.98	0.16	3.72	2.4	4.47	v	36.74339301	4.47	0.16	2.346	6.369089417
Vergallito-2020-1121-604	604	melodia	melody	4054	MELODY	7	n	0.9666666667	588.3103448	1	554.7692308	-0.2401351159	0.03044921445	4.98	0.09	0.19	0.09	0.88	a	78.49117175	4.98	0.09	1.246	5.062321602
Vergallito-2020-1121-605	605	memoria	memory	1018	MEMORY	7	n	0.9333333333	579.3571429	1	522.8148148	-0.3533827277	-0.2356140743	2.72	1.49	1.42	1.56	2.35	a	13.62683438	2.72	1.42	1.908	4.426172161
Vergallito-2020-1121-606	606	mendicante	beggar	1934	BEGGAR	10	a	0.9	730.6666667	1	657.6333333	0.5688451666	0.6614850694	3.21	0	1.19	1.35	4.56	v	44.22890398	4.56	0	2.062	5.859718423
Vergallito-2020-1121-607	607	mensola	mantel			7	n	0.9333333333	584.7142857	1	550.9230769	-0.1695587087	0.0958339225	0.27	0	4.05	0.18	4.84	v	51.82012848	4.84	0	1.868	6.319287935
Vergallito-2020-1121-608	608	mente	mind	1562	MIND	5	n	1	564.6	1	501.88	-0.3962222708	-0.274581519	1.21	0.16	0.16	0.18	0.74	a	42.85714286	1.21	0.16	0.49	1.447515112
Vergallito-2020-1121-609	609	mento	chin	1510	CHIN	5	n	0.9333333333	555.7142857	1	548	-0.4517329196	0.07740515986	0.12	0.04	4.35	0.07	4.75	v	50.48231511	4.75	0.04	1.866	6.442507276
Vergallito-2020-1121-610	610	meraviglia	wonder			10	n	1	614.1666667	1	577.962963	-0.1557188386	0.2055703751	3.39	2.02	1.84	1.82	4.47	v	19.57163959	4.47	1.82	2.708	6.500107691
Vergallito-2020-1121-611	611	mercato	market	633	MARKET	7	n	1	643.6666667	1	544.8214286	-0.007073255616	-0.09882345373	3.82	0.79	1.8	2.66	4.73	v	28.55072464	4.73	0.79	2.76	6.9213438
Vergallito-2020-1121-612	612	mese	month	1370	MONTH	4	n	1	613.7333333	1	525.3928571	-0.1467507002	-0.1989368761	0.74	0.14	0.14	0.18	1.26	v	45.52845528	1.26	0.14	0.492	1.485530208
Vergallito-2020-1121-613	613	mestolo	ladle	2657	LADLE	7	n	0.8	787.2916667	1	538.4285714	0.8749222687	0.08406503385	1.05	0.61	4.32	0.4	4.75	v	39.08355795	4.75	0.4	2.226	6.546716734
Vergallito-2020-1121-614	614	metallo	metal	2244	METAL	7	n	0.9666666667	600.1724138	1	557.5357143	-0.2085893702	0.2390295146	2.19	0.68	4.26	0.77	4.75	v	32.17391304	4.75	0.68	2.53	6.823598757
Vergallito-2020-1121-615	615	metodo	method	3971	METHOD	6	n	0.9	610.5185185	1	531.4615385	-0.1607942258	-0.1482498047	1.96	0.32	0.49	0.25	2.67	v	42.53075571	2.67	0.25	1.138	3.372758515
Vergallito-2020-1121-616	616	miele	honey	942	HONEY	5	n	0.9333333333	603.1428571	0.9642857143	542.52	-0.2331198386	0.02987274702	0.42	4.95	3.54	3.53	4.46	g	26.80473373	4.95	0.42	3.38	8.340443633
Vergallito-2020-1121-617	617	migliorare	improve	2872	IMPROVE (SOMETHING)	10	v	1	631.5	1	610.9259259	-0.02813742043	0.4446203654	2.51	0.84	1.26	0.81	3.07	v	26.61955241	3.07	0.81	1.698	4.321377095
Vergallito-2020-1121-618	618	milionario	millionaire			10	a	0.9333333333	677.6071429	1	572.625	0.3512345315	0.1417215425	1.6	0.35	0.93	0.37	3.74	v	48.49785408	3.74	0.35	1.398	4.203795904
Vergallito-2020-1121-619	619	minaccia	menace			8	n	1	610.1333333	1	602.5925926	-0.2328414953	0.3829211031	4.02	0.4	1.32	0.72	3.67	a	35.73543929	4.02	0.4	2.026	5.661280774
Vergallito-2020-1121-620	620	miracolo	miracle	2541	MIRACLE	8	n	1	605.6666667	1	541.3461538	-0.1174961501	0.02437622922	2.21	0.3	0.89	0.39	2.44	v	34.34991974	2.44	0.3	1.246	3.445562363
Vergallito-2020-1121-621	621	miseria	misery	2553	MISERY	7	n	0.9333333333	707.1071429	0.9642857143	622.6296296	0.387103668	0.7362980196	2.02	0.4	0.75	0.77	3.86	v	44.35897436	3.86	0.4	1.56	4.50504162
Vergallito-2020-1121-622	622	mistico	mystic			7	a	0.8333333333	699.96	1	611.3636364	0.200020182	0.593782684	2.52	0.7	0.96	1.14	3	v	27.64423077	3	0.7	1.664	4.249894116
Vergallito-2020-1121-623	623	mite	meek			4	a	0.9	708.1851852	1	599.3333333	0.5884641055	0.3600693808	2.38	0.54	1.57	0.48	2.88	v	30.57324841	2.88	0.48	1.57	4.116515517
Vergallito-2020-1121-624	624	mobile	cabinet			6	a	0.9666666667	573.7241379	1	527.72	-0.3724407434	-0.04323990286	1.25	0.02	3.42	0.37	4.35	v	46.01487779	4.35	0.02	1.882	5.684953826
Vergallito-2020-1121-625	625	mobilità	mobility			8	n	1	571.3666667	1	607.5384615	-0.3505893435	0.2773130821	1.65	0.16	1.55	0.12	3.78	v	50.41322314	3.78	0.12	1.452	4.410600866
Vergallito-2020-1121-626	626	modesto	modest	4053	MODEST	7	a	1	611.2333333	1	539.3928571	-0.08163268508	-0.06984840058	2.79	0.61	0.65	0.49	3.19	v	34.92884864	3.19	0.49	1.546	4.358313894
Vergallito-2020-1121-627	627	modo	manner	488	MANNER	4	n	0.9333333333	581.1785714	1	508.5185185	-0.3759687866	-0.2222774356	1.51	0.51	0.87	0.55	2.13	v	29.08438061	2.13	0.51	1.114	2.852455083
Vergallito-2020-1121-628	628	moglie	wife	1199	WIFE	6	n	1	567.6666667	1	548.0833333	-0.5747977884	0.01679252069	3.72	0.72	3.09	2.11	4.46	v	26.5248227	4.46	0.72	2.82	6.94612122
Vergallito-2020-1121-629	629	momento	moment	4075	MOMENT	7	n	1	602.6666667	1	530.2692308	-0.2076847852	-0.122092945	1.62	0.71	0.78	0.67	2.24	v	26.07973422	2.24	0.67	1.204	3.033710599
Vergallito-2020-1121-630	630	mondo	world	965	WORLD	5	n	0.9666666667	571.3103448	1	550.4347826	-0.401600655	0.008830236725	2.82	1.66	2.48	2.09	4	v	17.93103448	4	1.66	2.61	6.101352309
Vergallito-2020-1121-631	631	moneta	coin	1867	COIN	6	n	1	587.8666667	1	528.8846154	-0.3400866226	-0.07043510162	3.05	0.26	4.4	1.21	4.79	v	33.04157549	4.79	0.26	2.742	7.289602184
Vergallito-2020-1121-632	632	montagna	mountain	639	MOUNTAIN	8	n	1	565.1	1	566.5	-0.4457510974	0.099387616	2.18	0.42	1.91	2.42	4.91	v	37.9222973	4.91	0.42	2.368	6.208172034
Vergallito-2020-1121-633	633	montagne_russe	rollercoaster			14	n	0.9666666667	707.8965517	1	727.4642857	0.6655798007	1.291441589	3.28	0.07	2.12	0.21	4.63	v	44.22890398	4.63	0.07	2.062	6.061245747
Vergallito-2020-1121-634	634	morale	moral			6	a	0.9666666667	608.0689655	1	542.2142857	-0.03276121244	-0.1157980187	2.7	0.16	0.37	0.18	2.46	a	43.27086882	2.7	0.16	1.174	3.679198282
Vergallito-2020-1121-635	635	morbido	soft	1856	SOFT	7	a	0.9666666667	559.4827586	1	528.0714286	-0.548561726	-0.06963513969	0.56	0.74	4.89	0.3	3.21	h	47.31958763	4.89	0.3	1.94	5.930210789
Vergallito-2020-1121-636	636	morbillo	measles	3389	MEASLES	8	n	0.9666666667	608.3103448	1	524.9285714	-0.06740694592	-0.1699203385	0.55	0.05	1.86	0.23	4.39	v	61.29943503	4.39	0.05	1.416	4.805163889
Vergallito-2020-1121-637	637	morboso	morbid			7	a	0.9	567.4074074	1	528.1923077	-0.2511819539	-0.1904769305	3.04	0.11	1.29	0.41	3.71	v	42.05607477	3.71	0.11	1.712	4.984977432
Vergallito-2020-1121-638	638	morte	death	910	DEATH	5	n	1	549.4	1	526.5555556	-0.5706121893	-0.1107369928	1.86	0.12	1.35	1.25	3.61	v	42.61294261	3.61	0.12	1.638	4.459943946
Vergallito-2020-1121-639	639	morto	dead	1625	DEAD	5	a	1	547.6333333	1	499.8518519	-0.5560113702	-0.2762892597	0.61	0.18	2.35	2.68	4.53	v	42.02898551	4.53	0.18	2.07	5.799163733
Vergallito-2020-1121-640	640	motivo	tune	2968	REASON	6	n	1	541.1666667	1	485.28	-0.6049451778	-0.4624634316	1.96	0.02	0.27	0.09	1.5	a	50.52083333	1.96	0.02	0.768	2.484552274
Vergallito-2020-1121-641	641	motocicletta	motorcycle	638	MOTORCYCLE	12	n	0.9333333333	712.6785714	1	602.6071429	0.6039962058	0.4164357499	4.32	0.02	3.74	1.54	4.75	v	32.9157968	4.75	0.02	2.874	7.588445164
Vergallito-2020-1121-642	642	motore	engine	2622	ENGINE	6	n	1	592.6666667	1	529.7407407	-0.3524040114	-0.2349701709	4.26	0.05	2.84	2.21	4.39	v	31.56363636	4.39	0.05	2.75	7.097316394
Vergallito-2020-1121-643	643	mucca	cow	1007	COW	5	n	0.9666666667	554.0689655	1	559.9615385	-0.5163461333	0.1462015802	4.18	2.54	3.51	3.14	4.77	v	12.29327453	4.77	2.54	3.628	8.297987708
Vergallito-2020-1121-644	644	muco	mucus	208	NASAL MUCUS (SNOT)	4	n	0.9666666667	624.4137931	1	576.2916667	0.01963706253	0.2542678207	0.91	1.47	2.98	0.89	4.46	v	33.33333333	4.46	0.89	2.142	5.705532403
Vergallito-2020-1121-645	645	muffa	fungus			5	n	0.9666666667	636.7931034	1	633.2272727	0.110998803	0.7268620221	0.11	1.33	2.18	3.25	4.68	v	39.56709957	4.68	0.11	2.31	6.244861888
Vergallito-2020-1121-646	646	muffin	muffin			6	n	0.7666666667	708.5652174	1	548.2692308	0.4223149456	0.1574593283	0.49	4.84	3.84	3.82	4.65	g	24.65986395	4.84	0.49	3.528	8.638645727
Vergallito-2020-1121-647	647	mulino	windmill			6	n	1	582.2	1	542.0833333	-0.2492514778	0.03026204263	2.5	0.04	2.16	0.77	4.79	v	46.2962963	4.79	0.04	2.052	5.869770013
Vergallito-2020-1121-648	648	muro	wall	3830	WALL	4	n	0.9666666667	511.1724138	1	543	-0.7648236155	0.1243614874	0.51	0.07	4.3	0.14	4.82	v	48.27235772	4.82	0.07	1.968	6.481280738
Vergallito-2020-1121-649	649	muscoloso	muscular			9	a	0.9	591.962963	1	591.64	-0.1538105322	0.4937479641	0.32	0.11	4.33	0.05	4.7	v	48.89589905	4.7	0.05	1.902	6.399679679
Vergallito-2020-1121-650	650	museo	museum			5	n	0.9666666667	622.2413793	1	554.0769231	-0.05473223566	0.1370552377	2.25	0.04	1.75	0.88	4.79	v	48.91864058	4.79	0.04	1.942	5.643146286
Vergallito-2020-1121-651	651	musica	music	642	MUSIC	6	n	0.9666666667	563.7586207	1	611.7692308	-0.5279401102	0.6039929803	4.98	0.19	0.68	0.14	1.54	a	64.27622842	4.98	0.14	1.506	5.262138349
Vergallito-2020-1121-652	652	mutazione	mutation			9	n	0.9666666667	720.4827586	0.9642857143	656.36	0.506276165	0.8145657446	1.18	0.23	1.36	0.5	3.66	v	49.49494949	3.66	0.23	1.386	4.115883866
Vergallito-2020-1121-653	653	mutilare	mutilate			8	v	0.9	818.1111111	1	687.8571429	1.050912163	0.9194650718	2.39	0.04	2.72	0.44	4.19	v	42.43353783	4.19	0.04	1.956	5.555339774
Vergallito-2020-1121-654	654	narcotico	narcotic			9	a	0.8666666667	777.8846154	1	641.2692308	1.069041815	0.7917329241	0.84	1.36	1.29	1.51	2.64	v	23.56020942	2.64	0.84	1.528	3.670013624
Vergallito-2020-1121-655	655	nascondere	hide	2486	HIDE	10	v	0.9666666667	610.5172414	1	526.6428571	-0.1193283772	-0.2889577949	0.81	0.07	0.75	0.07	3.42	v	65.4296875	3.42	0.07	1.024	3.595107787
Vergallito-2020-1121-656	656	naso	nose	1221	NOSE	4	n	1	553.7	1	488.56	-0.4845134547	-0.3427871001	0.75	0.12	4.35	1.81	4.67	v	38.88888889	4.67	0.12	2.34	6.677155083
Vergallito-2020-1121-657	657	natale	christmas	2405	CHRISTMAS	6	a	1	594.3333333	1	511.962963	-0.163366689	-0.3335657947	3.77	2.61	2.18	2.53	4.6	v	15.42383684	4.6	2.18	3.138	7.30330747
Vergallito-2020-1121-658	658	natura	nature			6	n	1	620.5333333	1	514.3076923	-0.02524556062	-0.1879192556	3.88	2.16	3.57	3.73	4.77	v	14.41192711	4.77	2.16	3.622	8.314487356
Vergallito-2020-1121-659	659	naturale	natural			8	a	1	659.3666667	1	540.9333333	0.1044039172	0.01824707085	2.77	2.64	2.66	2.79	4.25	v	10.65519523	4.25	2.64	3.022	6.89671661
Vergallito-2020-1121-660	660	nave	ship	740	SHIP	4	n	0.9333333333	579.6071429	1	508.0740741	-0.3679163753	-0.2302699492	3.58	0.07	2.72	1.05	4.81	v	38.75715454	4.81	0.07	2.446	6.667705752
Vergallito-2020-1121-661	661	negligenza	neglect			10	n	0.9	740.7037037	1	614.3333333	0.8019849291	0.6838512934	2.36	0.27	0.53	0.33	3.21	v	43.88059701	3.21	0.27	1.34	4.041831268
Vergallito-2020-1121-662	662	neonato	infant			7	a	0.9333333333	584.6428571	1	551.6896552	-0.2405595006	-0.006973361253	4.35	0.28	3.84	2.6	4.79	v	28.43631778	4.79	0.28	3.172	7.965588491
Vergallito-2020-1121-663	663	nero	black	163	BLACK	4	a	0.9666666667	564.1034483	0.9285714286	512.5217391	-0.3778731905	-0.241437228	0.21	0.26	0.42	0.25	4.88	v	77.57475083	4.88	0.21	1.204	4.915790882
Vergallito-2020-1121-664	664	nervoso	nervous	3975	NERVOUS	7	a	0.9666666667	541.2758621	1	520.1481481	-0.6080050747	-0.1915101019	3.68	0.09	1.18	0.21	3.95	v	42.37102086	3.95	0.09	1.822	5.530777522
Vergallito-2020-1121-665	665	nettare	nectar			7	n	0.8	764.75	1	619.92	0.7286621672	0.4891738402	0.37	3.93	2	2.6	3.77	g	28.09786898	3.93	0.37	2.534	6.368257218
Vergallito-2020-1121-666	666	neve	snow	784	SNOW	4	n	0.9666666667	540.8275862	1	520.76	-0.5895593281	-0.2257970773	1.05	1.46	4.56	1.05	4.84	v	29.24382716	4.84	1.05	2.592	6.968199193
Vergallito-2020-1121-667	667	nevrotico	neurotic			9	a	0.9333333333	612.3928571	1	564.6785714	-0.02735446939	0.1516104519	3.32	0.04	0.61	0.09	3.61	v	46.54498044	3.61	0.04	1.534	4.943308609
Vergallito-2020-1121-668	668	nodo	knot	760	KNOT	4	n	0.9666666667	591.4137931	1	515.7407407	-0.2166756891	-0.246898591	0.28	0.11	4.49	0.21	4.63	v	46.50205761	4.63	0.11	1.944	6.46
Vergallito-2020-1121-669	669	noia	ennui			4	n	1	563.6333333	1	557.5925926	-0.3871613897	0.03829217369	2.72	0.44	0.42	0.32	3.18	v	40.39548023	3.18	0.32	1.416	4.240660326
Vergallito-2020-1121-670	670	nome	name	1405	NAME	4	n	0.9333333333	571.1071429	1	519.5	-0.4407378694	-0.1796223348	4.4	0.13	0.26	0.11	2.4	a	58.76712329	4.4	0.11	1.46	5.021613287
Vergallito-2020-1121-671	671	notizie	news	2964	NEWS	7	n	0.9	580	1	639.1666667	-0.2337801582	0.6618662355	4.4	0.12	0.3	0.09	3.61	a	50.58685446	4.4	0.09	1.704	5.701280558
Vergallito-2020-1121-672	672	nudo	nude			4	a	0.9666666667	601.5172414	0.9642857143	590.7142857	-0.3127817008	0.3842061741	0.51	0.39	3.96	0.95	4.84	v	41.78403756	4.84	0.39	2.13	6.357821954
Vergallito-2020-1121-673	673	nuotatore	swimmer			9	n	1	649.2666667	1	619.4230769	0.1304962166	0.6173517405	2.54	0.07	1.81	0.86	4.68	v	46.28514056	4.68	0.07	1.992	5.689868188
Vergallito-2020-1121-674	674	nutrire	nourish			7	v	0.9333333333	632.6071429	1	595.08	0.1409582787	0.4308695504	1.46	2.39	1.66	1.18	3.82	v	25.11893435	3.82	1.18	2.102	5.155977114
Vergallito-2020-1121-675	675	nuvole	clouds	1489	CLOUD	6	n	0.9666666667	532.4137931	1	578.96	-0.6204899644	0.411226472	0.09	0	0.18	0.16	4.91	v	91.94756554	4.91	0	1.068	4.916726553
Vergallito-2020-1121-676	676	nuvoloso	overcast	2341	CLOUDY	8	a	1	580.3333333	1	539.24	-0.2912922782	0.0163994655	0.61	0.11	0.19	0.58	4.77	v	74.44089457	4.77	0.11	1.252	4.848669921
Vergallito-2020-1121-677	677	obbedire	obey	1635	OBEY	8	v	1	655.0333333	1	492.3913043	0.155771339	-0.4288237506	3.11	0.09	0.54	0.09	3.09	a	43.6416185	3.11	0.09	1.384	4.419049672
Vergallito-2020-1121-678	678	obesità	obesity			7	n	0.9333333333	596.6785714	1	517.962963	-0.2092821564	-0.2556907931	0.58	0.12	2.83	0.17	4.65	v	54.25149701	4.65	0.12	1.67	5.478238768
Vergallito-2020-1121-679	679	obitorio	morgue			8	n	0.8	764.25	1	584.7142857	0.8331642727	0.1579591618	0.98	0.05	0.98	1.55	4.34	v	54.30379747	4.34	0.05	1.58	4.812629219
Vergallito-2020-1121-680	680	occhio	eye	1248	EYE	6	n	1	549.5666667	1	475.48	-0.7006569453	-0.5668523862	0.19	0.25	3.05	0.04	4.77	v	56.98795181	4.77	0.04	1.66	5.670590798
Vergallito-2020-1121-681	681	occhiolino	wink			10	n	1	638.7666667	1	568.9259259	0.09911551796	0.2638730975	0.05	0	0.47	0	4.93	v	90.4587156	4.93	0	1.09	4.952605375
Vergallito-2020-1121-682	682	oceano	ocean	645	OCEAN	6	n	1	540.9666667	1	487.0714286	-0.5758695226	-0.4692133696	3.67	0.91	2.63	2.6	4.77	v	26.47462277	4.77	0.91	2.916	7.122274917
Vergallito-2020-1121-683	683	odio	hate	3749	HATE (LOATHING)	4	n	0.9666666667	519.5172414	1	486.3793103	-0.6998735147	-0.5865800618	3.37	0.54	1	0.49	3.46	v	33.5214447	3.46	0.49	1.772	4.986000401
Vergallito-2020-1121-684	684	odioso	obnoxious			6	a	0.9666666667	639.9655172	1	488.32	-0.006757865503	-0.4330420976	3.59	1.41	1.52	1.39	3.66	v	19.61970614	3.66	1.39	2.314	5.702131181
Vergallito-2020-1121-685	685	offendere	offend	557	OFFEND	9	v	0.9666666667	611.2413793	1	503.5652174	-0.1730991818	-0.353111732	4.14	0.09	0.7	0.27	3.4	a	47.09302326	4.14	0.09	1.72	5.410231049
Vergallito-2020-1121-686	686	offendersi	resent			10	v	0.9333333333	693.2857143	1	544.1724138	0.3291964204	-0.003199457997	3.28	0.04	0.47	0.18	3.23	a	45	3.28	0.04	1.44	4.631004211
Vergallito-2020-1121-687	687	ombra	shadow	1388	SHADE	5	n	1	603.4666667	1	497.862069	-0.2577393343	-0.4664314637	0.05	0	0.21	0.02	4.88	v	94.57364341	4.88	0	1.032	4.8848132
Vergallito-2020-1121-688	688	ombrello	umbrella	3105	UMBRELLA	8	n	1	583.3333333	0.9642857143	550.2692308	-0.2877223342	0.08283969314	1.3	0.04	4.35	0.18	4.82	v	44.71468662	4.82	0.04	2.138	6.624115035
Vergallito-2020-1121-689	689	omicida	murderer			7	n	1	578.5	1	567.2413793	-0.2980259985	-0.001262459808	2.42	0.05	1.07	0.44	3.77	v	48	3.77	0.05	1.55	4.627126538
Vergallito-2020-1121-690	690	onesto	honest	1120	HONEST	6	a	0.9	581.1111111	0.9642857143	471.2592593	-0.3645870558	-0.6510440482	3.23	0.21	0.6	0.28	3.23	a	40	3.23	0.21	1.51	4.620422059
Vergallito-2020-1121-691	691	onore	honor			5	n	1	566.7	1	434.0769231	-0.5032329585	-1.002094043	2.54	0.14	0.32	0.11	2.5	a	43.31550802	2.54	0.11	1.122	3.582694517
Vergallito-2020-1121-692	692	opinione	opinion			8	n	0.9666666667	623.2413793	1	529.6153846	0.05146567282	-0.1375583524	3.89	0.11	0.09	0.12	1.49	a	66.66666667	3.89	0.09	1.14	4.169748194
Vergallito-2020-1121-693	693	oppresso	burdened			8	a	0.9666666667	629.8965517	1	565.7857143	0.1365649546	0.03948637948	2.74	0.07	1.02	0.16	3.79	v	47.81491003	3.79	0.07	1.556	4.789843421
Vergallito-2020-1121-694	694	opuscolo	pamphlet			8	n	0.9	704.8148148	1	587.96	0.5096853026	0.4466447941	0.43	0.04	3.8	0.7	4.71	v	48.24380165	4.71	0.04	1.936	6.107421715
Vergallito-2020-1121-695	695	opzione	option			7	n	0.9	641.037037	1	536.2142857	0.08691121905	-0.1914754295	1.93	0.25	0.42	0.18	2.56	v	44.56928839	2.56	0.18	1.068	3.248045566
Vergallito-2020-1121-696	696	orchestra	orchestra			9	n	1	610.6666667	1	548.1428571	-0.1231449909	-0.0348281722	4.96	0.04	1.14	0.25	4.54	a	45.0137237	4.96	0.04	2.186	6.824727101
Vergallito-2020-1121-697	697	orchidea	orchid			8	n	0.9333333333	650.1428571	1	554.4827586	0.251189673	0.1372532666	0.14	0.21	3.16	3.63	4.68	v	38.40947547	4.68	0.14	2.364	6.717782372
