ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_PLURAL	ENGLISH_FREQUENCY	ENGLISH_FREQUENCY_PM	AMHARIC	AMHARIC_PLURAL	AMHARIC_FREQUENCY	AMHARIC_FREQUENCY_PM	ARABIC	ARABIC_PLURAL	ARABIC_FREQUENCY	ARABIC_FREQUENCY_PM	BENGALI	BENGALI_PLURAL	BENGALI_FREQUENCY	BENGALI_FREQUENCY_PM	CHINESE	CHINESE_PLURAL	CHINESE_FREQUENCY	CHINESE_FREQUENCY_PM	CROATIAN	CROATIAN_PLURAL	CROATIAN_FREQUENCY	CROATIAN_FREQUENCY_PM	CZECH	CZECH_PLURAL	CZECH_FREQUENCY	CZECH_FREQUENCY_PM	DUTCH	DUTCH_PLURAL	DUTCH_FREQUENCY	DUTCH_FREQUENCY_PM	GERMAN	GERMAN_PLURAL	GERMAN_FREQUENCY	GERMAN_FREQUENCY_PM	GREEK	GREEK_PLURAL	GREEK_FREQUENCY	GREEK_FREQUENCY_PM	HEBREW	HEBREW_PLURAL	HEBREW_FREQUENCY	HEBREW_FREQUENCY_PM	HINDI	HINDI_PLURAL	HINDI_FREQUENCY	HINDI_FREQUENCY_PM	HUNGARIAN	HUNGARIAN_PLURAL	HUNGARIAN_FREQUENCY	HUNGARIAN_FREQUENCY_PM	ITALIAN	ITALIAN_PLURAL	ITALIAN_FREQUENCY	ITALIAN_FREQUENCY_PM	JAPANESE	JAPANESE_PLURAL	JAPANESE_FREQUENCY	JAPANESE_FREQUENCY_PM	LATIN	LATIN_PLURAL	LATIN_FREQUENCY	LATIN_FREQUENCY_PM	LATVIAN	LATVIAN_PLURAL	LATVIAN_FREQUENCY	LATVIAN_FREQUENCY_PM	MALAY	MALAY_PLURAL	MALAY_FREQUENCY	MALAY_FREQUENCY_PM	POLISH	POLISH_PLURAL	POLISH_FREQUENCY	POLISH_FREQUENCY_PM	PORTUGUESE	PORTUGUESE_PLURAL	PORTUGUESE_FREQUENCY	PORTUGUESE_FREQUENCY_PM	RUSSIAN	RUSSIAN_PLURAL	RUSSIAN_FREQUENCY	RUSSIAN_FREQUENCY_PM	SOMALI	SOMALI_PLURAL	SOMALI_FREQUENCY	SOMALI_FREQUENCY_PM	SPANISH	SPANISH_PLURAL	SPANISH_FREQUENCY	SPANISH_FREQUENCY_PM	SWAHILI	SWAHILI_PLURAL	SWAHILI_FREQUENCY	SWAHILI_FREQUENCY_PM	TAGALOG	TAGALOG_PLURAL	TAGALOG_FREQUENCY	TAGALOG_FREQUENCY_PM	TAMIL	TAMIL_PLURAL	TAMIL_FREQUENCY	TAMIL_FREQUENCY_PM	TURKISH	TURKISH_PLURAL	TURKISH_FREQUENCY	TURKISH_FREQUENCY_PM	URDU	URDU_PLURAL	URDU_FREQUENCY	URDU_FREQUENCY_PM	YORUBA	YORUBA_PLURAL	YORUBA_FREQUENCY	YORUBA_FREQUENCY_PM	BRAINAREA_SENSORY	BRAINAREA_MOTOR	BODYAREA_ANTERIOR_ARM1	BODYAREA_AP_ARM1	BODYAREA_ANTERIOR_BOTH_ARM1	BODYAREA_AP_BOTH_ARM1	BODYAREA_ANTERIOR_ARM2	BODYAREA_AP_ARM2	BODYAREA_ANTERIOR_BOTH_ARM2	BODYAREA_AP_BOTH_ARM2
Guenther-2022-30-11	11	1301	FOOT	foot	feet	262920	137.744628929871	የእግር_ጫማ	እግሮች	119	4.58117899220684	قدم	اقدام	1353635	181.073159771547	পা	পা_দুটো	32436	2815.69099275764	脚	双脚	929134	68.6653802494042	noga	noge	209746	173.3407648946	noha	nohy	1715942	163.388464132054	voet	voeten	258509	101.826734247023	fuß	füße	120033	89.6192579883518	πόδι	πόδια	16577	133.378270688324	רגל	רגליים	3447	72.0643438630344	पैर/पांव	NA	NA	NA	láb	lábak	471624	183.324343576939	piede	piedi	172027	110.562486965757	足	NA	34355	101.983857197736	pes	pedibus	4388	397.575406137593	pēda	pēdas	35615	67.1515538677245	kaki	NA	54077	296.18453447234	stopa	stopy	660551	85.6097858079528	pé	pés	500607	128.479605651373	ступня	ноги	1188416	81.6564346090014	cag	cagta	18282	254.370346778911	pie	pies	13271	135.73251193566	mguu	miguu	2824	157.919904075961	paa	NA	25586	129.28174275306	கால்	அடி	6178	230.948824723561	ayak	ayaklar	12663	386.167252962057	پاؤں	NA	2860	53.6894881219798	ese	NA	354	125.667163063794	0.92	NA	1.75	3.5	3.5	7	1.75	3.5	3.5	7
Guenther-2022-30-12	12	446	LOWER ARM	forearm	forearms	3031	1.58795059442583	ክንድ	ክርኖች	748	28.7959822367287	ساعد	سواعد	164039	21.943182656894	হস্ত	NA	40	3.47230360433795	小臂	双侧小臂	6400	0.472976377568991	podlaktica	podlaktice	3014	2.49086545341663	předloktí	NA	31003	2.9520418251235	onderarm	onderarmen	4527	1.78318598554122	unterarm	unterarme	2527	1.88671336163026	πήχης	πήχεις	271	2.18046156460975	זרוע	האמות	409	8.55071559036294	बाजु	बाजुएं	101	0.935530733856521	alkar	alkarok	6863	2.66770768656501	avambraccio	avambracci	2152	1.3830995829161	前腕	NA	103	0.305758617126088	antebrachium	antebracchia	NA	NA	apakšdelms	apakšdelmi	632	1.19162661924475	lengan	NA	5507	30.1623283713811	przedramię	przedramiona	23500	3.04568453682894	antebraço	antebraços	5967	1.53141647424375	предплечье	предплечий	21679	1.48957086229783	dhudhun	dhudhumo	313	4.35498952750242	antebrazo	antebrazos	162	1.65689600885969	paji_la_mkono	NA	NA	NA	bisig	NA	2966	14.9866977646203	முழங்கையில்	முன்கைகள்	8	0.299059662963498	önkol	önkollar	37	1.12834149566423	بازو	بازوؤں	1843	34.5978065065765	apa_iwaju	NA	NA	NA	1.9	NA	1.5	3	3	6	1.5	3	3	6
Guenther-2022-30-13	13	1277	HAND	hand	hands	638621	334.5755844813	እጅ	እጆች	11168	429.937873823243	يد	ايدي	2833152	378.985313436101	হাত	NA	10314	895.33348437854	手	双手	3310258	244.636537134183	ruka	ruke	508945	420.608333838462	ruka	ruce	4181777	398.180195701689	hand	handen	1098875	432.847028906915	hand	hände	341998	255.343172240137	χέρι	χέρια	48589	390.946298755804	יד	ידיים	15802	330.362855156272	हाथ	हाथों	73189	677.926325546781	kéz	kezek	1266757	492.399444253246	mano	mani	456379	293.316730739622	手	NA	102073	303.006789571953	manus	NA	13125	1189.19261749223	roka	NA	250640	472.577999758711	tangan	NA	113009	618.960335377049	ręka	ręce	2550457	330.548401989239	mão	mãos	1005079	257.951154435467	рука	руки	3011531	206.923235781478	gacan	gacmo	24728	344.058086377252	mano	manos	35039	358.370242311325	mkono	mikono	11360	635.258537642675	kamay	NA	92063	465.178811970412	கை	கைகளை	5024	187.809468341077	el	eller	64150	1956.30018775298	ہاتھ	NA	20901	392.365031901224	owo	NA	1848	656.02519023133	10.68	10.67	1.25	2.5	2.5	5	1.25	2.5	2.5	5
Guenther-2022-30-14	14	1745	HIP	hip	hips	39429	20.6569792106949	ዳሌ	ዳሌወች	81	3.11828149889709	ورك	الفخذين	7277	0.973430343968311	নিতম্ব	পোঁদ	10	0.868075901084487	屁股	几个屁股	157737	11.6571679482187	kuk	kukovi	13746	11.3601315602737	kyčel	kyčle	38761	3.6907426114767	heup	heupen	27700	10.9110341947187	hüfte	hüften	6919	5.16587643415899	γοφός	γοφοί	296	2.3816111554409	ירך	ירכיים	131	2.73873775632652	कूल्हा	कूल्हें	766	7.09521328845639	csipő	csipők	226	0.0878481621978277	anca	NA	1986	1.27641067456848	尻	NA	3561	10.5709362678252	coxa	coxae	61	5.52691426034484	gurns	gurni	5292	9.97798745101778	pinggul	NA	1984	10.8665443052152	biodro	biodra	93824	12.1599279141889	quadril	quadris	21154	5.42912419912055	бедрo	бедра	160411	11.0218899207555	misig	misikaha	NA	NA	cadera	caderas	693	7.08783292678867	paja	mapaja	289	16.1610666706631	balakang	NA	5471	27.6440402799184	இடுப்பு	NA	399	14.9156006903045	kalça	kalçalar	681	20.7675826634416	کولہا	کولھے	20	0.375450965887971	ibadi	NA	17	6.03486376295055	1.04	0.97	2.15	4.16	4.3	8.32	2.15	4.16	4.3	8.32
Guenther-2022-30-15	15	798	JAW	jaw	jaws	12890	6.7531122276968	መንጋጋ	መንጋጋዎች	88	3.38776261608573	فك	فكوك	707	0.0945740350674173	চোয়াল	মুখ	5140	446.191013157426	下颚	几个下颚	9421	0.696236008293354	čeljust	čeljusti	5933	4.90321988557427	čelist	čelisti	82312	7.83757916038982	kaak	kaken	17745	6.98975818719436	kiefer	NA	7898	5.89681920465208	σαγόνι	σαγόνια	523	4.20804944018782	לסת	לסתות	58	1.21257091501479	जबडा	जबडे	117	1.08373362238825	állkapocs	állkapocsok	10121	3.93412057346997	mascella	mascelle	2981	1.91590142038704	顎	NA	1451	4.30733741213547	maxilla	maxillae	112	10.1477770026004	žoklis	žokļi	2932	5.52824248042028	rahang	NA	1101	6.03027483873081	szczęka	szczęki	51921	6.72914837602959	arcada	arcadas	5317	1.36459550755053	челюсть	челюсти	163953	11.26526184724	daan	daanan	598	8.32039532730494	quijada	quijadas	92	0.940953288982046	itaya	mataya	NA	NA	panga	NA	2752	13.9053918571258	தாடை	தாடைகள்	102	3.8130107027846	çene	NA	907	27.6596145018231	جبڑا	جبڑے	137	2.5718391163326	agbon	NA	22	7.80982369323012	NA	3.45	1.12	1.12	1.12	1.12	1.12	1.12	1.12	1.12
Guenther-2022-30-16	16			jaw_and_teeth	jaws_and_teeth	67268	35.2419203516453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	čeljust_i_zubi	čeljusti_i_zubi	87760	72.5276550072472	čelist_a_zuby	čelisti_a_zuby	660968	62.9360120332945	kaak_&_tanden	kaken_&_tanden	99797	39.3100534126478	kiefer_und_zähne	NA	43912	32.7856577506561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	állkapocs_és_fogak	NA	3502037	1361.27218760528	mascella_e_dente	NA	39423	25.3373303240249	NA	NA	NA	NA	maxilla_et_dentis	maxillae_et_dentis	1229	111.353731573177	NA	NA	NA	NA	NA	NA	NA	NA	szczęka_i_zęby	szczęki_i_zęby	524413	67.9658112771095	arcada_e_dentes	arcadas_e_dentes	140511	36.0618166938937	NA	NA	NA	NA	NA	NA	NA	NA	mandíbula	mandíbulas	2746	28.0854101254858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	çene_ve_dişler	NA	5082	154.979229215286	NA	NA	NA	NA	NA	NA	NA	NA	4.39	NA	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37
Guenther-2022-30-17	17	1371	KNEE	knee	knees	46452	24.3363513732329	ጉልበት	ጉልበቶች	3526	135.741488458162	ركبة	الركبتين	27371	3.66136621475287	হাঁটু	NA	74	6.42376166802521	膝盖	双膝	120889	8.93400645436527	koljeno	koljena	51678	42.7083427012822	koleno	kolena	350449	33.3690322089058	knie	knieën	76765	30.2377451248225	knie	NA	21528	16.0732747325589	γόνατο	γόνατα	3046	24.5080661468682	הברך	ברכיים	214	4.47396854850286	घुटना	घुटने	3582	33.1789216700402	térd	NA	67867	26.3804921410618	ginocchio	ginocchia	25477	16.3741766142907	膝	NA	4118	12.2244076245168	genu	NA	685	62.0645289891183	celis	ceļi	2555	4.8174145762189	lutut	NA	5148	28.196053469379	kolano	kolana	343992	44.5826006465047	joelho	joelhos	69650	17.8755082002811	колено	колени	336056	23.0905127404567	gilib	gilbo	NA	NA	rodilla	rodillas	1596	16.3234940132103	goti	magoti	621	34.726721115854	tuhod	NA	6950	35.1171778368548	முழங்கால்	முழங்கால்கள்	185	6.91575470603089	diz	dizler	4007	122.196334408826	گٹنا	گھٹنوں	316	5.93212526102994	orukun	NA	NA	NA	NA	1.16	1.16	1.16	2.32	2.32	1.16	1.16	2.32	2.32
Guenther-2022-30-18	18	1297	LEG	leg	legs	110098	57.6806943401833	እግር	እግሮች	11352	437.021377475059	ساق	سيقان	77891	10.419329795525	টেং	NA	NA	NA	腿	双腿	613242	45.3201530833067	noga	noge	209746	173.3407648946	noha	nohy	1715942	163.388464132054	been	benen	234936	92.5413259772722	bein	beine	67463	50.3693484430797	πόδι	πόδια	16577	133.378270688324	רגל	רגליים	3447	72.0643438630344	टांग/पांव	टांगें/पांव	NA	NA	láb	lábak	471624	183.324343576939	gamba	gambe	59807	38.4382141056986	脚	NA	4134	12.2719041087306	crus	cruris	550	49.8328334949125	kāja	kājas	122116	230.247905436222	kaki	NA	54077	296.18453447234	noga	nogi	1077372	139.631286843084	perna	pernas	169859	43.5939116639131	ногa	ноги	1182603	81.2570215630797	lug	lugo	5577	77.5967303350831	pierna	piernas	3489	35.68463070933	mguu	miguu	2824	157.919904075961	binti	NA	7703	38.9219598384594	கால்	கால்கள்	3878	144.969171621556	bacak	bacaklar	2321	70.7805570658559	ٹانگ	ٹانگوں	857	16.0880738882995	ese	NA	354	125.667163063794	2.57	NA	8.25	16.5	16.5	33	8.25	16.5	16.5	33
Guenther-2022-30-19	19	478	LIP	lip	lips	29902	15.665753439301	ከንፈር	ከንፈሮች	592	22.7904030536676	شفة	شفاه	46196	6.17955038751685	অধর	NA	12	1.04169108130138	嘴唇	双唇	149723	11.0649128404316	usna	usne	30549	25.2466651414813	ret	rty	304974	29.03899634149	lip	lippen	58300	22.9643788285957	lippe	lippen	21125	15.7723861355122	χείλος	χείλη	5218	41.9839425982792	שפתיים	NA	322	6.73185921784075	होंठ	होंठ/होंठों	5387	49.8980600325255	ajak	ajkak	105453	40.9904966736616	labbro	labbra	27150	17.4494208532399	唇	NA	3214	9.5408562664393	labrum	labra	327	29.6278846415207	lūpa	lūpas	19691	37.1270882271336	bibir	NA	8531	46.7250450946527	usta	ust	476891	61.8067891256549	lábio	lábios	49116	12.6055055386218	губа	губы	384283	26.4042049760782	farur	faruryo	NA	NA	labio	labios	2469	25.2523225053986	mdomo	midomo	1564	87.4598902177063	labi	NA	33431	168.921204642287	லிப்	உதடுகள்	282	10.5418531194633	dudak	dudaklar	1607	49.0066157711462	ہونٹ	NA	360	6.75811738598347	ete	NA	77	27.3343829263054	5.9	7.92	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07
Guenther-2022-30-20	20	674	MOUTH	mouth	mouths	78587	41.1719806546166	አፍ	አፎች	2838	109.255344368765	فم	افواه	46014	6.15520459631137	মুখ	NA	5140	446.191013157426	嘴	几张嘴	385509	28.4901016156631	NA	usta	71387	58.9964871012119	pusa	pusy	204566	19.4783533205888	mond	monden	153421	60.4325551331387	mund	münder	58055	43.3451302767886	στόμα	στόματα	11439	92.0380067807044	פה	פיות	20061	419.403191829513	मुँह	NA	25308	234.419918935058	száj	szájak	750025	291.541229435512	bocca	bocche	94189	60.5356722189985	口	NA	34033	101.027990452934	os	oris	3102	281.057180911307	mute	mutes	41726	78.6737536623522	mulut	NA	28122	154.026693019789	usta	ust	476891	61.8067891256549	boca	bocas	282687	72.5509517101631	рот	рты	467787	32.1417909018735	af	afaf	13182	183.410453519287	boca	bocas	8878	90.8019923867674	kinywa	vinywa	889	49.7134542222129	bibig	NA	34849	176.086119487274	வாய்	NA	1896	70.877140122349	ağız	ağızlar	6392	194.92861730502	منہ	NA	8551	160.524060465402	enu	NA	255	90.5229564442583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guenther-2022-30-21	21	1221	NOSE	nose	noses	39477	20.6821265642193	አፍንጫ	አፍንጫዎች	257	9.89380673106855	انف	انوف	126270	16.890895909424	নাক	NA	329	28.5596971456796	鼻子	几个鼻子	258792	19.1253910474741	nos	nosevi	63441	52.4296599967499	nos	nosy	327080	31.1438841454503	neus	neuzen	99667	39.2588463929614	nase	nasen	42820	31.9703467134973	μύτη	μύτες	4791	38.548307586883	אף	אפים	27698	579.065331104823	नाक	नाक/नाकों	4807	44.5257053232505	orr	orrok	143046	55.6032221670374	naso	NAsi	36873	23.6984344427813	鼻	NA	10735	31.8671723771705	nasus	nasi	173	15.6746912629452	deguns	deguni	23650	44.5917239638266	hidung	NA	9332	51.1121932743288	nos	nosy	433125	56.1345580857036	nariz	narizes	59593	15.2944028740754	нос	носы	422063	29.0000805781637	san	sanan	4278	59.52282811072	nariz	narices	2230	22.8078895046735	pua	NA	424	23.7103538697618	ilong	NA	9928	50.1645095775963	மூக்கு	மூக்குகள்	493	18.4295517301256	burun	burunlar	3190	97.2813343559157	ناک	NA	2998	56.2800997866068	imu	NA	102	36.2091825777033	0.9	NA	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13
Guenther-2022-30-22	22	1482	SHOULDER	shoulder	shoulders	56918	29.8195222479477	ትከሻ	ትከሻዎች	341	13.1275801373322	كتف	اكتاف	34306	4.58904787414826	কাঁধ	কাঁধের	447	38.8029927784766	肩膀	双肩	201621	14.9003078471621	rame	ramena	46581	38.496019802787	rameno	ramena	585908	55.788953381107	schouder	schouders	77402	30.4886595212859	schulter	schultern	32712	24.4234932669763	ώμος	ώμοι	3983	32.04715281122	כתף	כתפיים	336	7.02454874905122	कंधा	कंधे	4560	42.2378232315419	váll	vállak	177018	68.8084335218365	spalla	spalle	96353	61.9264842531204	肩	NA	9984	29.637806149387	umerus	umeri	739	66.9572071868006	plecs	pleci	30906	58.2728042632569	bahu	NA	7118	38.9859185305049	ramię	ramiona	480617	62.2896921292389	ombro	ombros	71044	18.2332750119278	плечо	плечи	533272	36.6412857087177	garab	garbo	11516	160.230221721143	hombro	hombros	2199	22.4908291572991	bega	mabega	537	30.029386858637	balikat	NA	12328	62.291304801834	தோள்பட்டை	தோள்களில்	11	0.41120703657481	omuz	omuzlar	2001	61.0219279141653	کندھا	کندھوں	601	11.2823015249335	ejika	NA	48	17.0396153306839	1.49	1.96	0.97	2	1.94	4	0.97	2	1.94	4
Guenther-2022-30-23	23	2114	BELLY OR STOMACH	stomach	stomachs	26793	14.036938395398	ሆድ	ሆዶች	2013	77.495069842961	بطن	البطون	72905	9.7523621309619	পেট	পেটে	535	46.4420607080201	胃	几个胃	285900	21.1287416167148	trbuh	trbusi	36304	30.0027801661703	břicho	břicha	307113	29.2426675173097	buik	buiken	78918	31.0858121508597	bauch	bäuche	26462	19.7571068363514	στομάχι	στομάχια	2932	23.5908240126782	בטן	קיבה	1242	25.9657426973857	पेट	NA	12749	118.089914118186	has	hasak	107234	41.6827868368224	pancia	pancie	12968	8.33458893645725	腹	NA	9278	27.5420237834548	venter	ventris	803	72.7559369025723	vēders	vēderi	31923	60.1903426679593	perut	NA	21011	115.079114111329	brzuch	brzuchy	377790	48.9629430284513	barriga	barrigas	63882	16.3951646066096	желудок	желудки	138963	9.54819114061967	calool	caloolyaal	1384	19.2565671120235	panza	panzas	503	5.14455982997792	tumbo	matumbo	1718	96.0716696892708	tiyan	NA	13791	69.6835970572755	வயிறு	வயிற்றில்	1672	62.5034695593711	karın	karınları	2049	62.4857222869189	پیٹ	NA	3188	59.8468839625425	ikun	NA	57	20.2345432051871	NA	NA	7.74	7.74	7.74	7.74	7.74	7.74	7.74	7.74
Guenther-2022-30-24	24	1346	THROAT	throat	throats	20708	10.8489874329826	ጉሮሮ	ጉሮሮዎች	245	9.43183910160231	حلق	الحناجر	91465	12.235097761586	গলা	গলার	796	69.0988417263252	喉咙	几个喉咙	66623	4.9236101879342	grlo	grla	30909	25.5441805904627	hrdlo	hrdla	102145	9.72603658443505	keel	kelen	32200	12.6835848761712	kehle	kehlen	5795	4.32667349847541	λαιμός	λαιμοί	4771	38.3873879142181	גרון	גרונות	433	9.05246907243803	गला	गले	10105	93.5993867883183	torok	torkukat	67557	26.2599924495515	gola	gole	28222	18.1383998276293	喉	NA	2865	8.50483920452663	iugulum	iugula	98	8.87930487727532	kakls	kakli	28404	53.5553204003607	tekak	NA	1797	9.84232868773776	gardło	gardła	188145	24.3842688162417	garganta	gargantas	30831	7.91270342172098	горло	горла	227320	15.6192282124426	cune	NA	202	2.81056832126354	garganta	gargantas	1089	11.1380231706679	koo	NA	372	20.8024802819608	lalamunan	NA	5419	27.3812930500599	தொண்டை	தொண்டையின்	24	0.897178988890494	boğaz	boğazları	3519	107.314424952498	حلق	گلا	1267	23.7848186890029	ofun	NA	5	1.77495993027957	1.4	NA	1	1	1	1	1	1	1	1
Guenther-2022-30-25	25	1781	THUMB	thumb	thumbs	16864	8.8351035382373	አውራ_ጣት	አውራ_ጣቶች	NA	NA	إبهام_اليد	الابهام	22848	3.05633317287178	অঙ্গুষ্ঠ	NA	NA	NA	大拇指	几个大拇指	54778	4.04823437663659	palac	palčevi	12972	10.7204733449637	palec	palce	442168	42.1023265403738	duim	duimen	27974	11.0189628362116	daumen	NA	11626	8.68022538279122	αντίχειρας	αντίχειρες	476	3.82988820942524	אגודל	אגודלים	60	1.25438370518772	अँगूठा	अँगूठे	333	3.08447261756655	hüvelykujj	hüvelykujjak	8591	3.33939628956433	pollice	pollici	11295	7.25934469750807	親指	NA	2062	6.12110940304848	pollex	pollicis	75	6.79538638566989	īkšķis	īkšķi	5545	10.4550151957471	ibu_jari	NA	NA	NA	kciuk	kciuki	219624	28.4640604560221	polegar	polegares	9764	2.50590756737322	большой_палец_на_ноге	большиe_пальцы	NA	NA	suul	sulyaal	168	2.33750236619938	pulgar	pulgares	360	3.68199113079931	kidole_gumba	vidole_gumba	NA	NA	hinlalaki	NA	1060	5.35600122403829	கட்டைவிரல்	கட்டைவிரலை	34	1.27100356759487	başparmak	NA	135	4.11692167336947	انگوٹھا	انگوٹها	95	1.78339208796786	atanpako	NA	NA	NA	3.79	2.34	0.15	0.29	0.3	0.58	0.15	0.29	0.3	0.58
Guenther-2022-30-26	26	1389	TOE	toe	toes	21787	11.414278984083	የእግር_ጣት	የእግር_ጣቶች	NA	NA	اصبع_القدم	اصابع_القدم	NA	NA	পদাঙ্গুলি	পায়ের_আঙ্গুল	NA	NA	脚趾	几个脚趾	33645	2.48645159739198	nožni_prst	nožni_prsti	NA	NA	prst	prsty	693757	66.0581131010613	teen	tenen	58276	22.9549252249613	zeh	zehen	7256	5.41748799049829	δάχτυλο_του_ποδιού	δάχτυλα_του_ποδιού	NA	NA	הבוהן	אצבעות_רגליים	21	0.439034296815701	पैर_की_ऊंगली	पैर_की_ऊंगलीयां	NA	NA	lábuj	lábujak	NA	NA	dito_del_piede	dita_del_piede	NA	NA	爪先	NA	180	0.534335447404814	digitus_pedis	digiti_pedis	NA	NA	pirksts	pirksti	35490	66.9158682230954	jari_kaki	NA	NA	NA	palec_u_nogi	palce_u_nóg	NA	NA	dedo_do_pê	dedos_do_pé	NA	NA	большой_палец_на_ноге	большиe_пальцы_на_ногax	NA	NA	mindi	NA	477	6.63683707545896	dedo_del_pie	dedos_del_pie	NA	NA	kidole_cha_mguu	vidole_za_migu	NA	NA	daliri_nga_paa	NA	NA	NA	கால்	கால்_விரல்களில்	3117	116.521121182153	ayak_parmağı	ayak_parmakları	NA	NA	پیر	پنجه	6479	121.627340399408	ika_ese	NA	NA	NA	0.64	0.94	0.31	0.6	0.62	1.2	0.31	0.6	0.62	1.2
Guenther-2022-30-27	27	1205	TONGUE	tongue	tongues	31658	16.5857274557351	ምላስ	ምላሶች	463	17.8242510369056	لسان	السن	634841	84.9214639267812	জিহ্বা	মুখের	90	7.81268310976039	舌头	几个舌头	89242	6.59521216984561	jezik	jezici	322762	266.740781511499	jazyk	jazyky	1778520	169.347012444559	tong	tongen	51952	20.4639006672934	zunge	zungen	18694	13.9573484694563	γλώσσα	γλώσσες	35911	288.939318253508	לשון	_לשונות	3997	83.5628611605884	जीभ	जीभ/जीभों	4223	39.1162998918425	nyelv	nyelvek	661520	257.138567509323	lingua	NA	298397	191.781025206048	舌	NA	3660	10.8648207638979	lingua	linguae	3096	280.513550000453	mēle	mēles	14267	26.9002167353875	lidah	NA	9795	53.6480854181365	język	języki	2317562	300.364372193291	língua	línguas	466199	119.648873617557	язык	языки	1826385	125.491483893991	carab	carabo	3159	43.9533927072848	lengua	lenguas	21318	218.035241462166	ulimi	limi	585	32.713577862761	dila	NA	23786	120.186646334882	நாக்கு	தாய்மொழி	407	15.214660353268	dil	dilleri	31005	945.519677650522	زبان	زبانیں	20610	386.902220347554	ahon	NA	5	1.77495993027957	9.52	1.62	0.162983425414365	0.162983425414365	0.162983425414365	0.162983425414365	0.162983425414365	0.162983425414365	0.162983425414365	0.162983425414365
Guenther-2022-30-28	28	1380	TOOTH	tooth	teeth	54378	28.4888081239485	ጥርስ	ጥርሶች	1081	41.6155839544167	سن	اسنان	75478	10.0965474099272	দাঁত	NA	409	35.5043043543555	牙	多个牙齿	482167	35.6333751630168	zub	zubi	81827	67.624435121673	zub	zuby	578656	55.0984328729047	tand	tanden	82052	32.3202952254535	zahn	zähne	36014	26.888838546004	δόντι	δόντια	4950	39.8276189845692	שן	שיניים	3172	66.3150852142573	दांत	NA	2578	23.8791904146744	fog	fogak	3491916	1357.33806703181	dente	denti	36442	23.4214289036378	歯	NA	8535	25.3364057977783	dens	dentis	1117	101.205954570577	zobs	zobi	41437	78.1288484519697	gigi	NA	13167	72.1168290659116	ząb	zęby	472492	61.2366629010799	dente	dentes	135194	34.6972211863431	зуб	зубы	520640	35.7733370426101	ilig	iligyo	160	2.2261927297137	diente	dientes	2654	27.1444568365038	jino	meno	902	50.4404226191631	ngipin	NA	7740	39.1089145981664	பல்	பற்கள்	1580	59.0642834352909	diş	NA	4175	127.319614713463	دانت	NA	806	15.1306739252852	eyin	NA	415	147.321674213205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guenther-2022-30-29	29	2667	TORSO	trunk	trunks	17249	9.03680626963089	ግንድ	ግንዶች	503	19.3641431351264	جذع	جذوع	32334	4.32525721339444	ট্রাঙ্ক	পুরুষের_চোগা	10	0.868075901084487	躯干	多个躯干	26628	1.96787734092298	trup	trupovi	7622	6.29906320037874	trup	trupy	113988	10.8537026598128	romp	rompen	12852	5.06240474622834	rumpf	rümpfe	4957	3.70100440585722	προβοσκίδα	προβοσκίδες	120	0.965518035989556	חדק	גזעים	184	3.846776695909	पेट	NA	12749	118.089914118186	hajótest	hajótestek	3313	1.28779186443099	tronco	NA	14760	9.4863149831978	胴	NA	2524	7.49257038472084	truncus	trunci	381	34.520562839203	rumpis	rumpji	1193	2.24938379234018	badan	NA	80766	442.362559150711	tułów	tułówie	38279	4.96109610150106	tronco	troncos	49989	12.8295589292728	корпус	корпусы	645767	44.3708523010049	NA	NA	NA	NA	torso	torsos	151	1.54439072430749	kiwiliwili	NA	134	7.49336655317944	baul	NA	467	2.35967223738291	NA	டிரங்க்குகள்	NA	NA	gövde	gövdeler	2242	68.3713954940323	تنے	تنوں	198	3.71696456229091	ikun	NA	57	20.2345432051871	2.04	NA	13	26	13	26	13	26	13	26
