ID	NUMBER	PICTURE	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ITALIAN	SPANISH	GERMAN	WESTERNFLEMISH	FRENCH	H_INDEX_ENGLISH	MODAL_NAME_ENGLISH	VALID_RESPONSES_ENGLISH	NUMBER_DIFFERENT_RESPONSES_ENGLISH	UNKNOWN_RESPONSES_ENGLISH	VISUAL_COMPLEXITY_ENGLISH	H_INDEX_ITALIAN	MODAL_NAME_ITALIAN	VALID_RESPONSES_ITALIAN	NUMBER_DIFFERENT_RESPONSES__ITALIAN	UNKNOWN_RESPONSES__ITALIAN	IDIOSYNCRATIC_RESPONSES__ITALIAN	VISUAL_COMPLEXITY__ITALIAN	H_INDEX_SPANISH	MODAL_NAME_SPANISH	VALID_RESPONSES_SPANISH	NUMBER_DIFFERENT_RESPONSES_SPANISH	UNKNOWN_RESPONSES_SPANISH	IDIOSYNCRATIC_RESPONSES_SPANISH	VISUAL_COMPLEXITY_SPANISH	H_INDEX_GERMAN	MODAL_NAME_GERMAN	VALID_RESPONSES_GERMAN	NUMBER_DIFFERENT_RESPONSES_GERMAN	UNKNOWN_RESPONSES_GERMAN	IDIOSYNCRATIC_RESPONSES_GERMAN	VISUAL_COMPLEXITY_GERMAN	H_INDEX_WESTERNFLEMISH	MODAL_NAME_WESTERNFLEMISH	VALID_RESPONSES_WESTERNFLEMISH	NUMBER_DIFFERENT_RESPONSES_WESTERNFLEMISH	UNKNOWN_RESPONSES_WESTERNFLEMISH	IDIOSYNCRATIC_RESPONSES_WESTERNFLEMISH	VISUAL_COMPLEXITY_WESTERNFLEMISH	H_INDEX_FRENCH	MODAL_NAME_FRENCH	VALID_RESPONSES_FRENCH	NUMBER_DIFFERENT_RESPONSES_FRENCH	UNKNOWN_RESPONSES_FRENCH	IDIOSYNCRATIC_RESPONSES_FRENCH	VISUAL_COMPLEXITY_FRENCH
Dunabeitia-2018-750-628	628	PICTURE_628	3066	SCARF OR TURBAN	scarf	sciarpa	bufanda	schal	sjaal	écharpe	0.0	100.0	100	1	0	3.060606061	0.0	100	99	1	0	1	2.545454545	0.920482986	80	100	3	0	0	2.66	0.141440543	98	100	2	0	0	2.9	0	100	98.33333333	1	1.666666667	0	3.283333333	0.286396957	95	100	2	0	0	2.97979798
Dunabeitia-2018-750-627	627	PICTURE_627			sausage	würstel	salchicha	wurst	worst	saucisse	0.396623283	93.81443299	97	3	2	1.949494949	0.599314237	85.41666667	96	2	2	2	1.93	0	100	100	1	0	0	1.82	0.80094533	80.85106383	94	3	0	6	1.97	1.020911865	80	91.66666667	4	0	8.333333333	2.050847458	0	100	96	1	0	4	1.606060606
Dunabeitia-2018-750-626	626	PICTURE_626	3994	PIANO (INSTRUMENT)	piano	pianoforte	piano	klavier	piano	piano	0.0	100.0	99	1	0	3.07	0.0	100	100	1	0	0	2.57	0	100	100	1	0	0	2.85	1.317715795	50.50505051	99	3	0	1	3.22	0.760785993	77.96610169	100	2	0	0	3.627118644	0.365923651	93	100	2	0	0	2.868686869
Dunabeitia-2018-750-625	625	PICTURE_625	16	SLED	sledge	slitta	trineo	schlitten	slee	luge	1.267946122	65.16853933	89	3	9	2.38	0.998797921	52.04081633	98	2	2	0	2.13	0.144899618	97.93814433	97	2	2	1	2.15	0	100	99	1	0	1	2.24	0	100	96.61016949	1	1.694915254	1.694915254	2.338983051	0.14372617	97.95918367	98	2	1	1	2.090909091
Dunabeitia-2018-750-624	624	PICTURE_624	1862	DONKEY	donkey	asino	burro	esel	ezel	ane	0.251862848	95.78947368	95	2	1	3.01	0.442571065	90.81632653	98	2	0	2	2.49	0.472189385	89.8989899	99	2	1	0	2.64	0	100	99	1	0	1	2.98	0	100	96.61016949	1	1.694915254	1.694915254	3.13559322	0	100	100	1	0	0	2.525252525
Dunabeitia-2018-750-623	623	PICTURE_623	1281	PRISON	prison	carcere	cárcel	gefaengnis	gevangenis	prison	1.006377291	81.92771084	83	5	13	2.83	1.765492804	55.40540541	74	6	14	12	3.22	0.771825119	82.22222222	90	3	4	6	2.99	1.424913206	72.4137931	87	6	4	9	3.11	0.648804039	87.75510204	83.05084746	3	5.084745763	11.86440678	3.423728814	0.650203265	90.36144578	83	5	10	7	3.181818182
Dunabeitia-2018-750-622	622	PICTURE_622			chalk	gesso	tiza	kreide	krijt	craie	0.702916775	86.17021277	94	3	3	2.414141414	1.299052762	68.36734694	98	4	0	2	2.11	0.282292189	96	100	3	0	0	2.06	0.720448877	87.62886598	97	4	0	3	2.26	1.091564351	76.78571429	93.33333333	4	0	6.666666667	2.35	0.477747375	91.75257732	97	3	0	3	1.808080808
Dunabeitia-2018-750-621	621	PICTURE_621	3102	TANK	tank	carro armato	tanque	panzer	tank	tank	0.209059806	96.7032967	91	2	5	3.11	0.0	100	96	1	3	1	2.878787879	0	100	92	1	6	2	2.78	0	100	97	1	0	3	3.08	0	100	91.52542373	1	1.694915254	6.779661017	3.533333333	1.213448718	67.41573034	89	3	5	6	3.060606061
Dunabeitia-2018-750-620	620	PICTURE_620	920	GRAPE	grapes	mora	uvas	trauben	druiven	mûre	1.511602431	62.10526316	95	5	3	2.494949495	1.328100207	58.94736842	95	4	2	3	2.41	1.53633044	45	100	3	0	0	2.33	1.779010076	43.29896907	97	6	0	3	2.46	2.890147435	27.11864407	98.33333333	9	0	1.666666667	2.86440678	1.45395547	47.36842105	95	4	2	3	2.313131313
Dunabeitia-2018-750-62	62	PICTURE_62	1517	WASP	wasp	vespa	avispa	wespe	wesp	guêpe	0.866841192	81.91489362	94	4	4	3.25	1.355482339	52	100	4	0	0	2.92	0.896755016	68.68686869	99	2	1	0	2.9	1.127856866	71	100	3	0	0	3.37	0.70074955	81.03448276	96.66666667	2	1.666666667	1.666666667	3.683333333	0.721928095	80	95	2	3	2	2.949494949
Dunabeitia-2018-750-619	619	PICTURE_619	788	SOAP	soap	sapone	jabón	seife	zeep	savon	0.413888922	93.42105263	76	3	19	2.38	0.989245297	56.09756098	82	2	14	4	2.424242424	0.314682604	94.31818182	88	2	9	3	2.292929293	0.170330576	97.46835443	79	2	14	7	2.26	0.574508238	89.79591837	83.05084746	3	11.86440678	5.084745763	2.706896552	0.509222918	91.30434783	92	3	7	1	2.313131313
Dunabeitia-2018-750-618	618	PICTURE_618			cabin	baita	cabaña	huette	chalet	chalet	2.656299206	40.0	95	11	3	3.489795918	1.945239832	40.81632653	98	6	1	1	3.15	1.6979639	57.57575758	99	5	0	1	3.18	2.401898058	35.41666667	96	6	1	3	3.69	2.446970895	34.61538462	86.66666667	7	0	13.33333333	3.933333333	1.148490592	74.48979592	98	4	0	2	3.292929293
Dunabeitia-2018-750-617	617	PICTURE_617			airport	aeroporto	aeropuerto	flughafen	luchthaven	aéroport	0.0	100.0	95	1	1	3.05	0.289172951	95.87628866	97	3	0	3	2.98	0	100	99	1	0	1	2.97	0.39351112	93.87755102	98	3	0	2	3.34	1.31487314	66.66666667	95	4	1.666666667	3.333333333	3.5	0.247935838	95.87628866	97	2	1	2	2.95959596
Dunabeitia-2018-750-616	616	PICTURE_616			biscuit	biscotto	galleta	keks	koekje	biscuit	1.240804733	76.74418605	43	5	49	2.59	1.308657785	74.07407407	54	5	39	7	3.04	0	100	96	1	2	2	2.21	2.08925693	59.57446809	47	8	36	17	2.6	0.940285959	64.28571429	47.45762712	2	44.06779661	8.474576271	2.74137931	1.368551705	68.96551724	29	4	55	16	2.828282828
Dunabeitia-2018-750-615	615	PICTURE_615			briefcase	valigetta	maletín	aktentasche	aktetas	cartable	1.040534066	82.82828283	99	6	0	2.23	1.964072459	46.46464646	99	5	1	0	2.13	0.960715572	78.57142857	98	3	0	2	1.96	1.201665547	64.58333333	96	4	0	4	2.13	1.147473744	69.49152542	98.33333333	3	0	1.666666667	2.233333333	2.34904107	35.05154639	97	8	1	2	1.838383838
Dunabeitia-2018-750-614	614	PICTURE_614	1306	QUEEN	queen	regina	reina	koenigin	koningin	reine	0.0	100.0	99	1	0	3.15	0.0	100	95	1	2	3	3.07	0	100	100	1	0	0	3.05	0.637387499	83.87096774	93	2	0	7	3.47	0.222284831	96.42857143	93.33333333	2	1.666666667	5	3.728813559	0	100	95	1	1	4	2.97979798
Dunabeitia-2018-750-613	613	PICTURE_613			hoodie	felpa	sudadera	pullover	trui	sweat	0.584238812	86.0	100	2	0	2.5	0.337576423	94.94949495	99	3	0	1	2.22	0.410837839	91.75257732	97	2	1	2	2.35	1.656168472	55	100	5	0	0	2.63	1.91575015	49.12280702	95	5	1.666666667	3.333333333	2.866666667	1.706110248	57.89473684	95	6	0	5	2.161616162
Dunabeitia-2018-750-612	612	PICTURE_612	503	FROG	frog	rana	rana	frosch	kikker	grenouille	0.14257333	97.97979798	99	2	1	2.777777778	0.244141642	95.95959596	99	2	1	0	2.54	0	100	100	1	0	0	2.67	0	100	99	1	0	1	2.82	0	100	96.61016949	1	0	3.389830508	3.254237288	0.244141642	95.95959596	99	2	0	1	2.626262626
Dunabeitia-2018-750-611	611	PICTURE_611	653	PLANT (VEGETATION)	plant	pianta	planta	pflanze	plant	plante	0.913714303	82.82828283	99	4	0	2.67	0.388508824	93.87755102	98	3	0	2	2.52	0.626090653	90	100	4	0	0	2.53	1.498117231	61.45833333	96	5	0	4	2.88	0.960340287	80.70175439	96.61016949	4	1.694915254	1.694915254	3.152542373	0.93046743	82.82828283	99	4	0	1	2.444444444
Dunabeitia-2018-750-610	610	PICTURE_610	942	HONEY	honey	miele	miel	honig	honing	miel	0.0	100.0	97	1	1	2.8	0.141440543	98	100	2	0	0	2.393939394	0	100	100	1	0	0	2.383838384	0.14609425	97.91666667	96	2	0	4	2.75	0.442660898	92.85714286	93.33333333	3	3.333333333	3.333333333	3.05	0.244141642	95.95959596	99	2	0	1	2.363636364
Dunabeitia-2018-750-61	61	PICTURE_61	1298	NEWSPAPER	newspaper	giornale	periódico	zeitung	krant	journal	0.832420581	79.76190476	84	3	5	2.5	0.493312065	91.75257732	97	3	1	2	2.52	0.500783126	91.20879121	91	3	4	5	2.5	0.21265864	96.62921348	89	2	3	8	2.7	0	100	95	1	1.666666667	3.333333333	2.883333333	0	100	91	1	1	8	2.484848485
Dunabeitia-2018-750-609	609	PICTURE_609			pencil case	astuccio	estuche	maeppchen	pennenzak	trousse	0.0	100.0	99	1	0	2.59	0.0	100	96	1	0	4	2.15	0	100	99	1	0	1	2.19	1.297539607	73.62637363	91	5	1	8	2.68	0.423680572	91.37931034	96.66666667	2	1.666666667	1.666666667	2.7	0	100	98	1	0	2	2.111111111
Dunabeitia-2018-750-608	608	PICTURE_608			condom	preservativo	condón	kondom	condoom	préservatif	0.16232618	97.61904762	84	2	15	2.515151515	0.70893366	84.53608247	97	3	2	1	2.58	1.120492555	51.51515152	99	3	1	0	2.4	0	100	94	1	3	3	2.44	0	100	90	1	8.333333333	1.666666667	2.933333333	0.429461972	91.20879121	91	2	9	0	2.414141414
Dunabeitia-2018-750-607	607	PICTURE_607			jumper	maglione	jersey	pullover	trui	pull	0.821073664	83.50515464	97	4	0	2.6	1.42077507	66.32653061	98	6	1	1	2.555555556	0.445050304	92.78350515	97	3	0	3	2.34	0	100	98	1	0	2	2.68	0.815143547	82.75862069	96.66666667	3	1.666666667	1.666666667	2.898305085	0.512753111	90.81632653	98	3	0	2	2.222222222
Dunabeitia-2018-750-606	606	PICTURE_606	1208	CAT	cat	gatto	gato	katze	kat	chat	0.950672093	63.0	100	2	0	3.59	0.882057508	82	100	4	0	0	2.72	0	100	100	1	0	0	2.96	0.284545683	95.95959596	99	3	0	1	3.35	1.412694905	61.01694915	98.33333333	4	1.666666667	0	3.483333333	0.826746372	74	100	2	0	0	3.242424242
Dunabeitia-2018-750-605	605	PICTURE_605	2597	HARP	harp	arpa	arpa	harfe	harp	harpe	0.15374218	97.77777778	90	2	9	2.98	0.0	100	94	1	3	3	2.59	0	100	97	1	2	1	2.41	0	100	96	1	1	3	2.84	0	100	96.61016949	1	1.694915254	1.694915254	2.93220339	0.15374218	97.77777778	90	2	6	4	2.404040404
Dunabeitia-2018-750-604	604	PICTURE_604	974	TOBACCO	tobacco	pipa	pipa	pfeife	pijp	pipe	1.731704334	53.33333333	75	6	19	3.01	0.865469897	71.25	80	2	18	2	3.16	1.134820321	49.42528736	87	3	12	1	2.85	1.355779131	60.22727273	88	3	6	6	3.03	1.28245554	60.37735849	89.83050847	3	6.779661017	3.389830508	3.305084746	1.241359246	65.16853933	89	4	5	6	2.747474747
Dunabeitia-2018-750-603	603	PICTURE_603	3284	GRAVEYARD	graveyard	cimitero	cementerio	friedhof	kerkhof	cimetière	0.717741809	80.20833333	96	2	2	3.09	0.0	100	100	1	0	0	2.97	0	100	98	1	0	2	3.03	0.195909271	96.96969697	99	2	0	1	3.43	0.423680572	91.37931034	96.66666667	2	1.666666667	1.666666667	3.7	0	100	99	1	0	1	2.909090909
Dunabeitia-2018-750-602	602	PICTURE_602	852	PRIEST	priest	prete	cura	pfarrer	priester	prêtre	0.989347499	80.8988764	89	5	4	2.828282828	0.339855078	93.68421053	95	2	1	4	2.38	0.727255564	85.85858586	99	3	0	1	2.66	2.053917334	30.85106383	94	5	2	4	2.98	1.565369009	50	98.30508475	4	0	1.694915254	3.118644068	1.737043085	60	95	6	1	4	2.686868687
Dunabeitia-2018-750-601	601	PICTURE_601			koala	koala	koala	koala	koala	koala	0.151096971	97.82608696	92	2	3	3.51	0.0	100	94	1	3	3	3.07	0	100	90	1	5	5	3.07	0.891271451	76.28865979	97	3	1	2	3.43	0.219297308	96.49122807	96.61016949	2	1.694915254	1.694915254	3.830508475	0.337576423	94.94949495	99	3	1	0	3.222222222
Dunabeitia-2018-750-600	600	PICTURE_600			tribesman	indigeno	indígena	indianer	indiaan	indien	2.079864462	58.33333333	84	9	13	3.43	2.307093431	35.29411765	85	7	6	9	3.4	2.217571193	34.44444444	90	6	3	7	3.4	1.873907148	58.82352941	85	8	3	12	3.57	1.240533183	72.09302326	71.66666667	4	20	8.333333333	3.8	1.429865353	68.49315068	73	5	14	13	3.292929293
Dunabeitia-2018-750-60	60	PICTURE_60			lumberjack	boscaiolo	leñador	holzfaeller	houthakker	bucheron	2.523212705	45.07042254	71	9	22	3.29	1.891874643	49.43820225	89	6	5	6	3.24	0.366637352	94.38202247	89	3	4	7	3.16	1.349193984	75	88	6	4	8	3.58	0.45502066	92.59259259	91.52542373	3	3.389830508	5.084745763	3.677966102	0.304101408	95.6043956	91	3	5	4	3.222222222
Dunabeitia-2018-750-6	6	PICTURE_6	1510	CHIN	chin	mento	barbilla	kinn	kin	menton	0.579262605	88.88888889	99	3	0	1.878787879	0.52708144	92	100	4	0	0	1.92	1.017909854	76.53061224	98	3	0	2	1.86	0.445050304	92.78350515	97	3	1	2	1.95	0.527765223	90.90909091	93.22033898	3	0	6.779661017	2.101694915	0.382542669	94	100	3	0	0	1.525252525
Dunabeitia-2018-750-599	599	PICTURE_599	1489	CLOUD	cloud	nuvola	nube	wolke	wolk	nuage	0.0	100.0	92	1	3	1.58	0.0	100	98	1	1	1	1.47	0	100	100	1	0	0	1.37	0	100	96	1	1	3	1.28	0	100	100	1	0	0	1.271186441	0	100	96	1	3	1	1.242424242
Dunabeitia-2018-750-598	598	PICTURE_598			dart board	bersaglio	diana	dartscheibe	dartsbord	cible	0.490221221	92.70833333	96	4	2	2.49	1.257816936	76.82926829	82	6	14	4	2.48	0	100	99	1	0	1	2.090909091	1.168412966	70.52631579	95	3	0	5	2.41	1.992781344	41.17647059	85	6	3.333333333	11.66666667	2.633333333	0.859870931	85.71428571	98	5	2	0	2.252525253
Dunabeitia-2018-750-597	597	PICTURE_597	1375	WINDOW	window	finestra	ventana	fenster	raam	fenêtre	0.532835063	87.87878788	99	2	1	2.88	0.0	100	99	1	0	1	2.616161616	0.14372617	97.95918367	98	2	0	2	2.53	0.568362534	86.59793814	97	2	1	2	3	1.338964193	67.85714286	93.33333333	4	1.666666667	5	3.166666667	0.809681642	83.83838384	99	4	0	1	2.616161616
Dunabeitia-2018-750-596	596	PICTURE_596			folder	cartelletta	carpeta	mappe	map	pochette	2.746990263	30.85106383	94	10	2	1.97	2.276517928	45.45454545	88	7	5	7	2.1	0.194391858	97	100	2	0	0	1.63	2.040119284	49.48453608	97	6	1	2	1.96	1.16369686	75.92592593	90	4	1.666666667	8.333333333	2.016666667	1.120918093	78.26086957	92	5	1	7	1.585858586
Dunabeitia-2018-750-595	595	PICTURE_595			cube	cubo	cubo	wuerfel	kubus	cube	1.106289658	65.97938144	97	3	1	1.6	0.53881685	91.66666667	96	4	0	4	1.49	0.14372617	97.95918367	98	2	1	1	1.33	1.634496616	55.67010309	97	6	0	3	1.4	0.845106415	80.76923077	88.13559322	3	3.389830508	8.474576271	1.474576271	0.764346961	86.17021277	94	4	0	6	1.333333333
Dunabeitia-2018-750-594	594	PICTURE_594			needle	siringa	jeringuilla	spritze	spuit	seringue	1.377061656	58.16326531	98	3	1	2.66	0.14372617	97.95918367	98	2	1	1	2.14	1.177540188	75.75757576	99	4	0	1	2.44	0	100	100	1	0	0	2.94	1.054772992	78.94736842	95	4	0	5	2.616666667	0.506650334	88.7755102	98	2	0	2	2.262626263
Dunabeitia-2018-750-593	593	PICTURE_593	3873	CHOCOLATE	chocolate	cioccolato	chocolate	schokolade	chocolade	chocolat	0.0	100.0	99	1	0	2.38	0.570265202	89.8989899	99	3	1	0	2.070707071	0.592904561	89	100	3	0	0	2.03	0.14257333	97.97979798	99	2	0	1	2.21	0.669996032	82.45614035	96.61016949	2	0	3.389830508	2.431034483	0.651372519	86.59793814	97	3	0	3	1.98989899
Dunabeitia-2018-750-592	592	PICTURE_592	3729	LETTUCE	lettuce	insalata	lechuga	salat	sla	salade	0.987639382	76.59574468	94	4	3	2.77	1.195409089	61.70212766	94	4	0	6	2.45	0	100	96	1	1	3	2.54	0.834165466	82.10526316	95	3	0	5	2.86	1.183650422	73.68421053	95	4	0	5	3.416666667	0.844214185	84.84848485	99	4	0	1	2.585858586
Dunabeitia-2018-750-591	591	PICTURE_591	1021	TOWEL	towel	asciugamano	toalla	handtuch	handdoek	serviette	1.013229372	68.47826087	92	3	3	2.32	1.660215136	61.2244898	98	6	1	1	2.22	0.661617906	82.82828283	99	2	0	1	2.03	0.803484601	83.67346939	98	3	0	2	2.13	0.225363639	96.36363636	91.66666667	2	0	8.333333333	2.355932203	0.983247871	83.15789474	95	5	1	4	1.97979798
Dunabeitia-2018-750-590	590	PICTURE_590	245	BROOM	broom	scopa	escoba	besen	bezem	balai	0.334767613	93.81443299	97	2	0	2.39	0.0	100	98	1	1	1	1.98	0	100	100	1	0	0	2.18	0	100	99	1	1	0	2.46	1.082587703	77.96610169	98.33333333	4	1.666666667	0	2.683333333	0	100	100	1	0	0	1.939393939
Dunabeitia-2018-750-59	59	PICTURE_59			shirt	camicia	camisa	bluse	hemd	chemise	1.51930837	46.875000	96	5	2	2.44	0.481423361	91.66666667	96	3	0	4	2.34	1.004156022	71.57894737	95	3	1	4	2.3	0.997533277	81.63265306	98	5	1	1	2.52	2.130680262	38.59649123	95	6	0	5	2.666666667	1.224225148	58.06451613	93	4	1	6	2.313131313
Dunabeitia-2018-750-589	589	PICTURE_589			bedroom	camera da letto	habitación	schlafzimmer	slaapkamer	chambre	0.141440543	98.0	100	2	0	3.16	1.406987938	56.12244898	98	3	0	2	3.12	1.236321024	48	100	3	0	0	3.12	0.597186217	88.88888889	99	3	0	1	3.64	0.362051252	93.10344828	98.30508475	2	0	1.694915254	3.644067797	0.290715865	94.89795918	98	2	0	2	2.808080808
Dunabeitia-2018-750-588	588	PICTURE_588	1754	BRACELET	bracelet	braccialetto	pulsera	armband	armband	bracelet	0.144899618	97.93814433	97	2	1	2.73	1.408090121	55.10204082	98	3	0	2	2.46	0.436469817	91	100	2	0	0	2.31	0.969855145	73.91304348	92	3	1	7	2.71	1.138014972	75.92592593	91.52542373	4	1.694915254	6.779661017	3.033898305	0.503258335	88.88888889	99	2	0	1	2.242424242
Dunabeitia-2018-750-587	587	PICTURE_587	506	MAIZE	corn	pannocchia	maíz	mais	mais	maïs	0.709512886	80.6122449	98	2	0	2.94	0.668052721	86.73469388	98	3	0	2	2.64	0.859275981	71.71717172	99	2	0	1	2.57	0.924818705	66	100	2	0	0	2.84	0.693965967	81.3559322	100	2	0	0	3.389830508	0.595467051	85.56701031	97	2	2	1	2.393939394
Dunabeitia-2018-750-586	586	PICTURE_586			iron	ferro da stiro	plancha	buegeleisen	strijkijzer	fer à repasser	0.0	100.0	100	1	0	2.44	0.0	100	99	1	1	0	2.46	0	100	100	1	0	0	2.24	0	100	99	1	0	1	2.53	0	100	98.33333333	1	0	1.666666667	2.716666667	0.292929951	94.84536082	97	2	1	2	2.282828283
Dunabeitia-2018-750-585	585	PICTURE_585	587	ANT	ant	formica	hormiga	ameise	mier	fourmi	0.666048038	87.5	96	3	4	2.89	0.246022578	95.91836735	98	2	2	0	2.343434343	0.14372617	97.95918367	98	2	0	2	2.59	0.286396957	95	100	2	0	0	2.95	0.376019851	92.72727273	91.66666667	2	3.333333333	5	3.066666667	0.14372617	97.95918367	98	2	0	2	2.454545455
Dunabeitia-2018-750-584	584	PICTURE_584	894	TOAD	toad	rospo	sapo	kroete	pad	crapaud	0.992476004	55.10204082	98	2	1	3.48	1.071081477	62	100	3	0	0	2.99	0.74148274	79	100	2	0	0	3.08	0.865734023	79	100	3	0	0	3.48	1.069748433	70.68965517	96.66666667	3	1.666666667	1.666666667	3.816666667	0.56466958	86.73469388	98	2	1	1	3.202020202
Dunabeitia-2018-750-583	583	PICTURE_583	740	SHIP	ship	nave	barco	schiff	boot	bateau	1.389532877	51.04166667	96	4	0	3.111111111	1.331392301	67.01030928	97	4	0	3	2.94	0.242292189	96	100	2	0	0	2.89	1.195985504	77.31958763	97	5	0	3	3.29	1.361313933	50.84745763	98.33333333	3	1.666666667	0	3.716666667	0.942294542	83.50515464	97	5	0	3	2.919191919
Dunabeitia-2018-750-582	582	PICTURE_582			lab	laboratorio	laboratorio	labor	laboratorium	laboratoire	0.0	100.0	96	1	1	3.52	0.767280188	86.51685393	89	4	4	7	3.717171717	0	100	98	1	0	2	3.47	0.77024338	86.02150538	93	4	0	7	4.16	1.315824334	61.53846154	86.66666667	4	3.333333333	10	4.266666667	1.229101026	79.54545455	88	7	2	10	3.585858586
Dunabeitia-2018-750-581	581	PICTURE_581	2605	ASPARAGUS	asparagus	asparago	espárrago	spargel	asperge	asperge	0.48217919	92.0	75	3	20	2.55	0.467167251	93.18181818	88	4	7	5	2.32	0	100	84	1	11	5	2.39	0.152406999	97.8021978	91	2	6	3	2.4	0.802170751	86	83.33333333	4	8.333333333	8.333333333	2.728813559	0.554316124	89.77272727	88	3	11	1	2.161616162
Dunabeitia-2018-750-580	580	PICTURE_580	1104	NURSE	nurse	infermiera	enfermera	krankenschwester	verpleegster	infirmière	0.0	100.0	99	1	0	3.0	0.0	100	98	1	1	1	2.83	0	100	99	1	0	1	2.939393939	0.55666344	91.30434783	92	4	0	8	3.28	0.222284831	96.42857143	93.33333333	2	1.666666667	5	3.474576271	0.14372617	97.95918367	98	2	0	2	2.878787879
Dunabeitia-2018-750-58	58	PICTURE_58			gardener	giardiniere	jardinero	rasenmaeher	tuinman	jardinier	1.126893587	60.63829787	94	3	2	3.26	0.625262405	84.375	96	2	1	3	3.09	0.339855078	93.68421053	95	2	1	4	3.27	1.615027432	41.66666667	96	4	1	3	3.82	1.638649097	60	93.22033898	5	0	6.779661017	3.694915254	1.398307407	66.30434783	92	5	2	6	3.060606061
Dunabeitia-2018-750-579	579	PICTURE_579	1290	ELEPHANT	elephant	elefante	elefante	elefant	olifant	éléphant	0.0	100.0	99	1	0	2.909090909	0.0	100	99	1	1	0	2.34	0	100	100	1	0	0	2.46	0	100	100	1	0	0	2.74	0	100	98.30508475	1	1.694915254	0	3.13559322	0	100	100	1	0	0	2.484848485
Dunabeitia-2018-750-578	578	PICTURE_578	1173	EYEBROW	eyebrow	occhio	ceja	augenbraue	wenkbrauw	sourcil	0.896755016	68.68686869	99	2	0	2.88	0.925015874	65.97938144	97	2	1	2	2.56	0.899367757	75.75757576	99	3	1	0	2.4	1.208911904	71	100	5	0	0	2.93	0.79732651	75.86206897	98.30508475	2	1.694915254	0	3	0.93343447	73.73737374	99	3	0	1	2.303030303
Dunabeitia-2018-750-577	577	PICTURE_577			iceberg	iceberg	iceberg	eisberg	ijsberg	iceberg	1.19126617	77.41935484	93	5	4	2.99	0.786637376	84.21052632	95	3	4	1	2.78	0.553149088	89.69072165	97	3	2	1	2.79	0.345752087	94.79166667	96	3	0	4	2.83	1.035565796	82	84.74576271	5	1.694915254	13.55932203	3.344827586	0.834366925	84.375	96	4	1	3	2.757575758
Dunabeitia-2018-750-576	576	PICTURE_576	867	GLOVE	glove	guanto	guante	handschuh	handschoen	gant	0.0	100.0	100	1	0	2.21	0.0	100	99	1	1	0	2.18	0	100	100	1	0	0	1.92	0	100	99	1	0	1	2.53	0.289986047	94.91525424	98.33333333	2	1.666666667	0	2.5	0	100	100	1	0	0	1.97979798
Dunabeitia-2018-750-575	575	PICTURE_575	73	BEAK	beak	becco	pico	schnabel	snavel	bec	0.144899618	97.93814433	97	2	2	2.56	0.0	100	99	1	0	1	2.070707071	0.141440543	98	100	2	0	0	2.11	0	100	98	1	0	2	2.52	0.804252236	75.43859649	96.61016949	2	0	3.389830508	2.728813559	0.284545683	95.95959596	99	3	0	1	1.97979798
Dunabeitia-2018-750-574	574	PICTURE_574			gladiator	gladiatore	gladiador	gladiator	gladiator	gladiateur	2.465654751	48.38709677	93	10	6	3.02	1.810870833	56.25	96	7	1	3	2.858585859	1.781743687	48.97959184	98	5	0	2	3.05	1.930262214	56.25	96	6	1	3	3.29	1.468145425	62.74509804	86.44067797	4	3.389830508	10.16949153	3.457627119	1.470259911	65.90909091	88	5	7	5	3.111111111
Dunabeitia-2018-750-573	573	PICTURE_573	1146	AUBERGINE	aubergine	melanzana	berenjena	aubergine	aubergine	aubergine	1.689939137	61.64383562	73	6	25	2.31	0.0	100	96	1	3	1	2.05	0.298940797	95.69892473	93	3	6	1	2.06	0.498301919	92.55319149	94	4	3	3	2.12	0.235193382	96.15384615	86.66666667	2	10	3.333333333	2.3	0.207310186	96.73913043	92	2	5	3	1.797979798
Dunabeitia-2018-750-572	572	PICTURE_572			juggler	giocoliere	malabarista	jongleur	jongleur	jongleur	0.679258286	88.17204301	93	4	5	2.84	0.144899618	97.93814433	97	2	0	3	2.91	0	100	97	1	1	2	2.96	0.752169974	84.61538462	91	3	3	6	3.15	1.463399965	72.22222222	90	6	8.333333333	1.666666667	3.271186441	0	100	99	1	0	1	2.858585859
Dunabeitia-2018-750-571	571	PICTURE_571			magnet	calamita	imán	magnet	magneet	aimant	0.376715003	92.70833333	96	2	4	1.68	1.206359736	68.42105263	95	3	4	1	1.83	0.685227414	85.55555556	90	3	9	1	1.83	1.463824418	62.5	96	5	2	2	1.71	0.825626526	74.07407407	90	2	5	5	1.483333333	0.760856615	83.50515464	97	3	1	2	1.616161616
Dunabeitia-2018-750-570	570	PICTURE_570	1008	BULL	bull	toro	toro	stier	stier	taureau	0.354375263	94.62365591	93	3	5	3.04040404	0.14257333	97.97979798	99	2	1	0	2.21	0	100	99	1	0	1	2.53	1.156358881	77.77777778	99	5	0	1	3.05	0	100	100	1	0	0	3.116666667	0.144899618	97.93814433	97	2	0	3	2.606060606
