ID	NUMBER	RUSSIAN	GLOSS	GERMAN	LATIN	FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Pallas-1786-442-143	143	Велико	big (adjective)	Großs	Magnus	Grand	1202	BIG
Pallas-1786-442-144	144	Мало	small (adjective)	Klein	Parvus	Petit	1246	SMALL
Pallas-1786-442-145	145	Высоко	tall (adjective)	Hoch	Altus	Haut	2790	HIGH OR TALL
Pallas-1786-442-146	146	Ниско	low (adjective)	Niedrig	Humilis	Bas	3348	LOW (POSITION OR HEIGHT)
Pallas-1786-442-147	147	Хладъ	frost (cold)	Kaelte	Frigus	Froid	2034	FROST
Pallas-1786-442-148	148	Тепло	warm (adjective)	Warm	Calidus	Chaud	1232	WARM
Pallas-1786-442-149	149	Жарко	hot (adjective)	Heißs	Fervidus	Ardent	1286	HOT
Pallas-1786-442-150	150	Здравъ	healthy (adjective)	Geßund	Sanus	Sain	1364	HEALTHY
Pallas-1786-442-151	151	Хорошо, добро	good (adjective)	Gut	Bene, Bonus	Bien, Bon	1035	GOOD
Pallas-1786-442-152	152	Благъ	blessed (adjective)	Wohl, Seelig	NAN	Biènheureu	2529	BLESSED
Pallas-1786-442-153	153	Зло	evil (adjective)	Böße	Sceleratus	Méchant	45	EVIL
Pallas-1786-442-154	154	Дурно	bad (adjective)	Schlecht	Male	Mal	1292	BAD
Pallas-1786-442-155	155	Глупо	stupid (adjective)	Dumm	Stultus	Sot	1518	STUPID
Pallas-1786-442-156	156	Умно	smart (adjective)	Klug	Sapiens	Sage	2530	SMART
Pallas-1786-442-157	157	Лѣпо	beautiful (adjective)	Schoen	Pulcher	Beau	1427	BEAUTIFUL
Pallas-1786-442-158	158	Остро	sharp (adjective)	Scharf	Acutus	Aigû	1396	SHARP
Pallas-1786-442-159	159	Кругло	round (adjective)	Rund	Rotundus	Rond	1395	ROUND
Pallas-1786-442-160	160	Кругъ	circle (noun)	Kreißs	Circulus	Cercle	1467	CIRCLE
Pallas-1786-442-161	161	Шаръ	ball (noun)	Ball	Globus	Boule	1845	BALL
Pallas-1786-442-162	162	Легокъ	light (adjective)	Leicht	Levis	Leger	1052	LIGHT (WEIGHT)
Pallas-1786-442-163	163	Тяжелъ	heavy (adjective)	Schwer	Gravis	Peßant	1210	HEAVY
Pallas-1786-442-164	164	Твердъ	hard (adjective)	Feßt, Hart	Solidus, Durus	Solide, Dur	1884	HARD
Pallas-1786-442-165	165	Крѣпокъ	strong (adjective)	Stark	Fortis	Fort	785	STRONG
Pallas-1786-442-166	166	Слабъ	weak (adjective)	Schwach	Debilis	Faible	1601	WEAK
Pallas-1786-442-167	167	Тонко	thin (adjective)	Dünn	Tenuis	Mince	2305	THIN (OF HAIR AND THREAD)
Pallas-1786-442-168	168	Толсто	fat (adjective)	Dick	Craßßus	Gros	2449	FAT (OF MEAT AND FOOD)
Pallas-1786-442-169	169	Широко	broad (adjective)	Breit	Latus	Large	2531	BROAD
Pallas-1786-442-170	170	Скоро	fast (adjective)	Geßchwind	Celer	Vite	1631	FAST
Pallas-1786-442-171	171	Тихо	quiet (adjective)	Langßam, Still	Lentus, Tranquillus	Lent, Tranquille	1314	QUIET
Pallas-1786-442-172	172	Бѣло	white (adjective)	Weißs	Albus	Blanc	1335	WHITE
Pallas-1786-442-173	173	Черно	black (adjective)	Schwartz	Niger	Noir	163	BLACK
Pallas-1786-442-174	174	Красно	red (adjective)	Roth	Ruber	Rouge	156	RED
Pallas-1786-442-175	175	Зелено	green (adjective)	Grün	Viridis	Verd	1425	GREEN
Pallas-1786-442-176	176	Желто	yellow (adjective)	Gelb	Flavus	Jaune	1424	YELLOW
Pallas-1786-442-177	177	Синiй	blue (adjective)	Blau	Coerulus	Bleu	837	BLUE
Pallas-1786-442-178	178	Солнце	sun (noun)	Sonne	Sol	Soleil	1343	SUN
Pallas-1786-442-179	179	Мѣсяцъ	moon (noun)	Mond	Luna	Lune	1313	MOON
Pallas-1786-442-180	180	Звѣзда	star (noun)	Stern	Stella	Etoile	1430	STAR
Pallas-1786-442-181	181	Небо	sky (noun)	Himmel	Coelum	Ciel	1732	SKY
Pallas-1786-442-182	182	Туманъ	fog (noun)	Nebel	Nebula	Brouillard	249	FOG
Pallas-1786-442-183	183	Облако	cloud (noun)	Wolke	Nubes	Nue	1489	CLOUD
Pallas-1786-442-184	184	Радуга	rainbow (noun)	Regenbogen	Iris	Arc-en-ciel	1733	RAINBOW
Pallas-1786-442-185	185	Лучъ	beam (noun)	Strahl	Radius	Rayon	1132	BEAM
Pallas-1786-442-186	186	Воздухъ	air (noun)	Luft	Aër	Air	27	AIR
Pallas-1786-442-187	187	Вѣтрь	wind (noun)	Wind	Ventus	Vent	960	WIND
Pallas-1786-442-188	188	Вѣять	blow (of wind, noun)	Wehen	Ventilare	Venter	175	BLOW (OF WIND)
Pallas-1786-442-189	189	Вихрь	twister, tornado (noun)	Wirbelwind	Turbo	Tourbillon	2532	TORNADO
Pallas-1786-442-190	190	Буря	storm (noun)	Sturm	Procella	Tempête, Ouragan	858	STORM
Pallas-1786-442-191	191	Паръ	vapor (noun)	Dunßt	Vapor	Vapeur	1193	STEAM
Pallas-1786-442-192	192	Дождь	rain (noun)	Regen	Pluvia	Pluye	658	RAIN (PRECIPITATION)
Pallas-1786-442-193	193	Роса	dew (noun)	Thau	Ros	Roßée	1977	DEW
Pallas-1786-442-194	194	Градъ	hail (noun)	Hagel	Grando	Grêle	609	HAIL
Pallas-1786-442-195	195	Громъ	thunder	Donner	Tonitru	Tonnere	1150	THUNDER
Pallas-1786-442-196	196	Молнïя	flash (noun)	Blitz	Fulgur	Eclair	1654	LIGHTNING
Pallas-1786-442-197	197	Снѣгъ	snow (noun)	Schnee	Nix	Neige	784	SNOW
Pallas-1786-442-198	198	Стужа	cold (noun)	Kaelte	Frigus	Froid	1287	COLD
Pallas-1786-442-199	199	Морозъ	frost (noun)	Froßt	Gelu	Gelée	2034	FROST
Pallas-1786-442-200	200	Ледъ	ice (noun)	Eißs	Glacies	Glace	617	ICE
Pallas-1786-442-201	201	Огонь	fire (noun)	Feuer	Ignis	Feu	221	FIRE
Pallas-1786-442-202	202	Свѣтъ	light (noun)	Licht	Lux	Lumière	630	LIGHT (RADIATION)
Pallas-1786-442-203	203	Тѣнь	shadow (noun)	Schatten	Umbra	Ombre	1388	SHADE
Pallas-1786-442-204	204	Темно	dark (adjective)	Finßter	Tenebroßus	Sombre	706	DARK
Pallas-1786-442-205	205	День	day (noun)	Tag	Dies	Jour	1225	DAY (NOT NIGHT)
Pallas-1786-442-206	206	Ночь	night (noun)	Nacht	Nox	Nuit	1233	NIGHT
Pallas-1786-442-207	207	Утро	morning (noun)	Morgen	Mane	Matin	1339	MORNING
Pallas-1786-442-208	208	Вечерь	evening (noun)	Abend	Veßpera	Soir	1629	EVENING
Pallas-1786-442-209	209	Востокъ	east (noun)	Oßt, Aufgang	Oriens	Orient	1877	EAST
Pallas-1786-442-210	210	Западъ	west (noun)	Weßt, Niedergang	Occidens	Occident	1817	WEST
Pallas-1786-442-211	211	Севѣръ	north (noun)	Nord, Mitternacht	Septentrio	Septentrion	1598	NORTH
Pallas-1786-442-212	212	Югъ	south (noun)	Süd, Mittag	Meridies	Midi	1595	SOUTH
Pallas-1786-442-213	213	Лѣто	summer (noun)	Sommer	Aeßtas	Eté	1342	SUMMER
Pallas-1786-442-214	214	Зима	winter (noun)	Winter	Hyems	Hyver	1471	WINTER
Pallas-1786-442-215	215	Осень	autumn (noun)	Herbßt	Autumnus	Automne	1276	AUTUMN
Pallas-1786-442-216	216	Весна	spring (noun)	Früling	Ver	Printemps	1537	SPRINGTIME
Pallas-1786-442-217	217	Часъ	hour (noun)	Stunde	Hora	Heure	1353	HOUR
Pallas-1786-442-218	218	Седмица	week (noun)	Woche	Hebdomas	Semaine	1469	WEEK
Pallas-1786-442-219	219	Годъ	year (noun)	Jahr	Annus	Année	1226	YEAR
Pallas-1786-442-220	220	Время	time (noun)	Zeit	Tempus	Temps	892	TIME
Pallas-1786-442-221	221	Миръ	earth (noun)	Welt	Mundus	Monde	965	WORLD
Pallas-1786-442-222	222	Земля	earth, soil (noun)	Erde	Terra	Terre	1228	EARTH (SOIL)
Pallas-1786-442-223	223	Вода	water (noun)	Waßßer	Aqua	Eau	948	WATER
Pallas-1786-442-224	224	Море	ocean (noun)	Meer	Mare	Mer	1474	SEA
Pallas-1786-442-225	225	Рѣка	river (noun)	Flußs	Fluvius	Rivière	666	RIVER
Pallas-1786-442-226	226	Озеро	lake (noun)	See	Lacus	Lac	624	LAKE
Pallas-1786-442-227	227	Волны	wave (noun)	Wellen	Fluctus	Vagues	978	WAVE
Pallas-1786-442-228	228	Островъ	island (noun)	Inßel, Eyland	Inßula	Ißle	622	ISLAND
Pallas-1786-442-229	229	Песокъ	sand (noun)	Sand	Arena (Sabulum)	Sable	671	SAND
Pallas-1786-442-230	230	Глина	clay (noun)	Thon	Argilla	Glaiße	1399	CLAY
Pallas-1786-442-231	231	Пыль	dust (noun)	Staub	Pulvis	Poußière	2	DUST
Pallas-1786-442-232	232	Грязь	dirt, mud (noun)	Koth	Coenum	Boue	25	DIRT
Pallas-1786-442-233	233	Гора	mountain (noun)	Berg	Mons	Montagne	639	MOUNTAIN
Pallas-1786-442-234	234	Берегъ	riverside (noun)	Ufer	Littus	Rive	3465	SHORE OF SEA
Pallas-1786-442-235	235	Холмъ	hill (noun)	Hügel	Collis	Colline	614	HILL
Pallas-1786-442-236	236	Долъ, долина	valley (noun)	Thal	Vallis	Vallée	921	VALLEY
Pallas-1786-442-237	237	Глубина	depth (noun)	Tiefe	Profunditas	Profondeur	2534	DEPTH
Pallas-1786-442-238	238	Высота	height, altitude (noun)	Hoehe	Altitudo	Hauteur	2535	ALTITUDE
Pallas-1786-442-239	239	Ширина	breadth, width (noun)	Breite	Latitudo	Largeur	2536	BREADTH
Pallas-1786-442-240	240	Длина	length (noun)	Laenge	Longitudo	Longueur	2537	LENGTH
Pallas-1786-442-241	241	Дира	hole (noun)	Loch	Foramen	Trou	1667	HOLE
Pallas-1786-442-242	242	Яма	pit (noun)	Grube	Foßßa	Foßße	2539	PIT (POTHOLE)
Pallas-1786-442-243	243	Ровъ	trench (noun)	Graben	Foßßa	Foßßé	2538	TRENCH (FOSSE)
Pallas-1786-442-244	244	Пещера	cave (noun)	Hoehle	Antrum	Antre	1155	CAVE
Pallas-1786-442-245	245	Камень	stone (noun)	Stein	Lapis, Saxum	Pierre	857	STONE
Pallas-1786-442-246	246	Золото	gold (noun)	Gold	Aurum	Or	1369	GOLD
Pallas-1786-442-247	247	Сребро	silver (noun)	Silber	Argentum	Argent	759	SILVER
Pallas-1786-442-248	248	Мѣдь	copper (noun)	Kupfer	Cuprum	Cuivre	1825	COPPER
Pallas-1786-442-249	249	Железо	iron (noun)	Eißen	Ferrum	Fer	621	IRON
Pallas-1786-442-250	250	Олово	tin (noun)	Zinn	Stannum	Etain	893	TIN (METAL)
Pallas-1786-442-251	251	Свинецъ	lead (noun)	Bley	Plumbum	Plomb	627	LEAD (CHEMICAL ELEMENT)
Pallas-1786-442-252	252	Соль	salt (noun)	Saltz	Sal	Sel	1274	SALT
Pallas-1786-442-253	253	Известь	chalk, lime (noun)	Kalk	Calx	Chaux	2540	LIME (MATERIAL)
Pallas-1786-442-254	254	Ядъ	poison (noun)	Gift	Venenum	Poißon	655	POISON
Pallas-1786-442-255	255	Чудо	wonder (noun)	Wunder	Miraculum	Merveille	2541	MIRACLE
Pallas-1786-442-256	256	Зелень	grass (noun)	Gras	Gramen	Verdure	606	GRASS
Pallas-1786-442-257	257	Трава	herbs (noun)	Kraut	Herba	Herbe	2542	HERB
Pallas-1786-442-258	258	Древо	tree (noun)	Baum	Arbor	Arbre	906	TREE
Pallas-1786-442-259	259	Лѣсъ	wood, forest (noun)	Holtz, Wald	Lignum, Sylva	Bois, Forêt	420	FOREST
Pallas-1786-442-260	260	Колъ	stake, pole (noun)	Pfahlu	Palum	Poteau, Pie	281	POST
Pallas-1786-442-261	261	Корень	root (noun)	Wurtzel	Radix	Racine	670	ROOT
Pallas-1786-442-262	262	Пень	stump (of tree, noun)	Stumpf	Caudex	Tronc	241	TREE STUMP
Pallas-1786-442-263	263	Кора	bark (noun)	Rinde	Cortex	Ecorce	1204	BARK
Pallas-1786-442-264	264	Сукъ	branch (noun)	Ast	Ramus	Branche	1531	BRANCH
Pallas-1786-442-265	265	Листъ	leaf (noun)	Blatt	Folium	Feuille	628	LEAF
Pallas-1786-442-266	266	Цвѣтъ	flower (noun)	Blume	Flos	Fleur	239	FLOWER
Pallas-1786-442-267	267	Плодъ	fruit (noun)	Frucht	Fructus	Fruit	1507	FRUIT
Pallas-1786-442-268	268	Сѣмя	seed (noun)	Same	Semen	Graine	714	SEED
Pallas-1786-442-269	269	Ягода	berry (noun)	Beere	Bacca	Baye	904	BERRY
Pallas-1786-442-270	270	Лукъ	onion (noun)	Zwiebel	Bulbus	Oignon	2366	ONION
Pallas-1786-442-271	271	Орѣхъ	nut (noun)	Nußs	Nux	Noix	191	NUT
Pallas-1786-442-272	272	Яблоко	apple (noun)	Apfel	Pomum	Pomme	1320	APPLE
Pallas-1786-442-273	273	Дубъ	oak (noun)	Eiche	Quercus	Chêne	644	OAK
Pallas-1786-442-274	274	Виноградъ	vine (noun)	Weinßtok	Vitis	Vigne	3769	GRAPEVINE
