ID	NUMBER	GLOSS	GERMAN	PORTUGUESE	CONCEPTICON_ID	CONCEPTICON_GLOSS	PAGE	SEMANTIC_CATEGORY	SEMANTIC_SUBCATEGORY
KochGrunberg-1914-821-27	27	arm	Arm	braço	1673	ARM	812	A. Körperteile	
KochGrunberg-1914-821-28	28	elbow	Ellbogen	cotovelo	981	ELBOW	812	A. Körperteile	
KochGrunberg-1914-821-29	29	hand	Hand	mão	1277	HAND	812	A. Körperteile	
KochGrunberg-1914-821-30	30	back of the hand	Handrücken	costas da mão			812	A. Körperteile	
KochGrunberg-1914-821-31	31	palm of hand	Handfläche	palma da mão	1183	PALM OF HAND	812	A. Körperteile	
KochGrunberg-1914-821-32	32	finger	Finger	dedo	1303	FINGER	812	A. Körperteile	
KochGrunberg-1914-821-33	33	thumb	Daumen	polegar	1781	THUMB	812	A. Körperteile	
KochGrunberg-1914-821-34	34	forefinger	Zeigefinger	dedo indicador	577	FOREFINGER	813	A. Körperteile	
KochGrunberg-1914-821-35	35	middle finger	Mittelfinger	dedo médio	3387	MIDDLE FINGER	813	A. Körperteile	
KochGrunberg-1914-821-36	36	ring finger	Ringfinger	dedo anelar			813	A. Körperteile	
KochGrunberg-1914-821-37	37	small finger	Kleinfinger	dedo mínimo	2774	LITTLE FINGER	813	A. Körperteile	
KochGrunberg-1914-821-38	38	fingernail	Fingernagel	unha	1258	FINGERNAIL	813	A. Körperteile	
KochGrunberg-1914-821-39	39	thigh	Oberschenkel	coxa	471	UPPER LEG (THIGH)	813	A. Körperteile	
KochGrunberg-1914-821-40	40	lower leg	Unterschenkel	parte da perna abaixo do joelho e acima do tornozelo	447	LOWER LEG	813	A. Körperteile	
KochGrunberg-1914-821-41	41	shin	Schienbein	canela da perna	186	SHIN	813	A. Körperteile	
KochGrunberg-1914-821-42	42	calf of leg	Wade	panturrilha	498	CALF OF LEG	813	A. Körperteile	
KochGrunberg-1914-821-43	43	knee	Knie	joelho	1371	KNEE	813	A. Körperteile	
KochGrunberg-1914-821-44	44	back of the knee	Kniekehle	parte detrás do joelho			813	A. Körperteile	
KochGrunberg-1914-821-45	45	foot	Fuß	pé	1301	FOOT	813	A. Körperteile	
KochGrunberg-1914-821-46	46	instep	Fußrücken	peito do pé	3736	INSTEP	813	A. Körperteile	
KochGrunberg-1914-821-47	47	sole (foot)	Sohle	sola do pé	2666	SOLE (FOOT)	813	A. Körperteile	
KochGrunberg-1914-821-48	48	heel	Ferse	calcamnhar	980	HEEL	813	A. Körperteile	
KochGrunberg-1914-821-49	49	ankle	Fußknöchel	tornozelo	803	ANKLE	813	A. Körperteile	
KochGrunberg-1914-821-50	50	foot tendon	Fußsehne	tendão do pé			813	A. Körperteile	
KochGrunberg-1914-821-51	51	toe	Zehe	dedão	1389	TOE	813	A. Körperteile	
KochGrunberg-1914-821-52	52	toenail	Zehennagel	unha do dedão	2662	TOENAIL	813	A. Körperteile	
KochGrunberg-1914-821-53	53	body	Körper	corpo	1480	BODY	813	A. Körperteile	
KochGrunberg-1914-821-54	54	neck	Hals	pescoço	1333	NECK	813	A. Körperteile	
KochGrunberg-1914-821-55	55	nape (of neck)	Nacken	nuca	1347	NAPE (OF NECK)	813	A. Körperteile	
KochGrunberg-1914-821-56	56	throat	Kehle	gargante	1346	THROAT	813	A. Körperteile	
KochGrunberg-1914-821-57	57	armpit	Achselhöhle	axila	1886	ARMPIT	813	A. Körperteile	
KochGrunberg-1914-821-58	58	shoulder blade	Schulterblatt	escápula	172	SHOULDERBLADE	813	A. Körperteile	
KochGrunberg-1914-821-59	59	rib	Rippen	costela	801	RIB	813	A. Körperteile	
KochGrunberg-1914-821-60	60	chest	Brust	peito	1592	CHEST	813	A. Körperteile	
KochGrunberg-1914-821-61	61	nipple	Brustwarze	mamilo	796	NIPPLE	813	A. Körperteile	
KochGrunberg-1914-821-62	62	breast	Weibliche Brust	peito feminino	1402	BREAST	813	A. Körperteile	
KochGrunberg-1914-821-63	63	belly	Bauch	barriga	1251	BELLY	813	A. Körperteile	
KochGrunberg-1914-821-64	64	navel	Nabel	umbigo	1838	NAVEL	813	A. Körperteile	
KochGrunberg-1914-821-65	65	back	Rücken	costas	1291	BACK	813	A. Körperteile	
KochGrunberg-1914-821-66	66	buttocks	Gesaß	nádegas	834	BUTTOCKS	813	A. Körperteile	
KochGrunberg-1914-821-67	67	penis	Penis	pênis	1222	PENIS	813	A. Körperteile	
KochGrunberg-1914-821-68	68	scrotum	Scrotum	escroto	2834	SCROTUM	813	A. Körperteile	
KochGrunberg-1914-821-69	69	testicle	Testikel	testículo	797	TESTICLES	813	A. Körperteile	
KochGrunberg-1914-821-70	70	membrum muliebre	Membrum muliebre	membrum muliebre			813	A. Körperteile	
KochGrunberg-1914-821-71	71	vagina	Vagina	vagina	1836	VAGINA	813	A. Körperteile	
KochGrunberg-1914-821-72	72	clitoris	Clitoris	clitóris	3257	CLITORIS	813	A. Körperteile	
KochGrunberg-1914-821-73	73	anus	Anus	ânus	1935	ANUS	813	A. Körperteile	
KochGrunberg-1914-821-74	74	skin	Haut	pele	763	SKIN	813	A. Körperteile	
KochGrunberg-1914-821-75	75	fur	Fell	pelo	580	FUR	813	A. Körperteile	
KochGrunberg-1914-821-76	76	bone	Knochen	osso	1394	BONE	813	A. Körperteile	
KochGrunberg-1914-821-77	77	blood	Blut	sangue	946	BLOOD	814	A. Körperteile	
KochGrunberg-1914-821-78	78	vein	Ader	veia	1924	VEIN	814	A. Körperteile	
KochGrunberg-1914-821-79	79	pulse	Puls	pulso	3267	PULSE	814	A. Körperteile	
KochGrunberg-1914-821-80	80	flesh	Fleisch	carne	2259	FLESH	814	A. Körperteile	
KochGrunberg-1914-821-81	81	tendon	Sehne	tendão	1137	TENDON	814	A. Körperteile	
KochGrunberg-1914-821-82	82	heart	Herz	coração	1223	HEART	814	A. Körperteile	
KochGrunberg-1914-821-83	83	guts	Eingeweide	vísceras	1334	GUTS	814	A. Körperteile	
KochGrunberg-1914-821-84	84	stomach	Magen	estômago	819	STOMACH	814	A. Körperteile	
KochGrunberg-1914-821-85	85	intestine	Darm	intestino	1991	INTESTINES	814	A. Körperteile	
KochGrunberg-1914-821-86	86	fat (organic substance)	Fett	gordura	323	FAT (ORGANIC SUBSTANCE)	814	A. Körperteile	
KochGrunberg-1914-821-87	87	saliva	Speichel	saliva	1503	SALIVA	814	A. Körperteile	
KochGrunberg-1914-821-88	88	urine	Urin	urina	1142	URINE	814	A. Körperteile	
KochGrunberg-1914-821-89	89	sweat (substance)	Schweiß	suor	125	SWEAT (SUBSTANCE)	814	A. Körperteile	
KochGrunberg-1914-821-90	90	tear (of eye)	Träne	lágrima	1651	TEAR (OF EYE)	814	A. Körperteile	
KochGrunberg-1914-821-91	91	faeces (excrement)	Kot	fezes	675	FAECES (EXCREMENT)	814	A. Körperteile	
KochGrunberg-1914-821-92	92	fart (noun)	Flatus	Pum			814	A. Körperteile	
KochGrunberg-1914-821-93	93	breath	Atem	hálito	870	BREATH	814	A. Körperteile	
KochGrunberg-1914-821-94	94	wound	Wunde	ferida	1109	WOUND	814	A. Körperteile	
KochGrunberg-1914-821-95	95	purupuru (skin disease)	Purupuru (Hautkrankheit)	purupuru (doença de pele)			814	A. Körperteile	
KochGrunberg-1914-821-96	96	beak	Schnabel	bico	73	BEAK	814	A. Körperteile	
KochGrunberg-1914-821-97	97	tail	Schwanz	cauda	1220	TAIL	814	A. Körperteile	
KochGrunberg-1914-821-98	98	wing	Flügel	asa	1257	WING	814	A. Körperteile	
KochGrunberg-1914-821-99	99	feather	Feder	pena	1201	FEATHER	814	A. Körperteile	
KochGrunberg-1914-821-100	100	fin	Flosse	nadadeira	213	FIN	814	B. Elemente, Natur	
KochGrunberg-1914-821-101	101	water	Wasser	água	948	WATER	814	B. Elemente, Natur	
KochGrunberg-1914-821-102	102	river	Fluß	rio	666	RIVER	814	B. Elemente, Natur	
KochGrunberg-1914-821-103	103	brook	Bach	riacho	3821	BROOK	814	B. Elemente, Natur	
KochGrunberg-1914-821-104	104	lagoon	Lagune	lagoa	623	LAGOON	814	B. Elemente, Natur	
KochGrunberg-1914-821-105	105	waterfall	Cachoeira (Stromschnelle, Wasserfall)	cachoeira	943	WATERFALL	814	B. Elemente, Natur	
KochGrunberg-1914-821-106	106	narrow river arm (paraná miri)	Schmaler Flußarm (Paraná miri)	paraná-mirim			814	B. Elemente, Natur	
KochGrunberg-1914-821-107	107	fire	Feuer	fogo	221	FIRE	814	B. Elemente, Natur	
KochGrunberg-1914-821-108	108	smoke (exhaust)	Rauch	fumaça	778	SMOKE (EXHAUST)	814	B. Elemente, Natur	
KochGrunberg-1914-821-109	109	ash	Asche	cinzas	646	ASH	814	B. Elemente, Natur	
KochGrunberg-1914-821-110	110	coal	Kohle	carvão	2658	COAL	814	B. Elemente, Natur	
KochGrunberg-1914-821-111	111	firewood	Brennholz	lenha	10	FIREWOOD	814	B. Elemente, Natur	
KochGrunberg-1914-821-112	112	sky	Himmel	céu	1732	SKY	814	B. Elemente, Natur	
KochGrunberg-1914-821-113	113	cloud	Wolke	nuvem	1489	CLOUD	814	B. Elemente, Natur	
KochGrunberg-1914-821-114	114	rain (precipitation)	Regen	chuva	658	RAIN (PRECIPITATION)	814	B. Elemente, Natur	
KochGrunberg-1914-821-115	115	fog	Nebel	névoa	249	FOG	814	B. Elemente, Natur	
KochGrunberg-1914-821-116	116	dew	Tau	orvalho	1977	DEW	814	B. Elemente, Natur	
KochGrunberg-1914-821-117	117	drizzle	Feiner Nebelregen	garoa	1016	DRIZZLE	814	B. Elemente, Natur	
KochGrunberg-1914-821-118	118	wind	Wind	vento	960	WIND	814	B. Elemente, Natur	
KochGrunberg-1914-821-119	119	lightning	Blitz	relâmpago	1654	LIGHTNING	814	B. Elemente, Natur	
KochGrunberg-1914-821-120	120	thunder	Donner	trovão	1150	THUNDER	814	B. Elemente, Natur	
KochGrunberg-1914-821-121	121	rainbow	Regenbogen	arco-íris	1733	RAINBOW	815	B. Elemente, Natur	
KochGrunberg-1914-821-122	122	sun	Sonne	sol	1343	SUN	815	B. Elemente, Natur	
KochGrunberg-1914-821-123	123	shade	Schatten	sombra	1388	SHADE	815	B. Elemente, Natur	
KochGrunberg-1914-821-124	124	year	Jahr	ano	1226	YEAR	815	B. Elemente, Natur	
KochGrunberg-1914-821-125	125	rainy season	Regenzeit	estação chuvosa	453	RAINY SEASON	815	B. Elemente, Natur	
KochGrunberg-1914-821-126	126	dry season	Trockenzeit	estação seca	452	DRY SEASON	815	B. Elemente, Natur	
KochGrunberg-1914-821-127	127	day	Tag	dia	1225	DAY (NOT NIGHT)	815	B. Elemente, Natur	
KochGrunberg-1914-821-128	128	night	Nacht	noite	1233	NIGHT	815	B. Elemente, Natur	
KochGrunberg-1914-821-129	129	morning	Morgen	manhã	1339	MORNING	815	B. Elemente, Natur	
KochGrunberg-1914-821-130	130	noon	Mittag	meio-dia	12	MIDDAY	815	B. Elemente, Natur	
KochGrunberg-1914-821-131	131	evening	Abend	tarde	1629	EVENING	815	B. Elemente, Natur	
KochGrunberg-1914-821-132	132	dawn	Morgenrot	amanhecer	729	DAWN	815	B. Elemente, Natur	
KochGrunberg-1914-821-133	133	moon	Mond	lua	1313	MOON	815	B. Elemente, Natur	
KochGrunberg-1914-821-134	134	new moon	Neuer Mond	lua nova	3691	NEW MOON	815	B. Elemente, Natur	
KochGrunberg-1914-821-135	135	full moon	Vollmond	lua cheia	3690	FULL MOON	815	B. Elemente, Natur	
KochGrunberg-1914-821-136	136	moon halo	Ringförmiger Mondhof	halo lunar			815	B. Elemente, Natur	
KochGrunberg-1914-821-137	137	lunar eclipse	Mondfinsternis	eclipse lunar			815	B. Elemente, Natur	
KochGrunberg-1914-821-138	138	solar eclipse	Sonnenfinstemis	eclipse solar			815	B. Elemente, Natur	
KochGrunberg-1914-821-139	139	star	Stern	estrela	1430	STAR	815	B. Elemente, Natur	
KochGrunberg-1914-821-140	140	pleiades	Plejaden	plêiades			815	B. Elemente, Natur	
KochGrunberg-1914-821-141	141	milky way	Milchstraße	via láctea	2289	MILKY WAY	815	B. Elemente, Natur	
KochGrunberg-1914-821-142	142	earth (soil, ground)	Erdboden	terra (solo)	1228	EARTH (SOIL)	815	B. Elemente, Natur	
KochGrunberg-1914-821-143	143	field	Feld	campo	212	FIELD	815	B. Elemente, Natur	
KochGrunberg-1914-821-144	144	path	Weg	caminho	2252	PATH	815	B. Elemente, Natur	
KochGrunberg-1914-821-145	145	mountain	Berg	montanha	639	MOUNTAIN	815	B. Elemente, Natur	
KochGrunberg-1914-821-146	146	forest	Wald	floresta	420	FOREST	815	B. Elemente, Natur	
KochGrunberg-1914-821-147	147	island	Insel	ilha	622	ISLAND	815	B. Elemente, Natur	
KochGrunberg-1914-821-148	148	beach	Strand	praia	3460	BEACH	815	B. Elemente, Natur	
KochGrunberg-1914-821-149	149	stone	Stein	pedra	857	STONE	815	B. Elemente, Natur	
KochGrunberg-1914-821-150	150	pumice	Bimsstein	pedra-pomes			815	B. Elemente, Natur	
KochGrunberg-1914-821-151	151	whiter clay	Weißer Ton	tabatinga (tipo de argila mais clara)			815	B. Elemente, Natur	
KochGrunberg-1914-821-152	152	yellow clay	Gelber Ton	argila amarelada			815	B. Elemente, Natur	
KochGrunberg-1914-821-153	153	hole	Loch	buraco	1667	HOLE	815	B. Elemente, Natur	
KochGrunberg-1914-821-154	154	grave	Grab	tumba	1773	GRAVE	815	B. Elemente, Natur	
KochGrunberg-1914-821-155	155	sea	Meer	mar	1474	SEA	815	B. Elemente, Natur	
KochGrunberg-1914-821-156	156	Rio Solimões	Rio Solimões	Rio Solimões			815	B. Elemente, Natur	
KochGrunberg-1914-821-157	157	Rio Japurá	Rio Yapurá	Rio Japurá			815	B. Elemente, Natur	
KochGrunberg-1914-821-158	158	Rio Apapóris	Rio Apaporis	Rio Apapóris			815	C. Haus, Gerät	
KochGrunberg-1914-821-159	159	town or village	Dorf, Heimat	cidade pequena ou vila	3609	TOWN OR VILLAGE	815	C. Haus, Gerät	
KochGrunberg-1914-821-160	160	home	Heimat	lar	2406	HOME	815	C. Haus, Gerät	
KochGrunberg-1914-821-161	161	your home	deine Heimat	seu lar			815	C. Haus, Gerät	
KochGrunberg-1914-821-162	162	house	Haus	casa	1252	HOUSE	815	C. Haus, Gerät	
KochGrunberg-1914-821-163	163	entrance	Eingang	entrada			815	C. Haus, Gerät	
KochGrunberg-1914-821-164	164	exit	Ausgang	saída			816	C. Haus, Gerät	
KochGrunberg-1914-821-165	165	trapdoor	Falltür	alçapão			816	C. Haus, Gerät	
KochGrunberg-1914-821-166	166	buttress posts	Strebepfosten	contraforte			816	C. Haus, Gerät	
KochGrunberg-1914-821-167	167	wall (of house)	Wand	parede	933	WALL (OF HOUSE)	816	C. Haus, Gerät	
KochGrunberg-1914-821-168	168	horizontal battens that hold the paxiúba battens of the wall together in the middle	Horizontallatten, die die Paxiúbalatten der Wand in der Mitte zusammenhalten	sarrafos horizontais que sustentam os sarrafos de paxiúba da parede juntos no meio			816	C. Haus, Gerät	
KochGrunberg-1914-821-169	169	beams that sit on the paxiúba battens on the wall and support the roof	Balken, die auf den Paxiúbalatten der Wand aufsitzen und das Dach tragen	barras que ficam em cima dos sarrafos de paxiúba na parede e sustentam o telhado			816	C. Haus, Gerät	
KochGrunberg-1914-821-170	170	sloping rafters	Schräge Dachsparren	caibros inclinados			816	C. Haus, Gerät	
KochGrunberg-1914-821-171	171	roof cladding made from leaves of the caraná palm tree	Dachbekleidung aus Blättern der Caraná Palme	revestimento do telhado feito de folhas de caraná			816	C. Haus, Gerät	
KochGrunberg-1914-821-172	172	horizontal barriers to which these caraná leaves are attached	Horizontalsperren, an denen diese Caraná Blätter befestigt sind	barreiras horizontais onde essas folhas de caraná são conectadas			816	C. Haus, Gerät	
KochGrunberg-1914-821-173	173	chimney	Rauchfang	chaminé	1305	CHIMNEY	816	C. Haus, Gerät	
KochGrunberg-1914-821-174	174	planting	Pflanzung	plantio			816	C. Haus, Gerät	
KochGrunberg-1914-821-175	175	torch	Fackel	tocha	1919	TORCH	816	C. Haus, Gerät	
KochGrunberg-1914-821-176	176	yeast	Hefen	levedura	967	YEAST	816	C. Haus, Gerät	
KochGrunberg-1914-821-177	177	storage place in forest (l. g .. mitasáua)	Lagerplatz in Walde (l. g.. mitasáua)	local para armazenar coisas na floresta			816	C. Haus, Gerät	
KochGrunberg-1914-821-178	178	scaffolding in the house to put things on or hang on	Gerüst im Haus, um Sachen darauf zu legen oder daran zu hängen	plataforma na casa para colocar ou pendurar coisas			816	C. Haus, Gerät	
KochGrunberg-1914-821-179	179	stool	Sitzschemel	banco	2058	STOOL	816	C. Haus, Gerät	
KochGrunberg-1914-821-180	180	curauá fiber	Curauáfasern	fibra de carauá			816	C. Haus, Gerät	
KochGrunberg-1914-821-181	181	hammock	Hängmatte	rede	2019	HAMMOCK	816	C. Haus, Gerät	
KochGrunberg-1914-821-182	182	cotton hammock	Hängematte aus Baumwolle	rede de algodão			816	C. Haus, Gerät	
KochGrunberg-1914-821-183	183	hammock ropes	Hängemattenstricke	corda da rede			816	C. Haus, Gerät	
KochGrunberg-1914-821-184	184	cotton	Baumwolle	algodão	1850	COTTON	816	C. Haus, Gerät	
KochGrunberg-1914-821-185	185	cloth	Tuch	tecido	1616	CLOTH	816	C. Haus, Gerät	
KochGrunberg-1914-821-186	186	carrying basket of women	Tragkorb der Weiber	cesto de carga para mulheres			816	C. Haus, Gerät	
KochGrunberg-1914-821-187	187	men's carrying basket to get coca leaves	Tragbkorb der Männer um Coca-Blätter zu holen	cesto de carga para homens coletarem folhas de coca			816	C. Haus, Gerät	
KochGrunberg-1914-821-188	188	hanging basket	Hangkörbchen	cesto para pendrar			816	C. Haus, Gerät	
KochGrunberg-1914-821-189	189	flat basket for manioc bread etc.	Flacher Korb für Mandiocafladen (Beijús) usw.	cesto plano para beiju etc.			816	C. Haus, Gerät	
KochGrunberg-1914-821-190	190	large flat fine manioc strainer	Großes, flaches, feines, Mandiocasieb	coador grande, plano e fino para mandioca			816	C. Haus, Gerät	
KochGrunberg-1914-821-191	191	large flat coarser manioc strainer	Großes, flaches, gröberes Mandiocasieb	coador grande, plano e rústico para mandioca			816	C. Haus, Gerät	
KochGrunberg-1914-821-192	192	flat coarser basket for storing fruits, bulbs etc.	Flacher, grober Korb zum Aufbewahren von Füchten, Knollen usw.	cesto plano e rústico para armezenar frutas, bulbos etc.			816	C. Haus, Gerät	
KochGrunberg-1914-821-193	193	deep basket for storing farinha (manioc flour)	Tiefer Korb zum Aufbewahren von Farinha (Mandiocamehl)	cesto fundo para armazenar farinha de mandioca			816	C. Haus, Gerät	
KochGrunberg-1914-821-194	194	cylinder made of tree bark for storing manioc dough	Zylinder aus Baumrinde zum Aufbewahren von Mandiocamasse	cilindro feito de casca de árvore para armezenar massa de mandioca			816	C. Haus, Gerät	
KochGrunberg-1914-821-195	195	small round very fine sieve to sieve coca powder	Kleines, runder, sehr feines Sieb, um Cocapulver zu sieben.	peneira pequena, redonda e bem fina para pó de coca			816	C. Haus, Gerät	
KochGrunberg-1914-821-196	196	mat for covering vessels	Matte zum Zudecken von Gefäßen	tapete para cobrir os recipientes			816	C. Haus, Gerät	
KochGrunberg-1914-821-197	197	braided tube (tipiti) for squeezing the manioc dough	Geflochtener Schlauch (tipiti) zum Auspressen der Mandiocamasse	tubo transado (tipiti) para espremer a massa da mandioca			816	C. Haus, Gerät	
KochGrunberg-1914-821-198	198	square men's tucum cord bag for small items	Viereckige Tasche der Männer aus Tucumschnüren für Kleinkram	saco quadrado  masculino de cordão de tucum para itens pequenos			816	C. Haus, Gerät	
KochGrunberg-1914-821-199	199	knitting frame to manufacture these bags	Strickrahmen z. Verfertigen dieser Taschen	moldura de tricô para fazer esses sacos			816	C. Haus, Gerät	
KochGrunberg-1914-821-200	200	fire fans	Feuerfächer	abano			816	C. Haus, Gerät	
KochGrunberg-1914-821-201	201	calabash	Kalabasse	cabaça	3918	CALABASH	816	C. Haus, Gerät	
KochGrunberg-1914-821-202	202	big calabash	große Kalabasse	cabaça grande			816	C. Haus, Gerät	
KochGrunberg-1914-821-203	203	small calabash for scooping	kleine Kalabasse zum Schöpfen	cabaça pequena para escavar			816	C. Haus, Gerät	
KochGrunberg-1914-821-204	204	cooking pot	Kochtopf	panela	3653	COOKING POT	817	C. Haus, Gerät	
KochGrunberg-1914-821-205	205	iron saucepan	Eiserner Kochtopf	panela de ferro			817	C. Haus, Gerät	
KochGrunberg-1914-821-206	206	large kashiri pot	Großer Kaschiritopf	jarro grande para caxiri			817	C. Haus, Gerät	
KochGrunberg-1914-821-207	207	deep bowl in which you can ferment the manioc	Tiefe Topfschale, in der man Mandiocamasse gären läßt	tigela funda para fermentar a mandioca			817	C. Haus, Gerät	
KochGrunberg-1914-821-208	208	large flatter saucepan for manicuéra (boiled manioc juice)	Große, flachere Topfschale für Manicuéra (abgekochten Mandiocasaft)	panela grande mais plana para manicuera			817	C. Haus, Gerät	
KochGrunberg-1914-821-209	209	clay vessel for the drink	Tongefäß für das Getränk	recipiente de argila para bebidas			817	C. Haus, Gerät	
KochGrunberg-1914-821-210	210	water pot with two handles	Wassertopf mit zwei Henkein	jarro de água com duas alças			817	C. Haus, Gerät	
KochGrunberg-1914-821-211	211	clay bowl	Tonschale	tigela de argila	2055	CLAY POT	817	C. Haus, Gerät	
KochGrunberg-1914-821-212	212	bowl for coca	Schale für Coca	tigela para coca			817	C. Haus, Gerät	
KochGrunberg-1914-821-213	213	clay bowl with leg as handle	Tonschale mit Fuß als Handgriff	tigela de argila com uma asa de pé			817	C. Haus, Gerät	
KochGrunberg-1914-821-214	214	clay	Töpferton	argila	1399	CLAY	817	C. Haus, Gerät	
KochGrunberg-1914-821-215	215	hourglass-shaped frame made of sticks for vessels	Sanduhrförmiges Gestell aus Stäbchen für Gefäße	moldura com formato de ampulheta feita de gravetos para recipientes			817	C. Haus, Gerät	
KochGrunberg-1914-821-216	216	mortar	Mörser	pilão	224	MORTAR	817	C. Haus, Gerät	
KochGrunberg-1914-821-217	217	pestle	Stössel	socador (do pilão)	225	PESTLE	817	C. Haus, Gerät	
KochGrunberg-1914-821-218	218	stove top	Herdplatte	chapa, forno para beiju			817	C. Haus, Gerät	
KochGrunberg-1914-821-219	219	earthenware	Tönerne	louça de barro			817	C. Haus, Gerät	
KochGrunberg-1914-821-220	220	gridiron	Bratrost	grelha			817	C. Haus, Gerät	
KochGrunberg-1914-821-221	221	manioc grater	Mandiocareibebrett	ralador de mandioca, ralo de mandioca			817	C. Haus, Gerät	
KochGrunberg-1914-821-222	222	wooden cylinder in which coca is tapped	Holzzylinder, in dem Coca geklopft wird	cilindro de madeira onde a coca é macerada			817	C. Haus, Gerät	
KochGrunberg-1914-821-223	223	coca hammer	Cocaklopfer	martelo para coca			817	C. Haus, Gerät	
KochGrunberg-1914-821-224	224	raffia bags for coca	Bastsäckchen für Coca	sacos de ráfia para coca			817	C. Haus, Gerät	
KochGrunberg-1914-821-225	225	hollow bird bones for sucking coca	Hohler Vogelknochen, um Coca zu saugen	ossos ocos de ave para sugar coca			817	C. Haus, Gerät	
KochGrunberg-1914-821-226	226	calabash with lid as a coca container	Kalabasse mit Deckel als Cocabehälter	cabaça com tampa para ser um conteiner de coca			817	C. Haus, Gerät	
KochGrunberg-1914-821-227	227	wooden lid for this calabash	Holzdeckel zu dieser Kalabasse	tampa de madeira para essa cabaça			817	C. Haus, Gerät	
KochGrunberg-1914-821-228	228	bone spoon used to take coca	Knochenlöffel, mit dem Coca genommen wird	colher de osso para pegar coca			817	C. Haus, Gerät	
KochGrunberg-1914-821-229	229	axe	Beil	machado	677	AXE	817	C. Haus, Gerät	
KochGrunberg-1914-821-230	230	stone axe	Steinbeil	machado de pedra			817	C. Haus, Gerät	
KochGrunberg-1914-821-231	231	knife	Messer	faca	1352	KNIFE	817	C. Haus, Gerät	
KochGrunberg-1914-821-232	232	forest knife	Waldmesser	faca de sobrevivência			817	C. Haus, Gerät	
KochGrunberg-1914-821-233	233	canoe	Einbaum	canoa	1970	CANOE	817	C. Haus, Gerät	
KochGrunberg-1914-821-234	234	rudder	Ruder	leme	108	RUDDER	817	C. Haus, Gerät	
KochGrunberg-1914-821-235	235	grid on the boat for protection against backflow	Lattengitter im Boot Schutzgegen das Kielwasser	grade de rede no barco para proteção contra o refluxo			817	C. Haus, Gerät	
KochGrunberg-1914-821-236	236	sun canopy (tolda) over the boat	Sonnendach (tolda) über dem Boot	tolda do barco			817	C. Haus, Gerät	
KochGrunberg-1914-821-237	237	bow	Bogen	arco	994	BOW	817	C. Haus, Gerät	
