ID	NUMBER	SPANISH	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Lastra-1986-381-64	64	pus	pus	1808	PUS
Lastra-1986-381-65	65	lagaña	lagaña		
Lastra-1986-381-66	66	caspa	dandruff	576	DANDRUFF
Lastra-1986-381-67	67	sarna	scabies	3172	SCABIES
Lastra-1986-381-68	68	viruela	smallpox	1054	SMALLPOX
Lastra-1986-381-69	69	su cuerno	his horn		
Lastra-1986-381-70	70	pico (de un pájaro)	beak (of a bird)	73	BEAK
Lastra-1986-381-71	71	ala	wing	1257	WING
Lastra-1986-381-72	72	pluma	feather	1201	FEATHER
Lastra-1986-381-73	73	molleja	gizzard		
Lastra-1986-381-74	74	huevo	egg	744	EGG
Lastra-1986-381-75	75	mujer	women	962	WOMAN
Lastra-1986-381-76	76	mi esposa	my wife		
Lastra-1986-381-77	77	hombre	man	1554	MAN
Lastra-1986-381-78	78	marido	husband	1200	HUSBAND
Lastra-1986-381-79	79	papá	dad	1217	FATHER
Lastra-1986-381-80	80	mamá	mother	1216	MOTHER
Lastra-1986-381-81	81	mi hijo	my son		
Lastra-1986-381-82	82	huérfano	orphan	1149	ORPHAN
Lastra-1986-381-83	83	entenado (o hijastro)	stepson	1059	STEPSON
Lastra-1986-381-84	84	padrastro	stepfather	237	STEPFATHER
Lastra-1986-381-85	85	madrastra	stepmother	236	STEPMOTHER
Lastra-1986-381-86	86	curandero	medicine man	394	SHAMAN (FOLK HEALER)
Lastra-1986-381-87	87	brujo	sorcerer	2137	MAGICIAN
Lastra-1986-381-88	88	animal (ver si hay differencia entre animal pequeño o grande, doméstico o salvaje)	Animal (see if there is differented between small or large, domestic or wild animal)	619	ANIMAL
Lastra-1986-381-89	89	guajolote (si además distiguen por tamaño y sexo, anotar enfrente)	Guajolote (if they also distribute by size and sex, write down in front)	2386	TURKEY
Lastra-1986-381-90	90	gallina	hen	1514	HEN
Lastra-1986-381-91	91	gavilán	hawk	307	HAWK
Lastra-1986-381-92	92	zopilote	buzzard	1865	BUZZARD
Lastra-1986-381-93	93	tecolotes	Tecolotes	735	OWL
Lastra-1986-381-94	94	pájaro carpintero (o cherreque)	woodpecker	2447	WOODPECKER
Lastra-1986-381-95	95	iguana	Iguana	1578	IGUANA
Lastra-1986-381-96	96	lagartija	lizard	632	LIZARD
Lastra-1986-381-97	97	conejos	rabbits		
Lastra-1986-381-98	98	venados	deers		
Lastra-1986-381-99	99	cerdo	pig	1337	PIG
Lastra-1986-381-100	100	mi borrego	My sheep		
Lastra-1986-381-101	101	armadillo	armadillo	1885	ARMADILLO
Lastra-1986-381-102	102	ardilla	squirrel	1628	SQUIRREL
Lastra-1986-381-103	103	mapache	raccoon	828	RACCOON
Lastra-1986-381-104	104	tlacuache	opossum	309	OPOSSUM
Lastra-1986-381-105	105	zorillo	skunk	3888	SKUNK
Lastra-1986-381-106	106	muerciélago	bat	1793	BAT
Lastra-1986-381-107	107	mariposa	butterfly	1791	BUTTERFLY
Lastra-1986-381-108	108	pescado	fish	227	FISH
Lastra-1986-381-109	109	ratón	mouse	1491	MOUSE
Lastra-1986-381-110	110	rata	rat	1490	RAT
Lastra-1986-381-111	111	perro	dog	2009	DOG
Lastra-1986-381-112	112	mi perro	my dog		
Lastra-1986-381-113	113	rana	frog	503	FROG
Lastra-1986-381-114	114	sapo	toad	894	TOAD
Lastra-1986-381-115	115	caracol	snail	1543	SNAIL
Lastra-1986-381-116	116	gusano	worm	1219	WORM
Lastra-1986-381-117	117	alacrán	scorpion	1538	SCORPION
Lastra-1986-381-118	118	garrapata	tick	1527	TICK
Lastra-1986-381-119	119	liendre	nit	267	NIT
Lastra-1986-381-120	120	piojo (diferenciar del piojo blanco)	louse (differentiate from white louse)	1392	LOUSE
Lastra-1986-381-121	121	pulga	flea	232	FLEA
Lastra-1986-381-122	122	pulgas	fleas		
Lastra-1986-381-123	123	cucaracha	cockroach	1575	COCKROACH
Lastra-1986-381-124	124	hormiga negra	black garden ant		
Lastra-1986-381-125	125	hromiga arriera	atta ant		
Lastra-1986-381-126	126	hormiguero	anthill	1873	ANTHILL
Lastra-1986-381-127	127	telaraña	spiderweb	1065	SPIDER WEB
Lastra-1986-381-128	128	semilla (de calabaza)	seed (from pumpkin)		
Lastra-1986-381-129	129	corteza	bark	1204	BARK
Lastra-1986-381-130	130	raíz	root	670	ROOT
Lastra-1986-381-131	131	árbol	tree	906	TREE
Lastra-1986-381-132	132	hoja de (árbol)	tree leaf	628	LEAF
Lastra-1986-381-133	133	horqueta	pitchfork	337	PITCHFORK
Lastra-1986-381-134	134	nopal	prickly pear		
Lastra-1986-381-135	135	plátano (especificar la clase)	banana (specify the class)	868	BANANA
Lastra-1986-381-136	136	guayaba	guava	3981	GUAVA
Lastra-1986-381-137	137	guayabas	Guayabas		
Lastra-1986-381-138	138	frijol	bean	832	BEAN
Lastra-1986-381-139	139	chayote	chayote		
Lastra-1986-381-140	140	maguey	agave		
Lastra-1986-381-141	141	ixtle	tampico fiber		
Lastra-1986-381-142	142	grano de maíz	grain of corn		
Lastra-1986-381-143	143	planta de maíz	Corn plant	506	MAIZE
Lastra-1986-381-144	144	hoja de maíz (de la planta)	corn leaf		
Lastra-1986-381-145	145	su olote (de ellos)	his olote (of them)		
Lastra-1986-381-146	146	hoja de elote	corn leaf		
Lastra-1986-381-147	147	cabello de elote	corn silk		
Lastra-1986-381-148	148	olote	corncob		
Lastra-1986-381-149	149	ocote	montezuma pine		
Lastra-1986-381-150	150	zacate	zacate (lawn)		
Lastra-1986-381-151	151	basura	trash	909	GARBAGE
Lastra-1986-381-152	152	comida	food	256	FOOD
Lastra-1986-381-153	153	mi itacate	food provision		
Lastra-1986-381-154	154	pinole	pinole		
Lastra-1986-381-155	155	mi pulque (si usan la palabra puluque, preguntar 'aguamiel')	My pulque (if they use the word puluque, ask 'Aguamiel')		
Lastra-1986-381-156	156	miel de abeja	honey	942	HONEY
Lastra-1986-381-157	157	grasa (la 'gordura' del animal)	fat (the 'fatness' of the animal)	1282	FAT (FROM ANIMALS)
Lastra-1986-381-158	158	masa	dough	273	DOUGH
Lastra-1986-381-159	159	tortilla	tortilla		
Lastra-1986-381-160	160	mi tortilla	My tortilla		
Lastra-1986-381-161	161	olla (averiguar si hay más de una clase y en qué se diferencían)	pot (find out if there is more than one class and how they differentiated)	1462	POT
Lastra-1986-381-162	162	jarro	pitcher	270	JUG
Lastra-1986-381-163	163	molcajete	Molcajete		
Lastra-1986-381-164	164	mano de metate	mexican jumping pitviper		
Lastra-1986-381-165	165	mi metate	My metate		
Lastra-1986-381-166	166	mi petate	my bedroll		
Lastra-1986-381-167	167	batea (la que se usa para la masa)	batea (the one used for dough)		
Lastra-1986-381-168	168	escoba	broom	245	BROOM
Lastra-1986-381-169	169	cuna	cradle	2946	CRADLE
Lastra-1986-381-170	170	chapopote	petroleum seep		
Lastra-1986-381-171	171	máscara	mask	2005	MASK
Lastra-1986-381-172	172	sonaja	jingle (instrument)		
Lastra-1986-381-173	173	ropa (cualquiera que sea la forma obtenida preguntar si hay otra(s))	Clothing (whatever the manner obtained ask if there is another (s))	1895	CLOTHES
Lastra-1986-381-174	174	pañal	honeycomb	3947	HONEYCOMB
Lastra-1986-381-175	175	naguas	naguas		
Lastra-1986-381-176	176	sus naguas	His naguas		
Lastra-1986-381-177	177	gorro (de niño)	hat (from a child)		
Lastra-1986-381-178	178	cobija	blanket	806	BLANKET
Lastra-1986-381-179	179	mi cobija	My blanket		
Lastra-1986-381-180	180	mecapal	mecapal		
Lastra-1986-381-181	181	mi peine	My comb		
Lastra-1986-381-182	182	arete	earring	770	EARRING
Lastra-1986-381-183	183	mi collar	my necklace		
Lastra-1986-381-184	184	casa	house	1252	HOUSE
Lastra-1986-381-185	185	mis casas	my houses		
Lastra-1986-381-186	186	pared (de una casa)	wall (of a house)	933	WALL (OF HOUSE)
Lastra-1986-381-187	187	techo	ceiling	769	ROOF
Lastra-1986-381-188	188	troje	troje		
Lastra-1986-381-189	189	camino	path	2252	PATH
Lastra-1986-381-190	190	nuestro camino	our way		
Lastra-1986-381-191	191	lindero	boundary	1010	BOUNDARY
Lastra-1986-381-192	192	cueva	cave	1155	CAVE
Lastra-1986-381-193	193	hoyo	hole	1667	HOLE
Lastra-1986-381-194	194	nido	nest	539	NEST
Lastra-1986-381-195	195	sepulcro	tomb	1773	GRAVE
Lastra-1986-381-196	196	rojo	red	156	RED
Lastra-1986-381-197	197	negro	black	163	BLACK
Lastra-1986-381-198	198	blanco	white	1335	WHITE
Lastra-1986-381-199	199	chico	boy	1366	BOY
Lastra-1986-381-200	200	chaparro	short	2484	SMALL (NOT TALL)
Lastra-1986-381-201	201	alto (una persona)	High (a person)	3346	TALL (PERSON)
Lastra-1986-381-202	202	llano (un terreno)	plain (land)	652	PLAIN
Lastra-1986-381-203	203	puntiagudo (un palo)	pointed (a stick)	372	POINTED
Lastra-1986-381-204	204	filoso	Filoso	1396	SHARP
Lastra-1986-381-205	205	redondo (cualquier palabra que se obtenga preguntar si hay otra)	round (any word that is obtained by asking if there is another)	1395	ROUND
Lastra-1986-381-206	206	vacío (una botella)	empty	1624	EMPTY
Lastra-1986-381-207	207	frío (agua)	Cold (water)		
Lastra-1986-381-208	208	caliente (agua)	hot (water)		
Lastra-1986-381-209	209	espeso (el atole)	thick (the atole)		
Lastra-1986-381-210	210	aguado (el atole)	watery (the atole)		
Lastra-1986-381-211	211	bueno (persona)	good (person)		
Lastra-1986-381-212	212	bueno (sabor)	good (flavour)		
Lastra-1986-381-213	213	borracho (winti, tlawanki: cualquiera que den, preguntar la otra)	Drunk (Winti, Tlawanki: Anyone to ask, ask the other)	1463	DRUNK
Lastra-1986-381-214	214	jorobado	hunchback	99	HUNCHBACK
Lastra-1986-381-215	215	sordo	deaf	996	DEAF
Lastra-1986-381-216	216	cansado	tired	1757	TIRED
Lastra-1986-381-217	217	mano izquierda	left hand	2182	LEFT HAND
Lastra-1986-381-218	218	sucia (la ropa)	Dirty (clothes)		
Lastra-1986-381-219	219	nuevo	new	1231	NEW
Lastra-1986-381-220	220	rápido	fast	1631	FAST
Lastra-1986-381-221	221	crudo (carne)	raw (meat)	1959	RAW
Lastra-1986-381-222	222	triste	sad	699	SAD
Lastra-1986-381-223	223	cosquilloso	ticklish		
Lastra-1986-381-224	224	débil (una persona)	weak (a person)		
Lastra-1986-381-225	225	débil (una pared, un lazo)	weak (a wall, a bond)		
Lastra-1986-381-226	226	delgado (una tabla)	thin (a table)	2249	THIN (OF SHAPE OF OBJECT)
Lastra-1986-381-227	227	grueso (una tabla)	thick (a table)	1244	THICK
Lastra-1986-381-228	228	duro	hard	1884	HARD
Lastra-1986-381-229	229	derecho (un camino)	straight (a path)	1404	STRAIGHT
Lastra-1986-381-230	230	acostado	lying down	1411	LIE (REST)
Lastra-1986-381-231	231	sentado	sitting	1416	SIT
Lastra-1986-381-232	232	parado	stand	1442	STAND
Lastra-1986-381-233	233	boca abajo	face down		
Lastra-1986-381-234	234	éste	this	1214	THIS
Lastra-1986-381-235	235	ése	that	78	THAT
Lastra-1986-381-236	236	aquél	that	78	THAT
Lastra-1986-381-237	237	así	So		
Lastra-1986-381-238	238	aquí	here	136	HERE
Lastra-1986-381-239	239	cerca	near	1942	NEAR
Lastra-1986-381-240	240	hoyo	hole	1667	HOLE
Lastra-1986-381-241	241	pasado mañana	day after tomorrow	1179	DAY AFTER TOMORROW
Lastra-1986-381-242	242	antier	the day before yesterday	1180	DAY BEFORE YESTERDAY
Lastra-1986-381-243	243	temprano ('en la mañana temprano')	Early ('early morning')		
Lastra-1986-381-244	244	temprano ('que todavía hay mucho tiempo')	Early ('There's a lot of time')	672	EARLY
Lastra-1986-381-245	245	tarde ('en la tarde')	afternoon ('in the afternoon')	1807	AFTERNOON
Lastra-1986-381-246	246	tarde ('que ya no hay tiempo suficiente')	afternoon ('that there is no enough time')	477	LATE
Lastra-1986-381-247	247	mucho (trabaja mucho)	Much (work hard)	3452	MUCH
Lastra-1986-381-248	248	muchos (hombres)	many men)	1198	MANY
Lastra-1986-381-249	249	todo (quiero todo)	Everything (I want everything)	98	ALL
Lastra-1986-381-250	250	todos (todos los hombres)	All (all men)	98	ALL
Lastra-1986-381-251	251	¿qué?	that?	1236	WHAT
Lastra-1986-381-252	252	¿quién?	who?	1235	WHO
Lastra-1986-381-253	253	¿por qué?	why?	1270	WHY
Lastra-1986-381-254	254	¿cuántos?	how many?	822	HOW MANY
Lastra-1986-381-255	255	(preguntar cuál es el saludo)	(Ask what is the greeting)		
Lastra-1986-381-256	256	¡buenos días!	good morning!		
Lastra-1986-381-257	257	¡buenas tardes!	Good afternoon!		
Lastra-1986-381-258	258	yo	I	1209	I
Lastra-1986-381-259	259	tú	you (informal)	1215	THOU
Lastra-1986-381-260	260	usted	you (formal)	2844	YOU (FORMAL ADDRESS)
Lastra-1986-381-261	261	nosotros	we	1212	WE
Lastra-1986-381-262	262	ustedes	you	1213	YOU
Lastra-1986-381-263	263	él	he	1211	HE
Lastra-1986-381-264	264	ellos	they	817	THEY
Lastra-1986-381-265	265	¡bebe! (preguntar si hay diferencia entre beber agua y beber licor)	baby! (Ask if there is a difference between drinking water and drinking liquor)		
Lastra-1986-381-266	266	estoy comiendo	I'm eating		
Lastra-1986-381-267	267	estamos comiendo	we are eating		
Lastra-1986-381-268	268	están comiendo (ellos)	They are eating (them)		
Lastra-1986-381-269	269	comió	he ate		
Lastra-1986-381-270	270	comieron	They ate		
Lastra-1986-381-271	271	tengo sed	I'm thirsty		
Lastra-1986-381-272	272	tengo hambre	I'm hungry		
Lastra-1986-381-273	273	me mordió (un perro)	it bite me (a dog)		
Lastra-1986-381-274	274	nos mordió (un perro)	it bite us (a dog)		
Lastra-1986-381-275	275	olió (= olfatear)	it smelled		
Lastra-1986-381-276	276	olieron	They smelled		
Lastra-1986-381-277	277	vomitó	it threw up		
Lastra-1986-381-278	278	se mareó ( = borracho)	it became dizzy (=drunk)		
Lastra-1986-381-279	279	tengo frío	I'm cold		
Lastra-1986-381-280	280	hace frío	it's cold		
Lastra-1986-381-281	281	gruñe (la barriga)	it growls (the belly)		
Lastra-1986-381-282	282	¡habla!	speak!	1623	SPEAK
Lastra-1986-381-283	283	¿qué dijo?	what did he say?		
Lastra-1986-381-284	284	respondió	it answered		
Lastra-1986-381-285	285	le platicó de...	He told him about ...		
Lastra-1986-381-286	286	cuenta (números)	it counts (numbers)		
Lastra-1986-381-287	287	contó (números)	it counted (numbers)		
Lastra-1986-381-288	288	contaron (números)	they counted (numbers)		
Lastra-1986-381-289	289	ladraron	they barked		
Lastra-1986-381-290	290	no me regañes	do not scold me		
Lastra-1986-381-291	291	nos regañó	He scolded us		
Lastra-1986-381-292	292	se enojaron	they got mad		
Lastra-1986-381-293	293	lloró	it cried		
Lastra-1986-381-294	294	lloramos (perfecto)	We have cried		
Lastra-1986-381-295	295	¿lloraron (ustedes)?	Did you cry?		
Lastra-1986-381-296	296	lloran (ellos)	They cry		
Lastra-1986-381-297	297	no te quejes	do not complain		
Lastra-1986-381-298	298	(ustedes) tienen miedo	(You) are afraid		
Lastra-1986-381-299	299	trabajé	I worked		
Lastra-1986-381-300	300	tekitika / tekipanoka (preguntese la forma según la dada en 299)	Tekitika / Tekipanoka (Ask the form according to the one given in 299)		
Lastra-1986-381-301	301	¡tuéstalo!	roast it!	1962	ROAST (SOMETHING)
Lastra-1986-381-302	302	no lo molieron (ustedes)	you didn't grind it		
Lastra-1986-381-303	303	lo desgrané	I threshed it		
Lastra-1986-381-304	304	lo desgranaron (ellos)	They threshed it		
Lastra-1986-381-305	305	la pelé (una fruta)	I peeled it (a fruit)		
Lastra-1986-381-306	306	lo batí (con una cuchara)	I beat it (with a spoon)		
Lastra-1986-381-307	307	la vacié (una botella)	I empty it (a bottle)		
Lastra-1986-381-308	308	lo compré	I bought it		
Lastra-1986-381-309	309	lo compraron (ellos)	They bought it		
Lastra-1986-381-310	310	tlakoato ´	tlakoato ´		
Lastra-1986-381-311	311	tlakoati	Tlakoati		
Lastra-1986-381-312	312	tlakoako	Tlakoako		
Lastra-1986-381-313	313	tlakoaki	Tlakoaki		
Lastra-1986-381-314	314	tlakoasti	Tlakoasti		
Lastra-1986-381-315	315	ontlakoa	Ontlakoa		
Lastra-1986-381-316	316	waltlakoa	Waltlakoa		
Lastra-1986-381-317	317	se lo di (a uds,)	I gave it (to you 2.PL)		
Lastra-1986-381-318	318	te lo di	I gave it to you		
Lastra-1986-381-319	319	nos lo dio	He gave it to us		
Lastra-1986-381-320	320	nos lo dieron (ellos)	They gave it to us		
Lastra-1986-381-321	321	me lo dieron (ellos)	They gave it to me		
Lastra-1986-381-322	322	gana (dinero)	he earns (money)		
Lastra-1986-381-323	323	lo dejé	I left it		
Lastra-1986-381-324	324	lo dejaron	they left it		
Lastra-1986-381-325	325	terminé (un trabajo)	I finished (a job)		
Lastra-1986-381-326	326	terminaron (ellos)	they finished		
Lastra-1986-381-327	327	me desnudé	I undressed		
Lastra-1986-381-328	328	me vestí	I dressed		
Lastra-1986-381-329	329	me peiné	I combed		
Lastra-1986-381-330	330	¡siéntate!	Sit down!		
Lastra-1986-381-331	331	¡levántate!	Get up!		
Lastra-1986-381-332	332	¡párate!	stand up!		
Lastra-1986-381-333	333	está caminando	He is walking		
Lastra-1986-381-334	334	está nadando	He is swimming		
Lastra-1986-381-335	335	voló	it flew		
Lastra-1986-381-336	336	volaron	They flew		
Lastra-1986-381-337	337	¡súbete! (a la mesa)	get on! (to the table)		
Lastra-1986-381-338	338	¡súbelo! (a un niño a la mesa)	get it on! (a kid to the table)		
Lastra-1986-381-339	339	bajé (de un cerro)	I went down (from a hill)		
Lastra-1986-381-340	340	¡brinca! (por encima de un cerco)	jump! (above the fence)		
Lastra-1986-381-341	341	llega (mañana)	it arrives (tomorrow)		
Lastra-1986-381-342	342	resbaló	it slipped		
Lastra-1986-381-343	343	parió (un animal)	it gave birth (an animal)		
Lastra-1986-381-344	344	murió	it died		
Lastra-1986-381-345	345	los mataron	They killed them		
Lastra-1986-381-346	346	lo pateó (un caballo)	He kicked him (a horse)		
Lastra-1986-381-347	347	me rasguñó (un gato)	it scratched me (a cat)		
Lastra-1986-381-348	348	me picó (una pulga)	it stung me		
Lastra-1986-381-349	349	parpadeó	it blinked		
Lastra-1986-381-350	350	se abrazaron	they hugged		
Lastra-1986-381-351	351	los agarré	I grabbed them		
Lastra-1986-381-352	352	lo arrastró	ir dragged him		
Lastra-1986-381-353	353	lo lleverán a cuestas (un costal)	They will take it up (a sack)		
Lastra-1986-381-354	354	lo enrollé (un petate)	I rolled it (a duffel)		
Lastra-1986-381-355	355	amontoné (piedras)	I stacked (stones)		
Lastra-1986-381-356	356	lo desbaraté (un montón de algo)	I broked it (a lot of something)		
Lastra-1986-381-357	357	lo cerré	I closed it		
Lastra-1986-381-358	358	lo cerraron	They closed it		
Lastra-1986-381-359	359	lo golpeé (a una persona)	I hit him (a person)		
Lastra-1986-381-360	360	golpeará (en una puerta)	it will knock (at a door)		
Lastra-1986-381-361	361	lo está meciendo (a un niño)	it is rocking him  (a child)		
Lastra-1986-381-362	362	lo está sacudiendo (un trapo)	is shaking it (a rag)		
Lastra-1986-381-363	363	lo apedrea	he stones him		
Lastra-1986-381-364	364	lo ahorcaron	They hanged him		
Lastra-1986-381-365	365	se espinó (las manos)	he thorned his hands		
Lastra-1986-381-366	366	lo aventó	He threw it		
Lastra-1986-381-367	367	está ardiendo (la lumbre)	it is burning (the light)		
Lastra-1986-381-368	368	está hirviendo	It is boiling		
Lastra-1986-381-369	369	se está asando (carne)	it is roasting (meat)		
Lastra-1986-381-370	370	lo enchiló	He added chile to it		
Lastra-1986-381-371	371	lo endulcé (el café)	I sweetened it (the coffee)		
Lastra-1986-381-372	372	se pudrío (una fruta)	it rotted (a fruit)		
Lastra-1986-381-373	373	se fermentó (el pulque)	it fermented (the pulque)		
Lastra-1986-381-374	374	se pondrán amarillas (unas plantatas)	they will turn yellow (some plants)		
Lastra-1986-381-375	375	tronó (un cohete)	it thundered (a rocket)		
Lastra-1986-381-376	376	creció (una persona)	he grew (a person)		
Lastra-1986-381-377	377	brotó (una planta)	it sprouted (a plant)		
Lastra-1986-381-378	378	brilla (un metal al darle el sol)	shines (a metal when the sun gives it)		
Lastra-1986-381-379	379	se derritió	it melted		
Lastra-1986-381-380	380	va a encogerse (ropa)	It will shrink (clothes)		
Lastra-1986-381-381	381	lo mojé	I wet it		
