ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	URL	ENGLISH	FRENCH
TeilDautrey-2008-430-100	100	1839	CRY	https://abvd.shh.mpg.de/bantu/word.php?v=100	cry, wail	pleurer
TeilDautrey-2008-430-101	101	1541	CULTIVATE	https://abvd.shh.mpg.de/bantu/word.php?v=101	cultivate	cultiver
TeilDautrey-2008-430-102	102	1432	CUT	https://abvd.shh.mpg.de/bantu/word.php?v=102	cut	couper
TeilDautrey-2008-430-103	103	1879	DANCE	https://abvd.shh.mpg.de/bantu/word.php?v=103	dance	danser
TeilDautrey-2008-430-104	104	1225	DAY (NOT NIGHT)	https://abvd.shh.mpg.de/bantu/word.php?v=104	day	jour
TeilDautrey-2008-430-105	105	1225	DAY (NOT NIGHT)	https://abvd.shh.mpg.de/bantu/word.php?v=105	daytime	journée
TeilDautrey-2008-430-106	106	676	SHIT (DEFECATE)	https://abvd.shh.mpg.de/bantu/word.php?v=106	defecate	déféquer, faire caca
TeilDautrey-2008-430-107	107	681	DESTROY	https://abvd.shh.mpg.de/bantu/word.php?v=107	destroy	détruire, démolir
TeilDautrey-2008-430-108	108	1494	DIE	https://abvd.shh.mpg.de/bantu/word.php?v=108	die	mourir
TeilDautrey-2008-430-109	109	1418	DIG	https://abvd.shh.mpg.de/bantu/word.php?v=109	dig	creuser
TeilDautrey-2008-430-110	110	1184	DIMINISH	https://abvd.shh.mpg.de/bantu/word.php?v=110	diminish, grow less	diminuer
TeilDautrey-2008-430-111	111	1119	DIVIDE	https://abvd.shh.mpg.de/bantu/word.php?v=111	divide	partager
TeilDautrey-2008-430-112	112	2009	DOG	https://abvd.shh.mpg.de/bantu/word.php?v=112	dog	chien
TeilDautrey-2008-430-113	113	1862	DONKEY	https://abvd.shh.mpg.de/bantu/word.php?v=113	donkey	âne
TeilDautrey-2008-430-114	114	1567	DOOR	https://abvd.shh.mpg.de/bantu/word.php?v=114	door	porte
TeilDautrey-2008-430-115	115	1911	DRAW (WATER)	https://abvd.shh.mpg.de/bantu/word.php?v=115	draw water	puiser
TeilDautrey-2008-430-116	116	1920	DREAM (SOMETHING)	https://abvd.shh.mpg.de/bantu/word.php?v=116	dream	rêver
TeilDautrey-2008-430-117	117	1401	DRINK	https://abvd.shh.mpg.de/bantu/word.php?v=117	drink	boire
TeilDautrey-2008-430-118	118	1016	DRIZZLE	https://abvd.shh.mpg.de/bantu/word.php?v=118	drizzle	bruine
TeilDautrey-2008-430-119	119	908	DRUM	https://abvd.shh.mpg.de/bantu/word.php?v=119	drum	tambour
TeilDautrey-2008-430-120	120	2	DUST	https://abvd.shh.mpg.de/bantu/word.php?v=120	dust	poussière
TeilDautrey-2008-430-121	121	363	DWELL (LIVE, RESIDE)	https://abvd.shh.mpg.de/bantu/word.php?v=121	dwell	habiter
TeilDautrey-2008-430-122	122	1247	EAR	https://abvd.shh.mpg.de/bantu/word.php?v=122	ear	oreille
TeilDautrey-2008-430-123	123	1336	EAT	https://abvd.shh.mpg.de/bantu/word.php?v=123	eat	manger
TeilDautrey-2008-430-124	124	744	EGG	https://abvd.shh.mpg.de/bantu/word.php?v=124	egg	oeuf
TeilDautrey-2008-430-125	125	1705	EIGHT	https://abvd.shh.mpg.de/bantu/word.php?v=125	eight	huit
TeilDautrey-2008-430-126	126	981	ELBOW	https://abvd.shh.mpg.de/bantu/word.php?v=126	elbow	coude
TeilDautrey-2008-430-127	127	1290	ELEPHANT	https://abvd.shh.mpg.de/bantu/word.php?v=127	elephant	éléphant
TeilDautrey-2008-430-128	128	47	EXCRETA	https://abvd.shh.mpg.de/bantu/word.php?v=128	excreta	excréments, caca
TeilDautrey-2008-430-129	129	127	EXTINGUISH	https://abvd.shh.mpg.de/bantu/word.php?v=129	extinguish	éteindre
TeilDautrey-2008-430-130	130	1248	EYE	https://abvd.shh.mpg.de/bantu/word.php?v=130	eye	oeil
TeilDautrey-2008-430-131	131	1173	EYEBROW	https://abvd.shh.mpg.de/bantu/word.php?v=131	eyebrow	sourcil
TeilDautrey-2008-430-132	132	1540	EYELASH	https://abvd.shh.mpg.de/bantu/word.php?v=132	eyelash	cil
TeilDautrey-2008-430-133	133	1560	FACE	https://abvd.shh.mpg.de/bantu/word.php?v=133	face	visage
TeilDautrey-2008-430-134	134	1280	FALL	https://abvd.shh.mpg.de/bantu/word.php?v=134	fall	tomber
TeilDautrey-2008-430-135	135	1406	FAR	https://abvd.shh.mpg.de/bantu/word.php?v=135	far	loin
TeilDautrey-2008-430-136	136	2551	ORGANIC FAT OR OIL	https://abvd.shh.mpg.de/bantu/word.php?v=136	fat, oil	graisse, huile
TeilDautrey-2008-430-137	137	1279	FAT (OBESE)	https://abvd.shh.mpg.de/bantu/word.php?v=137	fat, thick	épais
TeilDautrey-2008-430-138	138	1419	FEAR (BE AFRAID)	https://abvd.shh.mpg.de/bantu/word.php?v=138	fear	peur
TeilDautrey-2008-430-139	139	1201	FEATHER	https://abvd.shh.mpg.de/bantu/word.php?v=139	feather	plume
TeilDautrey-2008-430-140	140	1242	FEW	https://abvd.shh.mpg.de/bantu/word.php?v=140	few	peu
TeilDautrey-2008-430-141	141	212	FIELD	https://abvd.shh.mpg.de/bantu/word.php?v=141	field	champ
TeilDautrey-2008-430-142	142	1396	SHARP	https://abvd.shh.mpg.de/bantu/word.php?v=142	fierce, sharp	féroce, acéré
TeilDautrey-2008-430-143	143	1423	FIGHT	https://abvd.shh.mpg.de/bantu/word.php?v=143	fight	combattre
TeilDautrey-2008-430-144	144	1303	FINGER	https://abvd.shh.mpg.de/bantu/word.php?v=144	finger	doigt
TeilDautrey-2008-430-145	145	1258	FINGERNAIL	https://abvd.shh.mpg.de/bantu/word.php?v=145	fingernail	ongle
TeilDautrey-2008-430-146	146	221	FIRE	https://abvd.shh.mpg.de/bantu/word.php?v=146	fire	feu
TeilDautrey-2008-430-147	147	185	FIREPLACE	https://abvd.shh.mpg.de/bantu/word.php?v=147	fireplace, hearth	foyer, âtre
TeilDautrey-2008-430-148	148	10	FIREWOOD	https://abvd.shh.mpg.de/bantu/word.php?v=148	firewood	bois à brûler
TeilDautrey-2008-430-149	149	227	FISH	https://abvd.shh.mpg.de/bantu/word.php?v=149	fish	poisson
TeilDautrey-2008-430-150	150	1473	FIST	https://abvd.shh.mpg.de/bantu/word.php?v=150	fist	poing
TeilDautrey-2008-430-151	151	493	FIVE	https://abvd.shh.mpg.de/bantu/word.php?v=151	five	cinq
TeilDautrey-2008-430-152	152	239	FLOWER	https://abvd.shh.mpg.de/bantu/word.php?v=152	flower	fleur
TeilDautrey-2008-430-153	153	1504	FLY (INSECT)	https://abvd.shh.mpg.de/bantu/word.php?v=153	fly	mouche
TeilDautrey-2008-430-154	154	1441	FLY (MOVE THROUGH AIR)	https://abvd.shh.mpg.de/bantu/word.php?v=154	fly, to	voler
TeilDautrey-2008-430-155	155	1768	FOAM	https://abvd.shh.mpg.de/bantu/word.php?v=155	foam	écume
TeilDautrey-2008-430-156	156	1085	FOLLOW	https://abvd.shh.mpg.de/bantu/word.php?v=156	follow	suivre
TeilDautrey-2008-430-157	157	420	FOREST	https://abvd.shh.mpg.de/bantu/word.php?v=157	forest	forêt
TeilDautrey-2008-430-158	158	1523	FORGET	https://abvd.shh.mpg.de/bantu/word.php?v=158	forget	oublier
TeilDautrey-2008-430-159	159	1500	FOUR	https://abvd.shh.mpg.de/bantu/word.php?v=159	four	quatre
TeilDautrey-2008-430-160	160	265	FOWL	https://abvd.shh.mpg.de/bantu/word.php?v=160	fowl, chicken	volaille, poule(t)
TeilDautrey-2008-430-161	161	503	FROG	https://abvd.shh.mpg.de/bantu/word.php?v=161	frog	grenouille
TeilDautrey-2008-430-162	162	991	FRY	https://abvd.shh.mpg.de/bantu/word.php?v=162	fry	frire
TeilDautrey-2008-430-163	163	7	GATHER	https://abvd.shh.mpg.de/bantu/word.php?v=163	gather (flowers, fruit)	cueillir
TeilDautrey-2008-430-164	164	1118	ACCUSTOM	https://abvd.shh.mpg.de/bantu/word.php?v=164	get accustomed	s'habituer
TeilDautrey-2008-430-165	165			https://abvd.shh.mpg.de/bantu/word.php?v=165	get intoxicated	s'enivrer, se saoûler
TeilDautrey-2008-430-166	166	423	GET LOST	https://abvd.shh.mpg.de/bantu/word.php?v=166	get lost	se perdre
TeilDautrey-2008-430-167	167	1726	WET	https://abvd.shh.mpg.de/bantu/word.php?v=167	get wet	se mouiller
TeilDautrey-2008-430-168	168	694	GET	https://abvd.shh.mpg.de/bantu/word.php?v=168	get, obtain	obtenir
TeilDautrey-2008-430-169	169	1447	GIVE	https://abvd.shh.mpg.de/bantu/word.php?v=169	give	donner
TeilDautrey-2008-430-170	170	1195	GIVE BIRTH	https://abvd.shh.mpg.de/bantu/word.php?v=170	give birth	mettre au monde
TeilDautrey-2008-430-171	171	695	GO	https://abvd.shh.mpg.de/bantu/word.php?v=171	go	aller
TeilDautrey-2008-430-172	172	749	ENTER	https://abvd.shh.mpg.de/bantu/word.php?v=172	go in	entrer
TeilDautrey-2008-430-173	173	1752	LEAVE	https://abvd.shh.mpg.de/bantu/word.php?v=173	go out, go away	sortir
TeilDautrey-2008-430-174	174	1502	GOAT	https://abvd.shh.mpg.de/bantu/word.php?v=174	goat	chèvre
TeilDautrey-2008-430-175	175	1944	GOD	https://abvd.shh.mpg.de/bantu/word.php?v=175	God	Dieu
TeilDautrey-2008-430-176	176	1035	GOOD	https://abvd.shh.mpg.de/bantu/word.php?v=176	good, beautiful	bon, beau
TeilDautrey-2008-430-177	177	605	GRAIN	https://abvd.shh.mpg.de/bantu/word.php?v=177	grain	graine
TeilDautrey-2008-430-178	178	1383	GRANDFATHER	https://abvd.shh.mpg.de/bantu/word.php?v=178	grandfather	grand-père
TeilDautrey-2008-430-179	179	1496	GRANDMOTHER	https://abvd.shh.mpg.de/bantu/word.php?v=179	grandmother	grand'mère
TeilDautrey-2008-430-180	180	2104	HOLD OR TAKE	https://abvd.shh.mpg.de/bantu/word.php?v=180	grasp, hold in arms	étreindre
TeilDautrey-2008-430-181	181	1033	GRIND	https://abvd.shh.mpg.de/bantu/word.php?v=181	grind	moudre
TeilDautrey-2008-430-183	183	1040	HAIR	https://abvd.shh.mpg.de/bantu/word.php?v=183	hair	cheveux
TeilDautrey-2008-430-184	184	1884	HARD	https://abvd.shh.mpg.de/bantu/word.php?v=184	hard	dur
TeilDautrey-2008-430-185	185	1256	HEAD	https://abvd.shh.mpg.de/bantu/word.php?v=185	head	tête
TeilDautrey-2008-430-186	186			https://abvd.shh.mpg.de/bantu/word.php?v=186	headpad	coussinet de tête
TeilDautrey-2008-430-187	187	1408	HEAR	https://abvd.shh.mpg.de/bantu/word.php?v=187	hear	entendre
TeilDautrey-2008-430-188	188	1223	HEART	https://abvd.shh.mpg.de/bantu/word.php?v=188	heart	coeur
TeilDautrey-2008-430-189	189			https://abvd.shh.mpg.de/bantu/word.php?v=189	hearthstone	chenêt, pierre du foyer
TeilDautrey-2008-430-190	190	980	HEEL	https://abvd.shh.mpg.de/bantu/word.php?v=190	heel	talon
TeilDautrey-2008-430-191	191	2486	HIDE	https://abvd.shh.mpg.de/bantu/word.php?v=191	hide	se cacher
TeilDautrey-2008-430-192	192	1745	HIP	https://abvd.shh.mpg.de/bantu/word.php?v=192	hip	hanche
TeilDautrey-2008-430-193	193	1433	HIT	https://abvd.shh.mpg.de/bantu/word.php?v=193	hit	frapper
TeilDautrey-2008-430-194	194	284	HOE	https://abvd.shh.mpg.de/bantu/word.php?v=194	hoe	houe
TeilDautrey-2008-430-195	195	1667	HOLE	https://abvd.shh.mpg.de/bantu/word.php?v=195	hole	fosse, trou dans le sol
TeilDautrey-2008-430-196	196	942	HONEY	https://abvd.shh.mpg.de/bantu/word.php?v=196	honey	miel
TeilDautrey-2008-430-197	197	1393	HORN (ANATOMY)	https://abvd.shh.mpg.de/bantu/word.php?v=197	horn	corne
TeilDautrey-2008-430-198	198	1252	HOUSE	https://abvd.shh.mpg.de/bantu/word.php?v=198	house	maison
TeilDautrey-2008-430-199	199	822	HOW MANY	https://abvd.shh.mpg.de/bantu/word.php?v=199	how many	combien
TeilDautrey-2008-430-200	200	1634	HUNDRED	https://abvd.shh.mpg.de/bantu/word.php?v=200	hundred	cent
TeilDautrey-2008-430-201	201	1864	HUNGER	https://abvd.shh.mpg.de/bantu/word.php?v=201	hunger	faim
TeilDautrey-2008-430-202	202	1435	HUNT	https://abvd.shh.mpg.de/bantu/word.php?v=202	hunt	chasser
TeilDautrey-2008-430-203	203	1053	HUNTER	https://abvd.shh.mpg.de/bantu/word.php?v=203	hunter	chasseur
TeilDautrey-2008-430-204	204	1200	HUSBAND	https://abvd.shh.mpg.de/bantu/word.php?v=204	husband	mari
TeilDautrey-2008-430-205	205	1799	HYENA	https://abvd.shh.mpg.de/bantu/word.php?v=205	hyena	hyène
TeilDautrey-2008-430-206	206	1209	I	https://abvd.shh.mpg.de/bantu/word.php?v=206	I	moi
TeilDautrey-2008-430-207	207	1883	IN FRONT OF	https://abvd.shh.mpg.de/bantu/word.php?v=207	in front of	devant
TeilDautrey-2008-430-208	208	1041	INCREASE	https://abvd.shh.mpg.de/bantu/word.php?v=208	increase	augmenter
TeilDautrey-2008-430-209	209	1606	INSIDE	https://abvd.shh.mpg.de/bantu/word.php?v=209	inside	à l'intérieur
TeilDautrey-2008-430-210	210	1991	INTESTINES	https://abvd.shh.mpg.de/bantu/word.php?v=210	intestines	intestins, entrailles
TeilDautrey-2008-430-211	211	3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	https://abvd.shh.mpg.de/bantu/word.php?v=211	itch	démanger
TeilDautrey-2008-430-212	212	798	JAW	https://abvd.shh.mpg.de/bantu/word.php?v=212	jaw	mâchoire
TeilDautrey-2008-430-213	213	2016	JEALOUSY	https://abvd.shh.mpg.de/bantu/word.php?v=213	jealousy	jalousie
TeilDautrey-2008-430-214	214			https://abvd.shh.mpg.de/bantu/word.php?v=214	keep livestock	élever du bétail, être éleve
TeilDautrey-2008-430-215	215	489	KIDNEY	https://abvd.shh.mpg.de/bantu/word.php?v=215	kidney	rein
TeilDautrey-2008-430-216	216	1417	KILL	https://abvd.shh.mpg.de/bantu/word.php?v=216	kill	tuer
TeilDautrey-2008-430-217	217	1371	KNEE	https://abvd.shh.mpg.de/bantu/word.php?v=217	knee	genou
TeilDautrey-2008-430-218	218	66	KNEEL	https://abvd.shh.mpg.de/bantu/word.php?v=218	kneel	s'agenouiller
TeilDautrey-2008-430-219	219	1352	KNIFE	https://abvd.shh.mpg.de/bantu/word.php?v=219	knife	couteau
TeilDautrey-2008-430-220	220	3626	KNOW	https://abvd.shh.mpg.de/bantu/word.php?v=220	know	savoir
TeilDautrey-2008-430-221	221	624	LAKE	https://abvd.shh.mpg.de/bantu/word.php?v=221	lake, (pool)	lac (étang, mare)
TeilDautrey-2008-430-222	222	1355	LAUGH	https://abvd.shh.mpg.de/bantu/word.php?v=222	laugh	rire
TeilDautrey-2008-430-223	223	1564	LAZY	https://abvd.shh.mpg.de/bantu/word.php?v=223	lazy	paresseux
TeilDautrey-2008-430-224	224	628	LEAF	https://abvd.shh.mpg.de/bantu/word.php?v=224	leaf	feuille
TeilDautrey-2008-430-225	225	504	LEARN	https://abvd.shh.mpg.de/bantu/word.php?v=225	learn	apprendre
TeilDautrey-2008-430-226	226	1752	LEAVE	https://abvd.shh.mpg.de/bantu/word.php?v=226	leave, go away	s'en aller, partir
