ID	NUMBER	DUTCH	ENGLISH	AUDITORY_MEAN	GUSTATORY_MEAN	OLFACTORY_MEAN	HAPTIC_MEAN	VISUAL_MEAN	PERCEPTUAL_DOMINANT	PERCEPTUAL_EXCLUSIVITY	AROUSAL_MEAN	DOMINANCE_MEAN	VALENCE_MEAN	CONCEPTICON_ID	CONCEPTICON_GLOSS
Speed-2017-485-438	438	vis	fish	0.333333333	3.8	2.8	0.866666667	3.6	proeven	0.304093567	3.583333333	3.25	3.666666667	227	FISH
Speed-2017-485-439	439	vliegtuig	airplane	2.733333333	0	0.333333333	0.933333333	4	zien	0.5	5.666666667	5.583333333	4.5	1597	AIRPLANE
Speed-2017-485-440	440	vlierbloesem	elderflower	0.133333333	2.066666667	3.133333333	0.866666667	3.266666667	zien	0.330985915	2.583333333	2.833333333	4.583333333		
Speed-2017-485-441	441	vlinderdas	bow tie	0.4	0.266666667	0.266666667	1.2	3.6	zien	0.581395349	4.083333333	3.916666667	4.166666667		
Speed-2017-485-442	442	vloeistof	liquid	1.5	3.1875	1.8125	3.0625	3.5	zien	0.153110048	3.666666667	3.5	4.416666667	58	LIQUID
Speed-2017-485-443	443	vloerbedekking	flooring	0.133333333	0	0.2	2.866666667	3.866666667	zien	0.547169811	3	3.166666667	3.916666667		
Speed-2017-485-444	444	vod	rag	0.076923077	0	1.076923077	2.307692308	3.538461538	zien	0.505494505	3.083333333	2.666666667	2.416666667	332	RAG
Speed-2017-485-445	445	vogelzang	birdsong	4.266666667	0	0	0	1.133333333	horen	0.790123457	2.75	4.166666667	5.083333333		
Speed-2017-485-446	446	vuur	fire	2	0.066666667	3.4	2.066666667	4.066666667	zien	0.344827586	4.166666667	5.75	4.75	221	FIRE
Speed-2017-485-447	447	vuurwerk	fireworks	3.666666667	0.266666667	1.8	0.266666667	3.733333333	zien	0.356164384	5.583333333	6.25	3.916666667		
Speed-2017-485-448	448	walnoot	walnut	0.2	4.133333333	1.266666667	2.333333333	3.333333333	proeven	0.349112426	3.166666667	4.333333333	4.083333333	2042	WALNUT
Speed-2017-485-449	449	wasabi	wasabi	0.071428571	3.928571429	2.071428571	0.214285714	3.071428571	proeven	0.41221374	4.416666667	5.083333333	3.666666667		
Speed-2017-485-450	450	wasmiddel	detergent	0	0.125	4.125	1.8125	3.25	ruiken	0.44295302	3.25	3.75	5.333333333		
Speed-2017-485-451	451	waterval	waterfall	4.0625	0.0625	0.875	2.125	4.125	zien	0.361111111	3.916666667	5.416666667	5.416666667	943	WATERFALL
Speed-2017-485-452	452	watjes	wimps	0.357142857	0.071428571	0	3.785714286	3.785714286	joint	0.473214286	2.333333333	2.5	4.666666667		
Speed-2017-485-453	453	weegschaal	scale	0.066666667	0	0	3	3.666666667	zien	0.544554455	3.666666667	3.833333333	3	2783	SCALES (MEASURE INSTRUMENT)
Speed-2017-485-454	454	weg	road	1.333333333	0	0.133333333	1	4.2	zien	0.63	4.416666667	4.75	4.583333333	2457	PATH OR ROAD
Speed-2017-485-455	455	wegverharding	road surfacing	0.333333333	0	0.533333333	2.133333333	3.266666667	zien	0.521276596	3.166666667	4.833333333	3.416666667		
Speed-2017-485-456	456	wekker	alarm clock	4.333333333	0	0	1.133333333	2.066666667	horen	0.575221239	5.916666667	5.416666667	2.833333333		
Speed-2017-485-457	457	whisky	whisky	0.133333333	3.733333333	3.666666667	0.133333333	2.8	proeven	0.343949045	3.583333333	5.166666667	3.583333333		
Speed-2017-485-458	458	wiel	wheel	0.8	0	0	1.6	3.733333333	zien	0.608695652	4.916666667	4.416666667	4.583333333	710	WHEEL
Speed-2017-485-459	459	wierook	incense	0	0.2	4.333333333	0.4	3	ruiken	0.546218487	3	4.416666667	4.333333333	3356	INCENSE
Speed-2017-485-460	460	wijn	wine	0.8	4.266666667	3.4	0.866666667	3.533333333	proeven	0.269430052	3.416666667	4.583333333	4.666666667	1524	WINE
Speed-2017-485-461	461	windgong	windgong	3.25	0	0	0.833333333	2.416666667	horen	0.5	3.166666667	3.916666667	4		
Speed-2017-485-462	462	windmolen	windmill	2.25	0	0	0.875	4	zien	0.561403509	4.416666667	4.833333333	4.583333333	3841	WINDMILL
Speed-2017-485-463	463	witlof	chicory	0.333333333	4.066666667	2	1.133333333	3.8	proeven	0.329411765	3	4	3.083333333		
Speed-2017-485-464	464	wol	wool	0.066666667	0	0.333333333	3.8	3.466666667	voelen	0.495652174	2.75	3.5	5.166666667	964	WOOL
Speed-2017-485-465	465	wolf	wolf	2.8	0	0.066666667	0.933333333	4.133333333	zien	0.521008403	5	5.416666667	4	522	WOLF
Speed-2017-485-466	466	wolk	cloud	0.933333333	0.066666667	0.4	1.533333333	4.133333333	zien	0.575471698	2.75	3.083333333	4.583333333	1489	CLOUD
Speed-2017-485-467	467	wortel	carrot	0.8	4.466666667	1.2	1.933333333	3.933333333	proeven	0.297297297	3.75	3.75	4.75	3085	CARROT
Speed-2017-485-468	468	zaagsel	sawdust	0.733333333	0.066666667	2.733333333	3.133333333	2.933333333	voelen	0.319444444	3	2.666666667	3.666666667		
Speed-2017-485-469	469	zakdoek	handkerchief	0.266666667	0	0.133333333	3	3.066666667	zien	0.474226804	3.416666667	3.5	3.75	1020	HANDKERCHIEF
Speed-2017-485-470	470	zalm	salmon	0	4.625	3.8125	1.6875	3.6875	proeven	0.334841629	3.5	3.666666667	4	944	SALMON
Speed-2017-485-471	471	zand	sand	0.2	0	0.466666667	3.866666667	3.133333333	voelen	0.504347826	2.5	3.833333333	4.333333333	671	SAND
Speed-2017-485-472	472	zee	sea	3.6	2.066666667	3.266666667	2.466666667	4.466666667	zien	0.151260504	3.166666667	5.416666667	5.166666667	1474	SEA
Speed-2017-485-473	473	zeep	soap	0.066666667	0.6	3.466666667	3.4	3.266666667	ruiken	0.314814815	3.5	4.166666667	5.083333333	788	SOAP
Speed-2017-485-474	474	zeester	starfish	0.066666667	0	0.466666667	1.6	3.866666667	zien	0.644444444	2.833333333	2.75	4.583333333	3032	STARFISH
Speed-2017-485-475	475	zeshoek	hexagon	0	0	0	1.333333333	4.266666667	zien	0.761904762	3.583333333	3.916666667	3.666666667		
Speed-2017-485-476	476	zijde	silk	0.333333333	0	0.066666667	3.8	3	voelen	0.527777778	2.666666667	3.333333333	4.333333333	1641	SILK
Speed-2017-485-477	477	zoemer	buzzer	4.4375	0	0	0.25	0.6875	horen	0.825581395	5.416666667	5.416666667	2.666666667		
Speed-2017-485-478	478	zoethout	Liquorice	0.066666667	3.866666667	2.266666667	1.333333333	3.266666667	proeven	0.351851852	3.5	4.5	4.583333333		
Speed-2017-485-479	479	zon	sun	0	0	0.25	2.625	4.375	zien	0.603448276	5.25	5.666666667	5.666666667	1343	SUN
Speed-2017-485-480	480	zonnebrand	sunburn	0.133333333	0.333333333	3.133333333	2.666666667	2.866666667	ruiken	0.328467153	3.166666667	4.583333333	3.916666667		
Speed-2017-485-481	481	zonnewijzer	sundial	0	0	0	0.857142857	4.357142857	zien	0.835616438	3.333333333	3.333333333	4.083333333		
Speed-2017-485-482	482	zout	salt	0.533333333	4.666666667	0.666666667	1.066666667	3.133333333	proeven	0.410596026	4.083333333	4	4.25	1274	SALT
Speed-2017-485-483	483	zoutvaatje	salt shaker	0.933333333	2.466666667	0.866666667	2.133333333	3.533333333	zien	0.268456376	3.083333333	3.083333333	3.333333333		
Speed-2017-485-484	484	zwaard	sword	0.733333333	0	0.133333333	2.866666667	4.333333333	zien	0.537190083	4.916666667	5.166666667	3.666666667	1535	SWORD
Speed-2017-485-485	485	zweep	whip	2.0625	0	0.125	2.6875	4.125	zien	0.458333333	5.166666667	5.75	3.5	2630	WHIP
