ID	NUMBER	FRENCH	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	POS	PICTURE_SOURCE	PICTURE_NUMBER	VALENCE_ALL_MEAN	AROUSAL_ALL_MEAN	VALENCE_MALE_MEAN	AROUSAL_MALE_MEAN	VALENCE_FEMALE_MEAN	AROUSAL_FEMALE_MEAN	NUMBER_LETTERS	NUMBER_PHONEMES	NUMBER_SYLLABLES	SUBTLEX_FREQ	BOKS_FREQ	IMAGEABILITY_MEAN
Monnier-2014-1031-543	543	laine	wool	WOOL	964	NOUN			5.60526315789474	2.92105263157895	5.64705882352941	2.41176470588235	5.57142857142857	3.33333333333333	5	3	1	6.27	34.86	6.3
Monnier-2014-1031-544	544	laisse 	leash	LEASH	2959	NOUN			4.52	3.32	4.61111111111111	3.83333333333333	4.46875	3.03125	6	3	1	69.88	18.85	3.3
Monnier-2014-1031-545	545	lait	milk	MILK	635	NOUN			5.47368421052632	3.07894736842105	6.11764705882353	3.05882352941176	4.95238095238095	3.0952380952381	4	2	1	59.41	62.23	6.56
Monnier-2014-1031-546	546	laitue	lettuce	LETTUCE	3729	NOUN			5.59493670886076	3.10126582278481	5.125	2.375	5.64788732394366	3.1830985915493	6	4	2	1.97	1.62	6.8
Monnier-2014-1031-547	547	lampe	lamp	LAMP	625	NOUN	AF	132	5.39473684210526	3.15789473684211	5.35294117647059	3.58823529411765	5.42857142857143	2.80952380952381	5	3	1	22.22	70.88	6.77
Monnier-2014-1031-548	548	landau	baby carriage	BABY CARRIAGE	4029	NOUN	AF	13	5.5945945945946	3.78378378378378	5.11764705882353	3.70588235294118	6	3.85	6	4	2	0.98	3.65	3.11
Monnier-2014-1031-549	549	langue 	tongue	TONGUE	1205	NOUN	B	171	6.21621621621622	4.91891891891892	6.29411764705882	3.70588235294118	6.15	5.95	6	3	1	58.95	103.78	6.05
Monnier-2014-1031-550	550	lapin	rabbit	RABBIT	1136	NOUN	AF	182	6.83783783783784	4.62162162162162	6.52941176470588	4.70588235294118	7.1	4.55	5	4	2	26.59	16.76	6.94
Monnier-2014-1031-551	551	large	wide	WIDE	1243	ADJ			4.51948051948052	3.66233766233766	4.66666666666667	3.66666666666667	4.49230769230769	3.66153846153846	5	4	1	14.25	70.54	3.8
Monnier-2014-1031-552	552	larme 	tear	TEAR (OF EYE)	1651	NOUN	B	172	2.48648648648649	5.40540540540541	2.88235294117647	5.52941176470588	2.15	5.3	5	4	1	5.15	10.81	6.35
Monnier-2014-1031-553	553	lassitude	lassitude			NOUN			2.44155844155844	3.77922077922078	3.22222222222222	4.11111111111111	2.33823529411765	3.73529411764706	9	7	3	1.57	16.82	2.13
Monnier-2014-1031-554	554	lavabo 	washbasin	SINK (BASIN)	915	NOUN	B	173	5.04	2.74	4.83333333333333	3.27777777777778	5.15625	2.4375	6	6	3	2.56	13.85	6.67
Monnier-2014-1031-555	555	léger	light	LIGHT (WEIGHT)	1052	ADJ			6.56962025316456	3.20253164556962	5.375	2.625	6.70422535211268	3.26760563380282	5	4	2	17.03	74.93	
Monnier-2014-1031-556	556	légume	vegetable	VEGETABLES	924	NOUN			6.02597402597403	3.83116883116883	5.66666666666667	3.41666666666667	6.09230769230769	3.90769230769231	6	5	2	3.2	2.09	6.54
Monnier-2014-1031-557	557	lent	slow	SLOW	701	ADJ			3.87012987012987	3.09090909090909	4	4.77777777777778	3.85294117647059	2.86764705882353	4	2	1	9.15	23.31	3.8
Monnier-2014-1031-558	558	léopard	leopard	LEOPARD	1139	NOUN	AF	136	6.10810810810811	5.35135135135135	6.23529411764706	4.94117647058824	6	5.7	7	6	3	3.18	2.57	6.72
Monnier-2014-1031-559	559	lettre 	letter	LETTER	1612	NOUN	B	174	6.08108108108108	4.2972972972973	5.58823529411765	3.88235294117647	6.5	4.65	6	4	1	108.79	140.88	5.93
Monnier-2014-1031-560	560	lèvres	lips	LIP	478	NOUN	AF	141	7.75675675675676	6.81081081081081	8.23529411764706	6.64705882352941	7.35	6.95	6	4	1	33.91	201.28	6.76
Monnier-2014-1031-561	561	lézard	lizard	LIZARD	632	NOUN	AF	364	5.62162162162162	3.56756756756757	5.29411764705882	3.58823529411765	5.9	3.55	6	5	2	4.9	7.5	6.74
Monnier-2014-1031-562	562	libellule	dragonfly	DRAGONFLY	2352	NOUN	AF	344	6.24324324324324	3.67567567567568	6.88235294117647	3.64705882352941	5.7	3.7	9	7	3	1.07	2.16	6.56
Monnier-2014-1031-563	563	liberté	freedom			NOUN			8.24324324324324	6.86486486486487	8.11764705882353	5.88235294117647	8.35	7.7	7	7	3	76.28	93.31	2.75
Monnier-2014-1031-564	564	licence	permit			NOUN			6.62025316455696	5.62784810126582	6.125	4.75	6.67605633802817	5.72676056338028	7	5	2	7.37	7.03	6.15
Monnier-2014-1031-565	565	licorne 	unicorn	UNICORN	2601	NOUN	B	175	6.71052631578947	4.47368421052632	6.29411764705882	3.64705882352941	7.04761904761905	5.14285714285714	7	6	2	1.41	1.28	6.06
Monnier-2014-1031-566	566	lieu 	place	PLACE (POSITION)	723	NOUN			5.13513513513514	3.21621621621622	5.11764705882353	2.94117647058824	5.15	3.45	4	3	1	153.12	213.38	3.91
Monnier-2014-1031-567	567	ligne	line	LINE	1048	NOUN			4.92	3.06	5.05555555555556	4.27777777777778	4.84375	2.375	5	3	1	69.42	101.01	5.73
Monnier-2014-1031-568	568	limace 	slug			NOUN	B	176	3.75675675675676	3.54054054054054	4.41176470588235	2.94117647058824	3.2	4.05	6	5	2	2.89	4.05	5.23
Monnier-2014-1031-569	569	linge	linen	LINEN	916	NOUN			4.64864864864865	2.97297297297297	5.11764705882353	3.35294117647059	4.25	2.65	5	3	1	16.75	44.53	6.36
Monnier-2014-1031-570	570	lion	lion	LION	1386	NOUN	AF	140	6.7027027027027	5.62162162162162	7.11764705882353	6.11764705882353	6.35	5.2	4	3	1	14.58	20.14	6.87
Monnier-2014-1031-571	571	lionceau 	lion cub			NOUN	B	177	6.78947368421053	4.89473684210526	6.58823529411765	4	6.95238095238095	5.61904761904762	8	5	2	0.21	0.61	5.55
Monnier-2014-1031-572	572	lisse	smooth	SMOOTH	1234	ADJ			5.20779220779221	3.25974025974026	5.25	2.91666666666667	5.2	3.32307692307692	5	3	1	2.71	24.26	4.8
Monnier-2014-1031-573	573	lit	bed	BED	1663	NOUN	AF	22	8.3421052631579	4.8421052631579	8.11764705882353	4.17647058823529	8.52380952380952	5.38095238095238	3	2	1	176.1	315.74	6.78
Monnier-2014-1031-574	574	livre	book	BOOK	963	NOUN	AF	30	6.16216216216216	4.35135135135135	6.58823529411765	4.82352941176471	5.8	3.95	5	4	1	112.43	151.76	6.91
Monnier-2014-1031-575	575	locomotive 	locomotive			NOUN	B	178	5.64864864864865	4.08108108108108	5.94117647058824	4.41176470588235	5.4	3.8	10	9	4	3.69	10.61	6.69
Monnier-2014-1031-576	576	loi	law	LAW	1062	NOUN			5.02597402597403	4.48051948051948	5	5.66666666666667	5.02941176470588	4.32352941176471	3	3	1	87.37	44.46	3.51
Monnier-2014-1031-577	577	long	long	LONG	1203	ADJ			4.9620253164557	4.54430379746835	4.75	4.25	4.98591549295775	4.57746478873239	4	2	1	79.18	153.51	3.8
Monnier-2014-1031-578	578	longue	long	FOR A LONG TIME	418	ADJ			5	4.09090909090909	5.5	3.75	4.90769230769231	4.15384615384615	6	3	1	54.12	138.31	
Monnier-2014-1031-579	579	louche	ladle	LADLE	2657	NOUN	AF	360	5.12	3.1	4.94444444444444	3.66666666666667	5.21875	2.78125	6	3	1	1.55	3.38	6.2
Monnier-2014-1031-580	580	loup	wolf	WOLF	522	NOUN	AF	399	5.54054054054054	5.35135135135135	6.64705882352941	5.76470588235294	4.6	5	4	2	1	20.97	22.3	6.88
Monnier-2014-1031-581	581	loupe 	magnifying glass			NOUN	B	179	4.33157894736842	2.44324324324324	4.74117647058824	2.775	4	2.19047619047619	5	3	1	1.66	4.86	6.3
Monnier-2014-1031-582	582	lourd	heavy	HEAVY	1210	ADJ			3.37662337662338	4.05194805194805	4.44444444444444	4	3.23529411764706	4.05882352941176	5	3	1	10.15	42.5	4.4
Monnier-2014-1031-583	583	luge	sled	SLED	16	NOUN	AF	207	6.8	5.48	6.72222222222222	5.11111111111111	6.84375	5.6875	4	3	1	1.19	1.42	5.66
Monnier-2014-1031-584	584	lumière	light	LIGHT (RADIATION)	630	NOUN			6.97297297297297	5.24324324324324	7.23529411764706	5.11764705882353	6.75	5.35	7	6	2	116.02	238.65	5.35
Monnier-2014-1031-585	585	lune	moon	MOON	1313	NOUN	AF	146	6.92105263157895	3.56756756756757	7.05882352941176	3.125	6.80952380952381	3.9047619047619	4	3	1	58.29	63.24	6.87
Monnier-2014-1031-586	586	lunettes	glasses	SPECTACLES	1898	NOUN	AF	105	4.94594594594595	3	4.52941176470588	2.94117647058824	5.3	3.05	8	5	2	31.61	67.84	6.76
Monnier-2014-1031-587	587	luxe	luxury			NOUN			6.25316455696203	5.22784810126582	6	3.375	6.28169014084507	5.43661971830986	4	4	1	15.42	38.65	4.3
Monnier-2014-1031-588	588	machine	machine	MACHINE	144	NOUN			4.81081081081081	3.75675675675676	4.82352941176471	3.88235294117647	4.8	3.65	7	5	2	44.94	58.99	4.98
Monnier-2014-1031-589	589	magicien 	magician	MAGICIAN	2137	NOUN	B	180	7	4.89473684210526	6.94117647058824	5.17647058823529	7.04761904761905	4.66666666666667	8	7	3	12.07	2.77	6
Monnier-2014-1031-590	590	maillot	swimsuit			NOUN			6.7027027027027	5.10810810810811	5.88235294117647	4.29411764705882	7.4	5.8	7	4	2	8.44	15.27	6.48
Monnier-2014-1031-591	591	main	hand	HAND	1277	NOUN	AF	115	6.05405405405405	4.63888888888889	5.88235294117647	3.64705882352941	6.2	5.52631578947368	4	2	1	286.62	788.72	6.85
Monnier-2014-1031-592	592	maïs	corn	MAIZE	506	NOUN	AF	66	5.62162162162162	3.02702702702703	5.41176470588235	2.88235294117647	5.8	3.15	4	4	2	6.33	6.42	6.79
Monnier-2014-1031-593	593	maison	house	HOUSE	1252	NOUN	AF	122	7.07894736842105	4.8421052631579	6.35294117647059	3.88235294117647	7.66666666666667	5.61904761904762	6	4	2	570.3	461.55	6.67
Monnier-2014-1031-594	594	maîtrise	mastery			NOUN			6.50649350649351	4.27272727272727	7	5.75	6.41538461538462	4	8	6	2	4.16	7.7	2.93
Monnier-2014-1031-595	595	mal	badly			NOUN			1.74025974025974	5.83116883116883	3.66666666666667	5.44444444444444	1.48529411764706	5.88235294117647	3	3	1	318.27	185.14	3.89
Monnier-2014-1031-596	596	maladie	illness	DISEASE	1986	NOUN			1.6	4.28	2.22222222222222	4.44444444444444	1.25	4.1875	7	6	3	52.18	49.59	3.8
Monnier-2014-1031-597	597	malédiction	curse			NOUN			2.34177215189873	5.89873417721519	3.75	6.25	2.1830985915493	5.85915492957747	11	10	4	13.27	7.57	
Monnier-2014-1031-598	598	malheur	misfortune	BAD LUCK	56	NOUN			1.91891891891892	4.35135135135135	1.94117647058824	5.23529411764706	1.9	3.6	7	5	2	49.16	72.84	2.61
Monnier-2014-1031-599	599	malice	mischief			NOUN			5.86883116883117	5.84155844155844	5	6.25	6.03076923076923	5.76615384615385	6	5	2	1.22	10.47	2.47
Monnier-2014-1031-600	600	malle	trunk			NOUN			5.05194805194805	3.45454545454545	4.66666666666667	4	5.10294117647059	3.38235294117647	5	3	1	6.53	10.27	4.31
Monnier-2014-1031-601	601	manche	sleeve	SLEEVE	2953	NOUN			4.98	2.68	5.33333333333333	3.44444444444444	4.78125	2.25	6	3	1	10.12	35.41	6.7
Monnier-2014-1031-602	602	manège 	merry-go-round			NOUN			6.7027027027027	5.67567567567568	6	5.58823529411765	7.3	5.75	6	5	2	5.22	13.51	5.41
Monnier-2014-1031-603	603	manque	lack			NOUN			2.34177215189873	5.50632911392405	3.125	4.5	2.25352112676056	5.61971830985916	6	3	1	24.48	36.28	2.43
Monnier-2014-1031-604	604	manteau	coat	COAT	603	NOUN	AF	64	5.63157894736842	3.60526315789474	5.82352941176471	3.29411764705882	5.47619047619048	3.85714285714286	7	4	2	36.16	58.99	6.8
Monnier-2014-1031-605	605	mare	pool			NOUN			4.94	3.46	4.83333333333333	3.94444444444444	5	3.1875	4	3	1	3.66	9.86	5
Monnier-2014-1031-606	606	marelle 	hopscotch			NOUN	B	183	5.48648648648649	3.89189189189189	4.76470588235294	3.17647058823529	6.1	4.5	7	5	2	0.64	1.76	4.58
Monnier-2014-1031-607	607	mariage	wedding	WEDDING	1259	NOUN			5.48648648648649	5.86486486486487	4.94117647058824	5.58823529411765	5.95	6.1	7	6	2	158.58	70.68	5.4
Monnier-2014-1031-608	608	marin 	sailor	SAILOR	4050	NOUN	B	184	4.86486486486487	3.13513513513513	4.88235294117647	3.41176470588235	4.85	2.9	5	4	2	8.48	15.34	5.99
Monnier-2014-1031-609	609	marteau	hammer	HAMMER	1481	NOUN	AF	114	5	3.27027027027027	5.88235294117647	3.76470588235294	4.25	2.85	7	5	2	11.84	13.31	6.85
Monnier-2014-1031-610	610	masque	mask	MASK	2005	NOUN	AF	286	5.18918918918919	3.89189189189189	5.17647058823529	3.94117647058824	5.2	3.85	6	4	1	23.16	28.45	6.23
Monnier-2014-1031-611	611	maths	math			NOUN			4.45945945945946	3.94594594594595	5.23529411764706	3.70588235294118	3.8	4.15	5	3	1	10.66	3.38	5
Monnier-2014-1031-612	612	matin	morning	MORNING	1339	NOUN			4.10810810810811	4.56756756756757	4.41176470588235	5.11764705882353	3.85	4.1	5	4	2	265.03	376.89	4.83
Monnier-2014-1031-613	613	méchanceté	wickedness			NOUN			2.32432432432432	6.67567567567568	2.82352941176471	6.88235294117647	1.9	6.5	10	8	4	3.38	11.22	2.68
Monnier-2014-1031-614	614	mèche 	drill bit			NOUN	B	189	5.35135135135135	3.94594594594595	5.47058823529412	3.35294117647059	5.25	4.45	5	3	1	8.21	19.12	6.5
Monnier-2014-1031-615	615	médaille 	medal			NOUN	B	190	7	5.48	7.33333333333333	5.88888888888889	6.8125	5.25	8	5	2	12.44	9.53	6.28
Monnier-2014-1031-616	616	médecine	medicine			NOUN			6.16883116883117	4.75324675324675	5.08333333333333	5.08333333333333	6.36923076923077	4.69230769230769	8	6	2	23.29	12.36	3.79
Monnier-2014-1031-617	617	médicament 	medicine	MEDICINE	1372	NOUN	B	191	3.12	3.42	3.94444444444444	4.27777777777778	2.65625	2.9375	10	8	4	12.03	4.12	5.7
Monnier-2014-1031-618	618	méduse	jellyfish	JELLYFISH	4017	NOUN	AF	358	3.06	4.62	3.22222222222222	4.16666666666667	2.96875	4.875	6	5	2	0.66	1.42	4.43
Monnier-2014-1031-619	619	mélange	mixture			NOUN			6.20779220779221	4.50649350649351	6.55555555555556	4.11111111111111	6.16176470588235	4.55882352941176	7	5	2	9.56	28.58	3.95
Monnier-2014-1031-620	620	mémoire	memory	MEMORY	1018	NOUN			6.86075949367089	4.84810126582279	5.875	4.375	6.97183098591549	4.90140845070423	7	6	2	56.6	105.74	2.53
Monnier-2014-1031-621	621	mensonge	lie	LIE (FALSEHOOD)	2826	NOUN			2.62162162162162	5.78378378378378	3.47058823529412	5.70588235294118	1.9	5.85	8	5	2	33.64	21.89	2.95
Monnier-2014-1031-622	622	menthe	mint			NOUN			6.24	4.06	6.22222222222222	4.66666666666667	6.25	3.71875	6	3	1	5.21	9.39	5.9
Monnier-2014-1031-623	623	mer 	sea	SEA	1474	NOUN	B	193	7.54054054054054	6.18918918918919	6.82352941176471	6	8.15	6.35	3	3	1	99.49	246.55	6.42
Monnier-2014-1031-624	624	mère	mother	MOTHER	1216	NOUN			7.08	5.16	6.22222222222222	4.83333333333333	7.5625	5.34375	4	3	1	672	737.09	6.49
Monnier-2014-1031-625	625	mesure	measure	MEASURE	1506	NOUN			4.75324675324675	3.64935064935065	4.83333333333333	3.5	4.73846153846154	3.67692307692308	6	5	2	21.02	112.16	3.31
Monnier-2014-1031-626	626	méthode	method			NOUN			5.43376623376623	3.3025974025974	5.22222222222222	3.77777777777778	5.46176470588235	3.23970588235294	7	5	2	13.83	16.42	2.61
Monnier-2014-1031-627	627	mètre 	tape measure			NOUN	B	194	4.5	2.52631578947368	4.88235294117647	2.70588235294118	4.19047619047619	2.38095238095238	5	4	1	6.03	21.82	5.56
Monnier-2014-1031-628	628	meuble	a piece of furniture			NOUN			4.86486486486487	3.43243243243243	4.41176470588235	4	5.25	2.95	6	4	1	2.46	11.76	6.6
Monnier-2014-1031-629	629	micro 	microphone	MICROPHONE	4014	NOUN	B	195	5.02631578947368	3.86842105263158	5.47058823529412	4.05882352941176	4.66666666666667	3.71428571428571	5	5	2	11.25	6.82	5.77
Monnier-2014-1031-630	630	miette	crumb			NOUN			4.36	3.28	4.55555555555556	3.38888888888889	4.25	3.21875	6	4	1	2.54	4.12	6.5
Monnier-2014-1031-631	631	minute	minute			NOUN			4.92405063291139	3.91139240506329	4.5	2.75	4.97183098591549	4.04225352112676	6	5	2	144.83	60.74	4.43
Monnier-2014-1031-632	632	miracle	miracle	MIRACLE	2541	NOUN			8.14285714285714	6.88311688311688	7.5	5.33333333333333	8.26153846153846	7.16923076923077	7	6	2	39.78	34.12	3.19
Monnier-2014-1031-633	633	miroir 	mirror	MIRROR	1171	NOUN	B	196	5.54054054054054	3.72972972972973	5.23529411764706	4	5.8	3.5	6	6	2	24.89	48.58	6.78
Monnier-2014-1031-634	634	miséricorde	mercy			NOUN			3.64545454545455	4.60519480519481	4.88888888888889	3.22222222222222	3.47794117647059	4.78823529411765	11	10	4	8.77	5.07	
Monnier-2014-1031-635	635	moelleux	soft	SOFT	1856	ADJ			7.36708860759494	4.21518987341772	6.125	3.5	7.50704225352113	4.29577464788732	8	5	2	0.98	4.53	
Monnier-2014-1031-636	636	moment	moment			NOUN			5.83116883116883	4.77922077922078	5.75	4.25	5.84615384615385	4.87692307692308	6	4	2	403.25	611.62	2.57
Monnier-2014-1031-637	637	monarchie	monarchy			NOUN			2.97402597402597	4.88311688311688	3.88888888888889	5.44444444444444	2.85294117647059	4.80882352941176	9	7	3	1.1	4.53	3.41
Monnier-2014-1031-638	638	monde 	world	WORLD	965	NOUN	B	199	6.28	5.22	6.33333333333333	5.44444444444444	6.25	5.09375	5	3	1	823.62	732.43	5.41
Monnier-2014-1031-639	639	montagne	mountain	MOUNTAIN	639	NOUN	AF	148	6.81578947368421	5.18421052631579	7.41176470588235	5	6.33333333333333	5.33333333333333	8	5	2	36.76	49.8	6.82
Monnier-2014-1031-640	640	montre	watch	WRISTWATCH	3349	NOUN	AF	250	5.64864864864865	3.78378378378378	6.11764705882353	4.29411764705882	5.25	3.35	6	4	1	43.91	41.62	6.55
Monnier-2014-1031-641	641	morale	morals			NOUN			5.93670886075949	4.41772151898734	7	4.75	5.8169014084507	4.38028169014085	6	5	2	12.89	21.01	2.44
Monnier-2014-1031-642	642	moto	motorcycle	MOTORCYCLE	638	NOUN	AF	147	5.75675675675676	5.35135135135135	6.05882352941176	5.23529411764706	5.5	5.45	4	4	2	22.61	15.27	6.33
Monnier-2014-1031-643	643	mouche	fly	FLY (INSECT)	1504	NOUN	AF	93	3.7027027027027	5.13513513513514	4.76470588235294	5.23529411764706	2.8	5.05	6	3	1	15.36	18.72	6.67
Monnier-2014-1031-644	644	moufle	mitten	GLOVE	867	NOUN	AF	144	4.75675675675676	3.10810810810811	5.11764705882353	3.41176470588235	4.45	2.85	6	4	1	0.28	0.34	6.4
Monnier-2014-1031-645	645	moule	mold	MOLD	289	NOUN			5.57142857142857	4.03896103896104	6.16666666666667	4.33333333333333	5.46153846153846	3.98461538461538	5	3	1	3.56	3.99	5.66
Monnier-2014-1031-646	646	moulin	windmill	WINDMILL	3841	NOUN	AF	256	4.56756756756757	2.83783783783784	4.94117647058824	2.88235294117647	4.25	2.8	6	4	2	6.8	15.61	6.23
Monnier-2014-1031-647	647	mousse 	foam	FOAM	1768	NOUN			6.16216216216216	3.83783783783784	6.35294117647059	3.94117647058824	6	3.75	6	3	1	6.24	23.04	5.37
Monnier-2014-1031-648	648	moustache 	mustache	MOUSTACHE	1165	NOUN	B	202	4.44	3.3	5.05555555555556	3.94444444444444	4.09375	2.9375	9	6	2	10.65	28.92	6.67
Monnier-2014-1031-649	649	moustique 	mosquito	MOSQUITO	1509	NOUN	B	203	2.42	5.38	3.33333333333333	4.38888888888889	1.90625	5.9375	9	6	2	2.53	1.49	6.54
Monnier-2014-1031-650	650	mouton	sheep	SHEEP	1331	NOUN	AF	202	5.40540540540541	3.72972972972973	6.29411764705882	4.05882352941176	4.65	3.45	6	4	2	6.08	14.12	6.82
Monnier-2014-1031-651	651	moyen	medium			NOUN			4.71428571428571	3.4025974025974	4.55555555555556	3.66666666666667	4.73529411764706	3.36764705882353	5	5	2	53.27	48.72	2.93
Monnier-2014-1031-652	652	mur 	wall			NOUN	B	204	4.18918918918919	2.78378378378378	4.29411764705882	3	4.1	2.6	3	3	1	58.9	172.57	6.08
Monnier-2014-1031-653	653	muscle	muscle	MUSCLE	1004	NOUN			6.18421052631579	5.15789473684211	5.64705882352941	4.47058823529412	6.61904761904762	5.71428571428571	6	5	1	3.86	3.92	6.17
Monnier-2014-1031-654	654	musique	music	MUSIC	642	NOUN			8.48648648648649	6.89189189189189	8.17647058823529	7.11764705882353	8.75	6.7	7	5	2	168.89	109.8	5.23
Monnier-2014-1031-655	655	mutation	mutation			NOUN			4.46835443037975	5.36708860759494	5.125	5.5	4.3943661971831	5.35211267605634	8	7	3	4.67	3.18	3.34
Monnier-2014-1031-656	656	nage	swim			NOUN			6.12	4.74	5.55555555555556	4.83333333333333	6.4375	4.6875	4	3	1	5.37	6.22	5.08
Monnier-2014-1031-657	657	nappe	tablecloth			NOUN			4.72972972972973	2.2972972972973	4.35294117647059	2.05882352941176	5.05	2.5	5	3	1	3.01	18.18	6.3
Monnier-2014-1031-658	658	natte 	plaits	PLAIT	333	NOUN	B	206	5.47368421052632	3.36842105263158	4.94117647058824	3.35294117647059	5.90476190476191	3.38095238095238	5	3	1	0.88	4.26	4.18
Monnier-2014-1031-659	659	nature	nature			NOUN			6.43243243243243	5.21621621621622	6.41176470588235	4.70588235294118	6.45	5.65	6	5	2	59.8	93.45	5.62
Monnier-2014-1031-660	660	neige	snow	SNOW	784	NOUN			7.64864864864865	6.16216216216216	7.70588235294118	6.35294117647059	7.6	6	5	3	1	37.52	74.93	6.72
Monnier-2014-1031-661	661	neutre	neutral			ADJ			4.8961038961039	3.49350649350649	4.83333333333333	3.16666666666667	4.90769230769231	3.55384615384615	6	4	1	4.32	10.2	2.1
Monnier-2014-1031-662	662	nez	nose	NOSE	1221	NOUN	AF	155	5	2.94	5.22222222222222	3.5	4.875	2.625	3	2	1	75.18	177.64	6.7
Monnier-2014-1031-663	663	niche	doghouse			NOUN	AF	343	5.18918918918919	3.16216216216216	5.05882352941176	3	5.3	3.3	5	3	1	2.17	6.35	5.73
Monnier-2014-1031-664	664	nid	bird nest	BIRD NEST	3549	NOUN	AF	265	5.62162162162162	3.35135135135135	5.52941176470588	4	5.7	2.8	3	2	1	11.07	14.59	6.33
Monnier-2014-1031-665	665	nihilisme	nihilism			NOUN			4.21298701298701	4.01298701298701	4.66666666666667	5.33333333333333	4.15147058823529	3.83823529411765	9	7	3	0.11	1.22	
Monnier-2014-1031-666	666	noblesse	nobility			NOUN			5.51898734177215	3.87341772151899	4.75	3.625	5.6056338028169	3.90140845070423	8	6	2	6.09	12.43	3.2
Monnier-2014-1031-667	667	noeud	knot	KNOT	760	NOUN	AF	33	4.07894736842105	3.5	4.35294117647059	3.35294117647059	3.85714285714286	3.61904761904762	5	2	1	7.64	14.46	6.22
Monnier-2014-1031-668	668	noir	black	BLACK	163	ADJ			4.01298701298701	4.51948051948052	5.08333333333333	3.66666666666667	3.81538461538462	4.67692307692308	4	4	1	72.2	184.86	5.9
Monnier-2014-1031-669	669	noix 	walnut	WALNUT	2042	NOUN	B	207	4.81081081081081	3.10810810810811	4.88235294117647	2.88235294117647	4.75	3.3	4	3	1	12.83	12.23	6.65
Monnier-2014-1031-670	670	norme	norm			NOUN			4.63116883116883	3.98701298701299	4.22222222222222	5.77777777777778	4.68676470588235	3.75	5	4	1	1.58	1.15	2.31
Monnier-2014-1031-671	671	note 	note			NOUN	B	208	4.13513513513514	3.72972972972973	4.52941176470588	3.94117647058824	3.8	3.55	4	3	1	33.42	39.32	4.9
Monnier-2014-1031-672	672	nuage	cloud	CLOUD	1489	NOUN	AF	62	6.02702702702703	3.51351351351351	5.82352941176471	3.47058823529412	6.2	3.55	5	4	1	11.81	26.49	6.74
Monnier-2014-1031-673	673	nuit	night	NIGHT	1233	NOUN			7.78378378378378	6.72972972972973	7.41176470588235	6.58823529411765	8.1	6.85	4	3	1	557.56	672.36	5.54
Monnier-2014-1031-674	674	obscur	obscure	OBSCURE	1764	ADJ			3.62025316455696	4.56962025316456	4.625	3.625	3.50704225352113	4.67605633802817	6	6	2	5	29.12	
Monnier-2014-1031-675	675	observation	observation			NOUN			5.66233766233766	4.05194805194805	5.66666666666667	4.25	5.66153846153846	4.01538461538462	11	10	4	6.91	11.08	2.9
Monnier-2014-1031-676	676	obstination	obstinacy			NOUN			5.84415584415584	5.5	5.11111111111111	5.55555555555556	5.94117647058824	5.49264705882353	11	10	4	1.26	12.09	
Monnier-2014-1031-677	677	occident	west	WEST	1817	NOUN			5.32911392405063	4.10126582278481	5.625	3.25	5.29577464788732	4.19718309859155	8	6	3	0.38	1.69	
Monnier-2014-1031-678	678	oeil	eye	EYE	1248	NOUN	AF	86	5.91891891891892	3.54054054054054	5.94117647058824	4.11764705882353	5.9	3.05	4	2	1	97.13	278.51	6.87
Monnier-2014-1031-679	679	oeuf 	egg	EGG	744	NOUN	B	209	4.83783783783784	3.02702702702703	5.58823529411765	3.70588235294118	4.2	2.45	4	2	1	13.53	20.34	6.95
Monnier-2014-1031-680	680	oie 	goose	GOOSE	1187	NOUN	B	210	4.86486486486487	3.13513513513513	5.64705882352941	3.70588235294118	4.2	2.65	3	2	1	5.42	5.2	6.72
Monnier-2014-1031-681	681	oignon	onion	ONION	2366	NOUN	AF	157	4.24	3.58	4.05555555555556	4.33333333333333	4.34375	3.15625	6	3	2	4.35	5.34	6.85
Monnier-2014-1031-682	682	oiseau	bird	BIRD	937	NOUN	AF	28	6.81578947368421	4.10526315789474	6.82352941176471	3.82352941176471	6.80952380952381	4.33333333333333	6	4	2	43.78	47.97	6.74
Monnier-2014-1031-683	683	olive	olive	OLIVE	1154	NOUN			5.74025974025974	3.83116883116883	5.91666666666667	3.83333333333333	5.70769230769231	3.83076923076923	5	4	2	2.54	4.12	6.88
Monnier-2014-1031-684	684	oncle	uncle	UNCLE	1327	NOUN			6	4.22	5.94444444444444	4.5	6.03125	4.0625	5	3	1	124.11	121.96	5.25
Monnier-2014-1031-685	685	ongle 	nail	FINGERNAIL	1258	NOUN	B	211	4.68421052631579	3.76315789473684	4.23529411764706	3.11764705882353	5.04761904761905	4.28571428571429	5	3	1	2.35	10.14	6.41
Monnier-2014-1031-686	686	onze	eleven	ELEVEN	1706	ADJ:num			5.32432432432432	3.97297297297297	5.70588235294118	4.35294117647059	5	3.65	4	2	1	11.27	38.85	4.8
Monnier-2014-1031-687	687	opinion	opinion			NOUN			6.79220779220779	5.48051948051948	6.11111111111111	4.33333333333333	6.88235294117647	5.63235294117647	7	6	3	28.43	33.24	2.51
Monnier-2014-1031-688	688	orange	orange	ORANGE (FRUIT)	2627	NOUN	AF	158	5.92105263157895	4.02631578947368	5.64705882352941	4.29411764705882	6.14285714285714	3.80952380952381	6	4	2	11.56	12.03	6.88
