ID	NUMBER	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS	AFRIKAANS_AOA	AFRIKAANS	AMERICANENGLISH_AOA	AMERICANENGLISH	CATALAN_AOA	CATALAN	CZECH_AOA	CZECH	DANISH_AOA	DANISH	DUTCH_AOA	DUTCH	ENGLISH_AOA	ENGLISH	FINNISH_AOA	FINNISH	GAELIC_AOA	GAELIC	GERMAN_AOA	GERMAN	GREEK_AOA	GREEK	HEBREW_AOA	HEBREW	HUNGARIAN_AOA	HUNGARIAN	ICELANDIC_AOA	ICELANDIC	IRISH_AOA	IRISH	XHOSA_AOA	XHOSA	ITALIAN_AOA	ITALIAN	LEBANESEARABIC_AOA	LEBANESEARABIC	LITHUANIAN_AOA	LITHUANIAN	LUXEMBOURGISH_AOA	LUXEMBOURGISH	MALAY_AOA	MALAY	MALTESE_AOA	MALTESE	PERSIAN_AOA	PERSIAN	POLISH_AOA	POLISH	RUSSIAN_AOA	RUSSIAN	SOUTHAFRICANENGLISH_AOA	SOUTHAFRICANENGLISH	SERBIAN_AOA	SERBIAN	SLOVAK_AOA	SLOVAK	SPANISH_AOA	SPANISH	SWEDISH_AOA	SWEDISH	TURKISH_AOA	TURKISH	WESTERNARMENIAN_AOA	WESTERNARMENIAN
Luniewska-2019-299-11	11	bear	1820	BEAR	3.89189189189189	beer	3.30434782608696	bear	3.35	ós	2.69230769230769	medvěd	3.08695652173913	bjørn	2.72727272727273	beer	2.77822580645161	bear	2.5	karhu	6.0952380952381	mathan	2.38095238095238	Bär	3.32352941176471	αρκούδα	2.57142857142857	dov	3.33333333333333	medve	4.08695652173913	björn	4.4	béar	5.6	ibhere	3	orso	2.95238095238095	debb	3.32142857142857	meška	3.18181818181818	Bier	5.25675675675676	beruang	4.53846153846154	ors	3.47619047619048	خرس	3.4375	niedźwiedź	2.36111111111111	медведь	3.14285714285714	bear	3.96969696969697	medved	2.66666666666667	medveď	3.36363636363636	oso	2.47826086956522	björn	3.1025641025641	ayı	2.75	Արջ 
Luniewska-2019-299-12	12	bed	1663	BED	2.67567567567568	bed	2.73913043478261	bed	2.15	llit	2.34615384615385	postel	1.82608695652174	seng	1.90909090909091	bed	1.99193548387097	bed	1.25	sänky	3.14285714285714	leabaidh	1.80952380952381	Bett	2.68181818181818	κρεβάτι	1.85714285714286	mita	2.52380952380952	ágy	1.95652173913043	rúm	1.9	leaba	3.48	ibhedi	2.24	letto	2.11904761904762	takhet	2.32142857142857	lova	2.04761904761905	Bett	6.81081081081081	katil	2.58333333333333	sodda	3.28571428571429	تخت خواب	2.3125	łóżko	1.80555555555556	кровать	2.33333333333333	bed	2.96969696969697	krevet	1.93939393939394	posteľ	2.31818181818182	cama	1.95652173913043	säng	2.07692307692308	yatak	2.16666666666667	Անկողին 
Luniewska-2019-299-13	13	bell	2246	BELL	4.02702702702703	klok	3.47826086956522	bell	3.05	campana		-	3.1304347826087	klokke	2.72727272727273	bel	3.40322580645161	bell	1.91666666666667	kello	4.95238095238095	clag	3.33333333333333	Glocke	3.54411764705882	κουδούνι	3.14285714285714	pa'amon	3.57142857142857	csengő	3.56521739130435	bjalla	4.65	cloigín	5.52173913043478	intsimbi	3.56	campana	3	jaras	4.60714285714286	varpelis	3.5	Klack	5.21621621621622	loceng	4.72727272727273	qanpiena	3.47619047619048	زنگ	3.51612903225806	dzwonek	3.22222222222222	колокольчик	3.48780487804878	bell	4.66666666666667	zvono	3.48484848484848	zvonček	4.19047619047619	campana	4	ringklocka	6.30769230769231	çan	2.66666666666667	Զանգակ 
Luniewska-2019-299-14	14	belt	772	BELT	5.05555555555556	gordel	4.1304347826087	belt	4.4	cinturó	3.88461538461538	pásek	3.65217391304348	bælte	4.09090909090909	riem	4.21544715447155	belt	3.20833333333333	vyö	9.28571428571429	crios	3.95238095238095	Gürtel	4.10294117647059	ζώνη	4.33333333333333	xagora	4.28571428571429	öv	3.82608695652174	belti	4	crois	4.88461538461539	ibhanti	4.2	cintura	5.30952380952381	zennar	3.5	diržas	3.61904761904762	Rimm	5.91891891891892	tali pinggang 	4.46153846153846	ċintorin	4.14285714285714	کمربند	3.84375	pasek	3.51388888888889	ремень	3.68292682926829	belt	4.81818181818182	kaiš	4.15151515151515	opasok	4.5	cinturón	4.34782608695652	skärp	4.33333333333333	kemer	3.70833333333333	Գոտի 
Luniewska-2019-299-15	15	bicycle	747	BICYCLE		-	3.52173913043478	bike	3	bicicleta	2.92307692307692	kolo	2.69565217391304	cykel	7.86363636363636	mountainbike	3.66129032258064	bicycle	2	polkupyörä	4	baidhsagal	3.19047619047619	Fahrrad		-	2.9047619047619	ofanayim	3.42857142857143	bicikli	3.04347826086957	hjól	3	rothar	4.57142857142857	ibhayisekile	3.2	bicicletta		-	3.64285714285714	dviratis	3.04545454545455	Vëlo	4.54054054054054	basikal	3.54545454545455	rota	3.47619047619048	دوچرخه		-	3.16666666666667	велосипед	3.47619047619048	bicycle	3.96969696969697	bicikl	3	bicykel	3.64705882352941	bicicleta	3.26086956521739	cykel	3.33333333333333	bisiklet	4.16666666666667	Հեծանիւ 
Luniewska-2019-299-16	16	bird	937	BIRD	2.91891891891892	voël	3.17391304347826	bird	2.7	ocell	2.42307692307692	pták	2.17391304347826	fugl	2.31818181818182	vogel	2.40322580645161	bird	1.375	lintu	3.33333333333333	eun	2.14285714285714	Vogel	2.84375	πουλί	2.19047619047619	cipor	3	madár	2.39130434782609	fugl	2.2	éan	4.375	intaka	2.64	uccello	2.28571428571429	3asfour	2.92857142857143	paukštis	2.40909090909091	Vull	3.87837837837838	burung	3.38461538461538	għasfur	3.04761904761905	پرنده	2.53125	ptak	2.05555555555556	птица	2.42857142857143	bird	3.36363636363636	ptica	2.21212121212121	vták	2.68181818181818	pájaro	2.17391304347826	fågel	1.94871794871795	kuş	1.95833333333333	Թռչուն 
Luniewska-2019-299-17	17	blackboard	3084	BLACKBOARD	2.91891891891892	bord	5.21739130434783	chalkboard	3.85	pissarra	4.61538461538462	tabule	4.21739130434783	tavle	4.54545454545455	schoolbord	4.76422764227642	blackboard	4.41666666666667	liitutaulu	5.71428571428571	bòrd-dubh	4	Tafel	4.32352941176471	πίνακας	4.23809523809524	lu'ax	4.71428571428571	tábla	5.21739130434783	tafla	4	clár dubh	5.88	ibhodi	4.08	lavagna	3.42857142857143	lo:h	4.17857142857143	lenta	3.95454545454545	Tafel	5.7027027027027	papan hitam	4.4375	blackboard	5.38095238095238	تخته سیاه	4.875	tablica	5.27777777777778	школьная доска	5.14634146341463	blackboard	5.24242424242424	tabla	5.18181818181818	tabuľa	3.77272727272727	pizarra	3.30434782608696	tavla 	5.94871794871795	karatahta	3.875	Գրատախտակ
Luniewska-2019-299-18	18	bone	1394	BONE	3.51351351351351	been [English: bone]	4	bone	4	os	3.80769230769231	kost	2.04347826086957	ben	3.72727272727273	bot	4.02439024390244	bone	2.79166666666667	luu	4.38095238095238	cnàimh	4.33333333333333	Knochen	4	κόκαλο	3.95238095238095	ecem	4.04761904761905	csont	3.65217391304348	bein	3.4	cnámh	4.07692307692308	ithambo	3.64	osso	4.61904761904762	3adme	4.17857142857143	kaulas	3.27272727272727	Schank	5.5945945945946	tulang	5.75	għadma	4.0952380952381	استخوان	4.16129032258065	kość	3.38888888888889	кость	3.4047619047619	bone	5.42424242424242	kost	4.45454545454545	kosť	4.27272727272727	hueso	2.09090909090909	ben	4.64102564102564	kemik	4.29166666666667	Ոսկոր 
Luniewska-2019-299-19	19	boot	585	BOOT	5.52777777777778	stewel	3.91304347826087	boot	3.85	bota	2.38461538461538	bota	2.69565217391304	støvle	2.90909090909091	laars	3.31451612903226	boot	2.16666666666667	saapas	4.19047619047619	bòtainn	3	Stiefel	3.92647058823529	μπότα	3.71428571428571	magaf	3.38095238095238	csizma	2.43478260869565	stígvél	3.73684210526316	buatais	5.33333333333333	ibhuthi	4.52	stivale	2.30952380952381	bo:t	2.42857142857143	batas	3	Stiwwel	6.62162162162162	but	11.3333333333333	buza	4.76190476190476	چکمه	5.65625	kozak	2.66666666666667	ботинок	3.78571428571429	boot	4.21212121212121	čizma	3.27272727272727	čižma	3.45454545454545	bota	3.39130434782609	stövel	3.8974358974359	çizme		-
Luniewska-2019-299-20	20	bottle	1321	BOTTLE	2.89189189189189	bottel	3.39130434782609	bottle	3.3	ampolla	2.76923076923077	láhev	3.08695652173913	flaske	2.40909090909091	fles	2.62096774193548	bottle	1.75	pullo	2.9047619047619	botal	2.42857142857143	Flasche	3.16129032258064	μπουκάλι	1.61904761904762	bakbuk	3.66666666666667	üveg	3.39130434782609	flaska	2.6	buidéal	3.19230769230769	ibhotile	2.84	bottiglia	2.35714285714286	'annine	4.10714285714286	butelis	2.36363636363636	Fläsch	4	botol	3.76923076923077	flixkun	5.14285714285714	بطری	2.96774193548387	butelka	2.91428571428571	бутылка	2.38095238095238	bottle	4.12121212121212	flaša	2.21212121212121	fľaša	3.45454545454545	botella	2.73913043478261	flaska 	3.20512820512821	şişe	2.625	Շիշ 
Luniewska-2019-299-21	21	broom	245	BROOM	3.54054054054054	besem	4.43478260869565	broom	3.7	escombra	3.5	koště	2.60869565217391	kost	3.81818181818182	bezem	4.29032258064516	broom	3.33333333333333	luuta	4	sguab	3.19047619047619	Besen	3.08823529411765	σκούπα	2.9047619047619	matate	3.52380952380952	seprű	3.60869565217391	kústur	2.8	scuab	4.64	umtshayelo	3.32	scopa	3.78571428571429	mekense	3.46428571428571	šluota	3.95238095238095	Biesem	4.91891891891892	penyapu	3.64705882352941	xkupa	3.33333333333333	جارو	3.5625	miotła	3.66666666666667	метла	3.24390243902439	broom	4.21212121212121	metla	3.42424242424242	metla	3.81818181818182	escoba	4.56521739130435	kvast 	3.28205128205128	süpürge	3.79166666666667	Աւել 
Luniewska-2019-299-22	22	brush	1821	BRUSH		-	3.78260869565217	brush	3.65	raspall	4.38461538461539	kartáč	3.18181818181818	hårbørste	3.54545454545455	borstel	3.125	brush	1.83333333333333	harja	3.47619047619048	bruis	3.0952380952381	Bürste		-	3.02380952380952	mivreshet   	4.28571428571429	hajkefe	3.43478260869565	bursti	3.6	scuab gruaige	5.04166666666667	ibhrashi	3.88	spazzola		-	4	šepetys	2.88636363636364	Biischt	4.43243243243243	sikat	4.58333333333333	brush	4.66666666666667	بُرُس		-	3.41666666666667	щётка	3.04761904761905	brush	3.93939393939394	četka	3.77777777777778	kefa	3.94117647058824	cepillo	3.91304347826087	hårborste 	5.14285714285714	saç fırçası		-
Luniewska-2019-299-23	23	bus	1070	BUS	3.81081081081081	bus	3.65217391304348	bus	4.85	autobús	3.23076923076923	autobus	2.73913043478261	bus	3	bus	2.92338709677419	bus	2.5	linja-auto	3.42857142857143	bus	3.0952380952381	Bus	4.57352941176471	λεωφορείο	2.80952380952381	otobus	3.52380952380952	busz	4.43478260869565	strætó	2.6	bus	4.95652173913043	ibhasi	4.68	autobus	3.30952380952381	autocar	3.92857142857143	autobusas	2.90909090909091	Bus	4.16216216216216	bas	4.93333333333333	karozza tal-linja	4.47619047619048	اتوبوس	3.41935483870968	autobus	2.75	автобус	3.47619047619048	bus	4.15151515151515	autobus	3.63636363636364	autobus	3.77272727272727	autobus	2.65217391304348	buss	3.28205128205128	otobüs	4.66666666666667	Փոխադրակառք
Luniewska-2019-299-24	24	butterfly	1791	BUTTERFLY	3.97297297297297	skoenlapper	4.08695652173913	butterfly	3.35	papallona	2.92307692307692	motýl	2.73913043478261	sommerfugl	3.31818181818182	vlinder	3.41129032258064	butterfly	1.95833333333333	perhonen	5.42857142857143	dealan-dè	2.71428571428571	Schmetterling	3.04545454545455	πεταλούδα	2	parpar	3.47619047619048	pillangó	3.21739130434783	fiðrildi	2.9	féileacán	4.875	ibhabhathane	3.16	farfalla	3.4047619047619	fara:che 	3.53571428571429	drugelis	3.09090909090909	Päiperlek	4.62162162162162	rama-rama	3.33333333333333	farfett	3.76190476190476	پروانه	3.03125	motyl	2.33333333333333	бабочка	3.07142857142857	butterfly	3.78787878787879	leptir	2.78787878787879	motýľ	3.36363636363636	mariposa	2.8695652173913	fjäril	3.35897435897436	kelebek	2.54166666666667	Թիթեռնիկ
Luniewska-2019-299-25	25	button	757	BUTTON	3.67567567567568	knoop	4.08695652173913	button	3.2	botó	3.53846153846154	knoflík	3.17391304347826	knap	3.36363636363636	knoop	3.2741935483871	button	2.125	nappi	4.0952380952381	putan	2.95238095238095	Knopf	3.58823529411765	κουμπί	3.38095238095238	kaftor	3.71428571428571	gomb	3	tala	3.2	cnaipe	5.28	iqhosha	3.4	bottone	3.57142857142857	zerr	3.10714285714286	saga	2.70454545454545	Knapp	4.86486486486487	butang	4.58333333333333	buttuna	3.38095238095238	دکمه	3.375	guzik	2.97222222222222	пуговица	3.21951219512195	button	4.3125	dugme	2.81818181818182	gombík	3.5	botón	3.26086956521739	knapp	3.33333333333333	düğme	3.79166666666667	Կոճակ
Luniewska-2019-299-26	26	candle	1273	CANDLE	3.67567567567568	kers	4.34782608695652	candle	4.2	espelma	3.5	svíčka	3.95652173913043	stearinlys	3.5	kaars	4.49193548387097	candle	2.41666666666667	kynttilä	4.42857142857143	coinneal	2.95238095238095	Kerze	3.67647058823529	κερί	3	ner	4.14285714285714	gyertya	3.65217391304348	kerti	3.4	coinneal	4.84	ikhandlela	3.92	candela	2.97619047619048	cham3a	4.32142857142857	žvakė	3.15909090909091	Käerz	5.13513513513514	lilin	4.6	xemgħa	3.66666666666667	شمع	3.9375	świeczka	3.47222222222222	свечка	3.58536585365854	candle	4.81818181818182	sveća	3.66666666666667	sviečka	4.52380952380952	vela	3.04347826086957	ljus	3.38461538461538	mum	2.58333333333333	Մոմ 
Luniewska-2019-299-27	27	cap	1288	CAP		-		-	3.65	gorra		-	3.8695652173913	kasket	2.90909090909091	muts	3.74193548387097	cap	1.66666666666667	lakki		-	2.28571428571429	Mütze		-	2.23809523809524	kova	2.9047619047619	sapka	2.39130434782609	húfa	3.1	caipín 	5.28	ikepusi	3.6	berretto		-	3.03571428571429	kepurė	2.40909090909091	Mutz	4.54054054054054	topi	3.92307692307692	beritta		-		-	2.25	шапка	2.88095238095238	hat	3.48484848484848	kapa	1.77777777777778	čiapka	3.58823529411765	gorro	2.21739130434783	mössa 	5	bere		-
Luniewska-2019-299-28	28	car	1111	CAR		-	2.95652173913043	car	3.15	cotxe	2.42307692307692	auto	2	bil	2.23809523809524	auto	2.25	car	1.23529411764706	auto	3.71428571428571	càr	2.19047619047619	Auto		-	2.54761904761905	mexonit	3.14285714285714	autó	2.30434782608696	bíll	2.35	carr	4.18518518518519	imoto	2.8	macchina		-	3.07142857142857	mašina	2.11363636363636	Auto	3.86486486486486	kereta	3.07692307692308	karozza	2.95238095238095	ماشین		-	2.06944444444444	машина	2.54761904761905	car	3.60606060606061	auto	1.55555555555556	auto	2.76470588235294	coche	1.8695652173913	bil	2.66666666666667	araba	2.75	Ինքնաշարժ 
Luniewska-2019-299-29	29	carrot	3085	CARROT	3.18918918918919	wortel	3.60869565217391	carrot	3.25	pastanaga	2.88461538461538	mrkev	2.47826086956522	gulerod	3.22727272727273	wortel	3.14516129032258	carrot	1.83333333333333	porkkana	3.28571428571429	curran	2.9	Möhre	3.17647058823529	καρότο	2.425	gezer	3	sárgarépa	3.21739130434783	gulrót	2.94736842105263	cairéad	5.58333333333333	umnqathe	2.68	carota	3.19047619047619	jazra	2.92857142857143	morka	3.14285714285714	Muert	5.72972972972973	lobak merah	4.15384615384615	karrotta	3.28571428571429	هویج	3.09375	marchew	2.41428571428571	морковь	2.88095238095238	carrot	4	šargarepa	2.66666666666667	mrkva	3.5	zanahoria	2.78260869565217	morot	3.30769230769231	havuç	2.79166666666667	Ստեպղին
Luniewska-2019-299-30	30	cat	1208	CAT	2.72972972972973	kat	2.78260869565217	cat	2.7	gat	2.15384615384615	kočka	1.73913043478261	kat	2.36363636363636	kat	2.0241935483871	cat	1.30434782608696	kissa	3	cat	2.14285714285714	Katze	2.30882352941176	γάτα	1.95238095238095	xatul	2.61904761904762	macska	2.17391304347826	kisa	1.85	cat	3.79166666666667	ikati	2.16	gatto	1.85714285714286	bsayne	2.25	katė	2.33333333333333	Kaz	3.64864864864865	kucing	3.16666666666667	qattus	2.85714285714286	گربه	2.3125	kot	1.75714285714286	кошка	2.42857142857143	cat	2.90909090909091	mačka	2.09090909090909	mačka	2.40909090909091	gato	1.8695652173913	katt	1.94871794871795	kedi	1.625	Կատու
Luniewska-2019-299-31	31	chain	1627	CHAIN		-	4.78260869565217	chain	4.65	cadena	4.57692307692308	řetěz	3.8695652173913	kæde	3.68181818181818	ketting	4.78861788617886	chain	3.94444444444444	ketju	6.71428571428571	sèine	3.42857142857143	Kette		-	3	sharsheret	3.65	lánc	4.78260869565217	keðja	4.8	slabhra	5.42857142857143	itsheyini	4.24	catena		-	4.39285714285714	grandinė	3.04545454545455	Ketten	5.27027027027027	rantai	6	katina	4.61904761904762	زنجیر		-	4.66666666666667	цепь	4.60975609756098	chain	5	lanac	4.55555555555556	reťaz	5.88235294117647	cadena	5	kedja	4.85714285714286	zincir	5.29166666666667	Շղթայ 
Luniewska-2019-299-32	32	chair	1476	CHAIR	2.91891891891892	stoel	3.65217391304348	chair	2.7	cadira	2.53846153846154	židle	2.04347826086957	stol	2.13636363636364	stoel	2.65322580645161	chair	1.375	tuoli	4.80952380952381	sèithear	2.0952380952381	Stuhl	2.72058823529412	καρέκλα	2.0952380952381	kise	2.71428571428571	szék	2.30434782608696	stóll	2.7	cathaoir	3.92592592592593	isitulo	2.32	sedia	2.30952380952381	kerse	2.57142857142857	kėdė	2.40909090909091	Stull	4.47297297297297	kerusi	3.26666666666667	siġġu	3.33333333333333	صندلی	2.90625	krzesło	1.95833333333333	стул	2.61904761904762	chair	3.21212121212121	stolica	2.21212121212121	stolička	2.72727272727273	silla	2.52173913043478	stol	2.94871794871795	sandalye	1.75	Աթոռ 
Luniewska-2019-299-33	33	cheese	1569	CHEESE	3.13513513513513	kaas	3.73913043478261	cheese	3.65	formatge	3.11538461538462	sýr	2.60869565217391	ost	2.54545454545455	kaas	3.15725806451613	cheese	1.91666666666667	juusto	3.38095238095238	càis(e)	2.52380952380952	Käse	3.11764705882353	τυρί	2	gvina	3.52380952380952	sajt	2.65217391304348	ostur	3	cáis	5.16	itshizi	2.96	formaggio	2.97619047619048	jebneh	3.64285714285714	sūris	2.5	Kéis		-	3.21428571428571	ġobon	3.04761904761905	پنیر	2.75	ser	2.91666666666667	сыр	2.73809523809524	cheese	3.72727272727273	sir	3.06060606060606	syr	3.04545454545455	queso	2.43478260869565	ost	2.33333333333333	peynir	2.54166666666667	Պանիր 
