ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	WOLD_ID	URL	IDS_ID	DESCRIPTION	CONTEXT	PART_OF_SPEECH	SEMANTIC_FIELD	AGE_SCORE	BORROWING_SCORE	SIMPLICITY_SCORE	REPRESENTATION	RANK
Haspelmath-2009-1460-788	1870	ANCHOR	788	the anchor	10-89	http://wold.clld.org/meaning/10-89	10.89	-	-	Noun	10	0.8308724832	0.5838926175	0.9194630872	26	602
Haspelmath-2009-1460-789	610	PORT	789	the port	10-91	http://wold.clld.org/meaning/10-91	10.91	(= harbour)	-	Noun	10	0.8062992126	0.4330708661	0.8188976378	33	957
Haspelmath-2009-1460-790	1922	LAND (DESCEND)	790	to land	10-92	http://wold.clld.org/meaning/10-92	10.92	-	-	Verb	10	0.7585253456	0.185483871	0.7062211982	39	1378
Haspelmath-2009-1460-791	773	HAVE	791	to have	11-11	http://wold.clld.org/meaning/11-11	11.11	'have temporarily (including things that one does not strictly speaking possess)'	The boy has a flower in his hand.	Verb	11	0.8286499695	0.036652413	0.8992058644	38	633
Haspelmath-2009-1460-792	684	OWN	792	to own	11-12	http://wold.clld.org/meaning/11-12	11.12	'possess, have permanently as legal possession'	The woman owns a car.	Verb	11	0.8179878049	0.256097561	0.8262195122	35	778
Haspelmath-2009-1460-793	1749	TAKE	793	to take	11-13	http://wold.clld.org/meaning/11-13	11.13	'seize a concrete object in the hand and hold it'	I took my bag and walked to the market square.	Verb	11	0.8766025641	0.1004397734	0.8865161002	50	116
Haspelmath-2009-1460-794	2021	GRASP	794	to grasp	11-14	http://wold.clld.org/meaning/11-14	11.14	'take and hold something firmly with one's hands'	Make sure you grasp the rope with both hands.	Verb	11	0.8589768815	0.0295130349	0.8930152484	50	248
Haspelmath-2009-1460-795	1448	HOLD	795	to hold	11-15	http://wold.clld.org/meaning/11-15	11.15	'to have something in one's hand or arms'	I held the baby in my arms.	Verb	11	0.85077951	0.1002227171	0.8788975501	47	330
Haspelmath-2009-1460-796	694	GET	796	to get	11-16	http://wold.clld.org/meaning/11-16	11.16	'come into possession of something' (neutral between ‘obtain’ and ‘receive’)	-	Verb	11	0.8537411527	0.1592517695	0.8634984833	48	294
Haspelmath-2009-1460-797	1477	KEEP	797	to keep	11-17	http://wold.clld.org/meaning/11-17	11.17	'retain, remain in possession of something'	I like the hat you gave me and I'd like to keep it.	Verb	11	0.8320541761	0.1489841986	0.8058690745	49	581
Haspelmath-2009-1460-798	738	THING	798	the thing	11-18	http://wold.clld.org/meaning/11-18	11.18	'concrete object of any kind'	My brother is rich, and many things in his house are never used.	Noun	11	0.7968316832	0.2277227723	0.899009901	45	1091
Haspelmath-2009-1460-799	1447	GIVE	799	to give	11-21	http://wold.clld.org/meaning/11-21	11.21	'physical transfer of an object with one's hands that passes into possession of the recipient'	The girl gave the boy a flower.	Verb	11	0.8851239669	0.0867768595	0.9070247934	46	77
Haspelmath-2009-1460-800	85	GIVE BACK	800	to give back	11-22	http://wold.clld.org/meaning/11-22	11.22	'give something that was earlier in the recipient's possession'	I lent you my watch, and you haven't given it back yet.	Verb	11	0.7694117647	0.0882352941	0.6784313725	46	1323
Haspelmath-2009-1460-801	1997	PRESERVE	801	to preserve	11-24	http://wold.clld.org/meaning/11-24	11.24	‘save something/someone from being harmed or destroyed’	I think these traditional customs should be preserved. / The wreck was preserved by the muddy sea bed.	Verb	11	0.7876993166	0.2414578588	0.7448747153	46	1189
Haspelmath-2009-1460-803	2008	RESCUE	803	to rescue	11-25	http://wold.clld.org/meaning/11-25	11.25	'make someone safe from danger or harm'	He saved his friend from drowning.	Verb	11	0.7866125761	0.3681541582	0.8113590264	45	1206
Haspelmath-2009-1460-804	681	DESTROY	804	to destroy	11-27	http://wold.clld.org/meaning/11-27	11.27	'damage something so badly that it cannot be repaired or so that it no longer exists'	The school was completely destroyed by fire.	Verb	11	0.7892307692	0.1788461538	0.7798076923	50	1174
Haspelmath-2009-1460-805	44	INJURE	805	to injure	11-28	http://wold.clld.org/meaning/11-28	11.28	'to cause bodily harm'	The falling tree injured two loggers.	Verb	11	0.7992982456	0.1868421053	0.7412280702	55	1058
Haspelmath-2009-1460-806	1468	LOOK FOR	806	to look for	11-31	http://wold.clld.org/meaning/11-31	11.31	-	I am looking for my purse; I must have lost it on my way.	Verb	11	0.8523622047	0.0836614173	0.8838582677	46	316
Haspelmath-2009-1460-807	719	FIND	807	to find	11-32	http://wold.clld.org/meaning/11-32	11.32	-	I had lost my purse but I found it again.	Verb	11	0.8244729606	0.0859303391	0.8728230981	48	688
Haspelmath-2009-1460-808	1660	LOSE	808	to lose	11-33	http://wold.clld.org/meaning/11-33	11.33	-	I had lost my purse but I found it again.	Verb	11	0.8157024793	0.0371900826	0.7520661157	44	810
Haspelmath-2009-1460-809	1095	LET GO OR SET FREE	809	to let go	11-34	http://wold.clld.org/meaning/11-34	11.34	‘stop holding something/someone’	She let go of the rope.	Verb	11	0.7881435994	0.1192725555	0.8027869627	49	1186
Haspelmath-2009-1460-810	1559	MONEY	810	the money	11-43	http://wold.clld.org/meaning/11-43	11.43	-	A thousand dollars is a lot of money.	Noun	11	0.8657142857	0.5375	0.9705357143	53	186
Haspelmath-2009-1460-811	1867	COIN	811	the coin	11-44	http://wold.clld.org/meaning/11-44	11.44	-	I don't have any coins left, only paper money.	Noun	11	0.8042145594	0.5335249042	0.816091954	48	989
Haspelmath-2009-1460-812	712	RICH	812	rich	11-51	http://wold.clld.org/meaning/11-51	11.51	-	The beggar invested his money so well that he became rich.	Adjective	11	0.8142372881	0.2847457627	0.8161016949	43	838
Haspelmath-2009-1460-813	1674	POOR	813	poor	11-52	http://wold.clld.org/meaning/11-52	11.52	-	After he became rich, he donated a lot of money to poor people.	Adjective	11	0.8446945338	0.4461414791	0.9011254019	55	400
Haspelmath-2009-1460-814	1934	BEGGAR	814	the beggar	11-53	http://wold.clld.org/meaning/11-53	11.53	-	The beggar collected money in a cup.	Noun	11	0.7957198444	0.2071984436	0.7110894942	44	1108
Haspelmath-2009-1460-815	1774	STINGY	815	stingy	11-54	http://wold.clld.org/meaning/11-54	11.54	-	He is so stingy he doesn't heat his house even in winter.	Adjective	11	0.7700483092	0.2173913043	0.8937198068	55	1320
Haspelmath-2009-1460-816	582	LEND	816	to lend	11-61	http://wold.clld.org/meaning/11-61	11.61	-	Can you lend me your ladder?	Verb	11	0.8374429224	0.0753424658	0.7568493151	46	486
Haspelmath-2009-1460-817	1823	BORROW	817	to borrow	11-62	http://wold.clld.org/meaning/11-62	11.62	-	Can I borrow your ladder?	Verb	11	0.8487532244	0.1096302666	0.7678417885	48	350
Haspelmath-2009-1460-818	369	OWE	818	to owe	11-63	http://wold.clld.org/meaning/11-63	11.63	-	My brother owes me 100 Euros.	Verb	11	0.7899224806	0.1860465116	0.7583979328	36	1165
Haspelmath-2009-1460-819	1914	DEBT	819	the debt	11-64	http://wold.clld.org/meaning/11-64	11.64	'sum of money that one owes'	He now had enough money to pay off his father's outstanding debts.	Noun	11	0.8292887029	0.3075313808	0.8870292887	42	624
Haspelmath-2009-1460-820	718	PAY	820	to pay	11-65	http://wold.clld.org/meaning/11-65	11.65	-	I paid 100 Euros for this book.	Verb	11	0.8324894515	0.3037974684	0.835443038	44	575
Haspelmath-2009-1460-821	1081	BILL	821	the bill	11-66	http://wold.clld.org/meaning/11-66	11.66	‘written list showing how much a customer has to pay’	-	Noun	11	0.8492957746	0.6302816901	0.8521126761	37	342
Haspelmath-2009-1460-822	873	TAX	822	the tax	11-69	http://wold.clld.org/meaning/11-69	11.69	-	If you don't pay your taxes, you go to jail.	Noun	11	0.8120481928	0.5903614458	0.9277108434	42	872
Haspelmath-2009-1460-823	856	HIRE	823	to hire	11-77	http://wold.clld.org/meaning/11-77	11.77	‘employ’	We need to hire/employ more workers if we want to finish the task in time.	Verb	11	0.8106481481	0.3784722222	0.7777777778	38	897
Haspelmath-2009-1460-824	1122	WAGES	824	the wages	11-78	http://wold.clld.org/meaning/11-78	11.78	'the money a worker receives for the work done'	The job's not very exciting, but he earns a good wage.	Noun	11	0.8053191489	0.5319148936	0.8324468085	50	973
Haspelmath-2009-1460-825	733	EARN	825	to earn	11-79	http://wold.clld.org/meaning/11-79	11.79	'receive [money] for regular work'	The job's not very exciting, but he earns a good wage.	Verb	11	0.8496959166	0.1889661164	0.7447871416	44	338
Haspelmath-2009-1460-826	1869	BUY	826	to buy	11-81	http://wold.clld.org/meaning/11-81	11.81	-	I bought ten bananas for a dollar.	Verb	11	0.8742071882	0.1522198732	0.866807611	46	128
Haspelmath-2009-1460-827	1571	SELL	827	to sell	11-82	http://wold.clld.org/meaning/11-82	11.82	-	He sold his car for five thousand Euros.	Verb	11	0.8648421053	0.1726315789	0.8610526316	43	193
Haspelmath-2009-1460-828	2135	TRADE OR BARTER	828	to trade or barter	11-83	http://wold.clld.org/meaning/11-83	11.83	-	The farmer traded his cow for three goats.	Verb	11	0.8656462585	0.2619047619	0.75	55	188
Haspelmath-2009-1460-829	1082	MERCHANT	829	the merchant	11-84	http://wold.clld.org/meaning/11-84	11.84	'someone who buys and sells goods in large quantities'	-	Noun	11	0.8530612245	0.3265306122	0.6479591837	49	306
Haspelmath-2009-1460-830	633	MARKET	830	the market	11-85	http://wold.clld.org/meaning/11-85	11.85	(place)	He is going to the market to buy vegetables.	Noun	11	0.834939759	0.6746987952	0.9277108434	44	533
Haspelmath-2009-1460-831	752	STORE	831	the shop/store	11-86	http://wold.clld.org/meaning/11-86	11.86	-	There are no shops in the market, only open stalls.	Noun	11	0.8031914894	0.7021276596	0.920212766	50	1005
Haspelmath-2009-1460-832	657	PRICE	832	the price	11-87	http://wold.clld.org/meaning/11-87	11.87	-	The price of these bananas is two dollars a bunch.	Noun	11	0.7991416309	0.4313304721	0.8809012876	42	1061
Haspelmath-2009-1460-833	1426	EXPENSIVE	833	expensive	11-88	http://wold.clld.org/meaning/11-88	11.88	-	Mangos are more expensive than bananas.	Adjective	11	0.8054054054	0.2972972973	0.7941787942	42	970
Haspelmath-2009-1460-834	1887	CHEAP	834	cheap	11-89	http://wold.clld.org/meaning/11-89	11.89	-	Bananas are so cheap even poor people can afford them.	Adjective	11	0.8213438735	0.4268774704	0.8122529644	44	729
Haspelmath-2009-1460-835	884	SHARE	835	to share	11-91	http://wold.clld.org/meaning/11-91	11.91	'let someone have part of something that belongs to oneself'	The girl shared the cookies with her brother.	Verb	11	0.8100755668	0.1284634761	0.814861461	43	908
Haspelmath-2009-1460-836	1098	WEIGH	836	to weigh	11-92	http://wold.clld.org/meaning/11-92	11.92	'have a certain weight'	The bag weighs 10 kilograms.	Verb	11	0.8169230769	0.3884615385	0.7961538462	37	792
Haspelmath-2009-1460-837	1685	AFTER	837	after	12-01	http://wold.clld.org/meaning/12-01	12.01	-	After the storm we went outside again.	Function word	12	0.8304904051	0.0767590618	0.8208955224	46	607
Haspelmath-2009-1460-838	1686	BEHIND	838	behind	12-011	http://wold.clld.org/meaning/12-011	12.011	-	I can't see the tree, it's behind the house.	Function word	12	0.772392638	0.0245398773	0.7903885481	48	1308
Haspelmath-2009-1460-839	1816	BESIDE	839	beside	12-02	http://wold.clld.org/meaning/12-02	12.02	-	Beside the house there are some trees.	Function word	12	0.8093117409	0.0708502024	0.7844129555	46	920
Haspelmath-2009-1460-840	1326	DOWN	840	down	12-03	http://wold.clld.org/meaning/12-03	12.03	-	She looked down into the well.	Function word	12	0.8405759162	0.0477748691	0.7722513089	44	451
Haspelmath-2009-1460-841	1882	BEFORE	841	before	12-04	http://wold.clld.org/meaning/12-04	12.04	-	Before the war people freely crossed the border.	Function word	12	0.8317073171	0.0951219512	0.8243902439	42	586
Haspelmath-2009-1460-842	1883	IN FRONT OF	842	in front of	12-041	http://wold.clld.org/meaning/12-041	12.041	-	In front of the house is a white gate.	Function word	12	0.7967346939	0.0551020408	0.7183673469	48	1093
Haspelmath-2009-1460-843	1606	INSIDE	843	inside	12-05	http://wold.clld.org/meaning/12-05	12.05	-	What's inside the box?	Function word	12	0.8050632911	0.0791139241	0.7848101266	49	979
Haspelmath-2009-1460-844	762	OUTSIDE	844	outside	12-06	http://wold.clld.org/meaning/12-06	12.06	-	It's cold outside.	Function word	12	0.8099601594	0.0507968127	0.8047808765	44	911
Haspelmath-2009-1460-845	1485	BELOW OR UNDER	845	under	12-07	http://wold.clld.org/meaning/12-07	12.07	-	He hid under the table.	Function word	12	0.7883870968	0.0344086022	0.8064516129	48	1183
Haspelmath-2009-1460-846	1591	UP	846	up	12-08	http://wold.clld.org/meaning/12-08	12.08	-	She looked up into the sky.	Function word	12	0.8425925926	0	0.7835648148	44	428
Haspelmath-2009-1460-847	723	PLACE (POSITION)	847	the place	12-11	http://wold.clld.org/meaning/12-11	12.11	-	This place is too hot, let's look for a cooler place.	Noun	12	0.8501070664	0.2548179872	0.9606531049	50	335
Haspelmath-2009-1460-849	998	PUT	849	to put	12-12	http://wold.clld.org/meaning/12-12	12.12	-	He put the book on the table.	Verb	12	0.815139193	0.0633406318	0.8592430404	58	823
Haspelmath-2009-1460-850	1416	SIT	850	to sit	12-13	http://wold.clld.org/meaning/12-13	12.13	-	Let's sit under the tree.	Verb	12	0.853164557	0.0886075949	0.8924050633	44	305
Haspelmath-2009-1460-851	215	LIE DOWN	851	to lie down	12-14	http://wold.clld.org/meaning/12-14	12.14	-	She lay down in her bed but could not fall asleep.	Verb	12	0.8553571429	0.01875	0.8392857143	51	274
Haspelmath-2009-1460-852	1442	STAND	852	to stand	12-15	http://wold.clld.org/meaning/12-15	12.15	-	He got tired of standing and sat down.	Verb	12	0.8366567671	0.0190920662	0.8886296139	44	503
Haspelmath-2009-1460-853	987	REMAIN	853	to remain	12-16	http://wold.clld.org/meaning/12-16	12.16	-	I plan to remain here for a week.	Verb	12	0.8444444444	0.1355932203	0.9152542373	51	405
Haspelmath-2009-1460-854	838	REMAINS	854	the remains	12-17	http://wold.clld.org/meaning/12-17	12.17	-	After the earthquake, some people continued to live in the remains of their homes.	Noun	12	0.8088082902	0.2292746114	0.7720207254	49	925
Haspelmath-2009-1460-855	7	GATHER	855	to gather	12-21	http://wold.clld.org/meaning/12-21	12.21	(transitive)	He gathered wild mushrooms for dinner.	Verb	12	0.804137931	0.1448275862	0.8637931034	57	990
Haspelmath-2009-1460-856	371	PICK UP	856	to pick up	12-212	http://wold.clld.org/meaning/12-212	12.212	-	She picked up the stone and then threw it down again.	Verb	12	0.823102981	0.0995934959	0.8031842818	48	705
Haspelmath-2009-1460-857	1576	PILE UP	857	to pile up	12-213	http://wold.clld.org/meaning/12-213	12.213	(transitive)	He piled up the mushrooms he had collected.	Verb	12	0.7828571429	0.1673469388	0.7408163265	44	1240
Haspelmath-2009-1460-858	1743	JOIN	858	to join	12-22	http://wold.clld.org/meaning/12-22	12.22	(transitive)	He joined the two boards with nails.	Verb	12	0.8613545817	0.1733067729	0.7868525896	46	231
Haspelmath-2009-1460-859	1359	SEPARATE	859	to separate	12-23	http://wold.clld.org/meaning/12-23	12.23	(transitive)	He separated the two boards by pulling out the nails.	Verb	12	0.7836446951	0.1797673599	0.8175890025	56	1233
Haspelmath-2009-1460-860	1119	DIVIDE	860	to divide	12-232	http://wold.clld.org/meaning/12-232	12.232	(transitive)	She divided the bananas equally among the children.	Verb	12	0.8366197183	0.185915493	0.8436619718	43	505
Haspelmath-2009-1460-861	1156	OPEN	861	to open	12-24	http://wold.clld.org/meaning/12-24	12.24	(transitive)	He opened the door and went out.	Verb	12	0.8377622378	0.1048951049	0.8583916084	51	483
Haspelmath-2009-1460-862	1046	SHUT	862	to shut	12-25	http://wold.clld.org/meaning/12-25	12.25	(transitive)	After coming in, he shut the door.	Verb	12	0.8373040752	0.1780956113	0.8530564263	48	491
Haspelmath-2009-1460-863	761	COVER	863	to cover	12-26	http://wold.clld.org/meaning/12-26	12.26	-	He covered the child with a blanket.	Verb	12	0.8514802632	0.0912828947	0.8519736842	44	322
Haspelmath-2009-1460-864	602	HIDE (CONCEAL)	864	to hide	12-27	http://wold.clld.org/meaning/12-27	12.27	‘conceal’ (transitive)	Hide your money here, so no one can find it.	Verb	12	0.8729083665	0.0717131474	0.9133466135	45	138
Haspelmath-2009-1460-865	1265	HIGH	865	high	12-31	http://wold.clld.org/meaning/12-31	12.31	-	The eagle flew so high it was hardly visible.	Adjective	12	0.8417761101	0.124452783	0.8398999375	43	436
Haspelmath-2009-1460-866	721	LOW	866	low	12-32	http://wold.clld.org/meaning/12-32	12.32	-	The bat flew so low its wings brushed against the bush.	Adjective	12	0.8185779817	0.1049311927	0.8520642202	44	771
Haspelmath-2009-1460-867	1753	TOP	867	the top	12-33	http://wold.clld.org/meaning/12-33	12.33	-	The top of the tree caught fire.	Noun	12	0.8436682854	0.2555098991	0.924355622	54	415
Haspelmath-2009-1460-868	690	BOTTOM	868	the bottom	12-34	http://wold.clld.org/meaning/12-34	12.34	-	The coin was lying on the bottom of the pond.	Noun	12	0.8178484108	0.0922982885	0.9327628362	47	783
Haspelmath-2009-1460-869	742	END (OF SPACE)	869	the end(1)	12-35	http://wold.clld.org/meaning/12-35	12.35	(spatial)	At the end of the village stood a small house.	Noun	12	0.8370800244	0.0969761759	0.8930971289	42	496
Haspelmath-2009-1460-870	372	POINTED	870	pointed	12-352	http://wold.clld.org/meaning/12-352	12.352	-	He pierced the leather with a pointed knife.	Adjective	12	0.813877551	0.1469387755	0.7979591837	45	844
Haspelmath-2009-1460-871	863	EDGE	871	the edge	12-353	http://wold.clld.org/meaning/12-353	12.353	-	-	Noun	12	0.8843373494	0.1285140562	0.9638554217	53	80
Haspelmath-2009-1460-872	682	SIDE	872	the side	12-36	http://wold.clld.org/meaning/12-36	12.36	-	There were trees on both sides of the house.	Noun	12	0.7859519409	0.1395563771	0.9168207024	53	1211
Haspelmath-2009-1460-873	1093	MIDDLE	873	the middle	12-37	http://wold.clld.org/meaning/12-37	12.37	center	-	Noun	12	0.8577205882	0.1544117647	0.8676470588	49	258
Haspelmath-2009-1460-874	1019	RIGHT	874	right(1)	12-41	http://wold.clld.org/meaning/12-41	12.41	-	on the right side	Adjective	12	0.8423387097	0.0362903226	0.872983871	43	431
Haspelmath-2009-1460-875	244	LEFT	875	left	12-42	http://wold.clld.org/meaning/12-42	12.42	-	on the left side	Adjective	12	0.8144444444	0.15	0.9055555556	46	836
Haspelmath-2009-1460-876	1942	NEAR	876	near	12-43	http://wold.clld.org/meaning/12-43	12.43	(adverb)	She was standing near enough to hear what they said.	Adverb	12	0.8037037037	0.1172839506	0.8981481481	44	999
Haspelmath-2009-1460-877	1406	FAR	877	far	12-44	http://wold.clld.org/meaning/12-44	12.44	(adverb)	-	Adverb	12	0.8184079602	0.0559701493	0.947761194	41	772
Haspelmath-2009-1460-878	1877	EAST	878	the east	12-45	http://wold.clld.org/meaning/12-45	12.45	-	-	Noun	12	0.797826087	0.2336956522	0.7880434783	46	1076
Haspelmath-2009-1460-879	1817	WEST	879	the west	12-46	http://wold.clld.org/meaning/12-46	12.46	-	-	Noun	12	0.7733333333	0.2444444444	0.7888888889	45	1300
Haspelmath-2009-1460-880	1598	NORTH	880	the north	12-47	http://wold.clld.org/meaning/12-47	12.47	-	-	Noun	12	0.778313253	0.2048192771	0.8012048193	42	1272
Haspelmath-2009-1460-881	1595	SOUTH	881	the south	12-48	http://wold.clld.org/meaning/12-48	12.48	-	-	Noun	12	0.8023809524	0.255952381	0.8154761905	43	1022
Haspelmath-2009-1460-882	479	GROW	882	to grow	12-53	http://wold.clld.org/meaning/12-53	12.53	-	-	Verb	12	0.8329787234	0.0390070922	0.8510638298	51	569
Haspelmath-2009-1460-883	1506	MEASURE	883	to measure	12-54	http://wold.clld.org/meaning/12-54	12.54	(transitive)	-	Verb	12	0.8025316456	0.1962025316	0.8386075949	43	1016
Haspelmath-2009-1460-884	81	FATHOM	884	the fathom	12-541	http://wold.clld.org/meaning/12-541	12.541	‘a unit of length (originally outstretched arms), equal to about 1.8 metres’	-	Noun	12	0.8458333333	0.1666666667	0.9583333333	24	383
Haspelmath-2009-1460-885	1202	BIG	885	big	12-55	http://wold.clld.org/meaning/12-55	12.55	-	-	Adjective	12	0.88	0.1108695652	0.9804347826	45	96
Haspelmath-2009-1460-886	1246	SMALL	886	small	12-56	http://wold.clld.org/meaning/12-56	12.56	-	-	Adjective	12	0.8543247344	0.091047041	0.9658573596	60	287
Haspelmath-2009-1460-887	1203	LONG	887	long	12-57	http://wold.clld.org/meaning/12-57	12.57	-	-	Adjective	12	0.8876860622	0.0439783491	0.898060442	49	66
Haspelmath-2009-1460-888	711	TALL	888	tall	12-58	http://wold.clld.org/meaning/12-58	12.58	-	-	Adjective	12	0.8661378285	0.0756073376	0.8358948934	55	182
Haspelmath-2009-1460-889	1645	SHORT	889	short	12-59	http://wold.clld.org/meaning/12-59	12.59	-	-	Adjective	12	0.7510416667	0.0989583333	0.8506944444	52	1403
Haspelmath-2009-1460-890	1243	WIDE	890	wide	12-61	http://wold.clld.org/meaning/12-61	12.61	-	-	Adjective	12	0.835	0.45	0.885	52	530
Haspelmath-2009-1460-891	1267	NARROW	891	narrow	12-62	http://wold.clld.org/meaning/12-62	12.62	-	-	Adjective	12	0.7916666667	0.09375	0.8385416667	51	1147
Haspelmath-2009-1460-892	1244	THICK	892	thick	12-63	http://wold.clld.org/meaning/12-63	12.63	(in dimension; as opposed to thick in density, e.g. thick soup, hair)	a thick board	Adjective	12	0.8633663366	0.0495049505	0.9059405941	52	209
Haspelmath-2009-1460-893	2249	THIN (OF SHAPE OF OBJECT)	893	thin	12-65	http://wold.clld.org/meaning/12-65	12.65	(in dimension; as opposed to thin in density, e.g. thin soup, hair)	a thin board	Adjective	12	0.8873684211	0.1263157895	0.8973684211	53	68
Haspelmath-2009-1460-894	1593	DEEP	894	deep	12-67	http://wold.clld.org/meaning/12-67	12.67	-	-	Adjective	12	0.8331273177	0.1483312732	0.9027606098	46	567
Haspelmath-2009-1460-895	193	SHALLOW	895	shallow	12-68	http://wold.clld.org/meaning/12-68	12.68	-	-	Adjective	12	0.798156682	0.0967741935	0.8156682028	40	1071
Haspelmath-2009-1460-896	1633	FLAT	896	flat	12-71	http://wold.clld.org/meaning/12-71	12.71	-	-	Adjective	12	0.8322580645	0.2903225806	0.8844086022	51	579
Haspelmath-2009-1460-897	1404	STRAIGHT	897	straight	12-73	http://wold.clld.org/meaning/12-73	12.73	-	-	Adjective	12	0.7951020408	0.1316326531	0.8714285714	45	1115
Haspelmath-2009-1460-898	297	CROOKED	898	crooked	12-74	http://wold.clld.org/meaning/12-74	12.74	(opposite of straight)	-	Adjective	12	0.8646575342	0.1006849315	0.85	65	197
Haspelmath-2009-1460-899	1071	HOOK	899	the hook	12-75	http://wold.clld.org/meaning/12-75	12.75	-	-	Noun	12	0.8090517241	0.2198275862	0.8900862069	46	923
Haspelmath-2009-1460-900	192	CORNER	900	the corner	12-76	http://wold.clld.org/meaning/12-76	12.76	-	-	Noun	12	0.8179054054	0.1967905405	0.9594594595	52	781
Haspelmath-2009-1460-901	1367	CROSS	901	the cross	12-77	http://wold.clld.org/meaning/12-77	12.77	-	-	Noun	12	0.78	0.5	0.86875	40	1261
Haspelmath-2009-1460-902	850	SQUARE	902	the square	12-78	http://wold.clld.org/meaning/12-78	12.78	-	-	Noun	12	0.75625	0.4508928571	0.765625	38	1389
Haspelmath-2009-1460-903	1395	ROUND	903	round	12-81	http://wold.clld.org/meaning/12-81	12.81	-	-	Adjective	12	0.8702205882	0.1819852941	0.8621323529	49	149
Haspelmath-2009-1460-904	1467	CIRCLE	904	the circle	12-82	http://wold.clld.org/meaning/12-82	12.82	-	-	Noun	12	0.8151253919	0.2527429467	0.9059561129	47	824
Haspelmath-2009-1460-905	1845	BALL	905	the ball	12-83	http://wold.clld.org/meaning/12-83	12.83	‘sphere’	-	Noun	12	0.8034700315	0.5701892744	0.9716088328	55	1002
Haspelmath-2009-1460-906	1048	LINE	906	the line	12-84	http://wold.clld.org/meaning/12-84	12.84	-	-	Noun	12	0.8593869732	0.4712643678	0.9885057471	48	245
Haspelmath-2009-1460-907	1667	HOLE	907	the hole	12-85	http://wold.clld.org/meaning/12-85	12.85	-	-	Noun	12	0.82	0.1024590164	0.9360655738	58	751
Haspelmath-2009-1460-908	1558	SIMILAR	908	similar	12-92	http://wold.clld.org/meaning/12-92	12.92	-	-	Adjective	12	0.773566879	0.1743630573	0.8328025478	57	1298
Haspelmath-2009-1460-909	1264	CHANGE	909	to change	12-93	http://wold.clld.org/meaning/12-93	12.93	-	The baby changed her life.	Verb	12	0.8508506616	0.2665406427	0.8298676749	49	329
Haspelmath-2009-1460-910	1294	ZERO	910	zero	13	http://wold.clld.org/meaning/13	13	-	The number ten is written as a one and a zero.	Function word	13	0.7968503937	0.7244094488	0.9527559055	34	1090
Haspelmath-2009-1460-911	1493	ONE	911	one	13-01	http://wold.clld.org/meaning/13-01	13.01	-	one tree	Function word	13	0.8760416667	0.1302083333	0.96875	49	122
Haspelmath-2009-1460-912	1498	TWO	912	two	13-02	http://wold.clld.org/meaning/13-02	13.02	-	two trees	Function word	13	0.8825095057	0.2309885932	0.9771863118	46	84
Haspelmath-2009-1460-913	492	THREE	913	three	13-03	http://wold.clld.org/meaning/13-03	13.03	-	three trees	Function word	13	0.8921348315	0.2191011236	0.9775280899	45	53
Haspelmath-2009-1460-914	1500	FOUR	914	four	13-04	http://wold.clld.org/meaning/13-04	13.04	-	four trees	Function word	13	0.8630434783	0.2119565217	0.9619565217	46	215
Haspelmath-2009-1460-915	493	FIVE	915	five	13-05	http://wold.clld.org/meaning/13-05	13.05	-	five trees	Function word	13	0.8630434783	0.2282608696	0.9510869565	46	216
Haspelmath-2009-1460-916	1703	SIX	916	six	13-06	http://wold.clld.org/meaning/13-06	13.06	-	six trees	Function word	13	0.8558139535	0.2558139535	0.976744186	43	271
Haspelmath-2009-1460-917	1704	SEVEN	917	seven	13-07	http://wold.clld.org/meaning/13-07	13.07	-	seven trees	Function word	13	0.8795454545	0.2897727273	0.9772727273	45	101
Haspelmath-2009-1460-918	1705	EIGHT	918	eight	13-08	http://wold.clld.org/meaning/13-08	13.08	-	eight trees	Function word	13	0.8488372093	0.2558139535	0.9534883721	43	349
Haspelmath-2009-1460-919	1483	NINE	919	nine	13-09	http://wold.clld.org/meaning/13-09	13.09	-	nine trees	Function word	13	0.8613636364	0.2897727273	0.9659090909	44	230
Haspelmath-2009-1460-920	1515	TEN	920	ten	13-1	http://wold.clld.org/meaning/13-1	13.1	-	ten trees	Function word	13	0.8689655172	0.275862069	0.9482758621	44	155
Haspelmath-2009-1460-921	1706	ELEVEN	921	eleven	13-101	http://wold.clld.org/meaning/13-101	13.101	-	eleven trees	Function word	13	0.787804878	0.2317073171	0.6768292683	41	1187
Haspelmath-2009-1460-922	1707	TWELVE	922	twelve	13-102	http://wold.clld.org/meaning/13-102	13.102	-	twelve trees	Function word	13	0.7765432099	0.2345679012	0.6666666667	41	1280
Haspelmath-2009-1460-923	1709	FIFTEEN	923	fifteen	13-103	http://wold.clld.org/meaning/13-103	13.103	-	fifteen trees	Function word	13	0.7707317073	0.1768292683	0.6158536585	41	1315
Haspelmath-2009-1460-924	1710	TWENTY	924	twenty	13-104	http://wold.clld.org/meaning/13-104	13.104	-	twenty trees	Function word	13	0.8219512195	0.2256097561	0.756097561	41	719
Haspelmath-2009-1460-925	1634	HUNDRED	925	a hundred	13-105	http://wold.clld.org/meaning/13-105	13.105	-	a hundred trees	Function word	13	0.8363636364	0.4204545455	0.9147727273	44	508
