ID	NUMBER	SOURCE_ID	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	HUNGARIAN	LATIN	POLISH	DEFINITION
Kornai-2018-1400-510	510	733	fold	V	1470	FOLD	félbehajt	complico	złoźyć	bend/975, =AGT CAUSE[half ON other(half)]
Kornai-2018-1400-511	511	2725	fold	N			összehajt	congregatio	owczarnia	group, [religious (people)] IN/2758
Kornai-2018-1400-512	512	1400	follow	V	1085	FOLLOW	követ	sequor	podáźać	=AGT HAS direction, =PAT HAS direction, after(=AGT), before(=PAT)
Kornai-2018-1400-513	513	542	food	N	256	FOOD	étel	cibus	jedzenie	material, ' EAT
Kornai-2018-1400-514	514	1466	foot	N	1301	FOOT	láb	pes	stopa	organ, leg HAS, AT/2744 ground
Kornai-2018-1400-515	515	826	football	N			foci	ludus calcius	piłka noźna	game, [team[two]] PART_OF, INSTRUMENT ball
Kornai-2018-1400-516	516	2824	for	G			-ért	pro	dla	
Kornai-2018-1400-517	517	2826	for	G			-ig	adhoc	do	
Kornai-2018-1400-518	518	27	for	G			-ig	tenus	przez	
Kornai-2018-1400-519	519	2825	for	G			-nak		dla	
Kornai-2018-1400-520	520	2782	for	#			miatt	propter	przez	
Kornai-2018-1400-521	521	683	force	N			erő	vis	siła	power
Kornai-2018-1400-522	522	141	form	N	3747	SHAPE	alak	forma	forma	object HAS
Kornai-2018-1400-523	523	143	formal	A			alaki	formalis	formalny	HAS structure
Kornai-2018-1400-524	524	858	formal	A			formai	iustus	formalny	
Kornai-2018-1400-525	525	644	forward	D	2912	FORWARD	előre	protinus	na przód	TO/2743 front
Kornai-2018-1400-526	526	2988	four	A	1500	FOUR	négy			number, FOLLOW three
Kornai-2018-1400-527	527	1303	frame	N	2624	FRAME	keret	forma	rama	artefact, HAS part[more, together], structure, GIVE shape, fix, border
Kornai-2018-1400-528	528	2149	free	A	2316	FREE	szabad	liber	wolny	lack(control) AT, HAS lack(price)
Kornai-2018-1400-529	529	228	friend	N	1325	FRIEND	barát	amicus	przyjaciel	person, =POSS KNOW, =POSS LIKE/3382, =POSS TRUST
Kornai-2018-1400-530	530	2916	frighten	V	252	FRIGHTEN	ijeszt	terreo	straszyć	CAUSE fright
Kornai-2018-1400-531	531	2742	from	G	693	FROM	-ból	ab	z	before(IN/2758 =REL), after(far)
Kornai-2018-1400-532	532	1838	from	G	693	FROM	óta	ex	z	AT/2744 [period[begin AT/2744 =REL]]
Kornai-2018-1400-533	533	608	front	N	2194	FRONT (PART)	elej	pars prior	przód	part
Kornai-2018-1400-534	534	945	fruit	N	1507	FRUIT	gyümölcs	fructus	owoc	PART_OF plant, seed PART_OF, food, sweet, HAS flesh
Kornai-2018-1400-535	535	2344	full	A	1429	FULL	teli	plenus	pełny	=OBL[much] IN/2758, lack(space/2327) IN
Kornai-2018-1400-536	536	2348	funeral	N	3336	FUNERAL	temetés	funus	pogrzeb	
Kornai-2018-1400-537	537	3469	fungus	N			gombaféle	fungus	grzyb	
Kornai-2018-1400-538	538	2624	funny	A	1976	MERRY	vicces	salsus	śmieszny	fun
Kornai-2018-1400-539	539	1974	fur	N	580	FUR	prém	pellis	futro	hair/3359, COVER skin, mammal HAS
Kornai-2018-1400-540	540	343	furniture	N			bútor	supellex	meble	object, IN/2758 room/2235, chair IS_A, table IS_A, bed IS_A, cupboard IS_A
Kornai-2018-1400-541	541	2435	further	A			további	reliquus	dalszy	
Kornai-2018-1400-542	542	1197	future	N	2427	FUTURE	jövő	futura	przyszłość	time, FOLLOW present
Kornai-2018-1400-543	543	1810	gain	U			nyer	lucror	zdobywać	=AGT GET/1223 =PAT[good]
Kornai-2018-1400-544	544	1173	game	N	2467	GAME	játék	ludus	gra	activity, HAS rule, people[compete]
Kornai-2018-1400-545	545	1305	garden	N	586	GARDEN	kert	hortus	ogród	place/1026, outdoor, [useful(plant)] IN/2758
Kornai-2018-1400-546	546	885	gas	N			gáz	gasium	gaz	substance, HAS shape[change], full(IN/2758 container)
Kornai-2018-1400-547	547	821	general	A			fő-	maximus/summus	główny	every IN/2758
Kornai-2018-1400-548	548	928	gentle	A	1954	GENTLE	gyengéd	mollis	delikatny	nice, =TO NEED thing, THINK thing[important]
Kornai-2018-1400-549	549	1206	get	V	694	GET	jut	nanciscor	dostawać	
Kornai-2018-1400-550	550	1223	get	V	694	GET	kap	accipio	dostawać	after(=AGT HAS =PAT)
Kornai-2018-1400-551	551	113	give	V	1447	GIVE	ad	do	dać	=AGT CAUSE[=DAT HAS =PAT]
Kornai-2018-1400-552	552	2507	glass	N	604	GLASS	üveg	vitrum	szkło	substance, transparent, solid, <bottle>
Kornai-2018-1400-553	553	1654	go	U	695	GO	megy	eo	iść	move, INSTRUMENT leg, =AGT HAS leg
Kornai-2018-1400-554	554	175	gold	N	1369	GOLD	arany	aurum	złoto	metal, expensive, soft, yellow, coin FROM/2742, jewellery FROM/2742
Kornai-2018-1400-555	555	2873	golf	N			golf			game, outdoor, ON course/1927, hole[many, far] AT/2744 course/1927, ball[small, hard], INSTRUMENT club/355, stroke/2749 PART_OF
Kornai-2018-1400-556	556	1189	good	A	1035	GOOD	jó	bonus	dobry	" WANT"
Kornai-2018-1400-557	557	3022	goodbye	G			viszontlátásra			leave
Kornai-2018-1400-558	558	92	goods	N			áru	merx	towary	product
Kornai-2018-1400-559	559	1433	government	N	815	GOVERNMENT	kormány	gubernium	rzád	authority, country HAS, people IN/2758
Kornai-2018-1400-560	560	839	gradual	A			fokozatos	quod gradatim fit	stopniowy	continue, IN/2758 degree
Kornai-2018-1400-561	561	2183	grain	N	605	GRAIN	szem	granum	ziarno	seed, small, dry, cereal HAS
Kornai-2018-1400-562	562	877	grass	N	606	GRASS	fű	gramen	trawa	plant, HAS narrow(leaf), COVER ground
Kornai-2018-1400-563	563		gray	N	153	GREY	szürke	canus	szary	grey
Kornai-2018-1400-564	564	1746	great	N			nagy	magnus	wielki	big
Kornai-2018-1400-565	565	2679	green	A	1425	GREEN	zöld	viridis	zielony	colour, plant HAS colour, HAS lack(experience)
Kornai-2018-1400-566	566	432	group	N			csoport	caterva	grupa	several MEMBER, together
Kornai-2018-1400-567	567	1796	grow	U	479	GROW	nő	cresco	rosnáć	after(size(ER'))
Kornai-2018-1400-568	568	3472	guilty	N	1682	GUILTY	bűnös	reus	winny	
Kornai-2018-1400-569	569	3473	guitar	N	3090	GUITAR	gitár	cithara	gitara	
Kornai-2018-1400-570	570	1980	gun	N	1566	GUN	puska	sclopetum	broń	weapon, HAS[metal(tube)], CAUSE bullet[move]
Kornai-2018-1400-571	571	972	hair	N	1040	HAIR	haj	capillus	włosy	hair/3359, ON head
Kornai-2018-1400-572	572	3359	hair	N	2678	HAIR OR FUR	szőr	coma	włosy	organ, fine, thread, grow, long, ON body, mammal HAS body
Kornai-2018-1400-573	573	1264	hand	N	1277	HAND	kéz	manus	réka	organ, PART_OF arm, human HAS arm, FOR/2782[MOVE object], wrist PART_OF, palm PART_OF, five(finger) PART_OF, thumb PART_OF
Kornai-2018-1400-574	574	834	handle	N	1254	HANDLE	fogó	manubrium	ráczka	PART_OF =POSS, FOR/2782[=POSS IN/2758 hand]
Kornai-2018-1400-575	575	1548	hang	U	2884	HANG	lóg	pendeo	wisieć	above CAUSE =PAT[fall/2694[lack]], =PAT HAS lack(support), =PAT[can/1246(swing)], <INSTRUMENT cord>
Kornai-2018-1400-576	576	2418	happen	V	248	HAPPEN	történik	fio	stać sié	change
Kornai-2018-1400-577	577	326	happy	A	1495	HAPPY	boldog	fortunatus	szczéśliwy	emotion, good
Kornai-2018-1400-578	578	1291	hard	A	1884	HARD	kemény	durus	ciéźki	lack(bend/975), rigid, lack(soft)
Kornai-2018-1400-579	579	2067	harm	N			sérülés	vulnus	szkoda	bad
Kornai-2018-1400-580	580	288	have	V	773	HAVE	bír	habeo	mieć	=DAT HAS =PAT
Kornai-2018-1400-581	581	756	head	N	1256	HEAD	fej	caput	głowa	organ, brain IN/2758, face ON, top
Kornai-2018-1400-582	582	555	healthy	A	1364	HEALTHY	egészséges	sanus	zdrowy	HAS body, body IN/2758 good(situation)
Kornai-2018-1400-583	583	987	hear	U	1408	HEAR	hall	audio	słyszeć	=AGT PERCEIVE =PAT[sound/993], INSTRUMENT ear
Kornai-2018-1400-584	584	1070	heat	N	612	HEAT	hő	calor	goráco	energy, warm
Kornai-2018-1400-585	585	1772	heavy	A	1210	HEAVY	nehéz	gravis	cieźki	weight(ER')
Kornai-2018-1400-586	586	3093	hello	N	3553	HELLO	helló			" SAY, AT/2744 meet, AT/2744 conversation[begin]"
Kornai-2018-1400-587	587	2072	help	V	1897	HELP	segít	adiuvo	pomagać	=AGT CAUSE[=PAT[succeed]], =AGT WITH =DAT
Kornai-2018-1400-588	588	1114	here	A	136	HERE	ide	huc	tu	AT/2744 ' , near
Kornai-2018-1400-589	589	2004	hide	V	2486	HIDE	rejt	occulto	kryć	=AGT CAUSE[animal SEE =PAT], see[can/1246[lack]]
Kornai-2018-1400-590	590	1582	high	A	1265	HIGH	magas	altus	wysoki	top ER average, HAS top
Kornai-2018-1400-591	591	1886	him	G			őt	eum	go	he
Kornai-2018-1400-592	592	1870	his	G	2473	HIS (GENITIVE OF HE)	övé	suus	jego	he HAS
Kornai-2018-1400-593	593	2504	hit	V	1433	HIT	üt	pulso	uderzać	=AGT CAUSE[=PAT[object,move]], object AT/2744 =PAT, INSTRUMENT force
Kornai-2018-1400-594	594	2309	hold	V	1448	HOLD	tart	teneo	trzymać	=PAT IN/2758 hand, =AGT HAS hand
Kornai-2018-1400-595	595	1557	hole	N	1667	HOLE	lyuk	foramen	dziura	empty(place/2326), IN/2758 solid
Kornai-2018-1400-596	596	2500	hollow	A	3701	HOLLOW	üreges	cavus	pusty	hole IN/2758
Kornai-2018-1400-597	597	2190	holy	A	1702	HOLY	szent	sanctus	świéty	god, religion
Kornai-2018-1400-598	598	1924	home	N	2406	HOME	otthon	domus	dom	place/1026, =POSS AT/2744
Kornai-2018-1400-599	599	250	honest	A	1120	HONEST	becsületes	rectus	szczery	CONFORM moral
Kornai-2018-1400-600	600	2006	hope	U	1092	HOPE	remél	spero	mieć nadziejé	desire, want, =AGT THINK =PAT[possible]
Kornai-2018-1400-601	601	1457	horn	N			kürt	cornu	róg	instrument, MAKE sound/993, HAS material[hard]
Kornai-2018-1400-602	602	2772	horn	N	1393	HORN (ANATOMY)	szarv	cornu	róg	organ, hard, AT/2744 head, mammal HAS
Kornai-2018-1400-603	603	1547	horse	N	615	HORSE	ló	equus	koń	animal, mammal, HAS[four (leg)], ride INSTRUMENT, pull
Kornai-2018-1400-604	604	1371	hospital	N	616	HOSPITAL	kórház	valetudinarium	szpital	institution, doctor IN/2758, sick IN/2758
Kornai-2018-1400-605	605	862	hot	A	1286	HOT	forró	fervens	gorácy	temperature, high
Kornai-2018-1400-606	606	963	house	N	1252	HOUSE	ház	domus	dom	building, home
Kornai-2018-1400-607	607	1072	how	D	1239	HOW	hogy	quo modo	jak	manner
Kornai-2018-1400-608	608	200	hurt	V	2411	HURT (SOMEBODY)	bánt	laedo	ranić	CAUSE [ache(=PAT)], offend
Kornai-2018-1400-609	609	1178	ice	N	617	ICE	jég	glacies	lód	water, cold, hard
Kornai-2018-1400-610	610	703	idea	N	1609	IDEA	eszme	opinio	idea	IN/2758 mind, think MAKE
Kornai-2018-1400-611	611	952	if	G	1459	IF	ha	si	jeźeli	=REL CAUSE
Kornai-2018-1400-612	612	273	ill	A	1847	SICK	beteg	aeger	chory	lack(health), HAS body, body IN/2758 bad(situation)
Kornai-2018-1400-613	613	1249	imagine	V			képzel	cogito	wyobraźać sobie	image IN/2758 mind, =AGT HAS mind
Kornai-2018-1400-614	614	853	important	A	1285	IMPORTANT	fontos	gravis	waźny	cause, HAS value
Kornai-2018-1400-615	615	2808	impressive	A			lenyűgöző			good
Kornai-2018-1400-616	616	10	in	G	1460	IN	-ba	in	do	
Kornai-2018-1400-617	617	2758	in	G	1460	IN	-ban	in	w	=REL CONTAIN, AT/2744 =REL
Kornai-2018-1400-618	618	259	include	V			belevesz	comprehendo	włáczyć	=PAT IN/2758 =TO
Kornai-2018-1400-619	619	838	increase	V	1041	INCREASE	fokoz	augeo	zwiékrzać	after(=PAT ER')
Kornai-2018-1400-620	620	1146	industry	N			ipar	industria	przemysł	produce
Kornai-2018-1400-621	621	254	influence	V			befolyás	auctoritas	wpływ	control
Kornai-2018-1400-622	622	1040	information	N			hír	nuntius	informacja	
Kornai-2018-1400-623	623	1141	information	N			információ	nuntiatio	informacja	study GIVE, experience GIVE, ' KNOW
Kornai-2018-1400-624	624	1642	injure	V	44	INJURE	megsebesít	vulnero	ranić	harm
Kornai-2018-1400-625	625	2048	insect	N	620	INSECT	rovar	insectum	owad	small(animal), HAS [pair[three],leg], HAS head, <HAS wing[pair[two]]>
Kornai-2018-1400-626	626	13	inside	G	1606	INSIDE	-ban	intra	w	in/2758
Kornai-2018-1400-627	627	1031	instead	D	1652	INSTEAD	helyett	loco	zamiast	lack(=REL), HAS purpose, =REL HAS purpose
Kornai-2018-1400-628	628	701	instrument	N	1361	TOOL	eszköz	instrumentum	narzédzie	object, work INSTRUMENT, ' USE, HAS purpose, AT/2744 hand
Kornai-2018-1400-629	629	2143	intend	V			szán	misereor	zamierzać	=PAT[plan], want
Kornai-2018-1400-630	630	515	interest	N			érdek	commodum	interes	=POSS WANT
Kornai-2018-1400-631	631	517	interest	N			érdeklődés	studium	zainteresowanie	desire, =POSS WANT[=POSS KNOW]
Kornai-2018-1400-632	632	1220	interest	N	2062	INTEREST	kamat	usura	oprocentowanie	charge/457, FOR/2782 borrow
Kornai-2018-1400-633	633	11	into	G			-ba	in	do	in/10
Kornai-2018-1400-634	634	1628	invite	V	1611	INVITE	meghív	invito	zapraszać	=AGT SAY[=AGT WANT[=PAT AT/2744 =TO]]
Kornai-2018-1400-635	635	2790	involve	V			-			=PAT PART_OF =AGT
Kornai-2018-1400-636	636	2589	iron	N	621	IRON	vas	ferrum	źelazo	hard(metal)
Kornai-2018-1400-637	637	188	it	N	169	IT	az	ille	to	thing
Kornai-2018-1400-638	638	3035	jacket	N	2770	JACKET	kabát			coat[short, light/1381]
Kornai-2018-1400-639	639	502	jewellery	N			ékszer	ornamentum	biźuteria	small, person WEAR, decorate, ring/402 IS_A
Kornai-2018-1400-640	640	3084	jink	V			cselez	evado	wymjać	move, sudden
Kornai-2018-1400-641	641	1738	job	A			munka	negotium	zawód	regular (activity), person GET/1223 pay/237
Kornai-2018-1400-642	642	392	join	V	1743	JOIN	csatlakozik	comitor	dołáczyć	after(together), after(=PAT MEMBER =TO), after(=PAT PART_OF =TO), before(separate)
Kornai-2018-1400-643	643	2623	joke	N	3425	JOKE	vicc	facetiae	źart	story, CAUSE laughter
Kornai-2018-1400-644	644	289	judge	N	861	JUDGE	bíró	iudex	sédzia	human, PART_OF court/3124, decide, MAKE official(opinion), opinion ABOUT value
Kornai-2018-1400-645	645	2518	jump	V	1829	JUMP	ugrat	concito		
Kornai-2018-1400-646	646	2519	jump	U	1829	JUMP	ugrik	concito	skakać	move, lack(=AGT AT ground), sudden
Kornai-2018-1400-647	647	514	just	D	84	JUST	éppen	modo	właśnie	
Kornai-2018-1400-648	648	2943	just	A	84	JUST	éppen	solummodo	właśnie	AT/2744 past, near
Kornai-2018-1400-649	649	1594	keep	U	1477	KEEP	marad	teneo	trzymać	
Kornai-2018-1400-650	650	1646	keep	V	1477	KEEP	megtart	teneo	trzymać	after(=PAT), before(=PAT)
Kornai-2018-1400-651	651	1461	key	N	1472	KEY	kulcs	clavis	klucz	instrument, metal, key[turn] CAUSE =POSS[open/1814], key[turn] CAUSE =POSS[close]
Kornai-2018-1400-652	652	2049	kick	V	1135	KICK	rúg	calcitro	kopać	hit, INSTRUMENT foot
Kornai-2018-1400-653	653	1846	kill	V	1417	KILL	öl	interficio	zabijać	=AGT CAUSE[=PAT[die]]
Kornai-2018-1400-654	654	1274	kind	A	3299	KIND	kedves	benignus	miły	like/3382, help, <speak>
Kornai-2018-1400-655	655	1350	king	N	1508	KING	király	rex	król	monarch, man/744, LEAD/2617[country], PART_OF [royal(family)]
Kornai-2018-1400-656	656		knight	N			lovag			man/744, HAS high(rank), fight, ON horse
Kornai-2018-1400-657	657	2455	know	V	3626	KNOW	tud	scio	wiedzieć	=AGT HAS information, information ABOUT =PAT
Kornai-2018-1400-658	658	2456	knowledge	N			tudás	scientia	wiedza	information
Kornai-2018-1400-659	659	1510	ladder	N	1464	LADDER	létra	scalae	drabina	equipment, climb INSTRUMENT, high
Kornai-2018-1400-660	660	816	land	N	626	LAND	föld	ager	ziemia	solid, ground, area/2366
Kornai-2018-1400-661	661	1807	language	N	1307	LANGUAGE	nyelv	lingua	jézyk	system, sign IN/2758 system, communicate INSTRUMENT
Kornai-2018-1400-662	662	1745	large	A	1202	BIG	nagy	grandis	duźy	big
Kornai-2018-1400-663	663	1257	late	A	425	BE LATE	késő	tardus	spóźniony	time ER
Kornai-2018-1400-664	664	1789	laugh	U	1355	LAUGH	nevet	rideo	śmiać sié	=AGT EXPRESS delight, other CAUSE, =AGT MAKE sound/993
Kornai-2018-1400-665	665	1200	law	N	1062	LAW	jog	ius	prawo	rule, system, society/2285 HAS, official, norm, ABOUT person[=TO[can/1246]]
Kornai-2018-1400-666	666		layer	N			réteg			material, BETWEEN two(thing)
Kornai-2018-1400-667	667	1832	lead	N	627	LEAD (CHEMICAL ELEMENT)	ólom	plumbum	ołów	soft(metal)
Kornai-2018-1400-668	668	2617	lead	V	43	LEAD (GUIDE)	vezet	duco	prowadzić	=AGT CAUSE[=PAT[change]]
Kornai-2018-1400-669	669	3106	leader	N			vezető	princeps	wódz	lead/2617
Kornai-2018-1400-670	670	2304	learn	V	504	LEARN	tanul	disco	uczyć sié	after(=AGT HAS knowledge)
Kornai-2018-1400-671	671	317	leather	N	629	LEATHER	bőr	tergus	skóra	material, artefact, FROM/2742 skin
Kornai-2018-1400-672	672	970	leave	V	1752	LEAVE	hagy	sino	pozwalać	at[lack, after]
Kornai-2018-1400-673	673	222	left	N	244	LEFT	bal	laevus	lewy	side
Kornai-2018-1400-674	674	1467	leg	N	1297	LEG	láb	pes	noga	limb, animal HAS, move INSTRUMENT, support, low
Kornai-2018-1400-675	675	2806	legal	A			jogi			-al[law]
Kornai-2018-1400-676	676	1085	length	N	2537	LENGTH	hossz	longitudo	długość	size, distance BETWEEN two(end)
Kornai-2018-1400-677	677	3344	lens	N			lencse	lenticula	soczewica	shape, PART_OF camera, light/739 THROUGH, FOR/2782 clear(image), <glass>[curl], <plastic>, image HAS different(size), <look INSTRUMENT>
Kornai-2018-1400-678	678	1311	less	A			kevesebb	minor	mniej	few
Kornai-2018-1400-679	679	239	let	V			bérbead	loco	wynajáć	give, =AGT CAUSE[=DAT USE =PAT], =DAT[pay/812], =DAT CAUSE[=AGT HAS money]
Kornai-2018-1400-680	680	971	let	V			hagy	patior	pozwalać	allow
Kornai-2018-1400-681	681	278	letter	N			betű	littera	litera	written(symbol)
Kornai-2018-1400-682	682	1539	letter	N	1612	LETTER	levél	litterae	list	written(message)
Kornai-2018-1400-683	683	2088	level	A	1633	FLAT	sík	planus	równy	
Kornai-2018-1400-684	684	2781	level	N	3469	LEVEL	szint	tabulatum	poziom	position, AT/2744 scale
Kornai-2018-1400-685	685	751	lid	N	2319	LID (COVER, CAP)	fedél	operculum	pokrywka	" MOVE, cover, hollow HAS"
Kornai-2018-1400-686	686	762	lie	V	1411	LIE (REST)	fekszik	iaceo	kłamać	rest, flat, horizontal
Kornai-2018-1400-687	687	1019	lie	V	601	LIE (MISLEAD)	hazudik	mentior	kłamać	=AGT SAY false
Kornai-2018-1400-688	688	505	life	N	210	LIFE	élet	vita	źycie	live
Kornai-2018-1400-689	689	739	light	N	630	LIGHT (RADIATION)	fény	lux	światło	material, wave, CAUSE[animal SEE thing], beam/2722
Kornai-2018-1400-690	690	944	light	V	737	LIGHT (IGNITE)	gyújt	accendo	zapalać	=PAT[burn[after]]
Kornai-2018-1400-691	691	1381	light	A	1052	LIGHT (WEIGHT)	könnyű	levis	lekki	lack(heavy)
Kornai-2018-1400-692	692	2631	lightning	N	1654	LIGHTNING	villám	fulgur	błyskawica	weather, light/739, natural, electric, ON sky, flash
Kornai-2018-1400-693	693	3382	like	V	1117	LIKE	kedvel	amo	lubić	=PAT[good], good FOR/2782 =AGT
Kornai-2018-1400-694	694	1701	like	D	1558	SIMILAR	mint	sicut	jak	similar
Kornai-2018-1400-695	695	2773	lime	N	982	LIME (FRUIT)	lime	tilia	limonka	fruit
Kornai-2018-1400-696	696	1609	lime	N	2540	LIME (MATERIAL)	mészkő	calx	wapień	mineral
Kornai-2018-1400-697	697	1012	limit	V			határol	termino	ograniczać	=AGT[amount, extreme], =PAT[pass[lack], out[lack]]
Kornai-2018-1400-698	698	2118	line	N	1048	LINE	sor	versus	rzád	shape, long, HAS position, HAS direction, <straight/563>
Kornai-2018-1400-699	699	3490	linen	N	916	LINEN	vászon	linteamen	pościel	
Kornai-2018-1400-700	700	1911	lion	N	1386	LION	oroszlán	leo	lew	large(mammal), RESEMBLE cat, EAT flesh, brave, strong
Kornai-2018-1400-701	701	846	liquid	A	58	LIQUID	folyékony	fluidus	płynny	substance, flow, HAS shape[change]
Kornai-2018-1400-702	702	1544	list	N			lista	tabulae	lista	series, item MEMBER, written
Kornai-2018-1400-703	703	871	listen	U	1608	LISTEN	fülel	ausculto	słuchać	=AGT CAUSE [=AGT HEAR =TO]
Kornai-2018-1400-704	704	1153	literature	N			irodalom	litterae	literatura	every(text) IN/2758
Kornai-2018-1400-705	705	504	live	U	1422	BE ALIVE	él	vivo	źyć	exist, breathe, grow, reproduce, eat, action, adapt
Kornai-2018-1400-706	706	3492	living	N			kereset	victus	z̈yjácy	
Kornai-2018-1400-707	707	1086	long	A	1203	LONG	hosszú	longus	długi	size[horizontal,big], HAS axis
Kornai-2018-1400-708	708	1766	look	V	1819	LOOK	néz	specto	patrzeć	=AGT WANT[=AGT SEE =PAT]
Kornai-2018-1400-709	709	656	lose	V	3072	MISPLACE	elveszít	amitto	gubić	has[lack, after]
Kornai-2018-1400-710	710	1205	lot	N			juss	sors	los	
Kornai-2018-1400-711	711	3394	lot	A			sok	plerus	duz̈o	quantity, ER'
Kornai-2018-1400-712	712	2342	lot	N			telek	fundus	działka	
Kornai-2018-1400-713	713	995	loud	A	377	LOUD	hangos	clarud	głośny	sound/993, intense
Kornai-2018-1400-714	714	2200	love	V	923	LOVE	szeret	amo	kochać	emotion, good, =PAT[person], care/82
Kornai-2018-1400-715	715	139	low	A	721	LOW	alacsony	demissus	niski	height('ER)
Kornai-2018-1400-716	716	162	lower	A			alsó	inferior	nizszy	vertical('ER)
Kornai-2018-1400-717	717	2197	luck	N	720	GOOD LUCK	szerencse	fortuna	szczéście	good, chance/2770 CAUSE
Kornai-2018-1400-718	718	894	machine	N	144	MACHINE	gép	machina	maszyna	object, work
Kornai-2018-1400-719	719	849	magazine	N			folyóirat	commentarius	magazyn	artefact, HAS more(page), more(article) IN/2758, more(story) IN/2758, more(picture) IN/2758
Kornai-2018-1400-720	720	818	main	A	1078	MAIN	fő	primus	główny	ER all, rank, lead/2617
Kornai-2018-1400-721	721	409	make	V	734	MAKE	csinál	facio	robić	=AGT CAUSE[=PAT[exist]]
Kornai-2018-1400-722	722	219	male	N			bak	mas	samiec	
Kornai-2018-1400-723	723	1039	male	N	1553	MALE	hím	mas	samiec	sex
Kornai-2018-1400-724	724	659	man	N	683	PERSON	ember	homo	człowiek	mammal, HAS two(leg), HAS two(hand), think, can/1246(speak), can/1246(work), HAS society/2285
Kornai-2018-1400-725	725	744	man	N	1554	MAN	férfi	vir	méźczyzna	person, male
Kornai-2018-1400-726	726	2113	many	A	1198	MANY	sok	multus	wiele	quantity, ER'
Kornai-2018-1400-727	727	1182	mark	N	1720	SIGN	jel	nota	znak	visible(sign)
Kornai-2018-1400-728	728	965	marry	V	203	MARRY	házasodik	coniungo	pobierać sié	after(=AGT IN/2758 marriage)
Kornai-2018-1400-729	729	2726	mass	N			mise			[group, people] AT/2744, prayer, priest LEAD/2617
Kornai-2018-1400-730	730	2410	mass	N			tömeg	massa	masa	
Kornai-2018-1400-731	731	2798	material	N			anyag	materialis	materiał	object
Kornai-2018-1400-732	732	2371	material	A			testi	corporeus	materialny	
Kornai-2018-1400-733	733	3066	mathematics	N			matematika	mathematica	matematyka	science, ABOUT calculate, ABOUT number, ABOUT shape
Kornai-2018-1400-734	734	1523	may	G			lehet	potest	móć	allow CAUSE, permission
Kornai-2018-1400-735	735	543	meal	N			étkezés	cena	posiłek	event FOR/2782 food
Kornai-2018-1400-736	736	1440	meal	N	1526	MEAL	koszt	cibus	posiłek	
Kornai-2018-1400-737	737	106	mean	N			átlag	plurimus minimusque	średni	average
Kornai-2018-1400-738	738	910	mean	A			gonosz	malus	zły	lack(gentle)
Kornai-2018-1400-739	739	1186	mean	V			jelent	sibi vult	znaczyć	represent, =AGT[sign]
Kornai-2018-1400-740	740	528	meaning	N	2950	MEANING	értelem	significatio	znaczenie	information IN/2758 =POSS
Kornai-2018-1400-741	741	1608	measure	N	1506	MEASURE	mérték	mensura	miara	CAUSE[person KNOW quantity]
Kornai-2018-1400-742	742	1094	meat	N	634	MEAT	hús	caro	miéso	flesh, food, [animal,<mammal>] HAS flesh
Kornai-2018-1400-743	743	2805	medical	A			orvosi	medicines	mediczny	FOR health
Kornai-2018-1400-744	744	2296	meet	V	1831	MEET	találkozik	convenio	spotykać	=AGT AT/2744 =PAT
Kornai-2018-1400-745	745	2293	member	N	2424	MEMBER	tag	membrum/socius	członek	person, =POSS[group], person IN/2758 group
Kornai-2018-1400-746	746	3039	mental	A			szellemi	spiritualis	mentalny	IN/2758 mind
Kornai-2018-1400-747	747	669	mention	V			említ	memoro	wspomnieć	say
Kornai-2018-1400-748	748	2508	message	V	2961	MESSAGE	üzen	nuntio	wiadomość	information, <written>, send
Kornai-2018-1400-749	749	738	metal	N	2244	METAL	fém	metallum	metal	material, solid, shine, conduct
Kornai-2018-1400-750	750	1410	middle	N	1093	MIDDLE	közép	media pars	środek	part, place/1026, lack(limit), lack(end), lack(side), lack(edge), lack(top), lack(bottom)
Kornai-2018-1400-751	751	1015	might	N			hatalom	vis	moc	influence
Kornai-2018-1400-752	752	2337	milk	N	635	MILK	tej	lac	mleko	white(liquid), FROM/2742 <cow>, fat/3337 IN/2758
Kornai-2018-1400-753	753	2457	mind	N	1562	MIND	tudat	conscientia	umysł	human HAS, IN/2758 brain, human HAS brain, think INSTRUMENT, perceive INSTRUMENT, emotion INSTRUMENT, will INSTRUMENT, memory INSTRUMENT, imagination INSTRUMENT
Kornai-2018-1400-754	754	1309	mix	V	2017	MIX	kever	misceo	mieszać	=AGT CAUSE[=PAT IN/2758 =TO[<liquid>]], =PAT[material, before(separate)]
Kornai-2018-1400-755	755	607	mixture	N			elegy	mixtio	mieszanka	compound
Kornai-2018-1400-756	756	1587	modern	A			mai	hodiernus	nowoczesny	
Kornai-2018-1400-757	757	1714	modern	A			modern	novus	nowoczesny	AT/2744 time[near]
Kornai-2018-1400-758	758		monastery	N			monostor			institution, more(monk) HAS, apartment
Kornai-2018-1400-759	759	1952	money	N	1559	MONEY	pénz	pecunia	pieniádze	artefact, FOR/2782 exchange, HAS value, official
Kornai-2018-1400-760	760	1068	month	N	1370	MONTH	hónap	mensis	miesiác	unit, time, twelve, PART_OF year
Kornai-2018-1400-761	761	681	moral	N			erkölcs	mos	moralność	
Kornai-2018-1400-762	762	2306	moral	N			tanulság	documentum	morał	lesson, PART_OF story
Kornai-2018-1400-763	763	2404	more	A	1992	MORE	több	plus	wiécej	quantity, ER'
