ID	NUMBER	ORIGINAL	GERMAN	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS
Steinthal-1875-1565-92	92	Brunnen	Brunnen	well	954	WELL
Steinthal-1875-1565-93	93	Wald	Wald	forest	420	FOREST
Steinthal-1875-1565-94	94	Busch	Busch	bush	1683	BUSH
Steinthal-1875-1565-95	95	Berg	Berg	mountain	639	MOUNTAIN
Steinthal-1875-1565-96	96	Gebirge	Gebirge	mountain range	2123	MOUNTAIN RIDGE
Steinthal-1875-1565-97	97	Hügel	Hügel	hill	614	HILL
Steinthal-1875-1565-98	98	Gipfel	Gipfel	summit	1614	SUMMIT
Steinthal-1875-1565-99	99	Fels	Fels	rock	668	ROCK
Steinthal-1875-1565-100	100	Thal	Thal	valley	921	VALLEY
Steinthal-1875-1565-101	101	Ebene	Ebene	plains	652	PLAIN
Steinthal-1875-1565-102	102	Meer	Meer	sea	1474	SEA
Steinthal-1875-1565-103	103	Insel	Insel	island	622	ISLAND
Steinthal-1875-1565-104	104	See (Teich)	See	lake	624	LAKE
Steinthal-1875-1565-105	105	See (Teich)	Teich	pond	2035	POND
Steinthal-1875-1565-106	106	Strom	Strom	big river	666	RIVER
Steinthal-1875-1565-107	107	Bach	Bach	stream	947	STREAM
Steinthal-1875-1565-108	108	Welle	Welle	wave	978	WAVE
Steinthal-1875-1565-109	109	Der Fluss ist im Steigen.	Der Fluss ist im Steigen.	The river is rising.		
Steinthal-1875-1565-110	110	Das Wasser tritt über die Ufer, steht hoch, niedrig, fällt.	Das Wasser tritt über die Ufer.	The river bursts its banks.		
Steinthal-1875-1565-111	111	Das Wasser tritt über die Ufer, steht hoch, niedrig, fällt.	Das Wasser steht hoch.	The water level is high.		
Steinthal-1875-1565-112	112	Das Wasser tritt über die Ufer, steht hoch, niedrig, fällt.	Das Wasser steht niedrig.	The water level is low.		
Steinthal-1875-1565-113	113	Das Wasser tritt über die Ufer, steht hoch, niedrig, fällt.	Das Wasser fällt.	The water level falls.		
Steinthal-1875-1565-114	114	Der Bach ist ausgetrocknet.	Der Bach ist ausgetrocknet.	The stream has dried up.		
Steinthal-1875-1565-115	115	Das Wasser ist heiss, kalt.	Das Wasser ist heiss.	The water is hot.		
Steinthal-1875-1565-116	116	Das Wasser ist heiss, kalt.	Das Wasser ist kalt.	The water is cold.		
Steinthal-1875-1565-117	117	Feuer	Feuer	fire	221	FIRE
Steinthal-1875-1565-118	118	Flamme	Flamme	flame	889	FLAME
Steinthal-1875-1565-119	119	Rauch steigt auf.	Rauch steigt auf.	Smoke rises.		
Steinthal-1875-1565-120	120	Feuerkohle	Feuerkohle	charcoal	1188	CHARCOAL
Steinthal-1875-1565-121	121	Asche	Asche	ash	646	ASH
Steinthal-1875-1565-122	122	Metall (die gewöhnlichen Metalle)	Metall	metal	2244	METAL
Steinthal-1875-1565-123	123	Sand	Sand	sand	671	SAND
Steinthal-1875-1565-124	124	Lehm	Lehm	silt	1399	CLAY
Steinthal-1875-1565-125	125	Stein (Edelsteine, Kiesel, Feuerstein)	Stein	stone	857	STONE
Steinthal-1875-1565-126	126	Stein (Edelsteine, Kiesel, Feuerstein)	Edelsteine	gemstone	1029	JEWEL
Steinthal-1875-1565-127	127	Stein (Edelsteine, Kiesel, Feuerstein)	Kiesel	pebble	961	PEBBLES
Steinthal-1875-1565-128	128	Stein (Edelsteine, Kiesel, Feuerstein)	Feuerstein	flintstone		
Steinthal-1875-1565-129	129	Staub	Staub	dust	2	DUST
Steinthal-1875-1565-130	130	Schlamm	Schlamm	mud	640	MUD
Steinthal-1875-1565-131	131	Salz	Salz	salt	1274	SALT
Steinthal-1875-1565-132	132	Seife	Seife	soap	788	SOAP
Steinthal-1875-1565-133	133	Baum fällen	Baum fällen	to fell a tree		
Steinthal-1875-1565-134	134	Strauch	Strauch	shrub	751	SHRUB
Steinthal-1875-1565-135	135	Rohr abschneiden	Rohr abschneiden	to cut reed		
Steinthal-1875-1565-136	136	Gras	Gras	grass	606	GRASS
Steinthal-1875-1565-137	137	Der Baum treibt Blüthen.	Der Baum treibt Blüthen.	The tree bears blossoms.		
Steinthal-1875-1565-138	138	Das Kraut schiesst auf. 	Das Kraut schiesst auf. 	The plants shoot up.		
Steinthal-1875-1565-139	139	Getreide (dessen übliche Arten)	Getreide	grain	605	GRAIN
Steinthal-1875-1565-140	140	Arten von Hülsenfrüchten, von Gemüsen	Hülsenfrüchte	legumes		
Steinthal-1875-1565-141	141	Arten von Hülsenfrüchten, von Gemüsen	Gemüse	vegetables	924	VEGETABLES
Steinthal-1875-1565-142	142	Zweig	Zweig	twig	3222	TWIG
Steinthal-1875-1565-143	143	Blatt	Blatt	leaf	628	LEAF
Steinthal-1875-1565-144	144	Laub	Laub	leaves		
Steinthal-1875-1565-145	145	Rinde	Rinde	bark	1204	BARK
Steinthal-1875-1565-146	146	Dorn	Dorn	thorn	124	THORN
Steinthal-1875-1565-147	147	Die Frucht reift, ist noch nicht reif, faul.	Die Frucht reift.	The fruit ripens.	179	RIPEN
Steinthal-1875-1565-148	148	Die Frucht reift, ist noch nicht reif, faul.	Die Frucht ist noch nicht reif.	The fruit is not ripe yet.	1958	UNRIPE
Steinthal-1875-1565-149	149	Die Frucht reift, ist noch nicht reif, faul.	Die Frucht fault.	The fruit rots.		
Steinthal-1875-1565-150	150	Same	Same	seed	714	SEED
Steinthal-1875-1565-151	151	Wurzel	Wurzel	root	670	ROOT
Steinthal-1875-1565-152	152	Kartoffel	Kartoffel	potato	593	POTATO
Steinthal-1875-1565-153	153	Holz spalten	Holz spalten	to split wood		
Steinthal-1875-1565-154	154	Stroh	Stroh	straw	2299	STRAW
Steinthal-1875-1565-155	155	Heu	Heu	hay	342	HAY
Steinthal-1875-1565-156	156	Palme	Palme	palm tree	1181	PALM TREE
Steinthal-1875-1565-157	157	Dattel	Dattel	date		
Steinthal-1875-1565-158	158	Kaffee	Kaffee	coffee		
Steinthal-1875-1565-159	159	Pfeffer	Pfeffer	pepper	1385	PEPPER
Steinthal-1875-1565-160	160	Cacao	Cacao	cocoa	2442	COCOA BEAN
Steinthal-1875-1565-161	161	Cocosnuss	Cocosnuss	coconut	970	COCONUT
Steinthal-1875-1565-162	162	Beere	Beere	berry	904	BERRY
Steinthal-1875-1565-163	163	Kern	Kern	pip	1762	STONE (OF FRUIT)
Steinthal-1875-1565-164	164	Schale	Schale	peel		
Steinthal-1875-1565-165	165	schälen	schälen	to peel	275	PEEL
Steinthal-1875-1565-166	166	Hülse	Hülse	husk	2363	CHAFF (HUSK)
Steinthal-1875-1565-167	167	Fleisch der Früchte	Fleisch der Früchte	fruit pulp		
Steinthal-1875-1565-168	168	Gummi	Gummi	gum		
Steinthal-1875-1565-169	169	Baumwolle	Baumwolle	cotton	1850	COTTON
Steinthal-1875-1565-170	170	Indigo	Indigo	indigo		
Steinthal-1875-1565-171	171	Tabak	Tabak	tobacco	974	TOBACCO
Steinthal-1875-1565-172	172	Oel	Oel	oil	1484	OIL (ORGANIC SUBSTANCE)
Steinthal-1875-1565-173	173	Zucker	Zucker	sugar	862	SUGAR
Steinthal-1875-1565-174	174	Stock (zum Gehen)	Stock (zum Gehen)	walking cane	1296	WALKING STICK
Steinthal-1875-1565-175	175	Thier	Thier	animal	619	ANIMAL
Steinthal-1875-1565-176	176	Hund bellt, beisst, wedelt mit dem Schwanze.	Hund bellt.	Dog barks.		
Steinthal-1875-1565-177	177	Hund bellt, beisst, wedelt mit dem Schwanze.	Hund beisst.	Dog bites.		
Steinthal-1875-1565-178	178	Hund bellt, beisst, wedelt mit dem Schwanze.	Hund wedelt mit dem Schwanze.	Dog wags its tail.		
Steinthal-1875-1565-179	179	Katze miaut.	Katze miaut.	Cat meows.		
Steinthal-1875-1565-180	180	Bulle	Bulle	bull	1008	BULL
Steinthal-1875-1565-181	181	Kuh	Kuh	cow	1007	COW
Steinthal-1875-1565-182	182	Ochs käut wieder.	Ochs käut wieder.	Ox ruminates.		
Steinthal-1875-1565-183	183	Kalb	Kalb	calf	1989	CALF
Steinthal-1875-1565-184	184	kalben	kalben	to calve		
Steinthal-1875-1565-185	185	Stier brüllt.	Stier brüllt.	Bull roars.		
Steinthal-1875-1565-186	186	Rindvieh	Rindvieh	bovine	3044	BOVINE
Steinthal-1875-1565-187	187	Ziege mäckert.	Ziege mäckert.	Goat bleats.		
Steinthal-1875-1565-188	188	Ziegenbock	Ziegenbock	He-goat	2475	MALE GOAT
Steinthal-1875-1565-189	189	Schaf blökt.	Schaf blökt.	Sheep bleats.		
Steinthal-1875-1565-190	190	Mutterschaf	Mutterschaf	ewe	1345	EWE
Steinthal-1875-1565-191	191	Widder	Widder	ram	1344	RAM
Steinthal-1875-1565-192	192	Hammel	Hammel	wether		
Steinthal-1875-1565-193	193	Antilope	Antilope	antelope	3674	ANTELOPE
Steinthal-1875-1565-194	194	Giraffe	Giraffe	giraffe	3089	GIRAFFE
Steinthal-1875-1565-195	195	Hirsch	Hirsch	stag	1936	DEER
Steinthal-1875-1565-196	196	Reh	Reh	deer	1936	DEER
Steinthal-1875-1565-197	197	Schwein grunzt.	Schwein grunzt.	Pig grunts.		
Steinthal-1875-1565-198	198	Pferd wiehert.	Pferd wiehert.	Horse neighs.		
Steinthal-1875-1565-199	199	Esel ist träge.	Esel ist träge.	Donkey is idle.		
Steinthal-1875-1565-200	200	Maulthier	Maulthier	mule (female horse, male donkey)	890	MULE
Steinthal-1875-1565-201	201	Maulesel	Maulesel	mule (male horse, female donkey)	890	MULE
Steinthal-1875-1565-202	202	Zebra	Zebra	zebra	3675	ZEBRA
Steinthal-1875-1565-203	203	Kameel	Kameel	camel	1871	CAMEL
Steinthal-1875-1565-204	204	Elefant	Elefant	elephant	1290	ELEPHANT
Steinthal-1875-1565-205	205	Rhinoceros	Rhinoceros	rhinoceros	2591	RHINOCEROS
Steinthal-1875-1565-206	206	Hippopotamos	Hippopotamos	hippopotamus	3145	HIPPOPOTAMUS
Steinthal-1875-1565-207	207	Löwe brüllt.	Löwe brüllt.	Lion roars.		
Steinthal-1875-1565-208	208	Tiger	Tiger	tiger	846	TIGER
Steinthal-1875-1565-209	209	Leopard	Leopard	leopard	1139	LEOPARD
Steinthal-1875-1565-210	210	Panther	Panther	panther		
Steinthal-1875-1565-211	211	Hyäne	Hyäne	hyena	1799	HYENA
Steinthal-1875-1565-212	212	Bär	Bär	bear	1820	BEAR
Steinthal-1875-1565-213	213	Fuchs	Fuchs	fox	1312	FOX
Steinthal-1875-1565-214	214	Wolf	Wolf	wolf	522	WOLF
Steinthal-1875-1565-215	215	Rennthier	Rennthier	reindeer, caribou	1876	REINDEER
Steinthal-1875-1565-216	216	Eber	Eber	boar	1348	BOAR (MALE PIG)
Steinthal-1875-1565-217	217	Hase	Hase	hare	1190	HARE
Steinthal-1875-1565-218	218	Ratte	Ratte	rat	1490	RAT
Steinthal-1875-1565-219	219	Maus	Maus	mouse	1491	MOUSE
Steinthal-1875-1565-220	220	Affen (dessen Arten)	Affe	monkey, ape	3298	APE OR MONKEY
Steinthal-1875-1565-221	221	Vogel singt, zwitschert, fliegt.	Vogel singt.	Bird sings.		
Steinthal-1875-1565-222	222	Vogel singt, zwitschert, fliegt.	Vogel zwitschert.	Bird chirps.		
Steinthal-1875-1565-223	223	Vogel singt, zwitschert, fliegt.	Vogel fliegt.	Bird flies.		
Steinthal-1875-1565-224	224	Adler fliegt hoch, stürzt sich auf seine Beute.	Adler fliegt hoch.	Eagle soars.		
Steinthal-1875-1565-225	225	Adler fliegt hoch, stürzt sich auf seine Beute.	Adler stürzt sich auf seine Beute.	Eagle attacks its prey.		
Steinthal-1875-1565-226	226	Geier	Geier	vulture	1185	VULTURE
Steinthal-1875-1565-227	227	Eule	Eule	owl	735	OWL
Steinthal-1875-1565-228	228	Papagei	Papagei	parrot	882	PARROT
Steinthal-1875-1565-229	229	Storch	Storch	stork	3724	STORK
Steinthal-1875-1565-230	230	Strauss	Strauß	ostrich		
Steinthal-1875-1565-231	231	Huhn	Huhn	chicken	1318	CHICKEN
Steinthal-1875-1565-232	232	Hahn kräht.	Hahn kräht.	Cock crows.		
Steinthal-1875-1565-233	233	Henne gackert.	Henne gackert.	Hen clucks.		
Steinthal-1875-1565-234	234	Rebhuhn	Rebhuhn	partridge	3681	PARTRIDGE
Steinthal-1875-1565-235	235	Perlhuhn	Perlhuhn	guinea fowl	456	GUINEA FOWL
Steinthal-1875-1565-236	236	Gans	Gans	goose	1187	GOOSE
Steinthal-1875-1565-237	237	Ente	Ente	duck	1360	DUCK
Steinthal-1875-1565-238	238	Küchlein	Küchlein	chick	2513	CHICKEN CHICK
Steinthal-1875-1565-239	239	Henne hat ein Ei gelegt.	Henne hat ein Ei gelegt.	Hen laid an egg.		
Steinthal-1875-1565-240	240	Taube	Taube	dove	1853	DOVE
Steinthal-1875-1565-241	241	Schildkröte	Schildkröte	turtle	112	TURTLE
Steinthal-1875-1565-242	242	Krokodil (Alligator)	Krokodil (Alligator)	crocodile	1857	CROCODILE
Steinthal-1875-1565-243	243	Eidexe	Eidexe	lizard	632	LIZARD
Steinthal-1875-1565-244	244	Frosch	Frosch	frog	503	FROG
Steinthal-1875-1565-245	245	Kröte	Kröte	toad	894	TOAD
Steinthal-1875-1565-246	246	Schlange, kriecht (deren Arten).	Schlange	snake	730	SNAKE
Steinthal-1875-1565-247	247	Schlange, kriecht (deren Arten).	Schlange kriecht.	Snake crawls.		
Steinthal-1875-1565-248	248	Fisch (Arten) schwimmt.	Fisch schwimmt.	Fish swims.		
Steinthal-1875-1565-249	249	Krebs	Krebs	cancer, crab	2348	CRAB
Steinthal-1875-1565-250	250	Skorpion	Skorpion	scorpion	1538	SCORPION
Steinthal-1875-1565-251	251	Spinne	Spinne	spider	843	SPIDER
Steinthal-1875-1565-252	252	Käfer	Käfer	bug	1027	BUG
Steinthal-1875-1565-253	253	Ameise (Arten)	Ameise	ant	587	ANT
Steinthal-1875-1565-254	254	Heuschrecke	Heuschrecke	locust	810	LOCUST
Steinthal-1875-1565-255	255	Biene	Biene	bee	665	BEE
Steinthal-1875-1565-256	256	Honig	Honig	honey	942	HONEY
Steinthal-1875-1565-257	257	Wachs	Wachs	beewax	1931	BEESWAX
Steinthal-1875-1565-258	258	Stachel	Stachel	stinger		
Steinthal-1875-1565-259	259	Wespe	Wespe	wasp	1517	WASP
Steinthal-1875-1565-260	260	Fliege sticht.	Fliege sticht.	Fly stings.		
Steinthal-1875-1565-261	261	Mücke	Mücke	mosquito	1509	MOSQUITO
Steinthal-1875-1565-262	262	Laus	Laus	louse	1392	LOUSE
Steinthal-1875-1565-263	263	Floh	Floh	flea	232	FLEA
Steinthal-1875-1565-264	264	Wanze	Wanze	bed bug	1949	BEDBUG
Steinthal-1875-1565-265	265	Schmetterling	Schmetterling	butterfly	1791	BUTTERFLY
Steinthal-1875-1565-266	266	Raupe	Raupe	caterpillar	2247	CATERPILLAR
Steinthal-1875-1565-267	267	Wurm	Wurm	worm	1219	WORM
Steinthal-1875-1565-268	268	Seide	Seide	silk	1641	SILK
Steinthal-1875-1565-269	269	Schnecke	Schnecke	snail	1543	SNAIL
Steinthal-1875-1565-270	270	Auster	Auster	oyster	2830	OYSTERS
Steinthal-1875-1565-271	271	Männchen	Männchen	male (of animals)	2263	MALE (OF ANIMAL)
Steinthal-1875-1565-272	272	Weibchen	Weibchen	female (of animals)	2262	FEMALE (OF ANIMAL)
Steinthal-1875-1565-273	273	Fleisch	Fleisch	flesh, meat	2615	FLESH OR MEAT
Steinthal-1875-1565-274	274	Fett	Fett	fat	323	FAT (ORGANIC SUBSTANCE)
Steinthal-1875-1565-275	275	Milch	Milch	milk	635	MILK
Steinthal-1875-1565-276	276	Butter	Butter	butter	1245	BUTTER
Steinthal-1875-1565-277	277	Käse	Käse	cheese	1569	CHEESE
Steinthal-1875-1565-278	278	Haar	Haar	hair	2678	HAIR OR FUR
Steinthal-1875-1565-279	279	Schwanz	Schwanz	tail	1220	TAIL
Steinthal-1875-1565-280	280	Wolle	Wolle	wool	964	WOOL
Steinthal-1875-1565-281	281	Fett	Fett	fat	1282	FAT (FROM ANIMALS)
Steinthal-1875-1565-282	282	Horn	Horn	horn	1393	HORN (ANATOMY)
Steinthal-1875-1565-283	283	Huf (Klaue)	Huf	hoof	152	HOOF
Steinthal-1875-1565-284	284	Huf (Klaue)	Klaue	claw, talon	72	CLAW
Steinthal-1875-1565-285	285	Rüssel	Rüssel	trunk		
Steinthal-1875-1565-286	286	Elfenbein	Elfenbein	ivory		
Steinthal-1875-1565-287	287	Flügel	Flügel	wing	1257	WING
Steinthal-1875-1565-288	288	Feder	Feder	feather	1201	FEATHER
Steinthal-1875-1565-289	289	Vogelschwanz	Vogelschwanz	bird's tail		
Steinthal-1875-1565-290	290	Schnabel	Schnabel	beak	73	BEAK
Steinthal-1875-1565-291	291	Ei	Ei	egg	744	EGG
Steinthal-1875-1565-292	292	Nest	Nest	nest	3549	BIRD NEST
Steinthal-1875-1565-293	293	Lager	Lager	camp	1105	CAMP
Steinthal-1875-1565-294	294	Höhle	Höhle	cave	1155	CAVE
Steinthal-1875-1565-295	295	Gräte	Gräte	fishbone		
Steinthal-1875-1565-296	296	Flossen	Flossen	fins	213	FIN
Steinthal-1875-1565-297	297	Schuppen	Schuppen	fish scales	266	SCALE
Steinthal-1875-1565-298	298	Schale	Schale	shell	598	SHELL
Steinthal-1875-1565-299	299	Mensch (Leute)	Mensch (Leute)	human	683	PERSON
Steinthal-1875-1565-300	300	Mann	Mann	man	1554	MAN
Steinthal-1875-1565-301	301	Weib	Weib	woman	962	WOMAN
Steinthal-1875-1565-302	302	Kind	Kind	child	2099	CHILD
Steinthal-1875-1565-303	303	Sohn	Sohn	son	1620	SON
Steinthal-1875-1565-304	304	Tochter	Tochter	daughter	1357	DAUGHTER
Steinthal-1875-1565-305	305	Diese Frau hat sechs Kinder geboren.	Diese Frau hat sechs Kinder geboren.	This woman has given birth to six children.		
Steinthal-1875-1565-306	306	zeugen	zeugen	beget	1152	BEGET
Steinthal-1875-1565-307	307	Wo bist du geboren?	Wo bist du geboren?	Where were you born?		
Steinthal-1875-1565-308	308	Ist dein Vater am Leben?	Ist dein Vater am Leben?	Is your father alive?		
Steinthal-1875-1565-309	309	Er ist todt.	Er ist todt.	He is dead.		
Steinthal-1875-1565-310	310	Er ist wohl.	Er ist wohl.	He is well.		
Steinthal-1875-1565-311	311	Knabe	Knabe	little boy	1366	BOY
Steinthal-1875-1565-312	312	Jüngling	Jüngling	young man	76	YOUNG MAN
Steinthal-1875-1565-313	313	kleines Mädchen	kleines Mädchen	little girl	1646	GIRL
Steinthal-1875-1565-314	314	reife Jungfrau	reife Jungfrau	young woman	77	YOUNG WOMAN
Steinthal-1875-1565-315	315	Gatte	Gatte	husband	1200	HUSBAND
Steinthal-1875-1565-316	316	Gattin	Gattin	wife	1199	WIFE
Steinthal-1875-1565-317	317	Braut	Braut	bride	1266	BRIDE
Steinthal-1875-1565-318	318	Bräutigam	Bräutigam	bridegroom	3282	GROOM
Steinthal-1875-1565-319	319	Junggeselle	Junggeselle	bachelor		
Steinthal-1875-1565-320	320	Wittwe	Wittwe	widow	1756	WIDOW
Steinthal-1875-1565-321	321	Wittwer	Wittwer	widower	1981	WIDOWER
Steinthal-1875-1565-322	322	sich verheirathen	sich verheirathen	to marry	203	MARRY
Steinthal-1875-1565-323	323	Ein Mann A hat die Jungfrau B geheirathet.	Ein Mann A hat die Jungfrau B geheirathet.	A man A has married the virgin B.		
