ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH
Snodgrass-1980-260-99	99	939	HORN (INSTRUMENT)	French horn
Snodgrass-1980-260-100	100	503	FROG	Frog
Snodgrass-1980-260-101	101	31	PAN	Frying pan
Snodgrass-1980-260-102	102	4036	GARBAGE CAN	Garbage can
Snodgrass-1980-260-103	103	3089	GIRAFFE	Giraffe
Snodgrass-1980-260-104	104			Glass 
Snodgrass-1980-260-105	105	1898	SPECTACLES	Glasses
Snodgrass-1980-260-106	106	867	GLOVE	Glove 
Snodgrass-1980-260-107	107	1502	GOAT	Goat
Snodgrass-1980-260-108	108	3144	GORILLA	Gorilla
Snodgrass-1980-260-109	109	920	GRAPE	Grapes
Snodgrass-1980-260-110	110	607	GRASSHOPPER	Grasshopper
Snodgrass-1980-260-111	111	3090	GUITAR	Guitar
Snodgrass-1980-260-112	112	1566	GUN	Gun
Snodgrass-1980-260-113	113	2648	HAIR (HEAD)	Hair
Snodgrass-1980-260-114	114	1481	HAMMER	Hammer
Snodgrass-1980-260-115	115	1277	HAND	Hand
Snodgrass-1980-260-116	116	770	EARRING	Hanger
Snodgrass-1980-260-117	117	2597	HARP	Harp
Snodgrass-1980-260-118	118	771	HAT	Hat
Snodgrass-1980-260-119	119	1223	HEART	Heart
Snodgrass-1980-260-120	120	2580	HELICOPTER	Helicopter
Snodgrass-1980-260-121	121	615	HORSE	Horse
Snodgrass-1980-260-122	122	1252	HOUSE	House
Snodgrass-1980-260-123	123	4031	IRON (PRESSING)	Iron
Snodgrass-1980-260-124	124	3998	IRONING BOARD	Ironing Board
Snodgrass-1980-260-125	125	2770	JACKET	Jacket
Snodgrass-1980-260-126	126	164	KANGAROO	Kangaroo
Snodgrass-1980-260-127	127	854	KETTLE	Kettle
Snodgrass-1980-260-128	128	1472	KEY	Key
Snodgrass-1980-260-129	129	4032	KITE (TOY)	Kite
Snodgrass-1980-260-130	130	1352	KNIFE	Knife
Snodgrass-1980-260-131	131	1464	LADDER	Ladder
Snodgrass-1980-260-132	132	625	LAMP	Lamp
Snodgrass-1980-260-133	133	628	LEAF	Leaf
Snodgrass-1980-260-134	134	1297	LEG	Leg
Snodgrass-1980-260-135	135	3091	LEMON	Lemon
Snodgrass-1980-260-136	136	1139	LEOPARD	Leopard
Snodgrass-1980-260-137	137	3729	LETTUCE	Lettuce
Snodgrass-1980-260-138	138	4000	LIGHTBULB	Light bulb
Snodgrass-1980-260-139	139	4001	LIGHT SWITCH	Light switch
Snodgrass-1980-260-140	140	1386	LION	Lion
Snodgrass-1980-260-141	141	478	LIP	Lips
Snodgrass-1980-260-142	142	2397	LOBSTER	Lobster
Snodgrass-1980-260-143	143	1596	LOCK	Lock
Snodgrass-1980-260-144	144			Mitten 
Snodgrass-1980-260-145	145	1350	MONKEY	Monkey
Snodgrass-1980-260-146	146	1313	MOON	Moon
Snodgrass-1980-260-147	147	638	MOTORCYCLE	Motorcycle
Snodgrass-1980-260-148	148	639	MOUNTAIN	Mountain
Snodgrass-1980-260-149	149	1491	MOUSE	Mouse
Snodgrass-1980-260-150	150	641	MUSHROOM	Mushroom
Snodgrass-1980-260-151	151	502	NAIL (TOOL)	Nail
Snodgrass-1980-260-152	152			Nail file
Snodgrass-1980-260-153	153	1961	NECKLACE	Necklace
Snodgrass-1980-260-154	154	1382	NEEDLE (FOR SEWING)	Needle
Snodgrass-1980-260-155	155	1221	NOSE	Nose
Snodgrass-1980-260-156	156	191	NUT	Nut
Snodgrass-1980-260-157	157	2366	ONION	Onion
Snodgrass-1980-260-158	158	2627	ORANGE (FRUIT)	Orange
Snodgrass-1980-260-159	159	3797	OSTRICH	Ostrich
Snodgrass-1980-260-160	160	735	OWL	Owl
Snodgrass-1980-260-161	161	3094	PAINTBRUSH	Paintbrush
Snodgrass-1980-260-162	162	809	TROUSERS	Pants
Snodgrass-1980-260-163	163	2043	PEACH	Peach
Snodgrass-1980-260-164	164	3382	PEACOCK	Peacock
Snodgrass-1980-260-165	165	595	GROUNDNUT (PEANUT)	Peanut
Snodgrass-1980-260-166	166	922	PEAR	Pear
Snodgrass-1980-260-167	167	794	PEN	Pen
Snodgrass-1980-260-168	168	2578	PENCIL	Pencil
Snodgrass-1980-260-169	169	2831	PENGUIN	Penguin
Snodgrass-1980-260-170	170	1385	PEPPER	Pepper
Snodgrass-1980-260-171	171			Piano
Snodgrass-1980-260-172	172	1337	PIG	Pig
Snodgrass-1980-260-173	173	2440	PINEAPPLE	Pineapple
Snodgrass-1980-260-174	174	1124	PIPE	Pipe
Snodgrass-1980-260-175	175	120	PITCHER	Pitcher
Snodgrass-1980-260-176	176	4003	PLIERS	Pliers
Snodgrass-1980-260-177	177			Plug
Snodgrass-1980-260-178	178			Pocketbook
Snodgrass-1980-260-179	179	1462	POT	Pot
Snodgrass-1980-260-180	180	593	POTATO	Potato
Snodgrass-1980-260-181	181	864	PUMPKIN	Pumpkin
Snodgrass-1980-260-182	182	1136	RABBIT	Rabbit
Snodgrass-1980-260-183	183	828	RACCOON	Raccoon
Snodgrass-1980-260-184	184	4004	RECORD PLAYER	Record Player
Snodgrass-1980-260-185	185	3952	REFRIGERATOR	Refrigerator
Snodgrass-1980-260-186	186	2591	RHINOCEROS	Rhinoceros
Snodgrass-1980-260-187	187	1374	RING	Ring
Snodgrass-1980-260-188	188	3999	ROCKING CHAIR	Rocking chair
Snodgrass-1980-260-189	189			Roller skate
Snodgrass-1980-260-190	190	4002	ROLLING PIN	Rolling pin
Snodgrass-1980-260-191	191	1511	ROOSTER	Rooster
Snodgrass-1980-260-192	192	3405	RULER	Ruler
Snodgrass-1980-260-193	193	4026	SAILBOAT	Sailboat 
Snodgrass-1980-260-194	194			Saltshaker 
Snodgrass-1980-260-195	195	4008	SANDWICH	Sandwich 
Snodgrass-1980-260-196	196	1948	SAW	Saw
Snodgrass-1980-260-197	197	356	SHEARS	Scissors
Snodgrass-1980-260-198	198	1802	SCREW	Screw
Snodgrass-1980-260-199	199	836	SCREWDRIVER	Screwdriver
Snodgrass-1980-260-200	200	2586	SEAHORSE	Seahorse
Snodgrass-1980-260-201	201	651	SEAL	Seal
Snodgrass-1980-260-202	202	1331	SHEEP	Sheep
Snodgrass-1980-260-203	203	1622	SHIRT	Shirt
Snodgrass-1980-260-204	204	1381	SHOE	Shoe
Snodgrass-1980-260-205	205	1600	SKIRT	Skirt
Snodgrass-1980-260-206	206	3888	SKUNK	Skunk
Snodgrass-1980-260-207	207	16	SLED	Sled
Snodgrass-1980-260-208	208	1543	SNAIL	Snail
Snodgrass-1980-260-209	209	730	SNAKE	Snake
Snodgrass-1980-260-210	210	3098	SNOWMAN	Snowman
Snodgrass-1980-260-211	211	1522	SOCK	Sock
Snodgrass-1980-260-212	212	843	SPIDER	Spider
Snodgrass-1980-260-213	213	4009	SPINNING WHEEL	Spinning wheel
Snodgrass-1980-260-214	214			Spool of thread 
Snodgrass-1980-260-215	215	1378	SPOON	Spoon
Snodgrass-1980-260-216	216	1628	SQUIRREL	Squirrel
Snodgrass-1980-260-217	217	1430	STAR	Star
Snodgrass-1980-260-218	218	2058	STOOL	Stool
Snodgrass-1980-260-219	219	859	STOVE	Stove
Snodgrass-1980-260-220	220	3138	STRAWBERRY	Strawberry
Snodgrass-1980-260-221	221	4005	SUITCASE	Suitcase
Snodgrass-1980-260-222	222	1343	SUN	Sun
Snodgrass-1980-260-223	223	2837	SWAN	Swan
Snodgrass-1980-260-224	224	4035	SWEATER	Sweater
Snodgrass-1980-260-225	225	3101	SWING	Swing
Snodgrass-1980-260-226	226	1775	TABLE	Table
Snodgrass-1980-260-227	227	1379	TELEPHONE	Telephone
Snodgrass-1980-260-228	228	1788	TELEVISION	Television
Snodgrass-1980-260-229	229	3096	RACKET	Tennis racket
Snodgrass-1980-260-230	230			Thimble 
Snodgrass-1980-260-231	231	1781	THUMB	Thumb
Snodgrass-1980-260-232	232	3711	TIE (NOUN)	Tie
Snodgrass-1980-260-233	233	846	TIGER	Tiger
Snodgrass-1980-260-234	234	4010	TOASTER	Toaster
Snodgrass-1980-260-235	235	1389	TOE	Toe
Snodgrass-1980-260-236	236	986	TOMATO	Tomato
Snodgrass-1980-260-237	237	2579	TOOTHBRUSH	Toothbrush
Snodgrass-1980-260-238	238			Top
Snodgrass-1980-260-239	239			Traffic light
Snodgrass-1980-260-240	240	900	TRAIN	Train
Snodgrass-1980-260-241	241	906	TREE	Tree
Snodgrass-1980-260-242	242	4011	TRUCK	Truck
Snodgrass-1980-260-243	243	775	TRUMPET	Trumpet
Snodgrass-1980-260-244	244	112	TURTLE	Turtle
Snodgrass-1980-260-245	245	3105	UMBRELLA	Umbrella
Snodgrass-1980-260-246	246	3746	VASE	Vase
Snodgrass-1980-260-247	247	3140	VEST	Vest
Snodgrass-1980-260-248	248	4023	VIOLIN	Violin
Snodgrass-1980-260-249	249	122	CART	Wagon
Snodgrass-1980-260-250	250	3349	WRISTWATCH	Watch
Snodgrass-1980-260-251	251			Watering can
Snodgrass-1980-260-252	252	2766	WATERMELON	Watermelon
Snodgrass-1980-260-253	253	954	WELL	Well
Snodgrass-1980-260-254	254	710	WHEEL	Wheel
Snodgrass-1980-260-255	255	3107	WHISTLE (INSTRUMENT)	Whistle
Snodgrass-1980-260-256	256	3841	WINDMILL	Windmill
Snodgrass-1980-260-257	257	1375	WINDOW	Window
Snodgrass-1980-260-258	258			Wineglass
Snodgrass-1980-260-259	259	1361	TOOL	Wrench
Snodgrass-1980-260-260	260	3675	ZEBRA	Zebra
